"A430078G23Rik"	"GO:0003674;GO:0005575;GO:0008150"
"A430105I19Rik"	"GO:0005575;GO:0008150;GO:0044822"
"A4galt"	"GO:0001576;GO:0005794;GO:0006629;GO:0007009;GO:0008378;GO:0015643;GO:0016020;GO:0016021;GO:0016740;GO:0016757;GO:0050512;GO:0070062"
"A530016L24Rik"	"GO:0003674;GO:0005886;GO:0008150;GO:0016020;GO:0016021"
"A530064D06Rik"	"GO:0003674;GO:0005575;GO:0008150"
"A530084C06Rik"	"GO:0003674;GO:0005575;GO:0008150"
"A530099J19Rik"	"GO:0003674;GO:0005575;GO:0008150"
"A630001G21Rik"	"GO:0003674;GO:0005575;GO:0008150"
"A630010A05Rik"	"GO:0003674;GO:0005575;GO:0008150"
"A630033H20Rik"	"GO:0004930;GO:0005623;GO:0005887;GO:0035025;GO:0051482"
"A730015C16Rik"	"GO:0003674;GO:0005575;GO:0008150"
"A730017C20Rik"	"GO:0003674;GO:0005575;GO:0008150;GO:0016020;GO:0016021"
"A730049H05Rik"	"GO:0003674;GO:0005575;GO:0008150"
"A730061H03Rik"	"GO:0003674;GO:0005575;GO:0008150"
"A830005F24Rik"	"GO:0003674;GO:0005575;GO:0008150"
"A830010M20Rik"	"GO:0003674;GO:0005575;GO:0008150"
"A830018L16Rik"	"GO:0003674;GO:0005575;GO:0008150"
"A830031A19Rik"	"GO:0003674;GO:0005575;GO:0008150"
"A830080D01Rik"	"GO:0003674;GO:0005575;GO:0005739;GO:0008150"
"A930004D18Rik"	"GO:0003674;GO:0005575;GO:0008150"
"A930011G23Rik"	"GO:0003674;GO:0005575;GO:0008150"
"A930017K11Rik"	"GO:0003674;GO:0005575;GO:0008150"
"A930018M24Rik"	"GO:0003674;GO:0005575;GO:0008150"
"A930033H14Rik"	"GO:0003674;GO:0005575;GO:0008150"
"AA986860"	"GO:0003674;GO:0005737;GO:0008150;GO:0070062"
"Aaas"	"GO:0003674;GO:0005634;GO:0005643;GO:0005654;GO:0005737;GO:0005813;GO:0006810;GO:0006913;GO:0007612;GO:0009566;GO:0015031;GO:0016020;GO:0031965;GO:0051028"
"Aacs"	"GO:0000166;GO:0001889;GO:0003824;GO:0005524;GO:0005623;GO:0005737;GO:0005829;GO:0006629;GO:0006631;GO:0007584;GO:0008152;GO:0010243;GO:0014070;GO:0016874;GO:0030729;GO:0032024;GO:0034201;GO:0042493;GO:0045471;GO:0047760;GO:0071333"
"Aaed1"	"GO:0005575;GO:0016209;GO:0055114"
"Aagab"	"GO:0003674;GO:0005654;GO:0005737;GO:0006810;GO:0008150;GO:0015031"
"Aak1"	"GO:0004674;GO:0005112;GO:0005737;GO:0006468;GO:0031252;GO:0032880;GO:0035612;GO:0043195;GO:0045747;GO:0046777;GO:0050821;GO:0071439;GO:2000369"
"Aamdc"	"GO:0003674;GO:0005737;GO:0043066;GO:0045600;GO:0045944"
"Aamp"	"GO:0005737;GO:0008201;GO:0009986;GO:0015630;GO:0030687;GO:0042273;GO:0045171;GO:0051082"
"Aanat"	"GO:0004059;GO:0004060;GO:0005737;GO:0006474;GO:0007623;GO:0008080;GO:0009416;GO:0009648;GO:0010043;GO:0014070;GO:0016740;GO:0016746;GO:0030187;GO:0032868;GO:0034695;GO:0046688;GO:0048471;GO:0048511;GO:0071320;GO:0071889"
"Aar2"	"GO:0000244;GO:0003674;GO:0005575"
"Aard"	"GO:0003674;GO:0005575;GO:0008150"
"Aars"	"GO:0000049;GO:0000166;GO:0001942;GO:0002161;GO:0003676;GO:0003723;GO:0004812;GO:0004813;GO:0005515;GO:0005524;GO:0005737;GO:0005829;GO:0006400;GO:0006412;GO:0006419;GO:0006457;GO:0016020;GO:0016597;GO:0016874;GO:0016876;GO:0021680;GO:0030968;GO:0034620;GO:0043039;GO:0043200;GO:0043524;GO:0043588;GO:0046872;GO:0050885;GO:0050905;GO:0070062"
"Aars2"	"GO:0000049;GO:0000166;GO:0003676;GO:0003723;GO:0004812;GO:0004813;GO:0005524;GO:0005737;GO:0005739;GO:0006400;GO:0006412;GO:0006419;GO:0016597;GO:0016874;GO:0016876;GO:0033108;GO:0043039;GO:0046872;GO:0070143"
"Aarsd1"	"GO:0000049;GO:0000166;GO:0002161;GO:0002196;GO:0003676;GO:0004813;GO:0005515;GO:0005524;GO:0005634;GO:0005737;GO:0006412;GO:0006419;GO:0006450;GO:0016876;GO:0043039;GO:0046872"
"Aasdh"	"GO:0000166;GO:0003674;GO:0003824;GO:0004043;GO:0005524;GO:0005575;GO:0006629;GO:0006631;GO:0008152;GO:0016491;GO:0016874;GO:0019482;GO:0043041;GO:0055114"
"Aasdhppt"	"GO:0000287;GO:0005737;GO:0008897;GO:0016740;GO:0019878;GO:0046872;GO:0070062"
"Aass"	"GO:0003824;GO:0005739;GO:0006091;GO:0008152;GO:0016491;GO:0019477;GO:0019878;GO:0043231;GO:0047130;GO:0047131;GO:0055114"
"Aatf"	"GO:0003700;GO:0005515;GO:0005634;GO:0005730;GO:0005737;GO:0005794;GO:0005813;GO:0005925;GO:0006357;GO:0007155;GO:0007346;GO:0019904;GO:0032929;GO:0040016;GO:0042254;GO:0042985;GO:0043066;GO:0043522;GO:0044822;GO:0045893;GO:0045944;GO:0048156;GO:2000378"
"Aatk"	"GO:0000166;GO:0004672;GO:0004674;GO:0004713;GO:0005515;GO:0005524;GO:0005737;GO:0005783;GO:0006468;GO:0006915;GO:0007420;GO:0016020;GO:0016021;GO:0016301;GO:0016310;GO:0016740;GO:0030517;GO:0032482;GO:0038083;GO:0042995;GO:0044295;GO:0046777;GO:0048471;GO:0051402;GO:0055037;GO:0097458"
"AB124611"	"GO:0003674;GO:0005575;GO:0008150;GO:0016020;GO:0016021"
"Abat"	"GO:0001666;GO:0003824;GO:0003867;GO:0005739;GO:0005759;GO:0007568;GO:0007620;GO:0007626;GO:0008483;GO:0009448;GO:0009449;GO:0009450;GO:0010039;GO:0014053;GO:0016740;GO:0030170;GO:0031652;GO:0032024;GO:0032144;GO:0033602;GO:0035094;GO:0035640;GO:0042135;GO:0042220;GO:0042493;GO:0042802;GO:0042803;GO:0043005;GO:0045471;GO:0045776;GO:0045964;GO:0046872;GO:0047298;GO:0048148;GO:0051536;GO:0070062;GO:0070474;GO:0090331;GO:0097151;GO:1902722;GO:1904450"
"Abca1"	"GO:0000166;GO:0002790;GO:0005102;GO:0005215;GO:0005515;GO:0005524;GO:0005548;GO:0005794;GO:0005886;GO:0005887;GO:0006497;GO:0006810;GO:0006911;GO:0007040;GO:0007186;GO:0008203;GO:0008509;GO:0009897;GO:0009986;GO:0010875;GO:0015914;GO:0015917;GO:0016020;GO:0016021;GO:0016197;GO:0016887;GO:0017127;GO:0019905;GO:0030139;GO:0030301;GO:0030819;GO:0031267;GO:0032367;GO:0032489;GO:0033344;GO:0033700;GO:0034185;GO:0034186;GO:0034188;GO:0034364;GO:0034380;GO:0042157;GO:0042158;GO:0042626;GO:0042632;GO:0043231;GO:0043691;GO:0045121;GO:0045332;GO:0045335;GO:0048471;GO:0050702;GO:0051117;GO:0055091;GO:0055099;GO:0060155;GO:0071222;GO:0071300;GO:0090554;GO:0090556"
"Abca12"	"GO:0005102;GO:0005319;GO:0005515;GO:0005737;GO:0005743;GO:0005829;GO:0005886;GO:0006869;GO:0010875;GO:0030216;GO:0031424;GO:0032940;GO:0033700;GO:0034191;GO:0035627;GO:0042626;GO:0043129;GO:0045055;GO:0048286;GO:0055088;GO:0061436;GO:0072659;GO:0097209;GO:2000010"
"Abca13"	"GO:0000166;GO:0005215;GO:0005524;GO:0006810;GO:0016020;GO:0016021;GO:0016887;GO:0033344;GO:0033700;GO:0042626;GO:0043231"
"Abca14"	"GO:0006869;GO:0042626;GO:0043231"
"Abca17"	"GO:0000166;GO:0005215;GO:0005524;GO:0005737;GO:0005783;GO:0006629;GO:0006638;GO:0006810;GO:0006869;GO:0016020;GO:0016021;GO:0016887;GO:0042626"
"Abca2"	"GO:0000166;GO:0005215;GO:0005524;GO:0005764;GO:0005765;GO:0005768;GO:0005815;GO:0006357;GO:0006810;GO:0008203;GO:0016020;GO:0016021;GO:0016887;GO:0031410;GO:0032383;GO:0033344;GO:0033700;GO:0042626;GO:0043231"
"Abca3"	"GO:0000166;GO:0005215;GO:0005524;GO:0005615;GO:0005886;GO:0006810;GO:0006869;GO:0016020;GO:0016021;GO:0016887;GO:0042626;GO:0097208;GO:0097233"
"Abca4"	"GO:0000166;GO:0001750;GO:0004012;GO:0005215;GO:0005524;GO:0005548;GO:0005887;GO:0006649;GO:0006810;GO:0007601;GO:0016020;GO:0016021;GO:0016887;GO:0042626;GO:0043231;GO:0045332;GO:0045494;GO:0050896;GO:0090555"
"Abca5"	"GO:0000166;GO:0005215;GO:0005524;GO:0005764;GO:0005768;GO:0005770;GO:0005794;GO:0006810;GO:0010745;GO:0016020;GO:0016021;GO:0016887;GO:0033344;GO:0034375;GO:0042626;GO:0043691"
"Abca6"	"GO:0000166;GO:0005215;GO:0005524;GO:0006810;GO:0006869;GO:0016020;GO:0016021;GO:0016887;GO:0042626;GO:0043231"
"Abca7"	"GO:0000166;GO:0001891;GO:0005215;GO:0005515;GO:0005524;GO:0005548;GO:0005622;GO:0005768;GO:0005794;GO:0005886;GO:0006810;GO:0006909;GO:0007613;GO:0009986;GO:0010875;GO:0016020;GO:0016021;GO:0016324;GO:0016887;GO:0018149;GO:0030054;GO:0032587;GO:0033344;GO:0033700;GO:0034188;GO:0034380;GO:0034504;GO:0038027;GO:0042626;GO:0042985;GO:0043231;GO:0045332;GO:0050766;GO:0070374;GO:0090554;GO:0090556;GO:1900223;GO:1901076;GO:1902430;GO:1902995"
"Abca8a"	"GO:0000166;GO:0005215;GO:0005524;GO:0005743;GO:0005886;GO:0006810;GO:0006869;GO:0016020;GO:0016021;GO:0016887;GO:0042626"
"Abca8b"	"GO:0000166;GO:0005215;GO:0005524;GO:0005743;GO:0005886;GO:0006810;GO:0006869;GO:0016020;GO:0016021;GO:0016887;GO:0042626;GO:0055085"
"Abca9"	"GO:0000166;GO:0005215;GO:0005524;GO:0005739;GO:0005743;GO:0006810;GO:0006869;GO:0016020;GO:0016021;GO:0016887;GO:0042626"
"Abcb10"	"GO:0000166;GO:0005215;GO:0005515;GO:0005524;GO:0005739;GO:0005743;GO:0006810;GO:0016020;GO:0016021;GO:0016887;GO:0032592;GO:0042626;GO:0042803;GO:0055085"
"Abcb1a"	"GO:0000086;GO:0000166;GO:0002481;GO:0002485;GO:0002489;GO:0002591;GO:0005524;GO:0005886;GO:0006810;GO:0006855;GO:0008559;GO:0009914;GO:0009986;GO:0015893;GO:0016020;GO:0016021;GO:0016324;GO:0016787;GO:0016887;GO:0031526;GO:0033231;GO:0035633;GO:0042623;GO:0042626;GO:0043215;GO:0045177;GO:0045332;GO:0046581;GO:0046618;GO:0050892;GO:0055085;GO:0060548;GO:0060856;GO:0070062;GO:0072089;GO:0090554;GO:0090555;GO:0099038;GO:0099040;GO:1990962;GO:1990963;GO:2001025"
"Abcb1b"	"GO:0000139;GO:0000166;GO:0002481;GO:0002485;GO:0002489;GO:0002591;GO:0005215;GO:0005524;GO:0005739;GO:0005886;GO:0006810;GO:0008559;GO:0014045;GO:0015238;GO:0015893;GO:0016020;GO:0016021;GO:0016324;GO:0016787;GO:0016887;GO:0042493;GO:0042626;GO:0046581;GO:0055085"
"Abcb4"	"GO:0000139;GO:0000166;GO:0002481;GO:0002485;GO:0002489;GO:0002591;GO:0005524;GO:0005737;GO:0005886;GO:0006810;GO:0006855;GO:0006869;GO:0008525;GO:0008559;GO:0016020;GO:0016021;GO:0016324;GO:0016787;GO:0016887;GO:0031410;GO:0032376;GO:0032782;GO:0042626;GO:0045332;GO:0046581;GO:0055085;GO:0055088;GO:0061092;GO:0070062;GO:0090554;GO:1901557;GO:1903413;GO:2001140"
"Abcb6"	"GO:0000166;GO:0005524;GO:0005739;GO:0005740;GO:0005741;GO:0005743;GO:0005768;GO:0005783;GO:0005794;GO:0005886;GO:0006779;GO:0006810;GO:0006879;GO:0007420;GO:0015439;GO:0015562;GO:0015886;GO:0016020;GO:0016021;GO:0016887;GO:0020037;GO:0031307;GO:0042626;GO:0043588;GO:0055085;GO:0070062"
"Abcb7"	"GO:0000166;GO:0005524;GO:0005739;GO:0005743;GO:0006810;GO:0006879;GO:0016020;GO:0016021;GO:0016887;GO:0042626;GO:0055085"
"Abcb8"	"GO:0000166;GO:0005524;GO:0005634;GO:0005730;GO:0005739;GO:0005743;GO:0006810;GO:0016020;GO:0016021;GO:0016887;GO:0042626;GO:0055085"
"Abcb9"	"GO:0000166;GO:0002481;GO:0002485;GO:0002489;GO:0002591;GO:0005524;GO:0005764;GO:0005765;GO:0005789;GO:0006810;GO:0015031;GO:0015440;GO:0015833;GO:0016020;GO:0016021;GO:0016887;GO:0022891;GO:0030176;GO:0042626;GO:0042803;GO:0055085"
"Abcc1"	"GO:0000166;GO:0005215;GO:0005324;GO:0005524;GO:0005737;GO:0005886;GO:0005887;GO:0006810;GO:0006855;GO:0006979;GO:0008559;GO:0015238;GO:0015431;GO:0015562;GO:0015911;GO:0016020;GO:0016021;GO:0016323;GO:0016787;GO:0016887;GO:0030335;GO:0033700;GO:0034040;GO:0034634;GO:0034775;GO:0042493;GO:0042626;GO:0042908;GO:0046618;GO:0046624;GO:0055085;GO:0060326;GO:0060548;GO:0070062;GO:1901215;GO:1905701"
"Abcc10"	"GO:0000166;GO:0005524;GO:0005765;GO:0005886;GO:0006810;GO:0016020;GO:0016021;GO:0016887;GO:0042626;GO:0055085"
"Abcc12"	"GO:0000166;GO:0005524;GO:0005739;GO:0006810;GO:0016020;GO:0016021;GO:0016887;GO:0042626;GO:0055085"
"Abcc2"	"GO:0005515;GO:0005887;GO:0006855;GO:0009986;GO:0015694;GO:0015722;GO:0015732;GO:0016020;GO:0016324;GO:0016999;GO:0019904;GO:0030644;GO:0031526;GO:0042493;GO:0043627;GO:0046581;GO:0070327;GO:1901086"
"Abcc3"	"GO:0000166;GO:0005215;GO:0005524;GO:0005887;GO:0006810;GO:0006855;GO:0008559;GO:0015238;GO:0015432;GO:0015722;GO:0015893;GO:0016020;GO:0016021;GO:0016323;GO:0016887;GO:0042626;GO:0055085"
"Abcc4"	"GO:0005886;GO:0005929;GO:0006855;GO:0015132;GO:0015238;GO:0016020;GO:0016323;GO:0031088;GO:0032310;GO:0048661;GO:0060271"
"Abcc5"	"GO:0000166;GO:0005524;GO:0006810;GO:0008514;GO:0015711;GO:0016020;GO:0016021;GO:0016887;GO:0042626;GO:0048471;GO:0055085"
"Abcc6"	"GO:0000166;GO:0005524;GO:0005634;GO:0005886;GO:0006810;GO:0016020;GO:0016021;GO:0016324;GO:0016328;GO:0016887;GO:0042626;GO:0055085"
"Abcc8"	"GO:0005267;GO:0005524;GO:0005886;GO:0008076;GO:0009268;GO:0010043;GO:0019905;GO:0030672;GO:0042383;GO:0043268;GO:0044325;GO:0046676;GO:0071310"
"Abcc9"	"GO:0000166;GO:0005267;GO:0005524;GO:0005739;GO:0005886;GO:0006810;GO:0006813;GO:0008076;GO:0008144;GO:0008281;GO:0008282;GO:0010107;GO:0015459;GO:0016020;GO:0016021;GO:0016887;GO:0019905;GO:0030017;GO:0030315;GO:0042383;GO:0042626;GO:0042802;GO:0044325;GO:0051607;GO:0055085"
"Abcd1"	"GO:0000166;GO:0005324;GO:0005325;GO:0005515;GO:0005524;GO:0005737;GO:0005739;GO:0005777;GO:0005778;GO:0005779;GO:0006635;GO:0006810;GO:0007031;GO:0015910;GO:0016020;GO:0016021;GO:0016887;GO:0019899;GO:0042626;GO:0042758;GO:0042760;GO:0042802;GO:0042803;GO:0048471;GO:0055085"
"Abcd2"	"GO:0000038;GO:0000166;GO:0005524;GO:0005739;GO:0005777;GO:0005778;GO:0006635;GO:0006810;GO:0016020;GO:0016021;GO:0016887;GO:0032000;GO:0042626;GO:0042760;GO:0042803;GO:0043231;GO:0055085"
"Abcd3"	"GO:0000166;GO:0005324;GO:0005515;GO:0005524;GO:0005739;GO:0005743;GO:0005777;GO:0005778;GO:0005782;GO:0006633;GO:0006635;GO:0006810;GO:0007031;GO:0015910;GO:0016020;GO:0016021;GO:0016887;GO:0042626;GO:0042760;GO:0042803;GO:0043231;GO:0043621;GO:0055085"
"Abcd4"	"GO:0000166;GO:0005524;GO:0005777;GO:0005789;GO:0006810;GO:0009235;GO:0016020;GO:0016021;GO:0016887;GO:0042626;GO:0055085"
"Abce1"	"GO:0000054;GO:0000166;GO:0005506;GO:0005524;GO:0005737;GO:0005739;GO:0005852;GO:0006413;GO:0006415;GO:0016020;GO:0016887;GO:0043024;GO:0060698;GO:0060702"
"Abcf1"	"GO:0000166;GO:0005524;GO:0005634;GO:0005635;GO:0005654;GO:0005737;GO:0005840;GO:0006413;GO:0008494;GO:0016020;GO:0016887;GO:0042788;GO:0043022;GO:0044822;GO:0045727"
"Abcf2"	"GO:0000166;GO:0005524;GO:0005739;GO:0008150;GO:0016020;GO:0016887"
"Abcf3"	"GO:0000166;GO:0005515;GO:0005524;GO:0005913;GO:0016020;GO:0016887;GO:0051607;GO:0098609;GO:0098641"
"Abcg1"	"GO:0000166;GO:0005524;GO:0005548;GO:0005654;GO:0005739;GO:0005768;GO:0005794;GO:0005886;GO:0006355;GO:0006810;GO:0006869;GO:0008203;GO:0009897;GO:0010033;GO:0010745;GO:0010872;GO:0010875;GO:0010888;GO:0016020;GO:0016021;GO:0016887;GO:0017127;GO:0019534;GO:0030301;GO:0032367;GO:0033344;GO:0033700;GO:0033993;GO:0034041;GO:0034374;GO:0034375;GO:0034436;GO:0034437;GO:0042632;GO:0042803;GO:0042987;GO:0043231;GO:0043531;GO:0043691;GO:0045542;GO:0046982;GO:0055037;GO:0055091;GO:0055099"
"Abcg2"	"GO:0000166;GO:0005524;GO:0005634;GO:0005739;GO:0005886;GO:0006810;GO:0006855;GO:0008092;GO:0008559;GO:0015238;GO:0015747;GO:0015893;GO:0016020;GO:0016021;GO:0016324;GO:0016887;GO:0019389;GO:0042626;GO:0042803;GO:0046415;GO:0046618;GO:0046983;GO:0055085;GO:0060136;GO:1904479"
"Abcg4"	"GO:0005886;GO:0016021;GO:0017127;GO:0033344;GO:0034041;GO:0042803;GO:0046982"
"Abcg8"	"GO:0005524;GO:0006810;GO:0007588;GO:0010949;GO:0015248;GO:0015914;GO:0015918;GO:0016020;GO:0016021;GO:0016324;GO:0016887;GO:0017127;GO:0030299;GO:0033344;GO:0042626;GO:0042632;GO:0043190;GO:0043235;GO:0045796;GO:0046982;GO:0055092"
"Abhd10"	"GO:0004553;GO:0005739;GO:0005829;GO:0016787;GO:0019391;GO:0102390"
"Abhd11"	"GO:0003824;GO:0005739;GO:0016787"
"Abhd12"	"GO:0004622;GO:0005739;GO:0006660;GO:0007628;GO:0010996;GO:0016020;GO:0016021;GO:0016787;GO:0032281;GO:0046464;GO:0046475;GO:0047372;GO:0052651"
"Abhd12b"	"GO:0003674;GO:0005575;GO:0008150"
"Abhd13"	"GO:0003674;GO:0008150;GO:0016020;GO:0016021;GO:0016787"
"Abhd14a"	"GO:0005737;GO:0016020;GO:0016021;GO:0016787;GO:0070062"
"Abhd14b"	"GO:0005634;GO:0005730;GO:0005737;GO:0005829;GO:0016787;GO:0045944;GO:0070062"
"Abhd15"	"GO:0005576;GO:0016020;GO:0016787;GO:0016788;GO:0044255"
"Abhd16a"	"GO:0016020;GO:0016021;GO:0016787;GO:0047372;GO:0052651;GO:1905344"
"Abhd17a"	"GO:0003674;GO:0005576;GO:0008150;GO:0016020;GO:0016787"
"Abhd17b"	"GO:0003674;GO:0005576;GO:0008150;GO:0016020;GO:0016787"
"Abhd17c"	"GO:0005575;GO:0008150;GO:0016787"
"Abhd18"	"GO:0003674;GO:0005575;GO:0005576;GO:0008150"
"Abhd2"	"GO:0001669;GO:0003707;GO:0005886;GO:0006629;GO:0007340;GO:0009611;GO:0016020;GO:0016021;GO:0016042;GO:0016787;GO:0030336;GO:0031410;GO:0032570;GO:0036126;GO:0042562;GO:0043401;GO:0046464;GO:0047372;GO:0048240;GO:0052689;GO:0097524"
"Abhd3"	"GO:0004623;GO:0005575;GO:0006629;GO:0008970;GO:0016020;GO:0016021;GO:0016787;GO:0046470;GO:0052689;GO:0052739;GO:0052740"
"Abhd4"	"GO:0005811;GO:0006629;GO:0016042;GO:0016787;GO:0019915;GO:0052689"
"Abhd5"	"GO:0003841;GO:0004806;GO:0005515;GO:0005634;GO:0005737;GO:0005811;GO:0005829;GO:0006629;GO:0006631;GO:0006654;GO:0008654;GO:0010891;GO:0010898;GO:0016740;GO:0016746;GO:0030154;GO:0042171;GO:0043231;GO:0050996;GO:0051006;GO:0052689"
"Abhd6"	"GO:0003824;GO:0004620;GO:0005739;GO:0009395;GO:0016020;GO:0016021;GO:0016787;GO:0030336;GO:0032281;GO:0046464;GO:0046889;GO:0047372;GO:0060292;GO:0070062;GO:2000124"
"Abhd8"	"GO:0003824;GO:0016787;GO:0070062"
"Abi1"	"GO:0001756;GO:0005515;GO:0005622;GO:0005634;GO:0005737;GO:0005856;GO:0005886;GO:0005913;GO:0006928;GO:0008134;GO:0016020;GO:0017124;GO:0018108;GO:0030027;GO:0030054;GO:0030175;GO:0030296;GO:0031209;GO:0031252;GO:0032403;GO:0035855;GO:0042995;GO:0043005;GO:0045202;GO:0045211;GO:0048813;GO:0070062;GO:0072673;GO:0098609;GO:0098641"
"Abi2"	"GO:0005737;GO:0005829;GO:0005856;GO:0005913;GO:0006928;GO:0007611;GO:0008154;GO:0016358;GO:0016477;GO:0016601;GO:0017124;GO:0018108;GO:0030027;GO:0030175;GO:0030425;GO:0031209;GO:0031625;GO:0032403;GO:0042995;GO:0043010;GO:0048365;GO:0070064;GO:2000601"
"Abi3bp"	"GO:0005518;GO:0005539;GO:0005578;GO:0005614;GO:0008201;GO:0010811;GO:0030198"
"Abl1"	"GO:0000166;GO:0000287;GO:0001726;GO:0001843;GO:0001922;GO:0001934;GO:0002322;GO:0002333;GO:0003677;GO:0004672;GO:0004713;GO:0004715;GO:0005080;GO:0005515;GO:0005524;GO:0005634;GO:0005654;GO:0005730;GO:0005737;GO:0005739;GO:0005783;GO:0005829;GO:0005856;GO:0006281;GO:0006468;GO:0006897;GO:0006909;GO:0006914;GO:0006915;GO:0006974;GO:0006975;GO:0006979;GO:0007155;GO:0007173;GO:0007204;GO:0008022;GO:0009791;GO:0015629;GO:0016301;GO:0016310;GO:0016740;GO:0017124;GO:0018108;GO:0019901;GO:0019904;GO:0019905;GO:0021587;GO:0022408;GO:0030035;GO:0030036;GO:0030145;GO:0030182;GO:0030426;GO:0030514;GO:0030516;GO:0031113;GO:0031234;GO:0031252;GO:0032956;GO:0033690;GO:0034446;GO:0035791;GO:0038083;GO:0042100;GO:0042127;GO:0042770;GO:0043005;GO:0043025;GO:0043065;GO:0043123;GO:0043124;GO:0045087;GO:0045184;GO:0045202;GO:0045930;GO:0045931;GO:0046632;GO:0046777;GO:0046872;GO:0048008;GO:0048471;GO:0048536;GO:0048538;GO:0048668;GO:0050731;GO:0050798;GO:0050853;GO:0050885;GO:0051015;GO:0051019;GO:0051281;GO:0051353;GO:0051444;GO:0051726;GO:0060020;GO:0060563;GO:0070064;GO:0070097;GO:0070301;GO:0070373;GO:0070374;GO:0071222;GO:0071901;GO:0072358;GO:0090135;GO:1900042;GO:1900275;GO:1901216;GO:1902715;GO:1903053;GO:1904528;GO:1904531;GO:1990051;GO:2000096;GO:2000352;GO:2000772;GO:2000773;GO:2001020"
"Abl2"	"GO:0000166;GO:0000287;GO:0001843;GO:0001891;GO:0002118;GO:0004672;GO:0004713;GO:0004715;GO:0005515;GO:0005524;GO:0005737;GO:0005856;GO:0006468;GO:0006909;GO:0006930;GO:0007015;GO:0007155;GO:0007173;GO:0007204;GO:0007612;GO:0007628;GO:0008542;GO:0009791;GO:0010506;GO:0010863;GO:0010976;GO:0015629;GO:0016301;GO:0016310;GO:0016322;GO:0016477;GO:0016740;GO:0018108;GO:0021587;GO:0022408;GO:0022414;GO:0030027;GO:0030036;GO:0030100;GO:0030145;GO:0030155;GO:0030182;GO:0031223;GO:0031234;GO:0031410;GO:0032092;GO:0034613;GO:0035024;GO:0035264;GO:0035640;GO:0038083;GO:0042127;GO:0043123;GO:0043197;GO:0045087;GO:0046632;GO:0046872;GO:0048008;GO:0048813;GO:0050885;GO:0051017;GO:0051353;GO:0060020;GO:0060563;GO:0070374;GO:0071300;GO:0072358;GO:0097062;GO:1900042;GO:1902715;GO:1903053;GO:2000096;GO:2000352"
"Ablim1"	"GO:0001725;GO:0003779;GO:0005515;GO:0005737;GO:0005856;GO:0007010;GO:0007411;GO:0008270;GO:0014069;GO:0015629;GO:0030027;GO:0030032;GO:0045944;GO:0046872;GO:0060271"
"Ablim2"	"GO:0003674;GO:0003779;GO:0005737;GO:0006351;GO:0007010;GO:0008270;GO:0015629;GO:0030016;GO:0030036;GO:0045944;GO:0046872"
"Ablim3"	"GO:0001725;GO:0003674;GO:0003779;GO:0005737;GO:0006351;GO:0007010;GO:0008270;GO:0030027;GO:0030032;GO:0030036;GO:0045944;GO:0046872;GO:0060271;GO:1903955"
"Abr"	"GO:0002692;GO:0005085;GO:0005089;GO:0005096;GO:0005829;GO:0005886;GO:0007165;GO:0007420;GO:0016020;GO:0030036;GO:0030336;GO:0032496;GO:0035023;GO:0035556;GO:0042472;GO:0043114;GO:0043314;GO:0050728;GO:0050766;GO:0050885;GO:0060313"
"Abt1"	"GO:0000166;GO:0000447;GO:0000472;GO:0000480;GO:0003677;GO:0003723;GO:0005634;GO:0005667;GO:0005730;GO:0006351;GO:0006355;GO:0006357;GO:0006366;GO:0021522;GO:0034462;GO:0044822"
"Abtb1"	"GO:0003746;GO:0005730;GO:0005737;GO:0005886;GO:0006412;GO:0006414;GO:0019005;GO:0030162;GO:0031625;GO:0042787;GO:0043161"
"Abtb2"	"GO:0005634;GO:0005654;GO:0005737;GO:0019005;GO:0030162;GO:0031625;GO:0042787;GO:0043161;GO:0046982;GO:0097237"
"Acaa1a"	"GO:0000038;GO:0003824;GO:0003985;GO:0003988;GO:0005739;GO:0005777;GO:0006629;GO:0006631;GO:0006635;GO:0008152;GO:0008206;GO:0008775;GO:0016020;GO:0016401;GO:0016740;GO:0016746;GO:0016747;GO:0043231"
"Acaa1b"	"GO:0003824;GO:0003988;GO:0005739;GO:0005777;GO:0006629;GO:0006631;GO:0006635;GO:0008152;GO:0016740;GO:0016746;GO:0016747"
"Acaa2"	"GO:0003824;GO:0003988;GO:0005739;GO:0005743;GO:0005759;GO:0006084;GO:0006629;GO:0006631;GO:0006635;GO:0008152;GO:0016740;GO:0016746;GO:0016747;GO:0044822;GO:0070062;GO:0071456;GO:1901029;GO:1902109"
"Acaca"	"GO:0000166;GO:0001894;GO:0003824;GO:0003989;GO:0004075;GO:0005515;GO:0005524;GO:0005730;GO:0005737;GO:0005739;GO:0005829;GO:0006084;GO:0006629;GO:0006631;GO:0006633;GO:0008152;GO:0009374;GO:0014070;GO:0015629;GO:0016874;GO:0019900;GO:0044268;GO:0046872;GO:0051289;GO:0055088;GO:0070062;GO:0071380"
"Acacb"	"GO:0000166;GO:0003824;GO:0003989;GO:0004075;GO:0005524;GO:0005634;GO:0005739;GO:0006084;GO:0006629;GO:0006631;GO:0006633;GO:0008152;GO:0009374;GO:0010629;GO:0010884;GO:0010906;GO:0014070;GO:0016020;GO:0016874;GO:0031667;GO:0031999;GO:0043086;GO:0046322;GO:0046872;GO:0050995;GO:0051289;GO:0060421;GO:0097009;GO:2001295"
