"treatment","avePC1","avePC2","sePC1","sePC2"
"standard.yoked",-2.52063389894442,1.8450458269183,0.270029513126837,0.714357290783066
"standard.trained",4.20810627693422,-0.565068328485426,1.02939772454994,0.363787800570137
"conflict.yoked",-1.52892098801042,0.965717854018365,0.319081574345986,0.584682042175257
"conflict.trained",2.49368964367995,0.0413347771333646,1.16190836598357,0.567887818019794
