"gene","lfc","padj","tissue","comparison"
"Cyld",2.24702357307161,0.00869580693637845,"DG","home.cage-standard.trained"
"Cyp2d22",-5.4161576394325,0.00719438185858563,"DG","home.cage-standard.trained"
"Cyp51",-2.2309245875823,0.00678745353522043,"DG","home.cage-standard.trained"
"Cyr61",-2.76065810502768,0.0583539584276457,"DG","home.cage-standard.trained"
"Cyth1",1.05013021064353,0.0759759793255282,"DG","home.cage-standard.trained"
"Cyth4",2.40060120999278,0.00520848496802759,"DG","home.cage-standard.trained"
"D16Ertd472e",-4.87865214542018,0.0275726622702147,"DG","home.cage-standard.trained"
"D630045J12Rik",1.79781149760255,0.0342113424390992,"DG","home.cage-standard.trained"
"Dab2ip",3.30803197427871,7.64580620995661e-05,"DG","home.cage-standard.trained"
"Daglb",-1.66501388248442,0.0915406938884601,"DG","home.cage-standard.trained"
"Dars",1.85285287734062,0.0249141817098544,"DG","home.cage-standard.trained"
"Dbpht2",-1.532981908248,0.0302606904051172,"DG","home.cage-standard.trained"
"Dbt",2.97001620929628,0.00720300755583218,"DG","home.cage-standard.trained"
"Dcaf15",2.70306247501433,0.00821702088260373,"DG","home.cage-standard.trained"
"Dctn1",1.05584762530629,0.0510980931406804,"DG","home.cage-standard.trained"
"Dctn6",2.75596000267997,0.00210782610581881,"DG","home.cage-standard.trained"
"Dcun1d3",-2.85367743402989,0.0133214754042938,"DG","home.cage-standard.trained"
"Dda1",1.79079231219833,0.0585277650023513,"DG","home.cage-standard.trained"
"Ddrgk1",1.78409896236254,0.0451547606976465,"DG","home.cage-standard.trained"
"Ddx54",2.41149608975336,0.0058231961672854,"DG","home.cage-standard.trained"
"Def8",1.60781217726586,0.049679299256109,"DG","home.cage-standard.trained"
"Dennd1a",2.24983615930464,0.00776773398704304,"DG","home.cage-standard.trained"
"Dennd5b",-1.24354999245441,0.0577412863482083,"DG","home.cage-standard.trained"
"Det1",3.32397339881455,0.0699432753395249,"DG","home.cage-standard.trained"
"Dfna5",2.11003306908888,0.0311752170038651,"DG","home.cage-standard.trained"
"Dgkd",-1.02837805881119,0.0455454827478717,"DG","home.cage-standard.trained"
"Dgkq",2.10365020108928,0.0225114193876198,"DG","home.cage-standard.trained"
"Dhcr7",-2.00190258116178,0.0907478921968789,"DG","home.cage-standard.trained"
"Dhx33",-1.58550930287735,0.0286853010161812,"DG","home.cage-standard.trained"
"Dhx40",1.46688621747553,0.0868094501549947,"DG","home.cage-standard.trained"
"Diaph1",1.2877248199637,0.0811522023284995,"DG","home.cage-standard.trained"
"Dicer1",1.51707638928547,0.0798701137778252,"DG","home.cage-standard.trained"
"Disp2",1.2779666987423,0.0684522807656717,"DG","home.cage-standard.trained"
"Dlc1",-3.39465894815416,0.0286580644937905,"DG","home.cage-standard.trained"
"Dll1",-4.53990473246052,0.032484670521241,"DG","home.cage-standard.trained"
"Dmd",2.31901899073885,0.0072788912554826,"DG","home.cage-standard.trained"
"Dmtn",0.962100907165806,0.0222415513066273,"DG","home.cage-standard.trained"
"Dnajc18",1.34800916084403,0.0767299028368121,"DG","home.cage-standard.trained"
"Dnajc21",-2.54664778396634,0.0813731254476637,"DG","home.cage-standard.trained"
"Dnhd1",4.00372897175383,0.0225714783055066,"DG","home.cage-standard.trained"
"Dock1",-4.52571810078246,0.0321211864473004,"DG","home.cage-standard.trained"
"Dock9",1.68572250465665,0.0108126224430781,"DG","home.cage-standard.trained"
"Dolk",4.86247352954231,0.0132776564787794,"DG","home.cage-standard.trained"
"Dph5",3.84764318817451,0.00404692355768659,"DG","home.cage-standard.trained"
"Dpp7",2.50245667152596,0.0348762607162927,"DG","home.cage-standard.trained"
"Dpysl2",4.38894377074822,0.0415583216384988,"DG","home.cage-standard.trained"
"Dse",-4.64873966905428,0.044340707851295,"DG","home.cage-standard.trained"
"Dsg2",2.9212753490056,0.013408907197229,"DG","home.cage-standard.trained"
"Dtnbp1",3.92776282656993,0.0362284947469561,"DG","home.cage-standard.trained"
"Dtx3",0.975106266577814,0.0567521201259495,"DG","home.cage-standard.trained"
"Dus2",4.43540074215678,0.0123868209334696,"DG","home.cage-standard.trained"
"Dus3l",2.39823726809167,0.00615610301040656,"DG","home.cage-standard.trained"
"Dusp8",-0.993680476221066,0.0735358709918209,"DG","home.cage-standard.trained"
"Duxbl1",7.29555277385752,0.00713425766779967,"DG","home.cage-standard.trained"
"Dyrk2",-2.49113354001718,0.0594127852149872,"DG","home.cage-standard.trained"
"Dzip3",2.0525888187593,0.00674091482764827,"DG","home.cage-standard.trained"
"Echdc1",-3.54128202819851,0.0346706962175428,"DG","home.cage-standard.trained"
"Ecm2",-4.17602253207377,0.0723605333713465,"DG","home.cage-standard.trained"
"Edrf1",-1.79443871571569,0.078058215941518,"DG","home.cage-standard.trained"
"Eepd1",2.30294438591615,0.0313037084968681,"DG","home.cage-standard.trained"
"Efnb2",3.16534323046449,0.045453193168785,"DG","home.cage-standard.trained"
"Ehbp1l1",1.99642532388983,0.0523099504806381,"DG","home.cage-standard.trained"
"Ehd4",2.92084660732529,0.0807772388155023,"DG","home.cage-standard.trained"
"Ehmt2",1.1965348469647,0.0126813441149274,"DG","home.cage-standard.trained"
"Eif2a",1.95005199699331,0.0540850256791897,"DG","home.cage-standard.trained"
"Eif2ak2",1.75020181934727,0.0852328633697702,"DG","home.cage-standard.trained"
"Eif2d",2.35802110138058,0.0193359480164273,"DG","home.cage-standard.trained"
"Eif2s1",1.52614973720729,0.0833281019513135,"DG","home.cage-standard.trained"
"Eif3i",1.81625794646678,0.0794253719330504,"DG","home.cage-standard.trained"
"Eif3j2",-5.39555333973484,0.0225114193876198,"DG","home.cage-standard.trained"
"Eif3k",1.91624513880329,0.0323126440612064,"DG","home.cage-standard.trained"
"Eif4a3",1.60936837328795,0.0592523521500226,"DG","home.cage-standard.trained"
"Eif4ebp1",-4.31244608895935,0.0543053217006166,"DG","home.cage-standard.trained"
"Eif5",1.14331257555992,0.0900591003596887,"DG","home.cage-standard.trained"
"Elavl1",1.08909703689885,0.0545851018389399,"DG","home.cage-standard.trained"
"Elk3",4.45421686643291,0.000188735141839272,"DG","home.cage-standard.trained"
"Elmod3",1.88791460211429,0.0912986333464854,"DG","home.cage-standard.trained"
"Elovl5",-1.67897085749076,0.0991117277153139,"DG","home.cage-standard.trained"
"Elp6",4.90556286067733,0.000106374344013761,"DG","home.cage-standard.trained"
"Emc1",1.21766900752233,0.0905147133683709,"DG","home.cage-standard.trained"
"Eml2",1.49106931030659,0.0564807226060145,"DG","home.cage-standard.trained"
"Endod1",-3.28730262255473,0.00821702088260373,"DG","home.cage-standard.trained"
"Endov",1.83919261650182,0.024636602669316,"DG","home.cage-standard.trained"
"Eng",-5.01741122228757,0.0161328712195279,"DG","home.cage-standard.trained"
"Enpp5",1.26013816996242,0.0671678499658194,"DG","home.cage-standard.trained"
"Eny2",1.23593367302652,0.0865542150750424,"DG","home.cage-standard.trained"
"Ephb6",3.23339733377232,0.000127862211897201,"DG","home.cage-standard.trained"
"Ercc3",-2.35900451591188,0.0570997501191658,"DG","home.cage-standard.trained"
"Erdr1",1.82418662726762,0.037224488313161,"DG","home.cage-standard.trained"
"Ergic2",-1.65057705338807,0.0915406938884601,"DG","home.cage-standard.trained"
"Ergic3",2.01008779162871,0.0124288964783825,"DG","home.cage-standard.trained"
"Espn",4.81493669559571,0.000331252407193503,"DG","home.cage-standard.trained"
"Esyt1",-4.25160191832425,0.0489541178007771,"DG","home.cage-standard.trained"
"Esyt2",2.02365333570581,0.0434414541152842,"DG","home.cage-standard.trained"
"Etv6",-4.59425078352103,0.0273062828591192,"DG","home.cage-standard.trained"
"Exosc5",3.49192159245495,0.0102412150434583,"DG","home.cage-standard.trained"
"Ezh2",-4.74325238437556,0.0342113424390992,"DG","home.cage-standard.trained"
"Ezr",-1.87796656123672,0.0794252346346557,"DG","home.cage-standard.trained"
"F3",3.54416511638574,0.0170943876101301,"DG","home.cage-standard.trained"
"Faap20",3.07671541826041,0.00315538905867576,"DG","home.cage-standard.trained"
"Faf1",-1.70331608459993,0.092061179965251,"DG","home.cage-standard.trained"
"Faim",-3.30855750128898,0.0302251890969439,"DG","home.cage-standard.trained"
"Fam109a",2.32088559602847,0.0664531733889578,"DG","home.cage-standard.trained"
"Fam110b",2.42881089740817,0.0291672598751902,"DG","home.cage-standard.trained"
"Fam117a",4.73571461677128,0.000293919163553071,"DG","home.cage-standard.trained"
"Fam133b",1.7968591643873,0.0129400680531288,"DG","home.cage-standard.trained"
"Fam134b",-2.29995502959077,0.0310635183061596,"DG","home.cage-standard.trained"
"Fam169a",1.36105017736962,0.057419677079845,"DG","home.cage-standard.trained"
"Fam173a",2.20527498338362,0.0145200096679931,"DG","home.cage-standard.trained"
"Fam185a",3.64482625875159,0.00050642038614072,"DG","home.cage-standard.trained"
"Fam189b",1.95162476720188,0.0194620722380277,"DG","home.cage-standard.trained"
"Fam192a",3.72481158507992,0.0160297978285667,"DG","home.cage-standard.trained"
"Fam19a1",2.93076742441533,0.0104954264469195,"DG","home.cage-standard.trained"
"Fam205a4",-4.45907526393503,0.0408730108028707,"DG","home.cage-standard.trained"
"Fam205c",-3.58200110026978,0.0833624726168093,"DG","home.cage-standard.trained"
"Fam234a",3.8238375659348,0.00439710810763265,"DG","home.cage-standard.trained"
"Fam43b",1.82080844046196,0.0621650599289361,"DG","home.cage-standard.trained"
"Fam53a",2.07336930635364,0.0122328126762162,"DG","home.cage-standard.trained"
"Fam53b",1.6213314695416,0.0857753281485903,"DG","home.cage-standard.trained"
"Fam58b",-3.98519086366342,0.0974050269385926,"DG","home.cage-standard.trained"
"Fam84a",-1.11915518339504,0.0910787763513733,"DG","home.cage-standard.trained"
"Fam98b",1.57697992769922,0.0708943164852203,"DG","home.cage-standard.trained"
"Fanca",-4.11953410138755,0.0797690471993754,"DG","home.cage-standard.trained"
"Fanci",2.64420286413787,0.0806786152748465,"DG","home.cage-standard.trained"
"Farp2",-5.04004849217945,0.017487484607275,"DG","home.cage-standard.trained"
"Farsa",2.30153631776341,0.0078355872543236,"DG","home.cage-standard.trained"
"Fbxl18",1.79647882357871,0.0152824197586,"DG","home.cage-standard.trained"
"Fbxo31",1.09923306518716,0.0952657682401448,"DG","home.cage-standard.trained"
"Fbxw2",1.71806227023779,0.0531831851503193,"DG","home.cage-standard.trained"
"Fbxw7",-1.30909775346245,0.0623722337131871,"DG","home.cage-standard.trained"
"Fdft1",2.09796840970287,0.031697057793308,"DG","home.cage-standard.trained"
"Fez1",1.01165524428774,0.058960245967844,"DG","home.cage-standard.trained"
"Fgd1",2.47306779418811,0.012626222384878,"DG","home.cage-standard.trained"
"Fis1",2.14312185424371,0.0106044469057056,"DG","home.cage-standard.trained"
"Fiz1",-3.21081616645048,0.0179429049446818,"DG","home.cage-standard.trained"
"Fkbp14",4.68393328830583,0.00173328807237194,"DG","home.cage-standard.trained"
"Fktn",1.92348438549681,0.0293149066600099,"DG","home.cage-standard.trained"
"Fmn2",1.88764680040521,0.0328096617839167,"DG","home.cage-standard.trained"
"Fndc1",-4.83174346601544,0.0198337029300284,"DG","home.cage-standard.trained"
"Fndc8",3.30812889426197,0.0828593822941902,"DG","home.cage-standard.trained"
"Foxp2",4.39152299724261,0.00440150678356047,"DG","home.cage-standard.trained"
"Frk",5.8682805976143,0.0279985513899818,"DG","home.cage-standard.trained"
"Frmd4a",-1.66946362178915,0.0554165285785791,"DG","home.cage-standard.trained"
"Frmd4b",2.5573227750804,0.00976661614323758,"DG","home.cage-standard.trained"
"Frmd6",-3.77958838933352,7.64580620995661e-05,"DG","home.cage-standard.trained"
"Frmd8",-3.63162965087992,0.067687744012344,"DG","home.cage-standard.trained"
"Fryl",2.40365222919237,0.00821702088260373,"DG","home.cage-standard.trained"
"Fth1",0.937097994630777,0.0794611684121527,"DG","home.cage-standard.trained"
"Ftsj3",2.58897933747359,0.00539069886738008,"DG","home.cage-standard.trained"
"Fuom",2.62638640470927,0.0581814712725001,"DG","home.cage-standard.trained"
"Fzd4",-3.91763053237254,0.00868706287118256,"DG","home.cage-standard.trained"
"Gabpb2",1.92760001602684,0.030798888070727,"DG","home.cage-standard.trained"
"Gabrb3",-0.77724710854701,0.0641088792589191,"DG","home.cage-standard.trained"
"Galc",1.59126571171162,0.0782510942561522,"DG","home.cage-standard.trained"
"Galnt18",-1.33130280682381,0.0592523521500226,"DG","home.cage-standard.trained"
"Gart",2.71674336384009,0.00598042711452047,"DG","home.cage-standard.trained"
"Gas6",2.03974579663844,0.0177226238334731,"DG","home.cage-standard.trained"
"Gatm",2.02391845975057,0.0671678499658194,"DG","home.cage-standard.trained"
"Gatsl2",1.33896588599585,0.0198455037428675,"DG","home.cage-standard.trained"
"Gba",1.73197970785379,0.0860501817380672,"DG","home.cage-standard.trained"
"Gba2",1.57267054365561,0.00674091482764827,"DG","home.cage-standard.trained"
"Gcfc2",-4.67372277171166,0.0225714783055066,"DG","home.cage-standard.trained"
"Gch1",-5.10861623973801,0.024636602669316,"DG","home.cage-standard.trained"
"Gcnt2",-3.13710488874501,0.0655034781509281,"DG","home.cage-standard.trained"
"Gdap2",-2.18442125068084,0.024636602669316,"DG","home.cage-standard.trained"
"Gdi1",0.885153307197683,0.0587499795781679,"DG","home.cage-standard.trained"
"Gdpd5",2.27195012244919,0.0194237518227086,"DG","home.cage-standard.trained"
"Gemin4",-5.2007016938178,0.00124792756863544,"DG","home.cage-standard.trained"
"Ggcx",3.12998588566517,0.011808857209952,"DG","home.cage-standard.trained"
"Ggps1",-1.91914362767499,0.0832357950077739,"DG","home.cage-standard.trained"
"Ghitm",0.947812641811104,0.093800079263795,"DG","home.cage-standard.trained"
"Gipc1",2.69403475857058,0.0040632668344608,"DG","home.cage-standard.trained"
"Gjb6",-2.74924428612931,0.07368769804896,"DG","home.cage-standard.trained"
"Glt1d1",2.25234218430195,0.024636602669316,"DG","home.cage-standard.trained"
"Gm10563",4.61849050722889,0.0865542150750424,"DG","home.cage-standard.trained"
"Gm17174",7.24568169959857,0.0339164112238887,"DG","home.cage-standard.trained"
"Gm17655",6.51968129926543,0.00687476541761336,"DG","home.cage-standard.trained"
"Gm2000",3.82308396787367,0.089261057263927,"DG","home.cage-standard.trained"
"Gm20518",-4.84342527680143,0.0666901114165633,"DG","home.cage-standard.trained"
"Gm20604",-5.37772308483612,0.0072262913160002,"DG","home.cage-standard.trained"
"Gm2115",3.88137722107979,0.0116905286541121,"DG","home.cage-standard.trained"
"Gm21992",3.76727400946907,0.00861087136339128,"DG","home.cage-standard.trained"
"Gm28035",-5.5574391899719,0.013030223417113,"DG","home.cage-standard.trained"
"Gm28043",-4.02601777106957,0.0105361174783721,"DG","home.cage-standard.trained"
"Gm28285",3.78446138236608,0.0531831851503193,"DG","home.cage-standard.trained"
"Gm2a",-2.43502233527066,0.0646950980988091,"DG","home.cage-standard.trained"
"Gm340",-4.7378453369108,0.0296544812759547,"DG","home.cage-standard.trained"
"Gm3854",3.80214812527334,0.0101788051993824,"DG","home.cage-standard.trained"
"Gm5113",3.45600822001098,0.00585580554810602,"DG","home.cage-standard.trained"
"Gm5444",6.25399494109692,0.00439710810763265,"DG","home.cage-standard.trained"
"Gmeb2",-2.20997700104869,0.0721826404414872,"DG","home.cage-standard.trained"
"Gna11",1.47890351300102,0.0106044469057056,"DG","home.cage-standard.trained"
"Gnaq",1.63086270790644,0.00697805515776613,"DG","home.cage-standard.trained"
"Golga1",2.88342590751872,0.00315538905867576,"DG","home.cage-standard.trained"
"Golga2",1.2576643143931,0.0934052458871921,"DG","home.cage-standard.trained"
"Golga5",1.86237608289349,0.0735724610509284,"DG","home.cage-standard.trained"
"Golga7b",1.86819881950169,0.0543053217006166,"DG","home.cage-standard.trained"
"Gpam",-2.23245793035869,0.0761977031944709,"DG","home.cage-standard.trained"
"Gpatch2",-2.85498695330614,0.0291672598751902,"DG","home.cage-standard.trained"
"Gpatch3",3.46245230823304,0.00732291894513914,"DG","home.cage-standard.trained"
"Gpbp1",1.76621553259041,0.0275528776702186,"DG","home.cage-standard.trained"
"Gpc6",5.55853665168915,0.013030223417113,"DG","home.cage-standard.trained"
"Gpd1l",1.4265035894924,0.02747661260341,"DG","home.cage-standard.trained"
"Gpn1",1.80449640515438,0.0699432753395249,"DG","home.cage-standard.trained"
"Gpr146",-4.63056406411484,0.00713425766779967,"DG","home.cage-standard.trained"
"Gpr153",3.46867458680806,0.0279178121911451,"DG","home.cage-standard.trained"
"Gpr173",-2.52471253505411,0.0699432753395249,"DG","home.cage-standard.trained"
"Gpr27",2.93769805218799,0.000497961812344605,"DG","home.cage-standard.trained"
"Gprin1",1.08540741998052,0.0178590727526134,"DG","home.cage-standard.trained"
"Grin2c",-3.63118064364806,0.00716984050328842,"DG","home.cage-standard.trained"
"Grin2d",2.15211748944117,0.027658198046725,"DG","home.cage-standard.trained"
"Grwd1",-5.66275121798412,0.00369772925523045,"DG","home.cage-standard.trained"
"Gsn",-3.50493372835414,0.0492310263046044,"DG","home.cage-standard.trained"
"Gtf2e1",-2.72992441051204,0.0471797864112834,"DG","home.cage-standard.trained"
"Gtf3c4",-2.93718103566744,0.00135961229128817,"DG","home.cage-standard.trained"
"Gtf3c6",-3.87560698291804,0.0932518424172892,"DG","home.cage-standard.trained"
"Gtpbp1",1.78154516462429,0.0165975786152717,"DG","home.cage-standard.trained"
"Gucy2g",2.48933706544415,0.0478232341038886,"DG","home.cage-standard.trained"
"Gxylt1",-2.12536141716589,0.0514684439167073,"DG","home.cage-standard.trained"
"H1f0",1.23412102157752,0.0699432753395249,"DG","home.cage-standard.trained"
"H2-D1",-2.39159449004789,0.020996068532577,"DG","home.cage-standard.trained"
"H2-K1",-3.34720942134785,0.059350942104535,"DG","home.cage-standard.trained"
"H2-T22",-3.46305298023556,0.0782676260112713,"DG","home.cage-standard.trained"
"H2afy",1.50578622328942,0.0558184566582945,"DG","home.cage-standard.trained"
"Hace1",1.75709552158955,0.00369772925523045,"DG","home.cage-standard.trained"
"Hap1",0.934731257180995,0.0486285416235467,"DG","home.cage-standard.trained"
"Haus8",2.5275030350296,0.0123868209334696,"DG","home.cage-standard.trained"
"Hba-a1",-5.11842310777688,0.0368668334248922,"DG","home.cage-standard.trained"
"Hcn3",-4.50401074981552,0.0145576662437198,"DG","home.cage-standard.trained"
"Heatr3",-1.96615030252055,0.0735724610509284,"DG","home.cage-standard.trained"
"Heca",-2.04761913446114,0.0414512367838903,"DG","home.cage-standard.trained"
"Hectd2",-1.33483495149056,0.07471560289191,"DG","home.cage-standard.trained"
"Hipk2",-3.53419523518637,0.000371153874448822,"DG","home.cage-standard.trained"
"Hlf",1.79991107223258,0.00147240782058547,"DG","home.cage-standard.trained"
"Hltf",-3.82747473530084,0.00354357844793395,"DG","home.cage-standard.trained"
"Hmgcr",-2.35339828962227,0.002686446385714,"DG","home.cage-standard.trained"
"Hmgcs1",-1.36706421510759,0.0928515324018325,"DG","home.cage-standard.trained"
"Hmgn1",1.95678232995837,0.047921566986088,"DG","home.cage-standard.trained"
"Hnrnpdl",1.24929073910319,0.0318133806262304,"DG","home.cage-standard.trained"
"Hoxb4",7.42217225391697,0.00957445307591389,"DG","home.cage-standard.trained"
"Hoxc9",5.09420480905066,0.0160628593706582,"DG","home.cage-standard.trained"
"Hpf1",-2.82368556592976,0.0375763681851299,"DG","home.cage-standard.trained"
"Hpn",4.1868260391248,0.0445275651927175,"DG","home.cage-standard.trained"
"Hr",-2.99905172132334,0.0201488844505699,"DG","home.cage-standard.trained"
"Hsbp1",1.04723430044101,0.0773557629946827,"DG","home.cage-standard.trained"
"Hsd17b4",2.73491820550061,0.00339761284350078,"DG","home.cage-standard.trained"
"Hsd17b7",-3.62418325475862,0.0692876682814536,"DG","home.cage-standard.trained"
"Hspa4",-0.768391554890037,0.0917090742151601,"DG","home.cage-standard.trained"
"Hspb1",-3.37760102613545,0.0767581859767866,"DG","home.cage-standard.trained"
"Htr1b",7.52877434264757,0.00354357844793395,"DG","home.cage-standard.trained"
"Hvcn1",5.97147062821122,0.0828593822941902,"DG","home.cage-standard.trained"
"Ibtk",2.45397402796806,0.00976661614323758,"DG","home.cage-standard.trained"
"Icam5",1.04822951320731,0.00372238524801578,"DG","home.cage-standard.trained"
"Id3",3.81690203405968,0.0225114193876198,"DG","home.cage-standard.trained"
"Idh3g",2.00625404218593,0.0030571161852805,"DG","home.cage-standard.trained"
"Ier5",-1.42800789396468,0.035863633619549,"DG","home.cage-standard.trained"
"Ifit1bl2",4.8526313048023,0.0072788912554826,"DG","home.cage-standard.trained"
"Ift46",2.41742474020771,0.0199591846086196,"DG","home.cage-standard.trained"
"Ift57",1.59805907800941,0.0143741235992451,"DG","home.cage-standard.trained"
"Ift88",-4.91086096896332,0.0120571535104151,"DG","home.cage-standard.trained"
"Igbp1",2.16817146971972,0.0922900162361912,"DG","home.cage-standard.trained"
"Igfbp2",3.89505593459659,0.0129400680531288,"DG","home.cage-standard.trained"
"Iglon5",1.66509926796661,0.0320368647565239,"DG","home.cage-standard.trained"
"Ikbkg",2.32303838237029,0.00898742094912846,"DG","home.cage-standard.trained"
"Il10rb",4.39303889382956,0.0277249173142089,"DG","home.cage-standard.trained"
"Il6ra",-4.86747918396995,0.0031045954615994,"DG","home.cage-standard.trained"
"Ilf3",1.14443425369052,0.0489582388453178,"DG","home.cage-standard.trained"
"Ilvbl",4.86263850220061,0.0332634362570215,"DG","home.cage-standard.trained"
"Impdh2",1.44965668391494,0.0467768488541146,"DG","home.cage-standard.trained"
"Ino80c",-3.51123952415469,0.080941971964457,"DG","home.cage-standard.trained"
"Inppl1",-3.05983779668885,0.0473080454988614,"DG","home.cage-standard.trained"
"Ints5",-2.26338319476958,0.0799543386611811,"DG","home.cage-standard.trained"
"Ints9",2.51408499783592,0.013030223417113,"DG","home.cage-standard.trained"
"Ipo4",1.72343488072588,0.0147275155016068,"DG","home.cage-standard.trained"
"Iqcb1",2.24585215679666,0.017487484607275,"DG","home.cage-standard.trained"
"Iqgap1",-1.94129737085148,0.0415058250605463,"DG","home.cage-standard.trained"
"Irf2bp2",-1.42276800517306,0.0546496843962768,"DG","home.cage-standard.trained"
"Irs1",-5.27278522817146,1.57778219876565e-06,"DG","home.cage-standard.trained"
"Irs2",-2.39667606700798,0.000753081528758899,"DG","home.cage-standard.trained"
"Islr",2.32844366103707,0.0222415513066273,"DG","home.cage-standard.trained"
"Itch",1.91979131917799,0.0592202443891223,"DG","home.cage-standard.trained"
"Itgam",3.60193693456752,0.00537918840947212,"DG","home.cage-standard.trained"
"Itih5",-3.78183445609926,0.0307966226008116,"DG","home.cage-standard.trained"
"Itm2b",0.988125088354821,0.0729299247072728,"DG","home.cage-standard.trained"
"Itpr1",-1.13254570379162,0.0655630425482496,"DG","home.cage-standard.trained"
"Jade2",2.70848308139515,0.00598042711452047,"DG","home.cage-standard.trained"
"Jag1",-2.71057866153294,0.0631633970045395,"DG","home.cage-standard.trained"
"Jag2",-2.0385607336184,0.0489541178007771,"DG","home.cage-standard.trained"
"Jam3",4.23812502847338,0.000257513292049824,"DG","home.cage-standard.trained"
"Jmjd1c",-1.04665417103457,0.058960245967844,"DG","home.cage-standard.trained"
"Jph1",1.08199882806464,0.0957598266459751,"DG","home.cage-standard.trained"
"Jph4",0.757594290376536,0.0812551562479905,"DG","home.cage-standard.trained"
"Jtb",3.49778759452636,0.000538533459715003,"DG","home.cage-standard.trained"
"Kansl3",1.60680603497481,0.0132480723935853,"DG","home.cage-standard.trained"
"Kcng4",-4.45535848587093,0.0704639929997772,"DG","home.cage-standard.trained"
"Kcnh2",-4.00440402452352,0.0592202443891223,"DG","home.cage-standard.trained"
"Kcnh7",2.33517149756578,0.0704100626318396,"DG","home.cage-standard.trained"
"Kcnk6",-4.14838365430003,0.0794253719330504,"DG","home.cage-standard.trained"
"Kcnma1",-1.41592078098689,0.0287932726472403,"DG","home.cage-standard.trained"
"Kcnv1",2.77362069427976,0.0160297978285667,"DG","home.cage-standard.trained"
"Kdm5d",1.40792326421057,0.0807772388155023,"DG","home.cage-standard.trained"
"Kdm6b",-1.34486225063238,0.0492310263046044,"DG","home.cage-standard.trained"
"Kif1bp",1.11003176726882,0.0225984875568378,"DG","home.cage-standard.trained"
"Kif21b",1.81147677912038,0.0684522807656717,"DG","home.cage-standard.trained"
"Kif24",5.32193173048579,0.00259286543279674,"DG","home.cage-standard.trained"
"Kif26b",1.67826060812705,0.0590336446888571,"DG","home.cage-standard.trained"
"Kif3c",1.12526273859671,0.090350079403947,"DG","home.cage-standard.trained"
"Kif5a",1.39821882091917,0.0560151900792804,"DG","home.cage-standard.trained"
"Kif5b",-1.16217931148936,0.0594127852149872,"DG","home.cage-standard.trained"
"Kifc3",-4.90926882634774,0.00117149900095545,"DG","home.cage-standard.trained"
"Klhl13",-5.48296785178363,0.00354357844793395,"DG","home.cage-standard.trained"
"Klhl21",2.53684443737345,0.024636602669316,"DG","home.cage-standard.trained"
"Klhl23",-1.3128325305996,0.0907393918747063,"DG","home.cage-standard.trained"
"Klhl31",3.9537090957536,0.0564853940457837,"DG","home.cage-standard.trained"
"Klkb1",5.6041205428637,0.024636602669316,"DG","home.cage-standard.trained"
"Kndc1",-1.67192254584755,0.017487484607275,"DG","home.cage-standard.trained"
"Kpna2",-4.5631564699435,0.00237268637763765,"DG","home.cage-standard.trained"
"Krr1",1.6649272400312,0.0684080529372543,"DG","home.cage-standard.trained"
"L3hypdh",8.21132139737517,0.00227745518357497,"DG","home.cage-standard.trained"
"Lamtor2",-3.00596811365222,0.0569287815130301,"DG","home.cage-standard.trained"
"Lancl2",1.93731789229587,0.0063553935015564,"DG","home.cage-standard.trained"
"Laptm4a",2.07093263866073,0.00539069886738008,"DG","home.cage-standard.trained"
"Laptm5",2.28726125854868,0.00397510803914712,"DG","home.cage-standard.trained"
"Lars2",3.87816084965577,0.064569081095646,"DG","home.cage-standard.trained"
"Lasp1",3.36597731250769,0.00716984050328842,"DG","home.cage-standard.trained"
"Lcat",-3.55175047377682,0.0832357950077739,"DG","home.cage-standard.trained"
"Lclat1",2.0618887296041,0.0472082243556045,"DG","home.cage-standard.trained"
"Lcor",-2.58310246739692,0.0990655593967404,"DG","home.cage-standard.trained"
"Lemd3",-1.86896325130601,0.0585111806319247,"DG","home.cage-standard.trained"
"Lgals3bp",-4.02350347395478,0.0974130681367207,"DG","home.cage-standard.trained"
"Lgalsl",1.56157839241021,0.0636158529637938,"DG","home.cage-standard.trained"
"Lgr4",-2.18059468902496,0.0426632430971371,"DG","home.cage-standard.trained"
"Lgr6",-4.90895590983475,0.0346706962175428,"DG","home.cage-standard.trained"
"Lhx9",-2.33562428047117,0.0564720602516977,"DG","home.cage-standard.trained"
"Limd2",1.50776473067429,0.00976661614323758,"DG","home.cage-standard.trained"
"Lims1",2.76257459061473,0.0903540544314355,"DG","home.cage-standard.trained"
"Lin37",2.49296552261874,0.0206691571527828,"DG","home.cage-standard.trained"
"Lin7c",1.609681394788,0.0323126440612064,"DG","home.cage-standard.trained"
"Llph",2.47350550888149,0.045453193168785,"DG","home.cage-standard.trained"
"Lmbr1",-2.2312909837624,0.0570997501191658,"DG","home.cage-standard.trained"
"Lmtk3",0.754086190065695,0.0828508919708566,"DG","home.cage-standard.trained"
"Lrrn3",1.76416991418422,0.0666901114165633,"DG","home.cage-standard.trained"
"Lrrtm2",1.59591122884804,0.0693242569705634,"DG","home.cage-standard.trained"
"Ltk",1.92539780142766,0.0865542150750424,"DG","home.cage-standard.trained"
"Ly6c1",-4.41986214794162,0.0763828195394954,"DG","home.cage-standard.trained"
"Lztfl1",2.58006427082466,0.0216967390363869,"DG","home.cage-standard.trained"
"Lzts3",1.19298843316729,0.00277070694221473,"DG","home.cage-standard.trained"
