"gene","lfc","padj","tissue","comparison"
"Tomm40",1.62961025600765,0.0165975786152717,"DG","home.cage-standard.trained"
"Tox2",3.7336525483493,0.0979683173968805,"DG","home.cage-standard.trained"
"Tppp",1.27896751675644,0.0482435019141528,"DG","home.cage-standard.trained"
"Traf3",2.07622922141782,0.0229997702091739,"DG","home.cage-standard.trained"
"Traf6",-2.29892112577664,0.0519169976678185,"DG","home.cage-standard.trained"
"Trafd1",2.02391230556851,0.00220682524355446,"DG","home.cage-standard.trained"
"Trak1",-0.870739658998864,0.0954492615985083,"DG","home.cage-standard.trained"
"Trim3",2.13311228864277,0.00302825767388427,"DG","home.cage-standard.trained"
"Trim33",-1.26957892405931,0.0816659486111237,"DG","home.cage-standard.trained"
"Trim45",5.35632624938463,0.0291672598751902,"DG","home.cage-standard.trained"
"Trip10",-3.01834564402289,0.047076960141971,"DG","home.cage-standard.trained"
"Trip11",2.03617969579393,0.0277876460422676,"DG","home.cage-standard.trained"
"Trp53",1.72876730721592,0.0585277650023513,"DG","home.cage-standard.trained"
"Trpm3",-1.16277846733283,0.0905147133683709,"DG","home.cage-standard.trained"
"Trpm4",-4.29685569284339,0.0759928244323876,"DG","home.cage-standard.trained"
"Trpm7",1.98141074279247,0.0405606853785092,"DG","home.cage-standard.trained"
"Tspan13",1.13421589069032,0.0759759793255282,"DG","home.cage-standard.trained"
"Tspan15",2.0589316266857,0.0421231348467673,"DG","home.cage-standard.trained"
"Tspan2",-4.6415632206099,0.00615610301040656,"DG","home.cage-standard.trained"
"Tspan4",-3.86957853663375,0.0839569796816252,"DG","home.cage-standard.trained"
"Tspyl4",0.973548456902842,0.0954492615985083,"DG","home.cage-standard.trained"
"Tsr3",2.74769428251221,0.0129400680531288,"DG","home.cage-standard.trained"
"Ttc37",-2.0956843800408,0.0811129657414885,"DG","home.cage-standard.trained"
"Ttc9",-4.60941999881864,0.0362842709356942,"DG","home.cage-standard.trained"
"Ttll12",-2.41316693249979,0.0985368453087544,"DG","home.cage-standard.trained"
"Ttyh3",1.37165331852318,0.0191869288455535,"DG","home.cage-standard.trained"
"Tuba1b",1.69886088947966,0.0251253371153582,"DG","home.cage-standard.trained"
"Tuba4a",1.12509917962077,0.0473105012886034,"DG","home.cage-standard.trained"
"Tubb2a",1.30828394222812,0.0178029075706706,"DG","home.cage-standard.trained"
"Tubgcp2",1.73146744581731,0.0639170825795699,"DG","home.cage-standard.trained"
"Tufm",2.26526591946881,0.0121731552104848,"DG","home.cage-standard.trained"
"Twf1",2.40316614376912,0.00354357844793395,"DG","home.cage-standard.trained"
"Txndc11",-2.30375279217675,0.011808857209952,"DG","home.cage-standard.trained"
"Ubac1",3.36868557245585,0.000538533459715003,"DG","home.cage-standard.trained"
"Ube2e1",1.59210240378406,0.0791937107885655,"DG","home.cage-standard.trained"
"Ube2g1",1.90741382876228,0.0080463120446981,"DG","home.cage-standard.trained"
"Ube2n",0.983879622577324,0.0761977031944709,"DG","home.cage-standard.trained"
"Ubqln2",1.07714833324837,0.0489541178007771,"DG","home.cage-standard.trained"
"Ulk4",-3.52394778431152,0.0834438158554484,"DG","home.cage-standard.trained"
"Unc5a",0.883830935752141,0.0439825610744499,"DG","home.cage-standard.trained"
"Unc5c",-1.67311923655139,0.0580237187507982,"DG","home.cage-standard.trained"
"Unk",2.83743309023977,0.000424051083873942,"DG","home.cage-standard.trained"
"Upf2",2.02393881087476,0.0140493181660078,"DG","home.cage-standard.trained"
"Uprt",3.75460257204973,0.00967522236025894,"DG","home.cage-standard.trained"
"Uqcc3",-4.1646079287099,0.0735358709918209,"DG","home.cage-standard.trained"
"Uros",3.73473101476618,9.3781464562989e-05,"DG","home.cage-standard.trained"
"Usp10",1.61474774838824,0.0369821923047965,"DG","home.cage-standard.trained"
"Usp32",1.37672233253734,0.0353257290532225,"DG","home.cage-standard.trained"
"Usp35",3.73840534930139,0.00372238524801578,"DG","home.cage-standard.trained"
"Usp4",1.42767409046252,0.0558591078295867,"DG","home.cage-standard.trained"
"Usp46",1.38624009150704,0.0927965000869977,"DG","home.cage-standard.trained"
"Uspl1",-1.40644329532447,0.0839569796816252,"DG","home.cage-standard.trained"
"Uxs1",1.42261561908371,0.0754069652508437,"DG","home.cage-standard.trained"
"Vamp1",1.55273674614677,0.0353984478252051,"DG","home.cage-standard.trained"
"Vash1",2.21132860919179,0.0208431674789303,"DG","home.cage-standard.trained"
"Vcl",-2.64064112732388,0.0143925448995074,"DG","home.cage-standard.trained"
"Vhl",2.00365449667379,0.0493080159943525,"DG","home.cage-standard.trained"
"Vopp1",-2.15944959962785,0.025251860060891,"DG","home.cage-standard.trained"
"Vprbp",-1.78757877784255,0.0762421824275081,"DG","home.cage-standard.trained"
"Vps16",1.42576781943139,0.0724521414763476,"DG","home.cage-standard.trained"
"Vps33a",1.15544638558588,0.0905147133683709,"DG","home.cage-standard.trained"
"Vps53",1.29505391036594,0.0429801453112855,"DG","home.cage-standard.trained"
"Vps72",2.93281850622352,0.00302825767388427,"DG","home.cage-standard.trained"
"Vsir",-4.4028741531652,0.0362842709356942,"DG","home.cage-standard.trained"
"Vstm2b",2.61336216872489,0.0011385047278978,"DG","home.cage-standard.trained"
"Vstm2l",2.45309197061855,0.0262788976745531,"DG","home.cage-standard.trained"
"Vtn",-5.55193746585704,0.0108790914545695,"DG","home.cage-standard.trained"
"Wbp5",-1.68408157272884,0.0647964152685128,"DG","home.cage-standard.trained"
"Wbscr17",1.94144070311963,0.0926775293332081,"DG","home.cage-standard.trained"
"Wdr17",2.87932857060076,0.00716244527590951,"DG","home.cage-standard.trained"
"Wdr24",2.55656870129998,0.00203448394787612,"DG","home.cage-standard.trained"
"Wdr4",2.46268254929723,0.00380732528245249,"DG","home.cage-standard.trained"
"Wdr75",1.9402370993621,0.0340898475155777,"DG","home.cage-standard.trained"
"Wdr81",3.06809418425376,0.00102069626494702,"DG","home.cage-standard.trained"
"Wtap",1.50760891295283,0.0542721005063733,"DG","home.cage-standard.trained"
"Wwox",-4.26094107343279,0.0856565843031991,"DG","home.cage-standard.trained"
"Xab2",2.06360520682999,0.0278930976174058,"DG","home.cage-standard.trained"
"Xkrx",5.95009606440649,0.0526077967237754,"DG","home.cage-standard.trained"
"Xpo4",-3.83003554696555,0.0192362140721431,"DG","home.cage-standard.trained"
"Xrcc1",2.90291903459603,0.00229447937168944,"DG","home.cage-standard.trained"
"Ybey",4.6423725868321,0.00028521054863374,"DG","home.cage-standard.trained"
"Yes1",-4.24209027719751,0.0523099504806381,"DG","home.cage-standard.trained"
"Ypel3",0.917190720361828,0.0832357950077739,"DG","home.cage-standard.trained"
"Ypel4",2.06056208544952,0.00732291894513914,"DG","home.cage-standard.trained"
"Yrdc",2.56082499758392,0.0872419414832512,"DG","home.cage-standard.trained"
"Zak",-2.41110415987782,0.0699432753395249,"DG","home.cage-standard.trained"
"Zbtb33",2.36822879171208,0.0143925448995074,"DG","home.cage-standard.trained"
"Zbtb46",5.70246054083883,0.0733982851532214,"DG","home.cage-standard.trained"
"Zbtb7b",-5.00495528548295,0.024636602669316,"DG","home.cage-standard.trained"
"Zc3h10",2.82150876339769,0.0194620722380277,"DG","home.cage-standard.trained"
"Zc3h13",2.30504941162264,0.00380220655604322,"DG","home.cage-standard.trained"
"Zc3h14",2.41405493436362,0.00277070694221473,"DG","home.cage-standard.trained"
"Zc3hav1",-3.30888328741249,0.095548759668365,"DG","home.cage-standard.trained"
"Zdhhc1",1.99887983231187,0.0328134072284181,"DG","home.cage-standard.trained"
"Zdhhc16",3.46782067792863,0.00164656969107059,"DG","home.cage-standard.trained"
"Zdhhc18",2.23338549212085,0.0121731552104848,"DG","home.cage-standard.trained"
"Zdhhc21",2.89671746716225,0.00229447937168944,"DG","home.cage-standard.trained"
"Zdhhc23",-3.55862702358513,0.0225821221858994,"DG","home.cage-standard.trained"
"Zdhhc7",-2.95993119794783,0.0171605973791958,"DG","home.cage-standard.trained"
"Zfand3",1.2800982743812,0.0695426069598052,"DG","home.cage-standard.trained"
"Zfp109",2.56786713073859,0.0896563069193787,"DG","home.cage-standard.trained"
"Zfp212",2.0778203689102,0.0631649790038943,"DG","home.cage-standard.trained"
"Zfp235",3.1132385864885,0.0030571161852805,"DG","home.cage-standard.trained"
"Zfp24",-1.77015487676503,0.0619846098615018,"DG","home.cage-standard.trained"
"Zfp260",2.89665451307662,0.000250519924979873,"DG","home.cage-standard.trained"
"Zfp28",-3.3648206002681,0.0924697219355151,"DG","home.cage-standard.trained"
"Zfp367",4.11084323361512,0.0198455037428675,"DG","home.cage-standard.trained"
"Zfp397",1.66939903240109,0.0795232965203109,"DG","home.cage-standard.trained"
"Zfp428",3.35918038473189,0.00797254382290667,"DG","home.cage-standard.trained"
"Zfp511",1.92091507192063,0.050982350767722,"DG","home.cage-standard.trained"
"Zfp532",1.51418910487702,0.0469002444557671,"DG","home.cage-standard.trained"
"Zfp593",-4.62097143408962,0.0469002444557671,"DG","home.cage-standard.trained"
"Zfp617",-2.27835252324188,0.0811522023284995,"DG","home.cage-standard.trained"
"Zfp637",3.36811437971941,0.000320728907161453,"DG","home.cage-standard.trained"
"Zfp638",1.91978479611547,0.0084607455385327,"DG","home.cage-standard.trained"
"Zfp639",2.49730521834398,0.0239375305530389,"DG","home.cage-standard.trained"
"Zfp654",-2.23921571719394,0.0310484830913789,"DG","home.cage-standard.trained"
"Zfp706",1.31122506073985,0.0177226238334731,"DG","home.cage-standard.trained"
"Zfp719",3.69425329770326,0.00239401026878339,"DG","home.cage-standard.trained"
"Zfp729a",-4.60075673583086,0.0283308004085672,"DG","home.cage-standard.trained"
"Zfp748",-4.58234017487658,0.0478838679612689,"DG","home.cage-standard.trained"
"Zfp773",-4.32070508117903,0.0854475563492068,"DG","home.cage-standard.trained"
"Zfp788",1.86988821369837,0.0909675859623887,"DG","home.cage-standard.trained"
"Zfp804a",2.87534124733243,0.0194620722380277,"DG","home.cage-standard.trained"
"Zfp870",-4.96111497259363,0.0160096813466313,"DG","home.cage-standard.trained"
"Zfp958",5.20600579581998,0.000538533459715003,"DG","home.cage-standard.trained"
"Zfp964",-2.98956340945391,0.0992778909310227,"DG","home.cage-standard.trained"
"Zfyve1",1.96026954481713,0.0363654590224924,"DG","home.cage-standard.trained"
"Zic1",3.28216996062867,0.0140675019516661,"DG","home.cage-standard.trained"
"Zkscan1",-1.74490902178067,0.067687744012344,"DG","home.cage-standard.trained"
"Zkscan5",3.25080810840263,0.0999269926032105,"DG","home.cage-standard.trained"
"Zmat2",1.4080563673074,0.0527536141014627,"DG","home.cage-standard.trained"
"Zmiz1",1.38728242693279,0.0310484830913789,"DG","home.cage-standard.trained"
"Zmynd19",2.97777495582325,0.0109523102640846,"DG","home.cage-standard.trained"
"Znhit1",3.44311191072347,0.000330477753910449,"DG","home.cage-standard.trained"
"Znrd1",-4.58579312136641,0.0332634362570215,"DG","home.cage-standard.trained"
"Znrf1",1.65526321146182,0.00972159591330512,"DG","home.cage-standard.trained"
"Zranb2",1.40636504587331,0.0388787693443022,"DG","home.cage-standard.trained"
"Zscan26",1.32544210414772,0.0283308004085672,"DG","home.cage-standard.trained"
"Zzz3",1.5276616995255,0.0840650411077759,"DG","home.cage-standard.trained"
"0610009B22Rik",3.28086198351275,0.0242769176780309,"DG","home.cage-conflict.yoked"
"1110008F13Rik",1.9170324877701,0.0440500255608691,"DG","home.cage-conflict.yoked"
"1110032F04Rik",-4.45881062907494,0.0723714707164466,"DG","home.cage-conflict.yoked"
"1500011B03Rik",1.94910074736461,0.0273421308760907,"DG","home.cage-conflict.yoked"
"1600014C10Rik",2.44198149156809,0.00993328985227444,"DG","home.cage-conflict.yoked"
"1810041L15Rik",1.48657914822274,0.0519029342196303,"DG","home.cage-conflict.yoked"
"2010300C02Rik",0.948540772859834,0.043753969461145,"DG","home.cage-conflict.yoked"
"2310022A10Rik",2.45827598863731,0.0550750831945308,"DG","home.cage-conflict.yoked"
"2410004B18Rik",2.19502436797607,0.0603064909118233,"DG","home.cage-conflict.yoked"
"2700081O15Rik",1.26020820999902,0.0621168660241925,"DG","home.cage-conflict.yoked"
"2900026A02Rik",-1.45154356472822,0.0122530769102223,"DG","home.cage-conflict.yoked"
"3110043O21Rik",-2.01671882391822,0.0844823006784041,"DG","home.cage-conflict.yoked"
"3110082I17Rik",3.58547643977823,0.0073073827495209,"DG","home.cage-conflict.yoked"
"3830406C13Rik",3.8096708796605,0.00306082272169839,"DG","home.cage-conflict.yoked"
"4930447C04Rik",-4.24996140639621,0.0710175832874118,"DG","home.cage-conflict.yoked"
"4930562C15Rik",3.02470248845399,0.0137824170942875,"DG","home.cage-conflict.yoked"
"5730455P16Rik",1.55567060046021,0.050274624556752,"DG","home.cage-conflict.yoked"
"9130011E15Rik",-5.49592775542218,0.00300999151416605,"DG","home.cage-conflict.yoked"
"9930021J03Rik",1.91179050335248,0.0216483388324359,"DG","home.cage-conflict.yoked"
"A830080D01Rik",-4.23781891152254,0.0677395905103132,"DG","home.cage-conflict.yoked"
"Ablim1",1.44860965343865,0.0420240403709321,"DG","home.cage-conflict.yoked"
"Ablim2",1.13602469187351,0.0835888809837109,"DG","home.cage-conflict.yoked"
"Abt1",-2.86883768954039,0.0709875901805429,"DG","home.cage-conflict.yoked"
"Abtb1",2.825427776884,0.000236703603709838,"DG","home.cage-conflict.yoked"
"Acaa1a",2.28120709668266,0.0027366716014862,"DG","home.cage-conflict.yoked"
"Acad11",2.54738352524625,0.00572886254003349,"DG","home.cage-conflict.yoked"
"Acan",-5.41882646196071,0.00280408669280623,"DG","home.cage-conflict.yoked"
"Acbd5",1.53529453964277,0.0937782058395882,"DG","home.cage-conflict.yoked"
"Ackr3",3.61109980947728,0.000603804628884675,"DG","home.cage-conflict.yoked"
"Acot5",4.10482946298264,0.000300058983317699,"DG","home.cage-conflict.yoked"
"Acsbg1",-1.52300535715919,0.0924620089850921,"DG","home.cage-conflict.yoked"
"Acsf3",1.8497230327429,0.0711550903205675,"DG","home.cage-conflict.yoked"
"Acsl1",-2.64936667229319,0.00154865990019463,"DG","home.cage-conflict.yoked"
"Acsl6",-0.976565599095239,0.0883095688043622,"DG","home.cage-conflict.yoked"
"Acss2",-1.60903898910631,0.0926607269137184,"DG","home.cage-conflict.yoked"
"Adam10",2.48612073601117,0.000663583729433667,"DG","home.cage-conflict.yoked"
"Adck1",2.8176318613974,0.0035214073243437,"DG","home.cage-conflict.yoked"
"Adcy5",2.40942294801329,0.00993328985227444,"DG","home.cage-conflict.yoked"
"Adcy8",3.38212635643984,0.0103360888767132,"DG","home.cage-conflict.yoked"
"Adgra3",-5.25472716680112,0.00777528203802566,"DG","home.cage-conflict.yoked"
"Adgrf5",-4.33873599619602,0.0481067921491068,"DG","home.cage-conflict.yoked"
"Adgrg1",-5.73818873189973,0.000203024741637508,"DG","home.cage-conflict.yoked"
"Adgrl2",-5.785844960142,0.00777528203802566,"DG","home.cage-conflict.yoked"
"Adgrl3",-1.31028244586347,0.0538077813132976,"DG","home.cage-conflict.yoked"
"Adora3",4.33449307330586,0.0332252130596106,"DG","home.cage-conflict.yoked"
"Adra1d",2.05651031665329,0.0425386073363429,"DG","home.cage-conflict.yoked"
"Adrbk1",0.961873416277802,0.0319247577472871,"DG","home.cage-conflict.yoked"
"Afg3l1",-1.83082659539594,0.0779938856341799,"DG","home.cage-conflict.yoked"
"Agap1",1.21662832388092,0.0500816577114839,"DG","home.cage-conflict.yoked"
"Agfg1",1.26387400256533,0.026795052640044,"DG","home.cage-conflict.yoked"
"Ahcyl1",1.28854051486283,0.0262355558120924,"DG","home.cage-conflict.yoked"
"Ahr",5.19665914967729,0.00237197099561311,"DG","home.cage-conflict.yoked"
"Ahsa2",-2.07046737808967,0.0664755389170954,"DG","home.cage-conflict.yoked"
"Aimp1",1.38844686359733,0.0977803475503665,"DG","home.cage-conflict.yoked"
"Akap10",1.5981029430472,0.0444469586636624,"DG","home.cage-conflict.yoked"
"Akap5",2.31757040922957,0.0076507296842743,"DG","home.cage-conflict.yoked"
"Akip1",7.06820218557543,0.00250357360910104,"DG","home.cage-conflict.yoked"
"Akirin1",1.47928756103745,0.0925562645352092,"DG","home.cage-conflict.yoked"
"Aldh18a1",2.58739918809103,0.00711228959882228,"DG","home.cage-conflict.yoked"
"Aldh3b2",6.5959079880837,0.00344907965870026,"DG","home.cage-conflict.yoked"
"Aldh7a1",2.27053483117171,0.0116898056206699,"DG","home.cage-conflict.yoked"
"Alg10b",-2.06916591890251,0.0727426546592393,"DG","home.cage-conflict.yoked"
"Alg8",-4.79460915521227,0.0273421308760907,"DG","home.cage-conflict.yoked"
"Alg9",-2.53043412745837,0.0442450612090329,"DG","home.cage-conflict.yoked"
"Alkbh1",4.36667753161635,2.22415512285285e-06,"DG","home.cage-conflict.yoked"
"Alkbh5",1.24148702509547,0.0958491112225868,"DG","home.cage-conflict.yoked"
"Alkbh8",1.81688611359112,0.0267593078388059,"DG","home.cage-conflict.yoked"
"Anapc4",-1.74699229033939,0.0727426546592393,"DG","home.cage-conflict.yoked"
"Angel1",-2.99653956762004,0.0538727762249431,"DG","home.cage-conflict.yoked"
"Ankrd13a",1.3444593106461,0.0249495713820971,"DG","home.cage-conflict.yoked"
"Ankrd29",-4.21503621484723,0.07896198866303,"DG","home.cage-conflict.yoked"
"Ankrd34b",-4.7149872063615,0.0439655848652424,"DG","home.cage-conflict.yoked"
"Ankrd40",1.1946384133167,0.0745314529897849,"DG","home.cage-conflict.yoked"
"Ankrd44",-4.26654650157485,0.0825724700477484,"DG","home.cage-conflict.yoked"
"Anks1b",1.41026943519731,0.012361969912176,"DG","home.cage-conflict.yoked"
"Ano10",-3.6684713370269,0.0617228867752306,"DG","home.cage-conflict.yoked"
"Ano6",1.40669874510833,0.091136970812242,"DG","home.cage-conflict.yoked"
"Ano8",1.4082985471009,0.0393458456242505,"DG","home.cage-conflict.yoked"
"Anxa5",-4.28557348388112,0.0450914510998663,"DG","home.cage-conflict.yoked"
"Ap1s3",1.41913287640952,0.0957488569178579,"DG","home.cage-conflict.yoked"
"Ap2a1",1.29955304282879,0.0207034092877751,"DG","home.cage-conflict.yoked"
"Ap3d1",0.789086775099909,0.0824999621373003,"DG","home.cage-conflict.yoked"
"Ap4e1",-2.46865016596602,0.0796171996117022,"DG","home.cage-conflict.yoked"
"Aph1b",-2.94970737878948,0.0530163697710421,"DG","home.cage-conflict.yoked"
"Aph1c",-4.01043699747229,0.0666876195123007,"DG","home.cage-conflict.yoked"
"Apip",-4.19166339709926,0.0740927275221376,"DG","home.cage-conflict.yoked"
"Apold1",-3.16783712472737,0.062433074300905,"DG","home.cage-conflict.yoked"
"Aqp11",3.63289199497417,0.00169117788197123,"DG","home.cage-conflict.yoked"
"Arap1",-4.89108513424261,0.0150851954387658,"DG","home.cage-conflict.yoked"
"Arfgap2",1.91491088634227,0.0118160414020155,"DG","home.cage-conflict.yoked"
"Arfgef2",1.72619862023054,0.0382077059909629,"DG","home.cage-conflict.yoked"
"Arfip2",1.04373983329817,0.0950651283765897,"DG","home.cage-conflict.yoked"
"Arhgap1",1.49792599772886,0.0767055128781751,"DG","home.cage-conflict.yoked"
"Arhgap44",-1.23442244715762,0.0767958869975545,"DG","home.cage-conflict.yoked"
"Arhgdia",1.48962550702102,0.0506023670434686,"DG","home.cage-conflict.yoked"
"Arhgef10",3.17401015300952,0.0407939593677967,"DG","home.cage-conflict.yoked"
"Arhgef6",-3.27009531905055,0.0845160270518814,"DG","home.cage-conflict.yoked"
"Arih1",1.2661118094555,0.0670351351769197,"DG","home.cage-conflict.yoked"
"Arl8b",1.73713542789146,0.0163372252610784,"DG","home.cage-conflict.yoked"
"Armc8",1.15855695297652,0.0624953651429693,"DG","home.cage-conflict.yoked"
"Armc9",2.07645979488069,0.00429924603430056,"DG","home.cage-conflict.yoked"
"Armcx5",-2.14320555650477,0.0915852206389088,"DG","home.cage-conflict.yoked"
"Armt1",2.15822683296836,0.0152431971891337,"DG","home.cage-conflict.yoked"
"Arnt2",-1.68127281146173,0.00109440326426022,"DG","home.cage-conflict.yoked"
"Arntl",3.99328756886584,2.22415512285285e-06,"DG","home.cage-conflict.yoked"
"Arpc3",1.60825886949208,0.0236299688374253,"DG","home.cage-conflict.yoked"
"Arsg",-4.2389426168507,0.0558863397624141,"DG","home.cage-conflict.yoked"
"Asic2",1.48070648434524,0.0442450612090329,"DG","home.cage-conflict.yoked"
"Asrgl1",-1.33904741046417,0.0578849525855116,"DG","home.cage-conflict.yoked"
"Ass1",-4.26190489923327,0.0506023670434686,"DG","home.cage-conflict.yoked"
"Asun",-1.84162564336368,0.0652245026964349,"DG","home.cage-conflict.yoked"
"Asxl3",3.66565617473788,0.000320657300318535,"DG","home.cage-conflict.yoked"
"Atat1",-2.31631552034241,0.0381344782969254,"DG","home.cage-conflict.yoked"
"Atf7",2.32645426224374,0.0693316917444992,"DG","home.cage-conflict.yoked"
"Atf7ip",2.2374211364624,0.00533182554988775,"DG","home.cage-conflict.yoked"
"Atp11b",-1.61276356579085,0.0109931445879807,"DG","home.cage-conflict.yoked"
"Atp13a1",1.42631837260905,0.0285653142983367,"DG","home.cage-conflict.yoked"
"Atp2b3",0.945198357980567,0.0996952580889339,"DG","home.cage-conflict.yoked"
"Atp6v0d1",1.6671251665098,0.0130331750142143,"DG","home.cage-conflict.yoked"
"Atrn",-0.93268245303076,0.0539171225049308,"DG","home.cage-conflict.yoked"
"Atxn7",2.05169991745307,0.015506682864617,"DG","home.cage-conflict.yoked"
"AU022252",2.31194296523877,0.00371177743265264,"DG","home.cage-conflict.yoked"
"AU040320",1.25320714069064,0.0216483388324359,"DG","home.cage-conflict.yoked"
"Axl",2.26121942794879,0.0442075049170812,"DG","home.cage-conflict.yoked"
"Azi2",1.88189407726131,0.0152431971891337,"DG","home.cage-conflict.yoked"
"B3galnt2",1.77638863085433,0.062764583818972,"DG","home.cage-conflict.yoked"
"B3glct",4.81581200216454,0.000203024741637508,"DG","home.cage-conflict.yoked"
"Baiap2",0.997735461808791,0.0225176357281787,"DG","home.cage-conflict.yoked"
"Banp",1.61224443908608,0.0236299688374253,"DG","home.cage-conflict.yoked"
"Bbip1",2.12295177607539,0.0415201084355747,"DG","home.cage-conflict.yoked"
"Bbs10",-4.34964059713044,0.0850584670972488,"DG","home.cage-conflict.yoked"
"BC004004",2.94395606698661,0.00316152170787447,"DG","home.cage-conflict.yoked"
"BC030336",1.28298414785103,0.0508822893899313,"DG","home.cage-conflict.yoked"
"BC034090",-4.10612231367616,0.0917017230385604,"DG","home.cage-conflict.yoked"
"BC068281",5.94537322806645,0.00039975624783984,"DG","home.cage-conflict.yoked"
"Bcar3",-4.38136331666191,0.0545068598210178,"DG","home.cage-conflict.yoked"
"Bcas1",2.27613466284384,0.0242307546151136,"DG","home.cage-conflict.yoked"
"Bcl11a",1.48933766436125,0.0781391489471323,"DG","home.cage-conflict.yoked"
"Bcl2",-4.32908264813289,0.0677395905103132,"DG","home.cage-conflict.yoked"
"Bdnf",1.51777491613655,0.0767055128781751,"DG","home.cage-conflict.yoked"
"Becn1",1.26660238935532,0.0415459755732382,"DG","home.cage-conflict.yoked"
"Bend6",2.10741123611106,0.00440843342631887,"DG","home.cage-conflict.yoked"
"Best3",4.52656786823902,0.0137673824048755,"DG","home.cage-conflict.yoked"
"Bin1",0.921058707044197,0.066263191792936,"DG","home.cage-conflict.yoked"
"Bivm",2.35351174597792,0.0434507983312772,"DG","home.cage-conflict.yoked"
"Blnk",3.39778371134221,0.0251669180339605,"DG","home.cage-conflict.yoked"
"Bmp2k",-2.53483516702157,0.0689970132444179,"DG","home.cage-conflict.yoked"
"Bora",-4.60298177819772,0.0387301817010933,"DG","home.cage-conflict.yoked"
"Borcs6",-2.09096942205692,0.0773573371056819,"DG","home.cage-conflict.yoked"
"Bri3bp",-1.25420253190283,0.0994099399715341,"DG","home.cage-conflict.yoked"
"Brinp3",4.66880511561844,0.000593773998864972,"DG","home.cage-conflict.yoked"
"Btbd1",1.38351615710983,0.0319498998960249,"DG","home.cage-conflict.yoked"
"Bub1b",-4.54010002715545,0.0900663675049721,"DG","home.cage-conflict.yoked"
"Bysl",2.1511684416565,0.022456896395366,"DG","home.cage-conflict.yoked"
"C2cd2l",1.13630844431468,0.0206059054746098,"DG","home.cage-conflict.yoked"
"C2cd4a",2.99723553336542,0.0181560458063468,"DG","home.cage-conflict.yoked"
"Cabp1",1.46202971813725,0.062433074300905,"DG","home.cage-conflict.yoked"
"Cacna1a",1.31141404491801,0.0374464264298725,"DG","home.cage-conflict.yoked"
"Cacna1i",2.2066676208927,0.017719408747168,"DG","home.cage-conflict.yoked"
"Cacna2d3",-2.17319342392273,0.00887322742460127,"DG","home.cage-conflict.yoked"
"Cacng2",1.9483248506081,0.0147928840075552,"DG","home.cage-conflict.yoked"
"Cacng8",-0.943299053320068,0.0459969340346704,"DG","home.cage-conflict.yoked"
"Cacybp",2.20077862706825,0.0116898056206699,"DG","home.cage-conflict.yoked"
"Calb1",1.55861378622517,0.015506682864617,"DG","home.cage-conflict.yoked"
"Camk1g",-5.01572785758549,0.0672010227103536,"DG","home.cage-conflict.yoked"
"Cant1",2.12147924091718,0.0116898056206699,"DG","home.cage-conflict.yoked"
"Canx",2.0258787539993,0.00154865990019463,"DG","home.cage-conflict.yoked"
"Car10",2.5263746497308,0.0251844373435104,"DG","home.cage-conflict.yoked"
"Cat",1.45104023039973,0.0617100507928398,"DG","home.cage-conflict.yoked"
"Cbarp",-1.06235427759407,0.081239066695001,"DG","home.cage-conflict.yoked"
"Cbfa2t3",1.86537128066138,0.00470611200310925,"DG","home.cage-conflict.yoked"
"Cbfb",1.94385806765999,0.00777528203802566,"DG","home.cage-conflict.yoked"
"Ccar2",1.72756926028412,0.015506682864617,"DG","home.cage-conflict.yoked"
"Ccdc115",2.99774450878328,0.0108491007328209,"DG","home.cage-conflict.yoked"
"Ccdc126",-4.05446850409525,0.0599734543983721,"DG","home.cage-conflict.yoked"
"Ccdc127",3.04071851309313,0.000216352459070053,"DG","home.cage-conflict.yoked"
"Ccdc137",2.19134967826207,0.094606650901493,"DG","home.cage-conflict.yoked"
"Ccdc157",-2.11735828316926,0.0680346372638016,"DG","home.cage-conflict.yoked"
"Ccdc167",-2.30853043114678,0.0990214155110224,"DG","home.cage-conflict.yoked"
"Ccdc174",2.4030421143984,0.0145760321441633,"DG","home.cage-conflict.yoked"
"Ccdc181",-2.66640881169559,0.0850584670972488,"DG","home.cage-conflict.yoked"
"Ccdc24",5.88926223192065,0.00433490394212632,"DG","home.cage-conflict.yoked"
"Ccdc66",3.01318313429917,0.0021944322943888,"DG","home.cage-conflict.yoked"
"Ccdc77",4.48359656126193,0.00141860610124107,"DG","home.cage-conflict.yoked"
"Ccdc85b",-1.58101865456112,0.0788825822860508,"DG","home.cage-conflict.yoked"
"Ccdc86",-3.12717013690202,0.0664755389170954,"DG","home.cage-conflict.yoked"
"Ccdc92b",2.12182925101991,0.0130331750142143,"DG","home.cage-conflict.yoked"
"Ccdc94",-5.72006243019881,0.0101822428350503,"DG","home.cage-conflict.yoked"
"Ccl3",-6.04605189913187,0.00706018506489712,"DG","home.cage-conflict.yoked"
"Ccl9",-5.4789859555163,0.0130331750142143,"DG","home.cage-conflict.yoked"
"Ccnjl",2.19802359130346,0.060151819187421,"DG","home.cage-conflict.yoked"
"Ccnk",1.654555507234,0.0796171996117022,"DG","home.cage-conflict.yoked"
"Ccp110",2.18814360047689,0.0349273828394885,"DG","home.cage-conflict.yoked"
"Cct7",0.907112394323585,0.0601919304753071,"DG","home.cage-conflict.yoked"
"Cct8",1.10496548713207,0.0554853349702547,"DG","home.cage-conflict.yoked"
