"","row","column","cor","p","padj"
"173","PTPRS","AQP4",0.440048913643634,0.0880592717068642,0.302738286122512
"174","EGFR","ALDOC",0.439463800765612,0.0885318685467515,0.302738286122512
"175","ALDH1L1","FGFR3",0.438571380379241,0.0892561664579814,0.303470965957137
"176","IGF2","LAMB1",0.437680419580782,0.0899834935960713,0.304205560736718
"177","WWC1","GFAP",-0.436036400525091,0.0913366645587237,0.307035680296275
"178","CFL1","EGFR",-0.431596711743697,0.0950633213043839,0.315194920773878
"179","TNXB","GJB6",0.43151910466517,0.0951294100652005,0.315194920773878
"180","NSF","CFL1",0.431256730015808,0.0953530852761313,0.315194920773878
"181","LIMK1","IGF2BP2",0.430354656620184,0.0961249563568485,0.315990878631629
"182","PRKCZ","LAMC1",0.427529728215794,0.0985708292649492,0.322250787981565
"183","ALDH1L2","GJB6",0.424839884575654,0.100940411827102,0.328194235175551
"184","IGF2BP2","TNR",-0.424012811376904,0.101677034293936,0.3283926099147
"185","LAMA1","GFAP",0.423533941519469,0.102105265267596,0.3283926099147
"186","LIMK1","ALDH1L1",0.421081463450902,0.104318376297107,0.333706633853649
"187","PRKCZ","LAMB1",-0.420136326711193,0.105180219797056,0.334664335717907
"188","TNR","AQP4",0.417783442920009,0.107347499230007,0.339743415116244
"189","LIMK1","SLC1A2",-0.417005484833767,0.108070941344337,0.340223333861803
"190","PRKCZ","PNN",0.414496755047541,0.110427183256116,0.345811442302046
"191","ALDH1L1","AQP4",-0.41357195126245,0.111304785874461,0.346734804163897
"192","ALDH1A1","ALDH1L2",0.412644876688881,0.112189433827903,0.347538061677719
"193","LAMA1","FGFR3",0.412080032991559,0.112730833451764,0.347538061677719
"194","PICK1","GABRA1",0.410276306290916,0.114471924585642,0.350198703308903
"195","ALDH1L2","ALDOC",0.409968400305454,0.114771003605439,0.350198703308903
"196","WWC1","GABRA1",-0.408792999367838,0.115917723906742,0.35189309043118
"197","CAMK2A","TNXB",0.406969007712125,0.117712989660753,0.353378050231401
"198","PRKCI","GFAP",0.406665923594736,0.118013165143245,0.353378050231401
"199","TNXB","GFAP",0.406489011811893,0.118188625203443,0.353378050231401
"200","PRKCB","SLC1A2",0.404432014773915,0.120242085072608,0.357608342800742
"201","PRKCZ","NSF",-0.403620826752634,0.121058650128584,0.357608342800742
"202","PRKCZ","PRKCI",-0.403276391642263,0.12140652982479,0.357608342800742
"203","GABRA1","ALDH1L2",0.397649495146935,0.1271882580413,0.372793170121052
"204","LAMC1","GABRA1",0.39643505906525,0.128460614605772,0.373510641050199
"205","NSF","EGFR",-0.396074835667456,0.128839700113936,0.373510641050199
"206","CFL1","FGFR3",-0.39562299552921,0.129316289170321,0.373510641050199
"207","LAMA1","SLC1A2",0.394707627547188,0.130285516027379,0.374064307782346
"208","PIN1","EGFR",0.39350502924259,0.131566460090202,0.374064307782346
"209","GRIA2","ALDH1L1",-0.393030287063523,0.13207450657638,0.374064307782346
"210","NSF","IGF2BP2",0.392632926063293,0.13250077902655,0.374064307782346
"211","PC2","IGF2BP2",0.392194939086565,0.132971727738385,0.374064307782346
"212","ROCK2","IGF2BP2",-0.391908767793694,0.133280055882113,0.374064307782346
"213","ALDH1L2","FGFR3",0.391205242422544,0.134040138193947,0.374431371950227
"214","LIMK1","ALDH1A1",-0.387586958644246,0.137996304444349,0.383681313758821
"215","PC2","PRKCZ",0.385878495028897,0.139891774819091,0.387142353569111
"216","LIMK1","ALDH1L2",-0.384724569931783,0.141182019024777,0.388904172776585
"217","LAMC1","PTPRS",-0.380696011099744,0.145750054152766,0.399637245257585
"218","PTPRS","EGFR",0.378670581765006,0.148084213369908,0.404174802546308
"219","PC1","IGF2",0.377342719060487,0.149628156057842,0.406523985636603
"220","TNR","SLC1A2",0.375136341793076,0.152217604133295,0.411679429360504
"221","PRKCI","FGFR3",-0.37382314531299,0.153773081485656,0.413400872813398
"222","TNC","PTPRS",0.373427608553557,0.154243686999285,0.413400872813398
"223","PRKCI","LAMB1",0.372000058585229,0.155950246096073,0.416100432408805
"224","LAMB1","PNN",-0.36953309227458,0.158929251185361,0.420907401417794
"225","CAMK2A","LAMA1",0.369337827983586,0.159166664401687,0.420907401417794
"226","PC2","GABRA1",-0.367590085900146,0.161302275589177,0.424667495467082
"227","GABRA1","ALDH1A1",0.364838960142233,0.164702706422715,0.430485075525857
"228","ALDH1A1","FGFR3",0.364633161284026,0.164958986924194,0.430485075525857
"229","PC1","PRKCZ",-0.363987777259107,0.165764408513846,0.430697917317636
"230","LIMK1","PNN",0.361045767882963,0.169469204156858,0.438364885039598
"231","WWC1","ALDOC",-0.360037787392701,0.170751097746043,0.438364885039598
"232","PICK1","LIMK1",0.359257767327077,0.171747496680069,0.438364885039598
"233","PRKCZ","ROCK2",-0.358727459516117,0.172427113650437,0.438364885039598
"234","LAMB1","EGFR",0.358309549525419,0.17296394305746,0.438364885039598
"235","GRIA2","PIN1",-0.357924340468906,0.173459747432787,0.438364885039598
"236","GABRA1","FGFR3",0.3572670883937,0.174307874100544,0.438364885039598
"237","LAMA1","EGFR",0.356815776406095,0.174891841818647,0.438364885039598
"238","TNXB","ALDH1L2",0.356465511113045,0.175345954015839,0.438364885039598
"239","GRIA2","TNC",0.354845476678852,0.177456450940523,0.441784888324732
"240","PC1","AQP4",0.353268298687725,0.17952718079697,0.445077802392489
"241","NSF","ALDH1L2",-0.351190583977977,0.18227932567196,0.450025721057328
"242","IGF2BP2","FGFR3",-0.349544341468945,0.184479554535488,0.453575764250476
"243","PC2","PTPRS",-0.348894264870667,0.185353175807256,0.453601864913342
"244","PRKCI","CAMK2A",0.348403215200318,0.186014882418245,0.453601864913342
"245","PC1","GFAP",0.346765217343509,0.188233340372186,0.456220387484007
"246","LIMK1","TNXB",-0.346479399922261,0.18862221062364,0.456220387484007
"247","PIN1","CAMK2A",-0.345162282753472,0.190421013859942,0.458706490877189
"248","PNN","ALDH1L2",0.34352103209867,0.192678130511564,0.462120340852861
"249","IGF2","EGFR",0.343004893041019,0.193391537600609,0.462120340852861
"250","FGFR3","ALDOC",0.342427075067761,0.194192237602134,0.462177525493078
"251","WWC1","PTPRS",-0.340290151868943,0.197172182007084,0.46644847148028
"252","PC2","TNC",-0.340017410002509,0.197554646744589,0.46644847148028
"253","FGFR3","AQP4",0.339222555147476,0.198672015432493,0.467232605463768
"254","PICK1","AQP4",-0.335128344355797,0.20449235893905,0.479027376254862
"255","ALDH1L1","GFAP",-0.33368013081868,0.206577214035964,0.48201349941725
"256","PRKCI","CFL1",-0.333042650666519,0.207499258993586,0.482273668363999
"257","LAMB1","ALDH1L1",-0.332033490761934,0.208964308073204,0.483515065056774
"258","PRKCB","CAMK2A",0.331492528975511,0.209752381605736,0.483515065056774
"259","PTPRS","PNN",-0.330726479321944,0.210871626665631,0.483515065056774
"260","LIMK1","GFAP",-0.330444967562973,0.211283893974389,0.483515065056774
"261","PC2","ROCK2",-0.328507936380517,0.214134651564896,0.487660507155713
"262","GJB6","FGFR3",0.32757163038598,0.215521410915292,0.487660507155713
"263","PC1","LIMK1",-0.327190372574783,0.216087731695388,0.487660507155713
"264","PRKCZ","FGFR3",0.326998070676967,0.216373737628753,0.487660507155713
"265","TNC","TNXB",0.325093453876633,0.219219487179143,0.491576735880252
"266","PRKCZ","LIMK1",0.324731008108782,0.219763717217054,0.491576735880252
"267","PRKCI","NSF",0.323947482955332,0.22094315762456,0.492363965492933
"268","PC2","NSF",0.321814272995313,0.224174656904702,0.49700254265351
"269","IGF2","ROCK2",0.321420297070216,0.224774735267312,0.49700254265351
"270","PICK1","PTPRS",-0.32063306134003,0.225976850180567,0.49700254265351
"271","PIN1","LAMB1",0.320378874230786,0.226365863964876,0.49700254265351
"272","IGF2","ALDH1A1",0.318203323334456,0.229712720910539,0.502496576991804
"273","IGF2","SLC1A2",0.313455960455643,0.237123978560847,0.516690328447943
"274","LAMA1","ALDOC",0.312940202557643,0.237938067218044,0.516690328447943
