"","row","column","cor","p","padj"
"1","PC1","Naf1",0.861709524698351,1.78522594151964e-05,0.000104138179921979
"2","PC1","Ptgs2",0.840046336068718,4.65421595927662e-05,0.000186315006048925
"3","PC1","Rgs2",0.833975370979946,5.93871541916258e-05,0.000222701828218597
"4","PC1","Hist1h1d",0.815007901143959,0.000120034858337004,0.000365323481895229
"5","PC1","Col10a1",0.812721894255861,0.00012996589983949,0.000384406182623845
"6","PC1","Arc",0.805926984145092,0.000163603917966437,0.00045206345753884
"7","PC1","Hspb3",0.803446968562492,0.000177553915287731,0.000476616755203652
"8","PC1","Npas4",0.802382358989383,0.000183837891292837,0.000476616755203652
"9","PC1","Fzd5",0.798759368049759,0.000206622905510656,0.000512243915508277
"10","PC1","Acan",0.784205534794137,0.000323116392284328,0.000721856281538422
"11","PC1","Areg",0.78420551082662,0.000323116621260056,0.000721856281538422
"12","PC1","Hist1h3i",0.779006216500542,0.000376050919090209,0.000805823398050449
"13","PC1","Armcx5",0.775536488340026,0.000415209228173508,0.00087994533625488
"14","PC1","Atf3",0.774299679458335,0.00042995553086822,0.00087994533625488
"15","PC1","Syt4",0.77426591864412,0.00043036403202068,0.00087994533625488
"16","PC1","Nexn",0.771602821845117,0.000463611581026591,0.000936138769380616
"17","PC1","Hoxc4",0.765294784501058,0.000550882564472888,0.00108117138821782
"18","PC1","Abra",0.764432933813013,0.000563791073230124,0.00109626042016969
"19","PC1","Fosl2",0.762014114515955,0.000601355239716383,0.00114804182127673
"20","PC1","Ubc",0.753431907176352,0.000751634335338869,0.00139684257009878
