"gene","padj","logpadj","lfc","direction"
"Srprb",0.00926971385455188,2.03293367182176,6.36254228922581,"consistent"
"Zfp536",0.0169711276076204,1.77028930102363,6.27867847308622,"consistent"
"Ahnak",0.019268528212236,1.715151456788,6.18327833677151,"consistent"
"Uvssa",0.0235464448354963,1.62807465562129,6.09126797834996,"consistent"
"Gm43951",0.0198423164369525,1.70240762870091,6.01495114857127,"consistent"
"Vcan",0.0182694140830273,1.73827538064902,5.99432211942548,"consistent"
"Pex26",0.0253205032511947,1.59652766685986,5.85746849215723,"consistent"
"Med26",0.030274379921191,1.51892474329847,5.80518512371952,"consistent"
"Gm16485",0.0353960744308593,1.45104490033439,5.79746115546162,"consistent"
"Adgrf5",0.0285669920143051,1.54413548661632,5.79150693893249,"consistent"
"Fndc10",0.0253205032511947,1.59652766685986,5.76229624450291,"consistent"
"Cdh7",0.0388252446259294,1.41088579923478,5.75596114600849,"consistent"
"Lhx6",0.0450666024317916,1.34614518212747,5.74026206792791,"consistent"
"Camk2d",0.0394029552272985,1.40447120480442,5.7239914750582,"consistent"
"Asb3",0.0307582939273495,1.51203775724792,5.69624982777777,"consistent"
"Fam19a2",0.0388252446259294,1.41088579923478,5.67163834316916,"consistent"
"Cdh12",0.0356779182900007,1.44760049346464,5.65883342648062,"consistent"
"Slc12a4",0.0366408792513476,1.43603411334952,5.64658745502278,"consistent"
"Tmem231",0.0268276638073166,1.57141714468796,5.62239917841712,"consistent"
"Il1rapl1",0.0368273254672628,1.43382982002605,5.60495406692517,"consistent"
"Hypk",0.0487676869081087,1.31186784286789,5.59809426703486,"consistent"
"6330408A02Rik",0.0369168722079954,1.43277510180515,5.58630068137232,"consistent"
"Cdc14b",0.0353960744308593,1.45104490033439,5.57130618251474,"consistent"
"Eng",0.0404114909261722,1.39349512656638,5.55680902594521,"consistent"
"Cwc27",0.0356779182900007,1.44760049346464,5.52728385714304,"consistent"
"Pcdhgb5",0.0614755474785656,1.21129759490545,5.51268867411981,"consistent"
"Sh3pxd2b",0.0608631852762809,1.21564532257081,5.502221407165,"consistent"
"Abhd14b",0.0538441447733751,1.268861516709,5.42516605801646,"consistent"
"Trim26",0.030274379921191,1.51892474329847,5.42133030957527,"consistent"
"Slc35f4",0.0356779182900007,1.44760049346464,5.4166693635652,"consistent"
"Greb1l",0.0404114909261722,1.39349512656638,5.40619598005184,"consistent"
"Cdk15",0.0880836642843458,1.05510462699077,5.40369211966409,"consistent"
"Ehd2",0.0505971086679983,1.29587429986792,5.39579450885397,"consistent"
"Nrde2",0.0499912898651349,1.30110565752459,5.39182573544069,"consistent"
"Adgrl4",0.0506195978902684,1.29568130909343,5.39125885228644,"consistent"
"Slc9a7",0.0180261366282233,1.74409734154323,5.38405114108013,"consistent"
"Kcnip1",0.0356779182900007,1.44760049346464,5.38323021634518,"consistent"
"Slco1a4",0.0368273254672628,1.43382982002605,5.37056036113236,"consistent"
"Alms1",0.0508064287245582,1.29408133135869,5.36473936939829,"consistent"
"Cdh20",0.0514338384452124,1.28875106359706,5.35816289258132,"consistent"
"Dtx3l",0.0396902042165591,1.40131666652754,5.3554025704275,"consistent"
