"gene","padj","logpadj","lfc","direction"
"0610007P14Rik",0.923518617400907,0.0345543451041049,0.399553502808721,"NS"
"0610009O20Rik",0.898344698564758,0.0465569907708525,0.4084321089418,"NS"
"0610010F05Rik",0.998184167529493,0.000789322878137782,-0.0273157633262546,"NS"
"0610010K14Rik",0.904743427637786,0.0434745630702853,-0.651675326300803,"NS"
"0610012G03Rik",0.51777035519011,0.285862818609356,-0.940050775935634,"NS"
"0610030E20Rik",0.976234814493702,0.0104457085900675,-0.178903183341264,"NS"
"0610037L13Rik",0.964331403990189,0.015773689966169,-0.194092992073508,"NS"
"1110004E09Rik",0.99933454804924,0.000289098311376204,0.0190817440320063,"NS"
"1110004F10Rik",0.998184167529493,0.000789322878137782,-0.0432977730933768,"NS"
"1110008F13Rik",0.922824936972798,0.0348806782998887,-0.366419192979154,"NS"
"1110008P14Rik",0.906912520613653,0.042434602297157,-0.35078558498502,"NS"
"1110037F02Rik",0.894929896509744,0.0482109834007489,0.396879514993149,"NS"
"1110038F14Rik",0.927654246024574,0.032613863246311,0.477331146700997,"NS"
"1110051M20Rik",0.649846121869307,0.18718946848734,-0.586940688802391,"NS"
"1110065P20Rik",0.786490425981344,0.104306559714286,-0.707805504148177,"NS"
"1190002N15Rik",0.723798643738233,0.140382235012778,1.28757770904465,"NS"
"1500009C09Rik",0.927654246024574,0.032613863246311,-0.30897401505314,"NS"
"1500011B03Rik",0.99933454804924,0.000289098311376204,-0.0189294007250421,"NS"
"1500011K16Rik",0.954118370873146,0.0203977420380566,-0.330108908633246,"NS"
"1600014C10Rik",0.927654246024574,0.032613863246311,-0.332039290206793,"NS"
"1700017B05Rik",0.972414329040706,0.0121486502221,0.265611987313126,"NS"
"1700025G04Rik",0.768509754377871,0.114350615808219,0.409683741890597,"NS"
"1700030K09Rik",0.389377163676591,0.409629522718571,-1.24436417756134,"NS"
"1700066M21Rik",0.998184167529493,0.000789322878137782,-0.0378782789351713,"NS"
"1700128F08Rik",0.85784574291797,0.066590799590072,-0.621874963730501,"NS"
"1810013L24Rik",0.995695454375856,0.00187347554120104,-0.0713939066841015,"NS"
"1810026J23Rik",0.995695454375856,0.00187347554120104,0.0567176117616845,"NS"
"1810030O07Rik",0.88742263818393,0.0518694966100461,-0.50790062948576,"NS"
"1810041L15Rik",0.768509754377871,0.114350615808219,0.583988539310387,"NS"
"1810043G02Rik",0.998785716993787,0.000527676848459058,0.0221612007923734,"NS"
"1810055G02Rik",0.846010107799251,0.0726244481486652,0.671367499623855,"NS"
"2010107E04Rik",0.965102810688722,0.0154264195717934,-0.265088431329454,"NS"
"2010107G23Rik",0.998184167529493,0.000789322878137782,0.07108533994412,"NS"
"2010111I01Rik",0.998184167529493,0.000789322878137782,-0.0735005544985469,"NS"
"2010300C02Rik",0.814203792261493,0.0892668791681093,0.22790021742277,"NS"
"2210016L21Rik",0.93610728103143,0.0286743768066742,-0.178849188232743,"NS"
"2310011J03Rik",0.986848540320929,0.00574949692544294,-0.145755701513577,"NS"
"2310022A10Rik",0.962168920769373,0.0167486754487884,-0.259295544133842,"NS"
"2310022B05Rik",0.99933454804924,0.000289098311376204,-0.0225867589860616,"NS"
"2310035C23Rik",0.828099156907056,0.0819176575155228,-0.3606131966847,"NS"
"2310036O22Rik",0.94915907367818,0.02266099618049,0.213327262464664,"NS"
"2310057M21Rik",0.927654246024574,0.032613863246311,0.375085158290283,"NS"
"2310061I04Rik",0.99933454804924,0.000289098311376204,0.00238924110336434,"NS"
"2410002F23Rik",0.733650906630751,0.134510541430487,-0.497431936608636,"NS"
"2410004B18Rik",0.997619773447147,0.00103495145625909,-0.0783181907985151,"NS"
"2410016O06Rik",0.862725698379567,0.0641272652538612,0.664785365105137,"NS"
"2410089E03Rik",0.896183554891737,0.0476030297214591,-0.252201789296637,"NS"
"2410131K14Rik",0.927654246024574,0.032613863246311,0.385180904746844,"NS"
"2510009E07Rik",0.925565368511633,0.0335929035654597,0.314478828778391,"NS"
"2510039O18Rik",0.933000949442687,0.0301179143054722,0.293370075235077,"NS"
"2610001J05Rik",0.984664538908688,0.00671170220806562,-0.237680023403351,"NS"
"2610002M06Rik",0.76363853610693,0.11711216357289,0.667015570412161,"NS"
"2610008E11Rik",0.991722082801288,0.00361001616865928,-0.0960353737766264,"NS"
"2610021A01Rik",0.99933454804924,0.000289098311376204,0.00782208794027932,"NS"
"2610044O15Rik8",0.946732912566571,0.0237725246491934,-0.273819949101102,"NS"
"2610301B20Rik",0.949109939210142,0.0226834785875672,-0.222950047055078,"NS"
"2610507B11Rik",0.957428901588426,0.0188934667528363,0.107327821275029,"NS"
"2610524H06Rik",0.768509754377871,0.114350615808219,-1.16025251952275,"NS"
"2700049A03Rik",0.995102769943021,0.00213206486798504,0.106839832122548,"NS"
"2700060E02Rik",0.952881738679343,0.0209609959261956,0.221673312231562,"NS"
"2700062C07Rik",0.904743427637786,0.0434745630702853,-0.605636620824262,"NS"
"2700081O15Rik",0.968355783927457,0.0139650490885447,0.158409505717677,"NS"
"2810004N23Rik",0.894402629315198,0.0484669327409668,-1.30046671693858,"NS"
"2810403A07Rik",0.76363853610693,0.11711216357289,0.468488898588545,"NS"
"2810428I15Rik",0.991722082801288,0.00361001616865928,-0.132040365106438,"NS"
"2900011O08Rik",0.846010107799251,0.0726244481486652,-0.378081940030981,"NS"
"2900026A02Rik",0.952881738679343,0.0209609959261956,-0.14941791862527,"NS"
"2900055J20Rik",0.878308236201942,0.0563530446983049,0.662343478872719,"NS"
"3110002H16Rik",0.995695454375856,0.00187347554120104,0.0724371427844458,"NS"
"3110035E14Rik",0.842458087728112,0.0744516960603969,-0.537812817498322,"NS"
"3110043O21Rik",0.759306336265018,0.119582976003222,-0.752182548791995,"NS"
"4833420G17Rik",0.963546095786708,0.0161275039800451,0.192228730708765,"NS"
"4833439L19Rik",0.978624907039835,0.00938373518112045,0.0960243896178906,"NS"
"4930402H24Rik",0.906912520613653,0.042434602297157,-0.277386894191198,"NS"
"4930453N24Rik",0.935953847131275,0.0287455662516353,-0.337137197274255,"NS"
"4930503L19Rik",0.93564794912535,0.0288875300149174,0.35018484896207,"NS"
"4931406P16Rik",0.927654246024574,0.032613863246311,0.265616977931058,"NS"
"4931428F04Rik",0.98063848206734,0.00849106823691581,-0.178919971525722,"NS"
"4932438A13Rik",0.998184167529493,0.000789322878137782,0.0380392711851995,"NS"
"4933427D14Rik",0.842458087728112,0.0744516960603969,0.514013675469246,"NS"
"4933434E20Rik",0.986848540320929,0.00574949692544294,-0.0994963517616848,"NS"
"5031439G07Rik",0.760199376460027,0.119072490955068,0.38444192026298,"NS"
"5330417C22Rik",0.927239771994724,0.0328079484989487,-0.223919497672829,"NS"
"5730409E04Rik",0.986848540320929,0.00574949692544294,0.0913111222529378,"NS"
"5730455P16Rik",0.927654246024574,0.032613863246311,-0.216394801121496,"NS"
"6030419C18Rik",0.941081843456444,0.0263726054612908,-0.153305531589641,"NS"
"6030458C11Rik",0.957319627840663,0.0189430366937373,-0.19716579657819,"NS"
"6430548M08Rik",0.997619773447147,0.00103495145625909,-0.0345554327084064,"NS"
"8030462N17Rik",0.887760162489016,0.0517043474829612,0.482721898500879,"NS"
"9030624J02Rik",0.904743427637786,0.0434745630702853,0.334305015755418,"NS"
"9130011E15Rik",0.9390174767811,0.0273263246679034,-0.363926458879668,"NS"
"9130401M01Rik",0.971896488832628,0.0123799868459835,-0.196483486221233,"NS"
"9330151L19Rik",0.991295885022643,0.00379669662170418,-0.0967486084189253,"NS"
"9330159F19Rik",0.998184167529493,0.000789322878137782,0.0370302889598877,"NS"
"9430015G10Rik",0.6953553404044,0.157793205569298,-0.8428425568867,"NS"
"9430020K01Rik",0.917991252070872,0.037161457355893,0.484400165106251,"NS"
"9530068E07Rik",0.99933454804924,0.000289098311376204,-0.0101944513849389,"NS"
"9930021J03Rik",0.991295885022643,0.00379669662170418,0.0733686870276641,"NS"
"9930111J21Rik2",0.991722082801288,0.00361001616865928,0.0858026337821776,"NS"
"A230046K03Rik",0.97688088802623,0.0101583869736852,-0.1174011148389,"NS"
"A230050P20Rik",0.93564794912535,0.0288875300149174,-0.214349377217603,"NS"
"A430033K04Rik",0.995695454375856,0.00187347554120104,0.0767687613760299,"NS"
"A430105I19Rik",0.99933454804924,0.000289098311376204,0.0169680330016677,"NS"
"A730017C20Rik",0.99933454804924,0.000289098311376204,-0.00422316929558568,"NS"
"A830010M20Rik",0.0627439812553607,1.20242792774256,1.17046120129714,"standard.trained"
"A830018L16Rik",0.76363853610693,0.11711216357289,0.345109668052379,"NS"
"Aaas",0.927654246024574,0.032613863246311,0.451338141859954,"NS"
"Aacs",0.923518617400907,0.0345543451041049,-0.390724858828688,"NS"
"Aagab",0.998884824257877,0.000484584920078342,0.014747159998429,"NS"
"Aak1",0.957319627840663,0.0189430366937373,-0.10516712228443,"NS"
