"gene","padj","logpadj","lfc","direction"
"Abi3",0.97037937396653,0.0130584432500167,-0.216570849095932,"NS"
"Abl1",0.0990485565444987,1.00415184914438,1.56862632919114,"standard.trained"
"Abl2",0.460475611246658,0.33679336694702,0.606470439153237,"NS"
"Ablim1",0.168194105289478,0.774189229020346,1.54238931906336,"NS"
"Ablim2",0.13775134053244,0.86090416610225,-0.914828858291671,"NS"
"Ablim3",0.963775902665827,0.0160239365843971,-0.0989444900734683,"NS"
"Abr",0.179107559719922,0.746886083188607,0.46126782983236,"NS"
"Abracl",0.30701318052704,0.51284297922221,-0.943943747371251,"NS"
"Abt1",0.994619312079061,0.00234311251989551,0.0188894190633321,"NS"
"Abtb1",0.674570914882519,0.170972387988704,-0.679066763483631,"NS"
"Abtb2",0.593995566458803,0.226216796550226,1.24010274352968,"NS"
"Acaa1a",0.614070025927801,0.211782100943607,0.700308870523234,"NS"
"Acaa2",0.209246516405644,0.67934176353016,3.40499431177489,"NS"
"Acaca",0.919138850217316,0.0366188767224924,-0.177236477432348,"NS"
"Acad11",0.835618363241432,0.0779920246912564,-0.301180931257762,"NS"
"Acad8",0.176050492025201,0.754362756827644,1.74039484177484,"NS"
"Acad9",0.354748863439182,0.450078987281009,0.926110832147762,"NS"
"Acadl",0.798271608383597,0.0978493167287053,-0.546539711557244,"NS"
"Acadm",0.33995099930096,0.468583677860205,-1.24400572542855,"NS"
"Acads",0.0556495693395319,1.25453819223113,-4.35078817556298,"standard.yoked"
"Acadsb",0.80607063841919,0.0936268979822201,0.342857760191673,"NS"
"Acadvl",0.612311275041241,0.213027743433595,0.628131030214077,"NS"
"Acap2",0.906723966437422,0.0425249048899387,0.110004239291163,"NS"
"Acap3",0.648045796859899,0.188394301813442,-0.312741168202829,"NS"
"Acat1",0.832877372091358,0.0794189368218469,-0.261702643447993,"NS"
"Acat2",0.858921349711557,0.0660466021176477,0.459417010107561,"NS"
"Acat3",0.530305479264926,0.275473885605878,2.80491516257733,"NS"
"Acbd3",0.37193005239292,0.429538728709845,-0.914163241074746,"NS"
"Acbd4",0.567131492773686,0.246316235700989,-0.824048723889561,"NS"
"Acbd5",0.68955919781935,0.161428444234038,-0.407826675845193,"NS"
"Acbd6",0.530305479264926,0.275473885605878,0.853339584302929,"NS"
"Acd",0.425940535547661,0.370651027390527,-0.855125846893987,"NS"
"Acer1",0.953902631153384,0.0204959532947667,0.31588774781751,"NS"
"Acer3",0.835034298839441,0.0782956856052843,-0.317109135332626,"NS"
"Ache",0.303712851750799,0.517536830319594,1.33360251541298,"NS"
"Acin1",0.0875414654659498,1.05778618746419,-1.36201011595371,"standard.yoked"
"Ackr1",0.673688781643147,0.171540684517653,0.698757525153143,"NS"
"Ackr3",0.557969296341295,0.253389698547051,2.23609349610322,"NS"
"Acly",0.944488095766473,0.0248035115118804,-0.106425941843786,"NS"
"Aco1",0.826396831692605,0.0828113565187555,-0.351044883087581,"NS"
"Aco2",0.405588259937328,0.391914624479028,0.383963558061586,"NS"
"Acot1",0.277708908937377,0.556410187803646,3.0540648876546,"NS"
"Acot11",0.662962768405193,0.178510860630224,-0.734848072855867,"NS"
"Acot13",0.470341346174118,0.32758684216398,-0.805228416194419,"NS"
"Acot2",0.66177820839149,0.179287537767197,-0.889026635434977,"NS"
"Acot5",0.641004974011115,0.193138600469951,1.45623108165232,"NS"
"Acot6",0.601198886508964,0.220981832448836,1.58355561311181,"NS"
"Acot7",0.552662552031711,0.257539961864711,0.625673010872615,"NS"
"Acot8",0.579028736490094,0.237299882232173,1.36962369415007,"NS"
"Acot9",0.149952737189785,0.824045602358138,-1.78786594483557,"NS"
"Acox1",0.824233823171962,0.0839495677833465,-0.182267028156499,"NS"
"Acox3",0.694094254117282,0.158581550779151,0.654639988254948,"NS"
"Acp1",0.139021846737101,0.856916946711107,-1.39272441474035,"NS"
"Acp2",0.914830517053281,0.0386593565633354,0.125025210734407,"NS"
"Acp6",0.688799184249461,0.161907375892624,-0.664441308664854,"NS"
"Acrbp",0.77205075301212,0.112354149109085,-0.666322912383552,"NS"
"Acsbg1",0.871492353455335,0.0597364190723153,0.202441865323407,"NS"
"Acsf2",0.507107053910896,0.294900348329526,-1.48211439610735,"NS"
"Acsf3",0.617246146310771,0.20954161284389,1.06634951128621,"NS"
"Acsl1",0.209246516405644,0.67934176353016,1.13492405665461,"NS"
"Acsl3",0.792801715738327,0.100835418645282,0.190355823682674,"NS"
"Acsl4",0.675656966569982,0.170273740948268,0.329554400421441,"NS"
"Acsl5",0.529827451543642,0.275865543688724,0.650724323470888,"NS"
"Acsl6",0.717720342070682,0.144044744552342,0.369528525889123,"NS"
"Acsm2",0.897731493768711,0.0468535388468014,0.473689952929348,"NS"
"Acss1",0.488429008752119,0.311198550364246,0.918412680876653,"NS"
"Acss2",0.266147798860035,0.574877121251112,0.967183942355987,"NS"
"Acta1",0.103146784432426,0.986544306469511,4.21549736145331,"NS"
"Actb",0.351439566794735,0.454149345079557,-0.340152233342774,"NS"
"Actg1",0.340832522779814,0.46745897085986,-0.318253771632888,"NS"
"Actl6a",0.621288765638471,0.206706499381141,-1.26335826678773,"NS"
"Actl6b",0.134753599208184,0.870459626175522,-0.828217797241542,"NS"
"Actn1",0.918955438179493,0.0367055478325742,-0.120720485829144,"NS"
"Actn2",0.614809513767018,0.211259420702953,0.447136487228179,"NS"
"Actn4",0.342433523305174,0.46542372567191,-0.570185897114101,"NS"
"Actr10",0.58265132912839,0.23459125850808,0.427028664620949,"NS"
"Actr1a",0.357329556195748,0.44693106003086,-0.415437074936824,"NS"
"Actr1b",0.858385558493048,0.0663175975653325,-0.148770838614809,"NS"
"Actr2",0.940190349956242,0.0267842106911208,0.0550333420500463,"NS"
"Actr3",0.947453066743489,0.0234422941400032,-0.0427499645490593,"NS"
"Actr3b",0.564348475782804,0.248452643579386,-0.264324258438554,"NS"
"Actr5",0.686351339383968,0.163453514474839,1.21298033731231,"NS"
"Actr6",0.127853169659722,0.89328850073375,4.8184732018722,"NS"
"Actr8",0.936374006669199,0.0285506506319886,-0.13726745989636,"NS"
"Acvr1",0.470822897973654,0.327142423862202,0.839355188912834,"NS"
"Acvr1b",0.122907029517166,0.910423277461708,0.899222922178272,"NS"
"Acvr1c",0.576333770439086,0.239325932065964,2.3522975935163,"NS"
