Year,ID,Genotype,TrainProtocol,TrainSequence,TrainGroup,Day,TrainSession,ShockOnOff,PairedPartner,Experimenter,Housing,TestLocation,       filename,p-miss ,TotalTime(s),TotalPath(Arena),Speed (Arena),sd Speed(Arena),Linearity(Arena),TotalPath(m),#Entrances,Time1stEntr,Path1stEntr,Speed1stEntr(cm/s),Entr/Dist(1/m),#Shock,Time1stShock,Path1stShock,Speed (cm/s),SdSpeed,Linearity,MaxTimeAvoid,MaxPathAvoid,Time2ndEntr,Path2ndEntr,Speed2ndEntr,TimeTarget,pTimeTarget,pTimeCCW  ,pTimeOPP,pTimeCW,RayleigLength,RayleigAngle,PolarAvgVal,PolarSdVal,PolarMinVal,PolarMinBin,Min50%RngLoBin    ,Min50%RngHiBin    ,PolarMaxVal,PolarMaxBin,Max50%RngLoBin    ,Max50%RngHiBin    ,AnnularMinVal,AnnularMinBin,AnnularMaxVal,AnnularMaxBin,AnnularAvg,AnnularSd,AnnularSkewnes,AnnularKurtosis
2013,fv8,FMR1?,2-day,train,trained,1,T1,On,N/A,?,?,?,          fv8D1Train1_Room.dat,0,600,14.95,2.49,2.36,0.3201,15.46,4,34.4,1.24,3,0.26,4,34.4,1.24,2.58,2.25,0.4451,217,6.09,2.8,3.04,5.17,0.0131,0.1294,0.7463,0.1113,0.69,169.31,244.22,54.7,0.0003,0,190,150,0.121,150,130,200,0.0428,8.7,0.3746,17,15.24,20.06,1.74,5.83,
2013,fv8,FMR1?,2-day,train,trained,1,T2,On,N/A,?,?,?,          fv8D1Train2_Room.dat,0,600,11.84,1.97,1.99,0.2592,13.51,1,146.83,2.57,2.15,0.07,1,146.83,2.57,2.25,1.86,0.4974,453,2.57,13.51,-1,1.168,0.003,0.3447,0.6518,0.0004,0.82,146.22,235.86,36.27,0,0,150,120,0.116,150,110,170,0.0022,19.8,0.3806,18.5,16.61,15.26,2.21,8.56,
2013,fv8,FMR1?,2-day,train,trained,1,T3,On,N/A,?,?,?,          fv8D1Train3_Room.dat,0,600,12.95,2.16,2.18,0.2869,14.57,1,261.9,6.18,1.6,0.07,1,261.9,6.18,2.43,2.03,0.5369,338,6.18,14.57,-1,1.001,0.0026,0.2072,0.75,0.0402,0.79,159.13,245.18,40.41,0,0,180,140,0.1174,150,120,180,0.0009,8.7,0.4622,17,17.3,8.39,2,9.72,
2013,fv8,FMR1?,2-day,train,trained,2,Retest,On,N/A,?,?,?,          fv8D2Retest_Room.dat,0,600,16.49,2.75,2.58,0.3247,17.46,1,137.09,4.07,8.65,0.06,1,137.09,4.07,2.91,2.41,0.501,462,4.07,17.46,-1,0.901,0.0022,0.2085,0.7284,0.0609,0.74,162.2,247.69,45.25,0.0001,350,180,140,0.1109,170,130,200,0.0012,19.8,0.4205,17,16.16,13.58,1.81,7.1,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Year,ID,Genotype,TrainProtocol,TrainSequence,TrainGroup,Day,TrainSession,ShockOnOff,PairedPartner,Experimenter,Housing,TestLocation,       filename,p-miss ,TotalTime(s),TotalPath(Arena),Speed (Arena),sd Speed(Arena),Linearity(Arena),TotalPath(m),#Entrances,Time1stEntr,Path1stEntr,Speed1stEntr(cm/s),Entr/Dist(1/m),#Shock,Time1stShock,Path1stShock,Speed (cm/s),SdSpeed,Linearity,MaxTimeAvoid,MaxPathAvoid,Time2ndEntr,Path2ndEntr,Speed2ndEntr,TimeTarget,pTimeTarget,pTimeCCW  ,pTimeOPP,pTimeCW,RayleigLength,RayleigAngle,PolarAvgVal,PolarSdVal,PolarMinVal,PolarMinBin,Min50%RngLoBin    ,Min50%RngHiBin    ,PolarMaxVal,PolarMaxBin,Max50%RngLoBin    ,Max50%RngHiBin    ,AnnularMinVal,AnnularMinBin,AnnularMaxVal,AnnularMaxBin,AnnularAvg,AnnularSd,AnnularSkewnes,AnnularKurtosis
2015,15140C,WT,3-day,train-train,trained,1,Hab,Off,15140D,Maddy,AnimalRoom,MBL,        TT15140C_D1H1_Room.dat,0.00000,600,22.76,3.79,3.19,0.4678,24.55,28,0.53,0,-1,1.14,62,0.53,0,4.09,3.19,0.5944,62,4.36,11.3,0.8,9.86,114.934,0.2772,0.2821,0.2146,0.2261,0.1,46.7,174.07,99.19,0.0179,170,150,10,0.041,10,310,120,0.0069,18,0.3405,13.2,11.95,22.62,1.14,3.89
2015,15140C,WT,3-day,train-train,trained,1,T1,On,15140D,Maddy,AnimalRoom,MBL,        TT15140C_D1T1_Room.dat,0.00000,600,14.69,2.45,2.34,0.3655,16.29,6,1.73,0.02,2.39,0.37,6,1.73,0.02,2.72,2.21,0.5429,408,11.56,70.67,1.73,5.04,6.333,0.0166,0.1955,0.5633,0.2246,0.59,180.96,250.18,60.99,0.0001,340,230,160,0.0697,210,120,220,0.0421,3.5,0.2551,15,13.43,20.05,0.88,3.33
2015,15140C,WT,3-day,train-train,trained,1,T2,On,15140D,Maddy,AnimalRoom,MBL,        TT15140C_D1T2_Room.dat,0.00000,600,14.95,2.49,2.85,0.3184,18.57,7,9.80,0.2,9.37,0.38,7,9.8,0.2,3.09,2.7,0.6415,288,8.32,48.47,1.06,2.04,5.766,0.0142,0.2915,0.4241,0.2702,0.45,181.11,243.45,72.57,0.0001,350,260,180,0.0607,200,160,270,0.0061,11.1,0.448,18,16.85,12.74,2.13,10.34
2015,15140C,WT,3-day,train-train,trained,1,T3,On,15140D,Maddy,AnimalRoom,MBL,        TT15140C_D1T3_Room.dat,0.00000,600,13.99,2.33,2.94,0.2868,18.51,6,4.27,0.08,1.89,0.32,8,4.27,0.08,3.09,2.78,0.6379,269,7.86,18.47,0.61,1.91,10.334,0.0268,0.774,0.1992,0,0.79,108.38,198.75,39.29,0,0,130,90,0.1141,120,70,140,0.0003,11.1,0.3241,18,17.12,10.48,0.59,2.58
2015,15140C,WT,3-day,train-train,trained,2,Retest,On,15140D,Maddy,AnimalRoom,MBL,        TT15140C_D2R1_Room.dat,0.00000,600,15.98,2.66,3.41,0.3059,20.43,7,17.57,0.72,1.34,0.34,10,17.57,0.72,3.4,3.32,0.6626,206,8.95,29,1.17,16.91,12.901,0.031,0.211,0.5442,0.2138,0.52,183.62,246.97,68.39,0.001,10,230,160,0.0716,200,150,250,0.003,19.4,0.3993,16.6,15.95,14.95,2.3,9.84
2015,15140C,WT,3-day,train-train,trained,2,T4,On,15140D,Maddy,AnimalRoom,MBL,        TT15140C_D2T4_Room.dat,0.00000,600,16.29,2.72,3.21,0.3341,20.22,3,257.83,8.59,9.54,0.15,3,257.83,8.59,3.37,3.11,0.6398,257,8.59,321.23,10.95,1.61,4.5,0.0107,0.1974,0.4619,0.33,0.52,198.38,247,73.08,0.0001,10,250,180,0.0733,200,160,260,0.0006,3.5,0.357,18,16.18,11.21,0.8,3.78
2015,15140C,WT,3-day,train-train,trained,2,T5,On,15140D,Maddy,AnimalRoom,MBL,        TT15140C_D2T5_Room.dat,0.00000,600,15.23,2.54,2.90,0.3321,18.51,7,71.33,1.69,2.1,0.38,8,71.33,1.69,3.08,2.74,0.6092,184,4.88,144.73,3.7,2.03,9.968,0.0241,0.7447,0.1949,0.0363,0.72,108.51,199.12,48.46,0.0001,330,120,80,0.102,90,70,140,0.0112,11.1,0.2904,18,16.01,19.31,2.37,10.02
2015,15140C,WT,3-day,train-train,trained,2,T6,On,15140D,Maddy,AnimalRoom,MBL,        TT15140C_D2T6_Room.dat,0.00000,600,13.06,2.18,2.37,0.3426,15.48,0,599.97,15.48,-1,0,0,599.97,15.48,2.58,2.16,0.5762,599,15.48,599.97,15.48,-1,0,0,0.0573,0.6194,0.3233,0.78,213,280,46.61,0,0,230,200,0.1322,210,180,240,0.009,3.5,0.3004,16.6,15.67,14.93,1.58,6.58
2015,15140C,WT,3-day,train-train,trained,3,Retention,Off,15140D,Maddy,AnimalRoom,MBL,        TT15140C_D3R2_Room.dat,0.00000,600,13.97,2.33,2.39,0.352,16.06,0,599.97,16.06,-1,0,0,599.97,16.06,2.68,2.24,0.5591,599,16.06,599.97,16.06,-1,0.833,0.0021,0.0389,0.6373,0.3218,0.72,206.02,264.76,55.44,0.0001,0,240,190,0.0895,220,170,250,0.0015,19.4,0.2642,15,14.95,17.11,1.43,6.63
2015,15141C,WT,3-day,train-train,trained,1,Hab,Off,15141D,Maddy,AnimalRoom,MBL,        TT15141C_D1H1_Room.dat,0.00000,600,26.98,4.50,3.96,0.4678,28.44,23,14.30,0.84,17.47,0.81,44,14.3,0.84,4.74,3.88,0.5924,90,5.47,25.57,1.58,17.5,83.731,0.2069,0.3228,0.1702,0.3001,0.05,11.68,175.07,104.81,0.0136,180,50,250,0.0456,250,210,40,0.0024,18,0.327,13.2,12.88,19.02,1.45,5.19
2015,15141C,WT,3-day,train-train,trained,1,T1,On,15141D,Maddy,AnimalRoom,MBL,        TT15141C_D1T1_Room.dat,0.00028,600,17.09,2.85,2.53,0.3778,18.78,8,1.37,0.04,6.92,0.43,8,1.37,0.04,3.13,2.49,0.5177,249,7.59,56.47,1.92,2.87,8.001,0.0201,0.3376,0.4619,0.1804,0.48,163.4,230.64,71.09,0.0002,0,190,110,0.0637,110,90,200,0.0306,3.5,0.3311,16.6,14.6,18.78,1.89,7.59
2015,15141C,WT,3-day,train-train,trained,1,T2,On,15141D,Maddy,AnimalRoom,MBL,        TT15141C_D1T2_Room.dat,0.00000,600,15.19,2.53,3.10,0.2832,20.01,19,33.10,0.52,1.99,0.95,19,33.1,0.52,3.34,3.08,0.6356,131,3.53,61.53,1.31,1.91,18.398,0.047,0.5266,0.278,0.1484,0.42,116.8,203.89,74.71,0.0011,340,120,40,0.0707,90,20,130,0.0041,3.5,0.336,16.6,15.35,14.58,1.05,3.99
2015,15141C,WT,3-day,train-train,trained,1,T3,On,15141D,Maddy,AnimalRoom,MBL,        TT15141C_D1T3_Room.dat,0.00000,600,13.04,2.17,2.85,0.2624,18.42,10,32.00,0.52,1.81,0.54,11,32,0.52,3.07,2.81,0.6711,118,3.46,77.23,1.96,1.89,9.433,0.0231,0.5831,0.2738,0.1199,0.51,118.61,210.6,66.28,0.0002,340,130,60,0.0735,80,50,150,0.0128,3.5,0.3511,16.6,15.17,15.1,2.18,9.96
2015,15141C,WT,3-day,train-train,trained,2,Retest,On,15141D,Maddy,AnimalRoom,MBL,        TT15141C_D2R1_Room.dat,0.00528,600,20.36,3.39,4.03,0.2666,22.85,7,41.17,0.84,1.96,0.31,7,41.17,0.84,3.81,3.93,0.3945,355,13.05,70.4,2.24,2.18,8.133,0.0196,0.2927,0.5434,0.1443,0.54,154.94,222.88,68.15,0.0002,10,200,130,0.0866,160,120,220,0.0035,19.4,0.495,16.6,15.68,12.5,2.55,13.39
2015,15141C,WT,3-day,train-train,trained,2,T4,On,15141D,Maddy,AnimalRoom,MBL,        TT15141C_D2T4_Room.dat,0.00000,600,13.38,2.23,2.82,0.2786,17.64,10,39.70,0.92,2.04,0.57,10,39.7,0.92,2.94,2.69,0.6263,195,5.86,55,1.37,1.97,8.064,0.0203,0.5017,0.392,0.0861,0.61,129.33,217.72,57.46,0.0001,320,160,100,0.0863,120,90,180,0.0096,3.5,0.436,16.6,15.81,12.09,2.48,12.38
2015,15141C,WT,3-day,train-train,trained,2,T5,On,15141D,Maddy,AnimalRoom,MBL,        TT15141C_D2T5_Room.dat,0.00000,600,13.17,2.19,2.84,0.2529,17.81,7,0.33,0,-1,0.39,7,0.33,0,2.97,2.86,0.6069,234,7.05,35,1.12,14,3.901,0.0095,0.3852,0.4381,0.1671,0.46,151.12,227.22,69.21,0.0002,0,190,100,0.0561,160,100,220,0.0102,8.5,0.4696,15,14.99,12.28,2.59,14.43
2015,15141C,WT,3-day,train-train,trained,2,T6,On,15141D,Maddy,AnimalRoom,MBL,        TT15141C_D2T6_Room.dat,0.00000,600,12.15,2.02,3.08,0.2133,17.59,12,3.13,0.06,2.1,0.68,12,3.13,0.06,2.93,3.07,0.5908,113,3.16,28.37,0.78,2.17,6,0.016,0.6278,0.3118,0.0443,0.67,116.37,207.54,51.98,0,310,140,90,0.0874,140,70,150,0.0034,8.5,0.5524,16.6,15.79,11.88,3.93,24.59
2015,15141C,WT,3-day,train-train,trained,3,Retention,Off,15141D,Maddy,AnimalRoom,MBL,        TT15141C_D3R2_Room.dat,0.00000,600,12.29,2.05,2.20,0.2746,15.66,8,30.53,0.79,1.91,0.51,21,30.53,0.79,2.61,2.1,0.5515,172,3.07,83.57,1.84,1.69,35.798,0.0909,0.2891,0.2836,0.3365,0.3,186.05,226.21,88.1,0.0058,340,270,160,0.0594,230,150,290,0.015,3.5,0.3389,16.6,15.08,16.34,1.78,6.91
2015,15142C,WT,3-day,train-train,trained,1,Hab,Off,15142D,Maddy,AnimalRoom,MBL,        TT15142C_D1H1_Room.dat,0.00006,600,29.65,4.94,4.07,0.5227,31.64,34,0.50,0,-1,1.07,57,0.5,0,5.27,4.11,0.6311,55,4.63,10.3,0.93,14.6,96.867,0.2343,0.1785,0.2963,0.2908,0.1,250.81,184.8,109.29,0.0164,80,330,190,0.0439,260,140,310,0.0082,18,0.3731,15,13.3,20.53,1.64,5.43
2015,15142C,WT,3-day,train-train,trained,1,T1,On,15142D,Maddy,AnimalRoom,MBL,        TT15142C_D1T1_Room.dat,0.00000,600,14.92,2.49,2.46,0.3279,17.32,5,5.43,0.36,18.59,0.29,5,5.43,0.36,2.89,2.35,0.5566,442,2.06,18.17,1.04,2.82,4.998,0.0126,0.4273,0.4955,0.0645,0.62,142.61,229.87,55.99,0.0002,10,180,120,0.0791,120,100,190,0.0057,3.5,0.3855,15,15.26,11.86,1.89,8.68
2015,15142C,WT,3-day,train-train,trained,1,T2,On,15142D,Maddy,AnimalRoom,MBL,        TT15142C_D1T2_Room.dat,0.00000,600,15.25,2.54,2.37,0.3686,15.99,1,454.63,11.72,3.51,0.06,1,454.63,11.72,2.67,2.11,0.5139,454,11.72,599.97,15.99,-1,0.7,0.0019,0.224,0.6767,0.0974,0.74,156.69,237.96,47.97,0,0,170,130,0.1217,150,120,190,0.0004,3.5,0.5109,16.6,16.29,10.18,2.39,11.25
2015,15142C,WT,3-day,train-train,trained,1,T3,On,15142D,Maddy,AnimalRoom,MBL,        TT15142C_D1T3_Room.dat,0.00000,600,15.43,2.57,3.06,0.3458,14.98,1,64.83,1.16,1.82,0.07,1,64.83,1.16,2.5,2.02,0.5804,535,1.16,599.97,14.98,-1,0.767,0.0019,0.3997,0.5756,0.0227,0.81,141.95,229.63,38.24,0,0,160,130,0.1281,150,110,170,0.0007,19.4,0.3837,16.6,16.43,9.92,1.57,8.38
2015,15142C,WT,3-day,train-train,trained,2,Retest,On,15142D,Maddy,AnimalRoom,MBL,        TT15142C_D2R1_Room.dat,0.00000,600,13.72,2.29,2.23,0.3753,14.41,1,148.13,3.5,1.75,0.07,1,148.13,3.5,2.4,1.91,0.5521,451,3.5,599.97,14.41,-1,0.701,0.0017,0.1063,0.8583,0.0338,0.82,164.08,251.6,36.59,0,0,180,150,0.1398,160,130,190,0.0003,3.5,0.5154,16.6,16.7,6.83,2.11,15.62
2015,15142C,WT,3-day,train-train,trained,2,T4,On,15142D,Maddy,AnimalRoom,MBL,        TT15142C_D2T4_Room.dat,0.00000,600,13.80,2.30,2.20,0.3786,14.26,0,599.97,14.26,-1,0,0,599.97,14.26,2.38,1.88,0.5183,599,14.26,599.97,14.26,-1,0,0,0.0497,0.9132,0.037,0.86,176.32,263.48,31.77,0,0,190,170,0.1572,170,150,200,0.0022,8.5,0.5304,16.6,16.7,7.21,1.58,8.85
2015,15142C,WT,3-day,train-train,trained,2,T5,On,15142D,Maddy,AnimalRoom,MBL,        TT15142C_D2T5_Room.dat,0.00000,600,13.90,2.32,2.14,0.3849,14.13,0,599.97,14.13,-1,0,0,599.97,14.13,2.36,1.82,0.5103,599,14.13,599.97,14.13,-1,0,0,0.1729,0.7762,0.0508,0.8,163.69,251.7,38.46,0,0,180,150,0.1269,160,130,190,0.0013,3.5,0.4522,16.6,16.42,9.11,2.08,11.93
2015,15142C,WT,3-day,train-train,trained,2,T6,On,15142D,Maddy,AnimalRoom,MBL,        TT15142C_D2T6_Room.dat,0.00000,600,13.09,2.18,1.96,0.3901,12.79,0,599.97,12.79,-1,0,0,599.97,12.79,2.13,1.59,0.4795,599,12.79,599.97,12.79,-1,0,0,0.0209,0.9578,0.0213,0.87,173.55,263.84,29.82,0,0,190,160,0.1256,190,140,200,0.0059,8.5,0.5489,16.6,16.4,8.24,1.93,9.73
2015,15142C,WT,3-day,train-train,trained,4,Retention,Off,15142D,Maddy,AnimalRoom,MBL,        TT15142C_D4R2_Room.dat,0.00000,600,18.52,3.09,2.67,0.4565,17.55,3,482.43,13.14,2.73,0.17,8,482.43,13.14,2.93,2.41,0.4884,482,13.14,544.53,15.36,2.97,18.1,0.0445,0.1189,0.7355,0.1011,0.65,173.07,240.26,61.69,0.0007,40,180,140,0.1081,180,130,200,0.025,8.5,0.3735,16.6,15.03,16.14,2.41,9.87
2015,15143C,WT,3-day,train-train,trained,1,Hab,Off,15143D,Maddy,AnimalRoom,MBL,        TT15143C_D1H1_Room.dat,0.00000,600,25.78,4.30,3.44,0.5004,26.98,31,0.53,0,-1,1.15,52,0.53,0,4.5,3.45,0.6015,46,2.28,7.3,0.31,3.93,96.04,0.2497,0.3902,0.1998,0.1603,0.21,72.85,170.69,90.15,0.0098,200,160,40,0.0484,70,20,170,0.0058,18,0.3355,15,12.86,19,1.58,5.59
2015,15143C,WT,3-day,train-train,trained,1,T1,On,15143D,Maddy,AnimalRoom,MBL,        TT15143C_D1T1_Room.dat,0.00050,600,19.91,3.32,3.32,0.3674,22.09,10,4.13,0.3,6.01,0.45,10,4.13,0.3,3.68,3.16,0.591,161,3.38,112.03,3.5,10.43,9.198,0.024,0.2208,0.5306,0.2246,0.48,173.35,233.89,73.43,0.0008,0,200,120,0.0738,160,130,240,0.0001,19.4,0.3718,16.6,14.94,15.56,2.02,8.46
2015,15143C,WT,3-day,train-train,trained,1,T2,On,15143D,Maddy,AnimalRoom,MBL,        TT15143C_D1T2_Room.dat,0.00000,600,12.26,2.04,2.39,0.2837,15.82,3,25.37,0.44,2.04,0.19,3,25.37,0.44,2.64,2.27,0.5767,441,2.09,112.2,2.58,1.96,2.499,0.0061,0.4628,0.494,0.0372,0.69,140.58,231.01,48.74,0,10,170,120,0.0839,160,100,180,0.001,3.5,0.5099,16.6,16.42,8.25,2.42,14.46
2015,15143C,WT,3-day,train-train,trained,1,T3,On,15143D,Maddy,AnimalRoom,MBL,        TT15143C_D1T3_Room.dat,0.00000,600,13.11,2.18,2.31,0.3188,15.47,1,306.87,7.95,5.34,0.06,1,306.87,7.95,2.58,2.1,0.5702,306,7.95,599.97,15.47,-1,0.733,0.0018,0.28,0.6767,0.0415,0.77,154.03,242.54,41.59,0,0,170,130,0.0981,140,120,190,0.0032,3.5,0.3588,16.6,16.28,10.31,2.14,11.23
2015,15143C,WT,3-day,train-train,trained,2,Retest,On,15143D,Maddy,AnimalRoom,MBL,        TT15143C_D2R1_Room.dat,0.00000,600,13.90,2.32,2.54,0.3435,15.53,2,275.53,6.7,4.68,0.13,2,275.53,6.7,2.59,2.37,0.531,275,6.7,519.2,13.36,4.71,1.3,0.0034,0.1367,0.704,0.1558,0.7,185.73,260.1,51.4,0,0,230,180,0.0881,190,160,240,0.0057,8.5,0.4342,16.6,16.18,13.25,3.58,19.76
2015,15143C,WT,3-day,train-train,trained,2,T4,On,15143D,Maddy,AnimalRoom,MBL,        TT15143C_D2T4_Room.dat,0.00000,600,13.88,2.31,2.64,0.3168,16.08,0,599.97,16.08,-1,0,0,599.97,16.08,2.68,2.48,0.5695,599,16.08,599.97,16.08,-1,0,0,0.1639,0.7016,0.1346,0.7,179.86,262.31,48.5,0,0,200,150,0.0994,180,140,220,0.005,8.5,0.4108,16.6,16.39,10.59,3,18.48
2015,15143C,WT,3-day,train-train,trained,2,T5,On,15143D,Maddy,AnimalRoom,MBL,        TT15143C_D2T5_Room.dat,0.00000,600,12.53,2.09,2.54,0.3004,15.42,1,18.77,0.7,2.92,0.06,1,18.77,0.7,2.57,2.38,0.5895,581,0.7,599.97,15.42,-1,1.233,0.003,0.0763,0.8419,0.0788,0.8,180.36,267.65,38.66,0,0,200,160,0.1076,180,140,210,0.0026,3.5,0.3727,16.6,16.34,10.19,2.23,12.12
2015,15143C,WT,3-day,train-train,trained,2,T6,On,15143D,Maddy,AnimalRoom,MBL,        TT15143C_D2T6_Room.dat,0.00000,600,13.46,2.24,2.32,0.3549,14.58,0,599.97,14.58,-1,0,0,599.97,14.58,2.43,2.12,0.5385,599,14.58,599.97,14.58,-1,0,0,0.0995,0.5978,0.3027,0.68,198.78,258.82,57.6,0,0,220,170,0.0849,200,160,240,0.0218,8.5,0.4087,16.6,15.77,11.57,1.81,7.4
2015,15143C,WT,3-day,train-train,trained,3,Retention,Off,15143D,Maddy,AnimalRoom,MBL,        TT15143C_D3R2_Room.dat,0.00000,600,13.10,2.18,2.23,0.3409,14.70,1,516.47,12,0.78,0.07,1,516.47,12,2.45,2.08,0.534,516,12,599.97,14.7,-1,1.633,0.0039,0.2769,0.6295,0.0896,0.69,162.03,248.67,48.99,0,0,190,140,0.0827,180,130,210,0.0182,8.5,0.3924,16.6,15.41,16.98,2.54,10.83
2015,15144C,WT,3-day,train-train,trained,1,Hab,Off,15144D,Maddy,AnimalRoom,MBL,        TT15144C_D1H1_Room.dat,0.00000,600,30.25,5.04,4.14,0.5015,31.68,42,1.33,0.15,11.79,1.33,64,1.33,0.15,5.28,4.16,0.6092,33,2.42,5.77,0.33,6.2,115.464,0.2997,0.3136,0.2083,0.1785,0.18,32.8,157.62,92.62,0.0104,250,70,310,0.0456,320,270,70,0.0071,18,0.3614,13.2,13.23,16.13,1.79,8.03
2015,15144C,WT,3-day,train-train,trained,1,T1,On,15144D,Maddy,AnimalRoom,MBL,        TT15144C_D1T1_Room.dat,0.00000,600,13.26,2.21,2.38,0.2976,17.14,9,2.80,0.08,19.17,0.53,9,2.8,0.08,2.86,2.44,0.5672,128,3.88,32.87,1,1.26,8.767,0.0213,0.3202,0.5451,0.1134,0.57,152.28,230.86,62.13,0.0004,0,190,130,0.0751,170,110,200,0.017,3.5,0.39,16.6,15.12,15.58,1.68,6.18
2015,15144C,WT,3-day,train-train,trained,1,T2,On,15144D,Maddy,AnimalRoom,MBL,        TT15144C_D1T2_Room.dat,0.00000,600,13.42,2.24,2.41,0.32,15.58,3,57.33,1.12,1.91,0.19,3,57.33,1.12,2.6,2.2,0.5481,394,10.24,452.03,11.57,2.31,2.965,0.0076,0.3059,0.6191,0.0674,0.66,156.97,242.75,52.18,0,0,190,130,0.0874,150,130,220,0.0003,19.4,0.4425,16.6,16.02,12.81,2.24,10.28
2015,15144C,WT,3-day,train-train,trained,1,T3,On,15144D,Maddy,AnimalRoom,MBL,        TT15144C_D1T3_Room.dat,0.00000,600,13.26,2.21,2.44,0.3175,15.23,2,28.97,0.56,2.04,0.13,2,28.97,0.56,2.54,2.18,0.5349,505,1.55,94.8,2.17,1.69,1.4,0.0034,0.3051,0.6626,0.029,0.76,149.44,238.86,42.33,0,0,180,140,0.1061,160,120,190,0.0002,3.5,0.5138,16.6,16.67,6.34,1.1,8.55
2015,15144C,WT,3-day,train-train,trained,2,Retest,On,15144D,Maddy,AnimalRoom,MBL,        TT15144C_D2R1_Room.dat,0.00000,600,14.94,2.49,2.45,0.3688,15.51,1,593.90,15.03,7.72,0.06,1,593.9,15.03,2.58,2.17,0.5045,593,15.03,599.97,15.51,-1,0.934,0.0022,0.0963,0.7887,0.1127,0.74,178.52,255.07,47.7,0,10,200,160,0.1157,180,140,210,0.0005,19.4,0.4411,16.6,16.11,12.71,2.5,11.68
2015,15144C,WT,3-day,train-train,trained,2,T4,On,15144D,Maddy,AnimalRoom,MBL,        TT15144C_D2T4_Room.dat,0.00000,600,15.27,2.54,2.88,0.3158,17.69,2,249.40,7.75,13.37,0.11,3,249.4,7.75,2.95,2.5,0.5449,293,8.98,543.07,15.88,1.82,4.601,0.0116,0.4724,0.4281,0.0878,0.68,141.08,223.79,53.15,0,0,150,110,0.1007,120,100,170,0.0009,19.4,0.495,16.6,16.18,11.34,3.5,20.92
2015,15144C,WT,3-day,train-train,trained,2,T5,On,15144D,Maddy,AnimalRoom,MBL,        TT15144C_D2T5_Room.dat,0.00000,600,13.18,2.20,2.31,0.3247,14.64,0,599.97,14.64,-1,0,0,599.97,14.64,2.44,2.06,0.4743,599,14.64,599.97,14.64,-1,0,0,0.5809,0.413,0.0061,0.87,134.5,225.53,30.81,0,0,140,120,0.1624,140,100,150,0.002,3.5,0.4434,16.6,16.27,9.69,2.18,10.81
2015,15144C,WT,3-day,train-train,trained,2,T6,On,15144D,Maddy,AnimalRoom,MBL,        TT15144C_D2T6_Room.dat,0.00000,600,12.84,2.14,2.33,0.2937,14.83,1,46.53,0.96,1.47,0.07,1,46.53,0.96,2.47,2.06,0.4935,553,0.96,599.97,14.83,-1,0.667,0.002,0.8173,0.1807,0,0.92,120.99,210.72,24.05,0,0,140,120,0.1771,120,100,150,0.0008,8.5,0.5107,16.6,16.6,6.93,1.31,5.26
2015,15144C,WT,3-day,train-train,trained,4,Retention,Off,15144D,Maddy,AnimalRoom,MBL,        TT15144C_D3R2_Room.dat,0.00000,600,20.20,3.37,3.23,0.377,15.80,0,599.97,15.8,-1,0,0,599.97,15.8,2.63,2.24,0.4831,599,15.8,599.97,15.8,-1,0,0,0.3502,0.6323,0.0175,0.83,145.1,234.48,35.74,0,0,150,130,0.1533,140,110,160,0.0003,19.4,0.4219,16.6,16.05,10.1,2.55,16.46
2015,15145C,WT,3-day,train-train,trained,1,Hab,Off,15145D,Maddy,AnimalRoom,MBL,        TT15145C_D1H1_Room.dat,0.00000,600,28.82,4.80,3.98,0.5037,31.42,31,9.27,0.72,11.98,0.99,54,9.27,0.72,5.24,4.06,0.6508,42,3.04,18.27,1.26,9.85,113.835,0.2874,0.2815,0.2088,0.2224,0.06,63.19,174.45,100.26,0.018,160,120,330,0.0379,120,340,160,0.0159,18,0.3335,15,13.36,17.72,1.58,6.01
2015,15145C,WT,3-day,train-train,trained,1,T1,On,15145D,Maddy,AnimalRoom,MBL,        TT15145C_D1T1_Room.dat,0.00000,600,14.53,2.42,2.71,0.3253,17.88,10,2.90,0.09,12.86,0.56,10,2.9,0.09,2.98,2.71,0.5847,150,4.62,20,0.76,2.54,9.601,0.0225,0.4252,0.4304,0.1219,0.52,142.7,222.84,65.7,0.001,0,170,100,0.0625,100,80,190,0.0034,3.5,0.4111,15,14.72,11.05,1.52,8.24
2015,15145C,WT,3-day,train-train,trained,1,T2,On,15145D,Maddy,AnimalRoom,MBL,        TT15145C_D1T2_Room.dat,0.00000,600,15.64,2.61,2.69,0.3448,18.38,6,14.83,0.4,1.75,0.33,7,14.83,0.4,3.06,2.58,0.5835,252,7.71,38.87,1.44,12.6,8,0.0208,0.5325,0.3843,0.0624,0.6,127.9,212.14,60.39,0.0002,0,170,110,0.0731,110,90,180,0.0038,19.4,0.3933,15,15.15,13.21,1.82,8.61
