"ID","Year","Genotype","TrainProtocol","TrainSequence","TrainGroup","Day","TrainSession","ShockOnOff","PairedPartner","Experimenter","Housing","TestLocation","APA","APA2","TrainSessionCombo","pair1","pair2","TrainSessionComboNum","SdevSpeedArena","Linearity.Arena.","NumEntrances","Time1stEntr","Path1stEntr","Speed1stEntr.cm.s.","Dist1stEntr.m.","NumShock","MaxTimeAvoid","Time2ndEntr","Path2ndEntr","Speed2ndEntr","TimeTarget","pTimeTarget","pTimeCCW","pTimeOPP","pTimeCW","RayleigLength","RayleigAngle","PolarAvgVal","PolarSdVal","PolarMinVal","PolarMinBin","Min50.RngLoBin","Min50.RngHiBin","PolarMaxVal","PolarMaxBin","Max50.RngLoBin","Max50.RngHiBin","AnnularMinVal","AnnularMinBin","AnnularMaxVal","AnnularMaxBin","AnnularAvg","AnnularSd","AnnularSkewnes","AnnularKurtosis","Speed1","Speed2"
"15144D",2015,"WT","3-day","train-train","yoked",1,"T3","On","15144C","Maddy","AnimalRoom","MBL","Yoked","standard-yoked","T3","15144D_T3","15144C_T3",4,1.37,0.249,12,34.37,0.42,1.91,0.99,50,71,80.47,1.3,4.85,103.066,0.2619,0.2502,0.188,0.2999,0.02,8.08,175.46,104.91,0.0144,190,140,350,0.0424,130,0,190,0.0107,18,0.2345,15,12.82,22.91,1.03,3.35,0.0122199592668024,0.0161550888529887
"15144D",2015,"WT","3-day","train-train","yoked",2,"Retest","On","15144C","Maddy","AnimalRoom","MBL","Yoked","standard-yoked","Retest","15144D_Retest","15144C_Retest",5,1.34,0.2851,19,24.57,0.14,2.18,1.88,60,80,28.13,0.19,0.49,123.568,0.3225,0.1968,0.2319,0.2488,0.15,342.27,156.71,100.76,0.0134,240,110,320,0.0509,320,260,60,0.0042,18,0.3784,3.5,8.49,21.91,-0.24,2.48,0.0056980056980057,0.0067543547813722
"15144D",2015,"WT","3-day","train-train","yoked",2,"T4","On","15144C","Maddy","AnimalRoom","MBL","Yoked","standard-yoked","T4_C1","15144D_T4_C1","15144C_T4_C1",6,2.22,0.3235,17,26.83,0.98,16.74,1.18,64,67,76.33,1.99,3.28,125.6,0.2914,0.2154,0.2792,0.214,0.04,52.51,171.48,100.12,0.0148,230,160,10,0.0457,10,330,150,0.0042,18,0.3408,8.5,10.88,21.67,0.15,2.2,0.0365262765560939,0.026071007467575
"15144D",2015,"WT","3-day","train-train","yoked",2,"T5","On","15144C","Maddy","AnimalRoom","MBL","Yoked","standard-yoked","T5_C2","15144D_T5_C2","15144C_T5_C2",7,1.15,0.2159,13,19.33,0.25,0.56,1.3,56,70,70.17,1.11,1.68,113.267,0.2805,0.3083,0.1958,0.2153,0.13,69.63,176.38,96.84,0.016,210,140,10,0.0401,100,0,160,0.0221,16.6,0.28,13.2,10.41,22.44,0.31,1.97,0.0129332643559234,0.0158187259512612
"15144D",2015,"WT","3-day","train-train","yoked",2,"T6","On","15144C","Maddy","AnimalRoom","MBL","Yoked","standard-yoked","T6_C3","15144D_T6_C3","15144C_T6_C3",8,0.68,0.1615,13,0.53,0,-1,1.95,59,63,16.57,0.08,0.31,120.931,0.2946,0.2705,0.2598,0.1752,0.09,74.69,174.21,96.96,0.017,220,160,20,0.0401,160,20,200,3e-04,18,0.5083,3.5,7.64,24.62,-0.44,2.31,0,0.00482800241400121
"15144D",2015,"WT","3-day","train-train","yoked",3,"Retention","Off","15144C","Maddy","AnimalRoom","MBL","Yoked","standard-yoked","Retention","15144D_Retention","15144C_Retention",9,2.14,0.3408,22,0.53,0,-1,1.47,57,68,68.37,0.8,0.56,111.768,0.2812,0.224,0.2203,0.2745,0.04,312.63,175.99,105.79,0.0179,60,10,220,0.0411,280,190,20,0.0057,18,0.3165,3.5,9.99,27.98,0.28,1.89,0,0.011701038467164
"15145D",2015,"WT","3-day","train-train","yoked",1,"Hab","Off","15145C","Maddy","AnimalRoom","MBL","Yoked","standard-yoked","Hab","15145D_Hab","15145C_Hab",1,4.15,0.5281,34,23.33,1.85,12.72,1.1,55,50,29.73,2.53,16.03,105.238,0.2601,0.3029,0.216,0.221,0.07,73.23,176.63,99.6,0.0149,300,140,0,0.0557,110,340,150,0.0029,18,0.3221,13.2,12.78,18.32,1.47,5.19,0.0792970424346335,0.0850992263706694
"15145D",2015,"WT","3-day","train-train","yoked",1,"T1","On","15145C","Maddy","AnimalRoom","MBL","Yoked","standard-yoked","T1","15145D_T1","15145C_T1",2,2.76,0.4711,26,40,1.17,11.82,1.24,60,71,78.53,2.75,7.2,118.369,0.2751,0.2582,0.2366,0.2302,0.05,85.85,180.74,100.93,0.0137,310,130,340,0.0469,90,70,260,0.0034,18,0.2761,13.2,10.78,26.21,0.72,2.43,0.02925,0.0350184642811664
"15145D",2015,"WT","3-day","train-train","yoked",1,"T2","On","15145C","Maddy","AnimalRoom","MBL","Yoked","standard-yoked","T2","15145D_T2","15145C_T2",3,2.7,0.2485,18,100.9,3.36,12.25,1.01,63,100,136.57,4.31,1.63,144.063,0.3704,0.2991,0.1797,0.1508,0.24,44.74,162.77,89.2,0.0127,250,100,350,0.0498,10,330,110,0.0109,8.5,0.3556,15,15.47,14.09,2.17,11.33,0.0333002973240832,0.0315589075199531
"15145D",2015,"WT","3-day","train-train","yoked",1,"T3","On","15145C","Maddy","AnimalRoom","MBL","Yoked","standard-yoked","T3","15145D_T3","15145C_T3",4,2.74,0.345,25,22,0.53,1.69,1.36,69,54,60.47,1.7,2.52,151.999,0.3875,0.4875,0.0797,0.0454,0.57,50.06,145.5,61.78,0.0012,260,100,30,0.0805,70,0,90,1e-04,19.4,0.4105,16.6,15.89,10.45,1.68,8.43,0.0240909090909091,0.0281131139407971
"15145D",2015,"WT","3-day","train-train","yoked",2,"Retest","On","15145C","Maddy","AnimalRoom","MBL","Yoked","standard-yoked","Retest","15145D_Retest","15145C_Retest",5,2.22,0.3345,16,0.53,0,-1,1.01,52,194,9.3,0.31,1.54,99.998,0.2405,0.4573,0.1622,0.14,0.35,73.31,169.26,80.99,0.0095,310,130,40,0.069,80,30,150,0.0767,18,0.1968,15,12.06,26.35,0.54,2.39,0,0.0333333333333333
"15145D",2015,"WT","3-day","train-train","yoked",2,"T4","On","15145C","Maddy","AnimalRoom","MBL","Yoked","standard-yoked","T4_C1","15145D_T4_C1","15145C_T4_C1",6,1.87,0.2797,25,48.1,0.88,2.31,1.85,88,70,73.07,1.37,2.59,180.968,0.4421,0.3298,0.0784,0.1497,0.39,26.04,141.81,78.69,0.0038,220,60,330,0.0551,30,310,70,7e-04,19.4,0.2862,15,12.13,22.65,0.74,2.85,0.0182952182952183,0.0187491446558095
"15145D",2015,"WT","3-day","train-train","yoked",2,"T5","On","15145C","Maddy","AnimalRoom","MBL","Yoked","standard-yoked","T5_C2","15145D_T5_C2","15145C_T5_C2",7,2.17,0.2201,22,16.07,0.02,0.16,1.6,93,89,37.8,0.28,1.47,188.667,0.4561,0.2604,0.1427,0.1408,0.36,25.47,145.81,81.96,0.0092,230,60,340,0.0589,350,330,80,1e-04,19.4,0.2815,16.6,13.5,29.13,1.44,4.06,0.00124455507156192,0.00740740740740741
"15145D",2015,"WT","3-day","train-train","yoked",2,"T6","On","15145C","Maddy","AnimalRoom","MBL","Yoked","standard-yoked","T6_C3","15145D_T6_C3","15145C_T6_C3",8,2.13,0.291,26,19.53,0.24,0.49,1.71,58,73,28.07,0.41,3.57,117.532,0.3078,0.1832,0.2162,0.2927,0.16,312.09,165.32,108.41,0.0131,90,30,260,0.052,320,260,60,0.0049,19.4,0.2726,3.5,11.86,33.38,0.5,1.81,0.0122887864823349,0.0146063412896331
"15145D",2015,"WT","3-day","train-train","yoked",3,"Retention","Off","15145C","Maddy","AnimalRoom","MBL","Yoked","standard-yoked","Retention","15145D_Retention","15145C_Retention",9,1,0.1554,15,19.43,0.09,0.35,1.29,63,60,41.07,0.47,1.4,127.67,0.3163,0.2426,0.223,0.2182,0.09,17.85,166.77,99.83,0.0205,260,110,320,0.0422,350,270,80,0.0243,8.5,0.3432,16.6,14.47,29.28,1.54,4.03,0.00463201235203294,0.0114438763087412
"15146D",2015,"WT","3-day","train-train","yoked",1,"Hab","Off","15146C","Maddy","AnimalRoom","MBL","Yoked","standard-yoked","Hab","15146D_Hab","15146C_Hab",1,3.06,0.4857,25,1.83,0.12,8.98,1.04,51,59,27.1,1.3,9.59,98.338,0.2516,0.2806,0.2741,0.1936,0.1,91.59,177.04,96.46,0.0138,240,190,50,0.044,190,60,240,0.0178,18,0.2585,13.2,11.77,24.09,0.81,2.88,0.0655737704918033,0.0479704797047971
"15146D",2015,"WT","3-day","train-train","yoked",1,"T1","On","15146C","Maddy","AnimalRoom","MBL","Yoked","standard-yoked","T1","15146D_T1","15146C_T1",2,2.21,0.3974,17,5.53,0.28,20.72,1.07,44,92,17.07,0.71,8.07,89.267,0.2125,0.1926,0.2535,0.3414,0.11,255.3,185.81,111.2,0.0165,100,40,250,0.0509,260,150,310,0.0032,18,0.3134,3.5,9.45,27.22,0.19,1.96,0.0506329113924051,0.041593438781488
"15146D",2015,"WT","3-day","train-train","yoked",1,"T2","On","15146C","Maddy","AnimalRoom","MBL","Yoked","standard-yoked","T2","15146D_T2","15146C_T2",3,1.83,0.325,14,34.27,0.66,3.84,0.92,38,110,92.87,1.64,1.34,70.431,0.1771,0.3984,0.2607,0.1638,0.22,102.02,184,90.01,0.0144,300,160,50,0.0579,70,30,170,0.0026,19.4,0.2573,15,13.46,22.39,1.04,3.42,0.0192588269623577,0.0176590933563045
"15146D",2015,"WT","3-day","train-train","yoked",1,"T3","On","15146C","Maddy","AnimalRoom","MBL","Yoked","standard-yoked","T3","15146D_T3","15146C_T3",4,1.54,0.2447,12,33.03,0.6,1.82,0.83,47,115,91.37,1.75,1.96,99.1,0.2466,0.3119,0.303,0.1385,0.23,116.21,186.83,88.87,0.0129,260,200,90,0.0513,140,70,210,0.0244,3.5,0.295,18,15.45,19.03,1.5,5.49,0.0181653042688465,0.0191528948232461
"15146D",2015,"WT","3-day","train-train","yoked",2,"Retest","On","15146C","Maddy","AnimalRoom","MBL","Yoked","standard-yoked","Retest","15146D_Retest","15146C_Retest",5,2.13,0.3521,22,0.53,0,-1,1.37,54,55,53.8,0.89,1.82,102.131,0.2636,0.2253,0.233,0.2781,0.09,292.1,176.1,108.17,0.0192,150,340,200,0.0492,320,190,0,0.0095,18,0.2129,13.2,11.41,24.68,0.64,2.76,0,0.016542750929368
"15146D",2015,"WT","3-day","train-train","yoked",2,"T4","On","15146C","Maddy","AnimalRoom","MBL","Yoked","standard-yoked","T4_C1","15146D_T4_C1","15146C_T4_C1",6,3.22,0.2777,12,46.2,0.83,1.82,0.61,25,145,93,2.61,2.43,54.497,0.1312,0.2828,0.3936,0.1924,0.26,161.67,204.26,92.61,0.0127,0,200,100,0.0563,190,90,220,0.0219,3.5,0.4512,16.6,15.21,17.27,2.3,9.35,0.017965367965368,0.0280645161290323
"15146D",2015,"WT","3-day","train-train","yoked",2,"T5","On","15146C","Maddy","AnimalRoom","MBL","Yoked","standard-yoked","T5_C2","15146D_T5_C2","15146C_T5_C2",7,1.85,0.1571,12,12.07,0.1,0.91,0.86,43,71,51.4,0.96,1.96,85.434,0.2098,0.2767,0.2953,0.2183,0.08,146.42,189.05,99.92,0.0215,0,200,60,0.0375,200,50,230,0.0021,19.4,0.3739,15,15.12,13.66,1.8,7.08,0.00828500414250207,0.0186770428015564
"15146D",2015,"WT","3-day","train-train","yoked",2,"T6","On","15146C","Maddy","AnimalRoom","MBL","Yoked","standard-yoked","T6_C3","15146D_T6_C3","15146C_T6_C3",8,1.39,0.1894,15,23.77,0.4,1.75,1.21,61,111,81.93,1.58,1.75,120.901,0.297,0.2268,0.2783,0.1979,0.06,43.13,175.23,99.71,0.0162,270,120,330,0.0407,330,270,90,0.0351,8.5,0.3086,15,14.35,20.88,1.76,5.81,0.016827934371056,0.0192847552788966
"15146D",2015,"WT","3-day","train-train","yoked",3,"Retention","Off","15146C","Maddy","AnimalRoom","MBL","Yoked","standard-yoked","Retention","15146D_Retention","15146C_Retention",9,1.39,0.1621,12,37.03,0.26,13.64,0.97,49,59,93.97,1.36,1.82,106.564,0.258,0.3608,0.1904,0.1908,0.17,79.56,177.63,93.71,0.0169,310,130,10,0.0594,110,0,150,0.0027,8.5,0.4052,16.6,15.15,21.19,3.28,14.12,0.00702133405347016,0.0144727040544855
"15147D",2015,"WT","3-day","train-train","yoked",1,"Hab","Off","15147C","Maddy","AnimalRoom","MBL","Yoked","standard-yoked","Hab","15147D_Hab","15147C_Hab",1,3.4,0.4944,34,8.33,0.52,9.04,1.32,59,50,24.23,1.19,10.24,109.605,0.2776,0.379,0.1582,0.1852,0.21,49.64,161.13,90.76,0.0113,150,120,10,0.0486,60,0,140,0.0143,18,0.2737,15,12.61,20.08,1.19,4.46,0.0624249699879952,0.0491126702434998
"15147D",2015,"WT","3-day","train-train","yoked",1,"T1","On","15147C","Maddy","AnimalRoom","MBL","Yoked","standard-yoked","T1","15147D_T1","15147C_T1",2,1.63,0.2854,17,0.53,0,-1,1.31,55,102,9.37,0.18,2.88,116.764,0.2905,0.1006,0.2547,0.3542,0.26,279.21,171.61,117.41,0.0052,90,0,250,0.0463,350,230,10,0.0195,18,0.2526,13.2,12.08,21.82,0.77,3.36,0,0.0192102454642476
"15147D",2015,"WT","3-day","train-train","yoked",1,"T2","On","15147C","Maddy","AnimalRoom","MBL","Yoked","standard-yoked","T2","15147D_T2","15147C_T2",3,1.64,0.2955,16,22.9,0.13,6.13,1.25,39,84,69.4,0.96,1.56,78.605,0.1955,0.2297,0.3321,0.2427,0.13,189.26,190.57,103.5,0.01,20,260,120,0.0491,160,100,260,0.0219,18,0.2749,3.5,10.09,27.41,0.23,2.13,0.00567685589519651,0.0138328530259366
"15147D",2015,"WT","3-day","train-train","yoked",1,"T3","On","15147C","Maddy","AnimalRoom","MBL","Yoked","standard-yoked","T3","15147D_T3","15147C_T3",4,1.46,0.2697,12,15.3,0.03,0,1.24,49,135,150.43,0.65,0.16,109.592,0.2859,0.2626,0.3262,0.1253,0.13,117.73,186.95,93.19,0.0043,270,170,30,0.0422,170,80,250,2e-04,18,0.4879,3.5,7.38,32.5,-0.12,1.47,0.00196078431372549,0.00432094661969022
"15147D",2015,"WT","3-day","train-train","yoked",2,"Retest","On","15147C","Maddy","AnimalRoom","MBL","Yoked","standard-yoked","Retest","15147D_Retest","15147C_Retest",5,1.56,0.2807,17,0.53,0,-1,1.5,52,78,49.93,0.16,0.35,102.338,0.2565,0.2453,0.2737,0.2244,0.03,120.86,178.67,101.5,0.0181,0,190,30,0.0411,190,90,280,0.0044,18,0.357,3.5,9.43,31.97,0.22,1.75,0,0.00320448628079311
"15147D",2015,"WT","3-day","train-train","yoked",2,"T4","On","15147C","Maddy","AnimalRoom","MBL","Yoked","standard-yoked","T4_C1","15147D_T4_C1","15147C_T4_C1",6,1.06,0.2093,12,31.8,0.09,0.31,1.76,50,57,89.1,0.28,0.16,93.932,0.2373,0.3135,0.2309,0.2183,0.11,93.45,180.44,97.01,0.0113,270,140,0,0.0428,120,10,180,0.0025,18,0.6879,3.5,6.32,28.56,-0.94,2.97,0.00283018867924528,0.00314253647586981
"15147D",2015,"WT","3-day","train-train","yoked",2,"T5","On","15147C","Maddy","AnimalRoom","MBL","Yoked","standard-yoked","T5_C2","15147D_T5_C2","15147C_T5_C2",7,0.57,0.1756,11,11.23,0.02,0.22,2.42,50,68,69.63,0.15,0.16,103.302,0.2664,0.3108,0.2472,0.1756,0.13,81.43,175.54,94.52,0.0077,270,150,20,0.0488,140,10,180,0.0028,16.6,0.7857,3.5,4.97,22.55,-1.16,3.68,0.00178094390026714,0.002154243860405
"15147D",2015,"WT","3-day","train-train","yoked",2,"T6","On","15147C","Maddy","AnimalRoom","MBL","Yoked","standard-yoked","T6_C3","15147D_T6_C3","15147C_T6_C3",8,0.58,0.1463,11,30.03,0.12,0.56,1.77,51,60,86.53,0.37,0.47,97.565,0.243,0.2913,0.2248,0.241,0.07,57.47,173.96,100.41,0.0183,220,110,320,0.0389,70,0,180,0.0031,16.6,0.4483,3.5,7.54,20.97,-0.34,2.15,0.003996003996004,0.00427597365075696
"15147D",2015,"WT","3-day","train-train","yoked",3,"Retention","Off","15147C","Maddy","AnimalRoom","MBL","Yoked","standard-yoked","Retention","15147D_Retention","15147C_Retention",9,0.78,0.2004,12,45.87,0.2,0.31,2.19,52,72,106.53,0.38,0.99,98.271,0.2538,0.3172,0.235,0.1939,0.11,78.61,175.17,96.12,0.0075,270,140,0,0.0421,80,330,140,0.0087,16.6,0.768,3.5,4.91,25.67,-1.38,3.55,0.00436014824504033,0.00356707030883319
"15140A",2015,"WT","3-day","train-conflict","trained",1,"Hab","Off","15140B","Maddy","AnimalRoom","MBL","Conflict","conflict-trained","Hab","15140A_Hab","15140B_Hab",1,3.07,0.479,28,24.63,1.09,4.56,1.12,52,53,59.97,2.59,7.85,94.665,0.2277,0.2583,0.1788,0.3352,0.11,330.67,163.83,106.39,0.0157,160,60,280,0.0458,280,230,40,5e-04,19.4,0.2807,13.2,11.8,23.93,0.88,3.13,0.0442549736094194,0.0431882607970652
"15140A",2015,"WT","3-day","train-conflict","trained",1,"T1","On","15140B","Maddy","AnimalRoom","MBL","Conflict","conflict-trained","T1","15140A_T1","15140B_T1",2,2.78,0.4016,6,9.83,0.62,16.42,0.3,7,327,18.3,1.23,6.53,8.433,0.0211,0.6961,0.2049,0.0779,0.65,112.66,198.8,58.56,4e-04,330,130,90,0.0976,100,70,140,0.0098,19.4,0.2773,16.6,15.09,20.26,1.81,6.7,0.0630722278738555,0.0672131147540984
"15140A",2015,"WT","3-day","train-conflict","trained",1,"T2","On","15140B","Maddy","AnimalRoom","MBL","Conflict","conflict-trained","T2","15140A_T2","15140B_T2",3,2.68,0.317,2,118.37,3.17,2.31,0.11,3,312,287.63,8.54,3.73,3.366,0.0092,0.6413,0.3245,0.025,0.78,124.87,214.13,41.85,0,0,150,120,0.1233,120,100,160,5e-04,3.5,0.4294,18,16.94,10.91,1.87,8.91,0.0267804342316465,0.0296909223655391
"15140A",2015,"WT","3-day","train-conflict","trained",1,"T3","On","15140B","Maddy","AnimalRoom","MBL","Conflict","conflict-trained","T3","15140A_T3","15140B_T3",4,2.78,0.3122,3,256.53,7.48,4.26,0.17,3,256,447.8,12.74,1.56,2.498,0.0069,0.579,0.4018,0.0123,0.8,128.39,218.33,38.58,0,0,150,120,0.1175,140,100,160,0.0063,8.5,0.4233,18,16.58,16.83,2.84,12.51,0.0291583830351226,0.0284502009825815
"15140A",2015,"WT","3-day","train-conflict","trained",2,"Retest","On","15140B","Maddy","AnimalRoom","MBL","Conflict","conflict-trained","Retest","15140A_Retest","15140B_Retest",5,3.11,0.2895,1,432.07,10.56,9.38,0.06,1,432,599.97,15.66,-1,1.067,0.0026,0.2945,0.63,0.0729,0.72,159.36,246.61,46.73,1e-04,340,170,120,0.0911,150,110,190,0.01,3.5,0.3537,18,16.62,15.14,2.42,11.83,0.024440484180804,0.0261013050652533
"15140A",2015,"WT","3-day","train-conflict","trained",2,"C1","On","15140B","Maddy","AnimalRoom","MBL","Conflict","conflict-trained","T4_C1","15140A_T4_C1","15140B_T4_C1",6,2.52,0.3107,10,0.87,0,-1,0.56,13,447,25.9,0.75,16.19,17.735,0.0339,0.0195,0.1561,0.7905,0.67,257.9,172.75,54.93,5e-04,120,280,240,0.1003,280,230,300,3e-04,3.5,0.439,18,17.44,9.49,0.98,4.65,0,0.028957528957529
"15140A",2015,"WT","3-day","train-conflict","trained",2,"C2","On","15140B","Maddy","AnimalRoom","MBL","Conflict","conflict-trained","T5_C2","15140A_T5_C2","15140B_T5_C2",7,2.94,0.2874,5,170.4,3.95,1.29,0.31,6,211,182.33,4.28,6.63,7.334,0.013,0.1464,0.3626,0.4781,0.48,209.14,138.66,72.96,1e-04,0,260,190,0.0882,230,170,270,0.0091,3.5,0.291,16.6,15.67,15.87,1.26,5.54,0.0231807511737089,0.0234739209126309
"15140A",2015,"WT","3-day","train-conflict","trained",2,"C3","On","15140B","Maddy","AnimalRoom","MBL","Conflict","conflict-trained","T6_C3","15140A_T6_C3","15140B_T6_C3",8,2.44,0.38,2,428.83,11.68,6.85,0.12,2,428,594.13,16.34,1.48,1.633,0.0028,0.0594,0.4977,0.4401,0.67,202.14,120.03,52.48,1e-04,0,230,180,0.0783,230,160,240,0.0041,3.5,0.2779,18,16.49,13.99,0.97,4.45,0.0272369004034233,0.0275023984649824
"15140A",2015,"WT","3-day","train-conflict","trained",3,"Retention","Off","15140B","Maddy","AnimalRoom","MBL","Conflict","conflict-trained","Retention","15140A_Retention","15140B_Retention",9,3.21,0.2926,4,102.43,2.82,18.87,0.22,9,337,440.07,13.07,19.95,16.466,0.0286,0.093,0.4489,0.4296,0.53,200.37,122.38,65.47,2e-04,350,250,180,0.072,230,170,270,0.0045,3.5,0.3783,15,15.21,12.42,1.46,8.53,0.0275309967782876,0.029699820483105
"15142A",2015,"WT","3-day","train-conflict","trained",1,"Hab","Off","15142B","Maddy","AnimalRoom","MBL","Conflict","conflict-trained","Hab","15142A_Hab","15142B_Hab",1,4.07,0.4975,34,17.43,0.95,18.08,1.09,60,40,41.2,2.33,13.86,97.965,0.2498,0.2483,0.2645,0.2374,0.05,176.15,183.49,103.24,0.0157,200,160,0,0.0459,160,10,200,0.0204,18,0.4025,15,13.76,17.94,1.73,6.39,0.0545037292025244,0.0565533980582524
"15142A",2015,"WT","3-day","train-conflict","trained",1,"T1","On","15142B","Maddy","AnimalRoom","MBL","Conflict","conflict-trained","T1","15142A_T1","15142B_T1",2,2.47,0.3297,7,3.83,0.29,14.99,0.41,7,220,6.6,0.66,12.19,4.668,0.0124,0.4574,0.4672,0.063,0.65,140.21,227.09,54.35,2e-04,350,160,110,0.0911,130,90,170,0.0292,3.5,0.266,15,14.23,19.4,1.16,4.26,0.0757180156657963,0.1
"15142A",2015,"WT","3-day","train-conflict","trained",1,"T2","On","15142B","Maddy","AnimalRoom","MBL","Conflict","conflict-trained","T2","15142A_T2","15142B_T2",3,2.32,0.3474,3,8.17,0.31,11.25,0.2,4,537,49.2,1.65,1.69,4.434,0.0121,0.1849,0.6363,0.1667,0.65,189.32,270.08,53.8,1e-04,340,240,190,0.1024,210,170,250,1e-04,19.4,0.4043,18,16.7,8.18,3.03,23.97,0.0379436964504284,0.0335365853658537
"15142A",2015,"WT","3-day","train-conflict","trained",1,"T3","On","15142B","Maddy","AnimalRoom","MBL","Conflict","conflict-trained","T3","15142A_T3","15142B_T3",4,2.87,0.2641,2,94.27,2.34,1.75,0.12,2,502,97.93,2.54,10.66,2.798,0.0067,0.2291,0.7642,0,0.79,154.8,242.64,39.46,0,250,180,140,0.1012,170,130,200,1e-04,19.4,0.6136,16.6,16.85,5.29,0.93,12.45,0.024822318871327,0.0259368936995813
"15142A",2015,"WT","3-day","train-conflict","trained",2,"Retest","On","15142B","Maddy","AnimalRoom","MBL","Conflict","conflict-trained","Retest","15142A_Retest","15142B_Retest",5,2.86,0.2981,0,599.97,15.84,-1,0,0,599,599.97,15.84,-1,0.067,2e-04,0.0359,0.6028,0.3611,0.74,207.36,274.45,49.77,0,0,250,200,0.1004,240,180,260,6e-04,11.1,0.6973,16.6,16.38,4.84,3.14,65.45,0.0264013200660033,0.0264013200660033
"15142A",2015,"WT","3-day","train-conflict","trained",2,"C1","On","15142B","Maddy","AnimalRoom","MBL","Conflict","conflict-trained","T4_C1","15142A_T4_C1","15142B_T4_C1",6,3.01,0.2628,7,33.77,0.84,1.75,0.39,7,322,41.87,1.1,1.91,8.499,0.0158,0.0872,0.0212,0.8758,0.66,263.5,187.07,61.36,0,140,270,240,0.1241,260,230,290,0.0023,13.2,0.5411,16.6,16.59,6.31,-0.58,2.37,0.0248741486526503,0.0262717936470026
"15142A",2015,"WT","3-day","train-conflict","trained",2,"C2","On","15142B","Maddy","AnimalRoom","MBL","Conflict","conflict-trained","T5_C2","15142A_T5_C2","15142B_T5_C2",7,4.15,0.2791,3,5.1,0.34,1.82,0.17,3,334,100.97,3.46,1.82,3.067,0.0052,0.0426,0.6602,0.292,0.76,192.45,114.16,47.48,2e-04,0,210,180,0.1276,190,160,220,2e-04,11.1,0.581,16.6,16.84,6.1,-0.09,2.72,0.0666666666666667,0.0342676042388828
"15142A",2015,"WT","3-day","train-conflict","trained",2,"C3","On","15142B","Maddy","AnimalRoom","MBL","Conflict","conflict-trained","T6_C3","15142A_T6_C3","15142B_T6_C3",8,2.56,0.3225,3,322.7,9.21,7.19,0.16,3,322,491.4,14.34,1.34,2.867,0.0049,0.1,0.6342,0.261,0.71,184.58,106.78,50.08,2e-04,10,210,170,0.1097,210,160,230,6e-04,8.5,0.5445,16.6,16.58,6.77,0.78,6.01,0.0285404400371862,0.0291819291819292
"15142A",2015,"WT","3-day","train-conflict","trained",3,"Retention","Off","15142B","Maddy","AnimalRoom","MBL","Conflict","conflict-trained","Retention","15142A_Retention","15142B_Retention",9,2.43,0.3674,3,140.2,3.34,1.91,0.19,6,308,171.77,4.06,1.89,11.268,0.0203,0.5307,0.4368,0.0122,0.76,113.26,129.81,112.37,0,0,120,80,0.1042,100,70,140,0.0072,11.1,0.4133,16.6,16.68,7.37,1.47,7.21,0.0238231098430813,0.0236362577865751
"15143A",2015,"WT","3-day","train-conflict","trained",1,"Hab","Off","15143B","Maddy","AnimalRoom","MBL","Conflict","conflict-trained","Hab","15143A_Hab","15143B_Hab",1,3.12,0.4609,29,12.43,0.76,11.74,1.16,56,78,26.4,1.52,5.98,105.065,0.2768,0.1913,0.2475,0.2844,0.11,304.23,171,107.92,0.0129,90,30,250,0.0457,300,240,50,0.0131,18,0.349,13.2,13.32,18.9,1.73,6.43,0.0611423974255833,0.0575757575757576
"15143A",2015,"WT","3-day","train-conflict","trained",1,"T1","On","15143B","Maddy","AnimalRoom","MBL","Conflict","conflict-trained","T1","15143A_T1","15143B_T1",2,2.96,0.334,10,3.67,0.19,10.05,0.52,10,177,61.6,1.71,2.52,8.202,0.0215,0.2897,0.4949,0.1939,0.48,162.32,231.72,70.87,0.0011,350,210,130,0.0632,150,110,220,1e-04,19.4,0.3465,15,14.89,16.28,2.21,9.08,0.0517711171662125,0.0277597402597403
"15143A",2015,"WT","3-day","train-conflict","trained",1,"T2","On","15143B","Maddy","AnimalRoom","MBL","Conflict","conflict-trained","T2","15143A_T2","15143B_T2",3,2.51,0.3056,3,27,0.58,1.97,0.18,3,382,120.53,3.25,1.82,2.301,0.0056,0.3894,0.5841,0.0209,0.76,143.11,232.54,42.65,1e-04,0,170,130,0.1058,150,120,190,0.0092,3.5,0.4029,16.6,16.03,12.06,3.34,19.81,0.0214814814814815,0.0269642412677342
"15143A",2015,"WT","3-day","train-conflict","trained",1,"T3","On","15143B","Maddy","AnimalRoom","MBL","Conflict","conflict-trained","T3","15143A_T3","15143B_T3",4,2.4,0.3501,1,585.8,15.72,1.23,0.06,1,585,599.97,16.22,-1,0.633,0.0017,0.3282,0.6701,0,0.87,143.8,233.38,30.38,0,0,160,140,0.1439,140,130,180,0.0087,3.5,0.4257,16.6,15.91,12.8,3.17,17.42,0.0268350973028337,0.0270346850675867
"15143A",2015,"WT","3-day","train-conflict","trained",2,"Retest","On","15143B","Maddy","AnimalRoom","MBL","Conflict","conflict-trained","Retest","15143A_Retest","15143B_Retest",5,3.45,0.3145,2,98.2,2.28,1.82,0.12,2,385,483.97,13.46,6.27,1.299,0.0033,0.4741,0.4828,0.0398,0.73,138.3,224.96,46.88,0,0,160,120,0.0992,140,100,170,0.0029,8.5,0.3964,16.6,16.2,11.25,3.63,23.89,0.0232179226069246,0.0278116412174308
