"gene","pvalue","lfc","direction","logp"
"Atxn2",1,-9.59805121550583e-05,"NS",0
"Cldn22",1,0,"NS",0
"Coa5",1,3.43913833549347e-06,"NS",0
"Gm14399",1,-0.000364919921674476,"NS",0
"Hmgxb4",1,0.000116138910791386,"NS",0
"Pigv",1,-0.000250842958479924,"NS",0
"Vezt",1,-0.00015626981839788,"NS",0
"Itih5",0.999835944632832,0.000790822464801158,"NS",7.1254185663398e-05
"Golm1",0.99982544088433,-0.000448940959665469,"NS",7.5816678140019e-05
"Lman2l",0.99982544088433,-0.000388863537757542,"NS",7.5816678140019e-05
"Ppip5k1",0.99982544088433,0.000320035152936719,"NS",7.5816678140019e-05
"Prkd3",0.99982544088433,0.000960328590764751,"NS",7.5816678140019e-05
"Gpr158",0.999720314088297,0.000660805604474166,"NS",0.000121483037457718
"Peg3",0.999530458688278,-0.000539914698989688,"NS",0.000203967089942377
"Rpl38",0.999363154623759,0.00122526092653693,"NS",0.000276666538983777
"Dus4l",0.999181395172808,0.00289238739315469,"NS",0.000355661152146143
"Pdgfrb",0.999138690834948,0.00312945583766577,"NS",0.000374223001590255
"Egf",0.998923061837262,0.00532501265540577,"NS",0.000467960328849064
"Gm14410",0.998923061837262,0.00366079911885293,"NS",0.000467960328849064
"Plekhn1",0.998923061837262,-0.00324299569500654,"NS",0.000467960328849064
"Serac1",0.998923061837262,0.00211346620084197,"NS",0.000467960328849064
"Chtop",0.99867469271669,-0.00128060625887824,"NS",0.000575955383258454
"Mccc2",0.99867469271669,-0.0024670554325677,"NS",0.000575955383258454
"Ncapd2",0.99867469271669,-0.00256291868666027,"NS",0.000575955383258454
"Pds5b",0.99867469271669,0.00139964297249323,"NS",0.000575955383258454
"Prlr",0.99867469271669,0.00429725493229055,"NS",0.000575955383258454
"Tmppe",0.99867469271669,0.00244044952803515,"NS",0.000575955383258454
"Tom1",0.99867469271669,-0.00223717731666914,"NS",0.000575955383258454
"S100a13",0.998659261725057,-0.00715047123753069,"NS",0.000582665923077405
"Trpc1",0.998659261725057,0.00208638303202311,"NS",0.000582665923077405
"Mak16",0.998432360081195,-0.00380296852286659,"NS",0.000681351562946915
"Polr2c",0.998432360081195,0.00222517216564802,"NS",0.000681351562946915
"Ctu1",0.998403938703764,-0.00422386431928039,"NS",0.000693714366442476
"Ankmy2",0.998366183712513,-0.00207021302664067,"NS",0.000710137673444383
"Igfbp2",0.998366183712513,-0.00550382353984669,"NS",0.000710137673444383
"Slc5a7",0.998366183712513,0.0135561972887151,"NS",0.000710137673444383
"Ercc5",0.998208022148405,-0.00367132073464939,"NS",0.000778944226672829
"Pde10a",0.998208022148405,-0.00216427041699473,"NS",0.000778944226672829
"Veph1",0.998113393259816,-0.00717352355647361,"NS",0.000820116759168473
"Kcnj11",0.997935525528291,0.00274839235875661,"NS",0.000897516640290971
"Snap47",0.997757795013236,-0.00203897890597887,"NS",0.000974870591785963
"Cyb561d1",0.997690294299278,-0.00365635456752417,"NS",0.00100425265164979
"Mtor",0.997690294299278,-0.00201184279119468,"NS",0.00100425265164979
"Sars",0.997227993265528,0.0025317470366771,"NS",0.00120553888255116
"Dusp22",0.997219230104578,0.00732036281630875,"NS",0.00120935527077146
"Gm42688",0.997064430955015,0.0121709911211536,"NS",0.00127677638834478
"Pip5k1c",0.997064430955015,-0.00170343438466409,"NS",0.00127677638834478
"Zfp64",0.997064430955015,0.00549585883967404,"NS",0.00127677638834478
"Yme1l1",0.996939324887632,0.00252085784590861,"NS",0.00133127264957725
"Rtca",0.996849093134286,0.00442874907252316,"NS",0.00137058188845456
"AF529169",0.996645290659251,0.0150461788165641,"NS",0.00145938102562146
"Engase",0.996307981576991,0.00904841088497354,"NS",0.00160639046790091
"Tmem42",0.996307981576991,0.00854729331525346,"NS",0.00160639046790091
"Aplp1",0.995541299231661,-0.00227233184881224,"NS",0.00194071890489776
"Cox10",0.995541299231661,0.00698044933281005,"NS",0.00194071890489776
"Cpd",0.995532249679775,-0.00433570876381802,"NS",0.00194466669522419
"Snrpe",0.995532249679775,0.00891517593870374,"NS",0.00194466669522419
"Tshz3",0.995532249679775,-0.0113239295243775,"NS",0.00194466669522419
"Mrpl30",0.995463896017778,-0.00550733006547371,"NS",0.00197448656031938
