"","143A-CA3-1","144A-CA3-2","144B-CA3-1","144C-CA3-2","144D-CA3-2","145A-CA3-2","146A-CA3-2","146B-CA3-2","146D-CA3-3","147C-CA3-3","147D-CA3-1","148A-CA3-3","148B-CA3-4"
"Gmeb2",6.73167855360597,5.79792097911291,6.76375146374334,7.05490655755214,6.71078885036178,7.34855397765671,6.99366549234483,6.90900062788337,6.81367984639054,6.81059525875415,6.91963847363624,6.8675002186995,6.83594001490049
"Gmfb",9.18446932572242,9.01738798446068,9.2851823100006,9.16941163226746,9.07400066361868,8.80108321498446,9.30118396113037,9.20774474002083,9.32380483071687,8.82471936700528,9.51055804640633,8.83016657861099,8.91859710972803
"Gmfg",5.79792097911291,5.79792097911291,5.79792097911291,5.79792097911291,5.97322132464596,5.79792097911291,6.50735933102665,5.79792097911291,5.79792097911291,5.99082321164452,6.10293924104485,6.02584932680394,5.93958660595551
"Gmip",7.00852497019623,7.13166684726481,6.61842278675229,6.13777583631765,6.4928169351938,7.15571777335637,6.59321080713262,6.78460302674678,6.2740297740858,6.85473143034421,6.37913639019122,6.45737580612184,6.51321794057444
"Gmnn",6.00266189302359,5.79792097911291,5.79792097911291,5.79792097911291,5.97322132464596,5.79792097911291,6.28875375545057,5.79792097911291,6.05952294059436,6.24198646124767,5.97424176824464,6.02584932680394,6.08091217074918
"Gmppa",7.49128286509887,7.55117713406461,7.53239448895543,6.87643461299108,7.16085545208192,6.72106904335073,7.10811666111188,7.05270248784342,6.70298153181914,6.9565476887697,7.06522443015693,7.14560523135078,7.21935278198806
"Gmppb",6.88498311060856,7.13166684726481,6.65735097676436,6.87643461299108,6.69485374917995,7.7029297295336,6.77892499117682,6.84203459986828,6.39854584178971,6.832937664267,6.17114505901687,6.8675002186995,7.02793252515608
"Gmpr",7.79768443416462,7.89127521705799,7.14048955769022,7.37025936568148,7.82489770330486,7.08293507514421,7.55460686849247,7.68121700485989,7.26178897915313,7.48661479986169,7.23022488226657,7.85479168389982,7.66013546467939
"Gmpr2",7.0972618435329,6.79825293427866,6.82781852939039,6.9917646602607,6.72641565615286,6.91947305077529,6.60919523044297,6.85582799787156,6.66662803657371,6.68914791897956,6.56784791610061,7.05820767082486,7.02793252515608
"Gmps",8.07281625268001,7.79851847274754,8.60680083758326,7.95216452633774,8.03513554944163,7.78785131736473,7.92947251110297,7.94642722992569,8.08581936486398,7.92047324126824,7.8266665732625,7.92640021256693,8.29978425298463
"Gna11",8.65968264503494,8.67920904818807,8.71425816431028,8.71518617671648,8.8631636139216,8.87644681906831,8.77228525735125,8.60065256584541,8.67526543271115,8.32386139330121,8.77985716405136,8.50932783122659,8.33237070343763
"Gna12",7.66262710942848,8.05898637964969,7.22646093786913,8.35166651583666,8.24095461708387,8.32004323575644,8.28340788224479,7.90406813471171,8.19632739707446,8.50545212549128,8.21747100103467,7.76421882053604,7.8084219359102
"Gna13",7.03897902834281,7.55117713406461,6.94364171322764,7.5663596174902,7.56618441677205,7.61181566777793,7.59052647953273,7.21724982443339,8.06532864038605,8.24614283833534,7.1682524772251,7.07628942320128,7.41293359352636
"Gna14",5.79792097911291,5.79792097911291,5.79792097911291,6.13777583631765,6.10117829047018,5.79792097911291,5.79792097911291,5.79792097911291,5.79792097911291,6.48737846054642,6.04712153062895,5.95917437673526,5.79792097911291
"Gna15",5.79792097911291,5.79792097911291,5.79792097911291,6.13777583631765,6.14787876397264,5.79792097911291,6.03016844607983,5.79792097911291,5.79792097911291,6.36262109505156,6.39201942861912,5.79792097911291,6.11418856171014
"Gnai1",8.90595818155291,8.71208676537511,8.96233893408273,8.59055414236249,8.64845139279321,8.82030775389127,8.52355677657792,9.0609561875684,8.92244323064954,8.56747725116246,8.55275392807913,8.7328211606298,8.73516419651024
"Gnai2",8.0474463885722,8.71208676537511,8.5351472071435,8.10469848991305,8.44763471312281,8.70077933194872,8.77228525735125,8.18410377875109,8.36060636231643,8.71427652724254,8.61818157165956,8.16466080480684,7.99969262049181
"Gnai3",7.04644989998769,6.71402883175886,7.22646093786913,6.90065878241931,7.18021510366096,5.79792097911291,7.51758846284862,7.37674528252546,7.44470112467496,7.17653365389916,6.82716120099985,7.41217875942808,7.20720624777672
"Gnal",7.92680599905493,7.86109465607301,8.07610871057171,8.51126568082505,8.22050423478917,8.08054360858607,8.04590593910494,8.17536977499469,8.32704191552396,8.17059618100395,8.41899781220804,7.3650539048523,7.81576491639611
"Gnao1",10.9865544427841,10.9131360788599,11.0290065064476,10.8959566783206,10.9005609069942,11.2510507648506,10.9118631245016,10.8449340803929,10.8449672675075,10.9028721847426,10.7400455495977,10.7535999669322,10.7952900811025
"Gnaq",9.50829603433247,8.89458260684601,9.72311831553867,8.92136079220977,9.09169145796649,8.91266204773967,8.94100008320261,9.32166880537187,9.6441377994601,9.00278596810496,9.48887434324372,8.86772018319946,9.35587338604541
"Gnas",11.5979180582785,11.9105916800282,11.7166734535335,11.93409907336,11.7459391081136,11.7820798293858,11.6935918237497,11.6340306148873,11.4419705347021,11.4803911133932,11.5810131590042,12.0341235709716,11.8099537708633
"Gnat1",5.79792097911291,5.79792097911291,5.79792097911291,5.79792097911291,5.97322132464596,5.79792097911291,5.79792097911291,5.79792097911291,5.79792097911291,6.04683340025791,5.92263737706101,5.79792097911291,6.24430431086825
"Gnaz",10.4613818350063,11.131881574336,11.8584761310372,10.4016746186391,9.76093231864821,14.0723704795141,11.5244641369007,11.0677131925842,12.4427230070557,10.6398574422779,10.7890850408012,9.99195294303196,9.79944992473629
"Gnb1",10.3143575549596,10.4547840476713,10.4882208398769,10.3782909832617,10.4066709303967,10.3692108676479,10.2430543025513,10.2471700772189,10.229675515053,10.3442300428113,10.4775657360136,10.2292545090665,10.0465053131355
"Gnb1l",6.08722641205504,5.79792097911291,5.79792097911291,5.79792097911291,6.04568107033321,5.79792097911291,6.12601578085133,6.40939539511191,6.09985557890259,6.07052348116682,5.79792097911291,6.19188989760723,6.49959732477548
"Gnb2",9.22734830033353,9.52755815290639,9.31080261093441,9.37362848943546,9.13497326008908,9.66975086192749,9.2827487978974,9.04703583622815,8.98548752930262,8.99805333637626,9.14659773730755,9.611421075041,9.27250929807261
"Gnb3",5.79792097911291,5.79792097911291,5.79792097911291,5.79792097911291,5.79792097911291,5.79792097911291,5.79792097911291,5.79792097911291,5.79792097911291,5.79792097911291,5.79792097911291,6.19188989760723,5.93958660595551
"Gnb4",6.54252647170037,6.61998239225951,6.16880374796255,6.74433809655362,6.53410176611446,5.79792097911291,6.5768651610556,6.52350943179416,6.29704420980497,6.94684858027767,7.22091822285575,6.2232376120478,6.28652382987929
"Gnb5",7.72582085037239,7.33737649052932,7.59413490115382,7.52697414463061,7.94698817301084,7.34855397765671,7.37810921280463,7.83213018115633,7.73849952140866,7.47771529272658,7.67125561253589,7.91327202806433,7.67250182740558
"Gne",7.1919988495695,7.01165109789794,7.14048955769022,7.17056248942233,7.29828657224531,6.60070257844287,7.18633248829714,7.44884239110495,7.18646823683044,7.05296227067003,7.22091822285575,7.44470715111714,7.13129566248018
"Gng10",6.96908661374744,7.18685016413178,6.91601621412504,6.9917646602607,7.22714385366992,7.65821001155342,7.29015251827399,7.05270248784342,7.36296394637827,7.02185616751881,7.36120809343197,7.17046246863069,7.12471758767708
"Gng11",5.79792097911291,6.71402883175886,5.79792097911291,6.03851180696521,6.64502095386144,5.79792097911291,6.42958630896623,6.2663850034612,5.94909477508876,6.14950243147828,6.10293924104485,5.95917437673526,6.19749454254532
"Gng12",7.18550502345224,7.38338140064785,7.39844251292358,7.44409013366566,7.34882522704379,7.08293507514421,7.40598812303053,7.27298093147093,7.48352475910575,7.67252001976767,7.35707818075526,6.8675002186995,7.19492212109116
"Gng13",6.33692882350559,6.61998239225951,6.43684494962567,6.55103753686899,6.8944934158385,5.79792097911291,6.79159928130839,5.79792097911291,6.24980044309452,6.79920666035823,6.9922221244434,6.87855397751382,6.69105718354585
"Gng2",9.15466695040151,8.62838680171842,9.87340134471278,8.93068230101459,9.24167803281341,8.8579825440425,8.91935224916135,9.03767872643388,9.08576479790311,8.74754305293214,9.13478637441404,8.92954946978368,8.77705925287055
"Gng3",9.03188189040302,9.90945895138453,9.10631779152732,9.34272463630936,9.2076700740063,9.34106340914246,9.56073503288715,9.09966789266702,8.61459978506172,8.89786207882488,8.98356606171831,9.59455455594887,8.89735054587581
"Gng4",6.50078779677736,6.38308265537795,6.16880374796255,6.92426693963124,7.19923148150201,7.40612017158758,7.03327801756469,6.97147746832983,6.86411979420612,6.97565744715695,6.30961371797037,6.76129870673689,6.58965219990681
"Gng5",6.20638091840365,6.21310074711845,6.43684494962567,6.9472979425053,6.55383120923871,5.79792097911291,7.04293990503628,6.19433878485403,6.2740297740858,6.59899586752473,6.66687884043272,6.1577488742619,6.30627491963178
"Gng7",7.41419356243718,7.23933856488408,7.07108568610524,7.68916622976137,8.01605250166102,8.91266204773967,7.87888540959323,7.40127746481344,7.47256168876735,7.84968773952336,7.76027387673191,7.56075927505607,7.27814521197185
"Gng8",5.79792097911291,5.79792097911291,5.79792097911291,6.33344226761965,6.10117829047018,5.79792097911291,5.79792097911291,5.79792097911291,5.79792097911291,5.79792097911291,6.27886580565182,5.79792097911291,5.79792097911291
"Gngt1",5.94275535895326,5.79792097911291,5.79792097911291,6.47302689012416,6.04568107033321,5.79792097911291,5.79792097911291,5.79792097911291,5.94909477508876,6.25554140016977,6.07644940259797,6.1577488742619,6.19749454254532
"Gngt2",5.79792097911291,5.79792097911291,5.79792097911291,5.79792097911291,5.79792097911291,5.79792097911291,6.08221192150798,5.79792097911291,5.79792097911291,6.11253990634743,6.22848608738038,5.79792097911291,5.93958660595551
"Gnl1",8.52025913556493,8.71208676537511,8.70127155894447,8.76311958527129,8.8785877114895,8.17543450714356,8.65348384804717,8.46951724046111,8.27214078340006,8.72006907622698,8.82491824184926,8.54000907008717,8.42569631240897
"Gnl2",7.40352123533116,7.55117713406461,7.2867590902481,7.15215175094887,7.39722057195385,7.0045905035685,7.22743506849287,7.3600955967984,7.22819467395787,7.12477188249543,7.54046796320557,7.5312929084925,7.48207548035954
"Gnl3",6.83058693569636,6.51219978787452,7.04686957512864,7.03429978792216,7.00291159195842,6.82584840314581,7.08991355802401,6.98349902390359,6.74903076979081,6.90702980025043,6.79167438997656,6.95244873224599,6.84478386964136
"Gnl3l",9.16039216611915,9.08125463825063,8.83788022181714,8.74732411077768,9.09607975986324,8.91266204773967,8.80343432427118,9.2886377850389,9.30986707177907,9.1092254477827,9.00263921966116,8.96049345008762,9.06628720617115
"Gnmt",6.25421563294368,5.79792097911291,5.79792097911291,6.27744994173976,5.79792097911291,6.26536257807974,5.79792097911291,6.15270963200345,6.01161542902384,5.79792097911291,5.79792097911291,5.79792097911291,6.08091217074918
"Gnpat",7.49624786092156,7.66325821263599,7.30615320903192,7.67742052328002,7.61979710588527,7.460968647593,7.69237599721159,7.28200234354651,7.40455129473541,7.40081821068152,7.68706238868751,7.68783673238765,7.51984547311522
"Gnpda1",6.77262843687469,7.13166684726481,6.88755170838339,7.01326038037562,6.80042601164352,5.79792097911291,6.96287128409545,6.56407989418858,6.69104832575507,7.09580645542602,6.79888840308496,7.08521173158096,7.04233532163374
"Gnpda2",6.48626620448924,6.79825293427866,7.26702246679002,6.71527284336393,7.00291159195842,5.79792097911291,6.90924451053129,6.58351136729771,6.58830201444737,6.87073723645014,6.7159372585528,6.76129870673689,6.75203868102639
"Gnpnat1",6.5289002789815,6.21310074711845,6.38195803397133,6.27744994173976,6.47114901390653,6.82584840314581,6.72623562365585,7.01870297654546,6.65412498630262,6.54545593543583,6.57742578986978,6.62488641088715,6.48568564295717
"Gnptab",8.26551277074124,8.03248191501105,7.69521744561654,7.64150192452544,8.24095461708387,7.34855397765671,8.14908091677209,8.1797438914883,8.31851971244804,8.30835850071263,7.91366232090734,8.153711834904,8.18879360940133
"Gnptg",7.70092569138013,7.69846454722957,7.72264944672562,7.44409013366566,7.35703404830244,8.11293076279755,7.5726993389888,7.66832306483999,7.38097089640363,7.47473390310294,7.66487620756274,7.84091067126773,7.90074956904793
"Gnrh1",5.79792097911291,6.21310074711845,5.79792097911291,5.79792097911291,5.79792097911291,5.79792097911291,5.79792097911291,6.23190420549957,5.79792097911291,5.79792097911291,5.79792097911291,5.79792097911291,5.79792097911291
"Gns",8.21281967749046,8.1354597591778,8.46731350294528,7.87372725806028,7.96709559898193,8.59268140137205,8.09849486655698,7.81494079597839,8.07561361314999,8.31922908710394,8.01236108433256,8.20405827854968,8.35448132358567
"Golga1",6.68857968493727,7.55117713406461,7.56365749059108,7.15215175094887,7.02544323355206,6.45615448321674,7.37810921280463,7.37674528252546,7.28794884927566,7.19196731765686,6.95055188675953,6.92148930623606,7.10473118055995
"Golga2",8.29244151558637,8.25392474773082,8.34622235601089,7.9329950926958,8.05394633142779,7.97833084217744,8.26951507744146,8.25200404542041,8.50469615399352,8.13382934007298,7.96267847959874,7.90444549823807,8.30989444570865
"Golga3",8.10998296965905,7.73270598568828,7.41604426344919,7.98040067991505,7.63284156659127,6.82584840314581,7.43321394886837,7.935966174571,7.62249793737807,7.78176579660159,7.62918968721264,7.75926835602757,7.83754404192856
"Golga4",8.02157953313182,8.03248191501105,7.74949484408934,7.81160184563896,7.61979710588527,6.91947305077529,7.50499115949197,7.97731619675153,8.17431066798192,8.48779156201673,7.89512700621278,8.07832702812321,7.91098936007597
"Golga5",6.44058521629575,6.94576718543064,7.30615320903192,7.13341550901129,7.25436108500741,5.79792097911291,7.19467880198617,6.98349902390359,7.02590378930674,6.832937664267,7.2440382189838,6.69601138595238,6.66965585338728
"Golga7",7.2487580510315,7.92076706558522,7.48392028179757,7.98040067991505,7.85244023016912,8.17543450714356,8.02510898416896,7.79751680746607,7.57286559636601,7.88663723570429,7.84620589464318,7.61206120791474,7.43310705827325
"Golga7b",7.83214678575445,7.79851847274754,8.2132883703701,7.89378628633096,8.2163766177205,7.97833084217744,8.06638036256484,8.23953086526783,7.98735187658139,7.81843981084411,8.21118802436564,8.27286051889912,7.91777121850086
"Golgb1",8.57772538696773,8.1354597591778,8.34622235601089,7.66556287703122,8.19973826197859,8.29233336518908,8.13371947437473,8.32059084385186,8.82716904678075,8.30367288185311,7.99518554760134,8.07054789514036,8.31742794712415
"Golim4",6.67743204432451,7.55117713406461,6.99661173006259,6.85155094807812,6.94420421695366,7.0045905035685,7.03327801756469,6.9344863898694,7.12066456050122,7.38158378523715,7.04332341215597,6.88947585872334,7.13783278764613
"Golm1",9.0566928753231,8.82141304094555,8.38778979553719,8.63717974736539,8.63024362713621,7.90547257820819,8.40874934202218,8.90228799796605,8.80531023652913,8.55971265393754,8.44044275135282,9.01256901386924,9.02478628266669
"Golph3",7.89841207515324,8.1354597591778,7.60909284007067,7.7008023509889,7.75626356310774,7.94241119848036,7.92042050482101,8.26845766455131,7.92757979269055,7.79103384379707,7.99518554760134,7.99426660803281,7.86601901358052
"Golph3l",6.64299891583268,6.51219978787452,6.91601621412504,6.47302689012416,6.57301478134742,7.0045905035685,6.85234562082027,6.6388637663606,6.95735477697783,6.30604222883444,6.67526956602875,6.57874428070402,6.51321794057444
"Golt1b",7.19845378386302,7.47025099872493,7.14048955769022,7.07510236867755,6.99145004644954,7.22382484024835,7.1348377595604,7.27298093147093,7.01759172885158,6.9419618726255,6.97458234964124,7.01153360121945,7.09798273496189
"Gon4l",8.78077573093307,8.27641591857731,8.54248214669851,8.00804064193958,8.47525095865167,7.90547257820819,8.09452281055538,8.62292670460887,8.5096610787433,8.57776265055507,8.30445154430241,8.40992017369114,8.53246030823679
"Gopc",7.80155988124769,7.18685016413178,7.60909284007067,7.27489023531006,7.50289398064401,6.91947305077529,7.61967227160591,7.26388573815059,7.57792061365531,7.25521562025265,7.47499166676363,7.37190497632267,7.58761826446041
"Gorab",6.37367346314902,6.61998239225951,6.32100404828009,6.51318214423329,6.47114901390653,5.79792097911291,6.31503046201082,5.97565024682105,6.5003544541046,6.31787330545092,6.78439946440884,6.43800749035816,6.52656388672598
"Gorasp1",7.19845378386302,7.55117713406461,7.4333842117112,7.42969344365991,7.39722057195385,7.56359721263835,7.34228367648624,7.53136018287947,7.40455129473541,7.32866075370768,7.37758072466492,7.50718926674719,7.2373226232275
"Gorasp2",8.4532005768323,8.25392474773082,8.52035923672899,8.73134775178275,8.10882579071534,8.04734537441895,8.42752789850966,7.78576692624546,7.93520290080242,7.68262582015751,8.04367548597532,8.35421655108711,8.09760627966156
"Gosr1",7.2487580510315,6.71402883175886,7.54812708849267,7.22397265225945,7.58656606717021,7.78785131736473,7.37103304907023,7.62881643064598,7.31351059737222,7.33541187599861,7.33620170300707,6.74864831677458,7.24914096467838
"Gosr2",7.85089883875726,7.69846454722957,8.26803945528458,7.92330341526405,8.0064061810371,7.94241119848036,8.02090991426699,7.81494079597839,7.64658118473529,7.64947672502625,7.97527693709,7.93939707216205,7.82306591049714
"Got1",9.85595982876418,9.5900168987956,9.51174007028665,9.75310980690465,9.72054518862978,9.28724264501791,9.55795703956033,9.74975703448451,9.46371128198643,9.43364466324657,9.24968297080679,10.051978582468,9.88415523068189
"Got2",9.43015104599938,9.82311025425017,9.19627854772315,9.38378234049694,9.49121050547165,8.8579825440425,9.55795703956033,9.46409952890472,9.407296603553,9.12230924625235,9.39060052044326,9.85511687321139,9.73793674201588
"Gp1ba",6.27628957614457,6.21310074711845,6.06053473843515,5.79792097911291,5.97322132464596,6.26536257807974,5.79792097911291,6.29841956847072,5.79792097911291,5.90934841974363,5.79792097911291,6.02584932680394,5.79792097911291
"Gp1bb",6.55588679675163,5.79792097911291,6.06053473843515,6.71527284336393,6.513781055925,5.79792097911291,6.76605960716109,6.89599265928772,6.41675655944807,6.75811528690947,6.52816248725607,6.63964846623165,6.44201281805201
"Gp5",5.79792097911291,6.21310074711845,6.16880374796255,6.51318214423329,6.04568107033321,5.79792097911291,6.03016844607983,6.2663850034612,6.3797318296214,6.26869361647034,6.27886580565182,6.37576087085878,6.11418856171014
"Gp6",6.08722641205504,5.79792097911291,6.57733709709349,6.03851180696521,5.79792097911291,5.79792097911291,5.79792097911291,6.29841956847072,5.79792097911291,5.79792097911291,5.79792097911291,5.79792097911291,5.79792097911291
"Gp9",5.79792097911291,5.79792097911291,5.79792097911291,5.79792097911291,6.04568107033321,5.79792097911291,5.79792097911291,5.79792097911291,5.79792097911291,5.79792097911291,5.79792097911291,5.79792097911291,5.79792097911291
"Gpaa1",7.48129031148744,7.07342074871035,7.41604426344919,7.25817737343042,7.24536333123389,7.22382484024835,7.51130638011593,7.24546807891431,6.86411979420612,7.09580645542602,7.53336694962452,7.33723221028122,7.49163067587481
"Gpalpp1",7.12521011849083,7.01165109789794,6.94364171322764,7.29135580970059,7.15104206890602,7.90547257820819,6.90924451053129,7.49455923727449,7.30717445006486,7.18812962627354,7.36120809343197,7.12870324878824,7.18249653935845
"Gpam",7.00076320709682,7.47025099872493,7.59413490115382,7.05490655755214,7.00291159195842,7.22382484024835,7.49225966806277,7.15850991964825,7.42766259802251,7.73919945707369,7.48985534667918,6.94224056176179,7.24914096467838
"Gpank1",6.5289002789815,6.71402883175886,6.06053473843515,6.77242020048512,6.6098989065935,5.79792097911291,6.81640345219577,6.6736238818126,6.62848854066525,6.48737846054642,6.57742578986978,6.45737580612184,6.61339875240303
"Gpat2",5.79792097911291,5.79792097911291,5.79792097911291,5.79792097911291,6.04568107033321,5.79792097911291,5.79792097911291,5.79792097911291,5.79792097911291,5.79792097911291,5.79792097911291,5.79792097911291,5.99818610328899
"Gpat4",8.27364782793893,7.97781634099411,7.78872235387042,8.06163693571887,7.7444544241948,7.65821001155342,7.75592175868078,8.25613628079456,8.07902426763582,7.86720786810883,7.86272028115308,8.06272279232789,8.07379929867897
"Gpatch1",7.37640260263978,7.28943145225902,6.57733709709349,6.77242020048512,7.11084905214758,6.60070257844287,6.9835086158122,6.98349902390359,7.05847924616756,6.72122099597147,7.06522443015693,7.08521173158096,7.12471758767708
"Gpatch11",7.09015549814664,7.13166684726481,7.14048955769022,6.79960298001174,6.8944934158385,6.45615448321674,6.80408981131198,6.95930485145646,7.30717445006486,7.50130099216075,7.04332341215597,7.44470715111714,6.968131983594
"Gpatch2",6.81169319381218,7.13166684726481,7.07108568610524,6.71527284336393,6.81448857589688,7.15571777335637,6.89814270790006,6.7696296775595,6.97494834169,7.03530559373386,6.7159372585528,6.81009691450627,6.76177758912004
"Gpatch2l",6.75240426312097,7.33737649052932,6.69440505779589,6.85155094807812,7.02544323355206,7.22382484024835,7.03327801756469,7.18828065369093,7.55243241113302,6.98974671726728,7.0321919677596,7.35122774092895,6.87931527027895
"Gpatch3",6.64299891583268,6.21310074711845,5.79792097911291,6.33344226761965,6.34924947171264,6.72106904335073,6.66991418870032,6.38372248186076,5.79792097911291,6.24198646124767,6.35242392720033,6.1577488742619,6.42673423028301
"Gpatch4",6.55588679675163,6.38308265537795,6.82781852939039,7.22397265225945,7.07965278706831,6.82584840314581,6.66991418870032,6.38372248186076,6.58830201444737,6.53746112616613,6.91963847363624,6.91093981156678,6.97580986028297
"Gpatch8",8.1341958604394,8.25392474773082,8.18505428648846,8.35166651583666,7.9966885022481,8.23515125514584,7.92042050482101,8.13985239789718,8.61459978506172,8.21141537071707,7.80682415876085,8.17191065654852,8.10349190581826
"Gpbp1",8.14018097848937,7.51139780343617,8.02347019706266,7.89378628633096,7.96209770710719,8.54696487682222,7.4858425579943,7.76193574772286,7.84877384720798,7.98362558637884,7.80682415876085,7.94370066907443,7.97726766562567
"Gpbp1l1",7.0972618435329,6.87498973871508,7.51645352956277,7.05490655755214,7.15104206890602,7.15571777335637,7.26704771105379,7.198023491149,7.43336966314918,7.25882489099462,7.3149346778074,7.07628942320128,7.11809792328897
"Gpc1",10.2716842222841,9.46223866989919,10.2805335852036,9.7840163871533,9.89706134958295,9.28724264501791,9.60715205501219,9.72246864080174,9.54554228255081,9.45234688588287,9.99634436368617,9.83319502919898,9.85171342569307
"Gpc2",6.04857148034713,5.79792097911291,6.48711914429975,6.71527284336393,6.14787876397264,5.79792097911291,5.79792097911291,6.29841956847072,6.05952294059436,6.19849026973764,6.07644940259797,6.02584932680394,6.08091217074918
"Gpc3",6.18015868991783,6.21310074711845,5.79792097911291,6.03851180696521,5.97322132464596,6.45615448321674,6.38658562481648,5.97565024682105,6.29704420980497,5.90934841974363,5.79792097911291,5.79792097911291,6.32525765136851
"Gpc4",6.37367346314902,6.71402883175886,6.91601621412504,6.3838927431576,6.44870669832753,7.460968647593,6.86401247559527,6.10536968899937,6.5003544541046,6.22799069013637,6.26269979858284,6.07693045650159,6.44201281805201
"Gpc5",6.74210617445743,6.94576718543064,6.72981077349189,7.44409013366566,7.15104206890602,7.7029297295336,7.30529463170119,6.98349902390359,7.23499617718555,7.44449917394984,7.3529333143731,6.69601138595238,7.07746849899854
"Gpc6",6.20638091840365,6.21310074711845,6.76375146374334,6.4301316464168,6.57301478134742,6.26536257807974,6.69857099354163,6.70690355115217,6.48450574755235,6.5611725550959,6.57742578986978,6.07693045650159,6.52656388672598
"Gpcpd1",8.64326122701065,8.61102381722171,8.60680083758326,8.3159324595173,8.04457444758072,8.45071646454544,8.11034029387315,8.69369324048971,8.2984239647701,8.13737487239856,8.49263245528644,8.29942908252841,8.43031460638293
"Gpd1",8.09770929965884,8.40405413520545,7.87581397170739,8.26426883448436,7.80808305951027,8.32004323575644,8.45522161158793,8.37835835793558,8.52199564336351,8.19625329825698,7.91628871207533,8.68396532964352,8.51523198635707
"Gpd1l",8.40741945556778,7.66325821263599,8.30334496942917,8.04401239501243,8.06325222116274,7.82826929346694,8.04590593910494,7.935966174571,8.030455780346,8.00532078362663,8.32390278707066,8.07832702812321,8.01547899898031
"Gpd2",8.37518857118929,8.27641591857731,8.83788022181714,8.36570142689835,8.24500771476114,8.54696487682222,8.22335032307055,8.08941848991742,8.55835077144096,8.37231504203466,8.61973936679747,8.03496428589269,8.4070657007598
"Gper1",5.79792097911291,5.79792097911291,6.25153872094999,6.27744994173976,6.22600934735641,7.34855397765671,6.7125215629335,6.40939539511191,6.13534096449054,6.86009819815752,5.79792097911291,5.79792097911291,6.08091217074918
"Gpha2",5.79792097911291,5.79792097911291,5.79792097911291,5.79792097911291,5.79792097911291,5.79792097911291,6.08221192150798,5.79792097911291,5.79792097911291,5.79792097911291,5.92263737706101,6.02584932680394,5.79792097911291
"Gphb5",6.12123949132449,5.79792097911291,5.79792097911291,5.79792097911291,5.79792097911291,5.79792097911291,5.79792097911291,5.79792097911291,5.79792097911291,5.79792097911291,5.79792097911291,5.79792097911291,5.79792097911291
"Gphn",8.00184032068803,8.1354597591778,8.1366338876473,7.66556287703122,7.70834738255079,7.90547257820819,7.56669844193052,7.8768729311147,8.16476305688881,7.7653820079294,7.96773244417638,7.92203888586029,7.89387776615453
"Gpi1",10.7139248192177,10.9508512253646,10.6843453307348,10.8457341816883,10.5577961698547,10.6115526068063,10.6416749209308,10.6421382798789,10.3731924268526,10.6574843308541,10.6180357263788,11.016712109185,10.8361519397309
"Gpkow",6.92797124788397,7.33737649052932,7.39844251292358,7.40035692082787,7.18976527101124,7.34855397765671,7.37103304907023,7.08559618921352,7.10546576979587,6.98974671726728,7.22558146367649,7.06728865205077,7.20720624777672
"Gpld1",7.15243178157397,7.47025099872493,7.2867590902481,7.20646072753044,6.82832897589128,7.22382484024835,7.4858425579943,7.05270248784342,7.09778218025806,7.58855490408126,7.25315163288251,7.12014914333324,7.13783278764613
"Gpm6a",11.3981428560279,11.0234423715774,11.615730865772,11.222608323344,10.9649493541874,10.8788674046138,11.0759528847215,11.3881002699189,11.4479846076365,10.9848802868815,11.0464651644419,11.3990079296248,11.5211272466495
"Gpm6b",11.0367820734799,10.8886109142732,11.1419616112778,10.8841568290885,10.6262920118395,11.2121473081388,11.0086995587117,11.0378375453807,11.1139132357425,11.1026979476018,11.0421992861286,10.7541818701143,11.0869476998673
"Gpn1",6.9446303454986,7.07342074871035,6.69440505779589,7.09490713487138,7.01424139923227,7.34855397765671,7.11709984293452,7.03016480983335,7.07438192822157,6.93704995994625,7.15342874700611,7.04904466583685,6.87931527027895
"Gpn2",6.29735509414656,6.21310074711845,6.16880374796255,6.27744994173976,6.44870669832753,6.45615448321674,6.50735933102665,6.48031959444743,6.43441589627705,6.28147600077981,6.04712153062895,6.78604476894869,6.71189678562978
"Gpn3",6.50078779677736,6.61998239225951,7.2867590902481,6.62110573843537,6.64502095386144,6.72106904335073,6.69857099354163,6.56407989418858,6.86411979420612,6.54545593543583,6.40461402220564,6.62488641088715,6.64764988996942
"Gpnmb",6.51499297819525,6.51219978787452,6.48711914429975,6.21367939312316,6.64502095386144,6.91947305077529,5.79792097911291,6.45758207855281,6.70298153181914,6.62789588421905,6.46382162517213,6.76129870673689,6.48568564295717
"Gpr1",5.79792097911291,5.79792097911291,5.79792097911291,5.79792097911291,6.22600934735641,5.79792097911291,5.79792097911291,5.79792097911291,6.224148879409,5.79792097911291,5.79792097911291,6.02584932680394,6.19749454254532
"Gpr101",6.15195133449451,5.79792097911291,5.79792097911291,6.33344226761965,5.79792097911291,5.79792097911291,5.79792097911291,5.79792097911291,5.79792097911291,6.4039209779424,5.79792097911291,5.79792097911291,6.17183617358393
"Gpr107",7.61415135494001,8.05898637964969,7.46731399684207,7.62929347356214,7.50289398064401,7.74610527607146,7.36391306911577,7.55291171060551,7.66551544634687,7.51580874474822,7.53336694962452,7.45747015791945,7.52448397369527
"Gpr108",7.03897902834281,7.28943145225902,6.53372974508939,7.20646072753044,7.02544323355206,7.74610527607146,7.12600634246633,6.89599265928772,7.24175574636713,7.07460872704935,6.65839653175403,7.09405726149107,6.97580986028297
