"","143A-CA3-1","144A-CA3-2","144B-CA3-1","144C-CA3-2","144D-CA3-2","145A-CA3-2","146A-CA3-2","146B-CA3-2","146D-CA3-3","147C-CA3-3","147D-CA3-1","148A-CA3-3","148B-CA3-4"
"Cd3eap",6.85819455130461,7.42762249608666,6.32100404828009,6.9472979425053,6.69485374917995,6.72106904335073,6.9835086158122,6.97147746832983,6.70298153181914,6.94684858027767,6.85455758963697,7.18671792761955,6.8877473475772
"Cd4",6.00266189302359,5.79792097911291,6.32100404828009,5.79792097911291,5.97322132464596,6.26536257807974,5.79792097911291,5.79792097911291,5.79792097911291,5.79792097911291,5.79792097911291,6.07693045650159,6.04309649571116
"Cd40",6.61914818949769,6.87498973871508,6.65735097676436,5.79792097911291,6.4928169351938,5.79792097911291,6.28875375545057,6.86941357973057,6.24980044309452,6.26869361647034,6.46382162517213,6.07693045650159,6.48568564295717
"Cd44",6.08722641205504,5.79792097911291,6.06053473843515,6.03851180696521,6.18894765256599,5.79792097911291,5.79792097911291,6.19433878485403,6.24980044309452,6.16657206991213,6.07644940259797,6.27969139211514,5.99818610328899
"Cd46",6.55588679675163,6.79825293427866,6.69440505779589,6.3838927431576,6.99145004644954,5.79792097911291,6.75299528763366,6.56407989418858,6.51582681477711,6.62077596314768,6.91333246549221,6.69601138595238,6.66965585338728
"Cd47",9.34119376249355,8.89458260684601,9.12090791161824,8.65426794418977,8.74735308412091,8.49968202435094,8.7453747073681,9.00922906864366,9.44345445661779,8.75658208314091,8.62284971480602,8.7542596191554,9.18662759883756
"Cd48",5.79792097911291,5.79792097911291,5.79792097911291,5.79792097911291,5.79792097911291,5.79792097911291,5.79792097911291,5.79792097911291,6.05952294059436,5.79792097911291,5.79792097911291,5.79792097911291,5.79792097911291
"Cd52",5.79792097911291,5.79792097911291,5.79792097911291,5.79792097911291,5.79792097911291,5.79792097911291,5.79792097911291,5.79792097911291,5.79792097911291,6.02061011699085,6.1499084072503,5.79792097911291,5.93958660595551
"Cd53",5.94275535895326,6.51219978787452,6.25153872094999,6.87643461299108,6.14787876397264,7.08293507514421,6.40848695891524,5.79792097911291,6.39854584178971,6.81059525875415,6.17114505901687,5.79792097911291,6.08091217074918
"Cd55",6.42456678793802,6.38308265537795,6.79637848142549,6.47302689012416,5.97322132464596,5.79792097911291,6.28875375545057,6.19433878485403,6.24980044309452,5.79792097911291,6.22848608738038,6.25237071273043,6.11418856171014
"Cd59a",5.94275535895326,6.61998239225951,5.79792097911291,6.55103753686899,5.79792097911291,6.82584840314581,6.28875375545057,6.15270963200345,6.53094676882218,6.25554140016977,6.45243612727827,6.30549265221265,6.26590698445161
"Cd59b",6.08722641205504,6.21310074711845,5.79792097911291,6.33344226761965,5.79792097911291,5.79792097911291,6.12601578085133,6.19433878485403,6.41675655944807,6.22799069013637,6.10293924104485,6.27969139211514,6.08091217074918
"Cd63",6.39115103340929,6.79825293427866,6.85817896301034,7.27489023531006,6.64502095386144,7.22382484024835,7.72983383868366,6.7388614956008,6.72633005143469,7.18427819935172,7.04332341215597,6.93192179601178,6.84478386964136
"Cd68",5.79792097911291,6.61998239225951,5.79792097911291,6.82595886299523,6.47114901390653,6.72106904335073,6.19932390637337,5.79792097911291,6.39854584178971,6.6759484401012,6.22848608738038,6.07693045650159,6.37833578418493
"Cd70",5.79792097911291,5.79792097911291,5.79792097911291,5.79792097911291,5.79792097911291,7.08293507514421,5.79792097911291,5.79792097911291,5.79792097911291,5.79792097911291,5.79792097911291,5.79792097911291,5.79792097911291
"Cd74",5.79792097911291,5.79792097911291,5.79792097911291,6.74433809655362,5.79792097911291,5.79792097911291,6.16454579830947,5.79792097911291,5.79792097911291,6.24198646124767,6.10293924104485,5.79792097911291,5.99818610328899
"Cd79a",5.79792097911291,5.79792097911291,5.79792097911291,5.79792097911291,5.79792097911291,5.79792097911291,6.23125473632032,5.79792097911291,5.79792097911291,5.79792097911291,5.79792097911291,5.79792097911291,5.79792097911291
"Cd79b",5.79792097911291,5.79792097911291,5.79792097911291,5.79792097911291,5.79792097911291,5.79792097911291,5.79792097911291,5.79792097911291,5.79792097911291,6.13154253318249,5.79792097911291,5.79792097911291,5.79792097911291
"Cd80",6.08722641205504,5.79792097911291,5.79792097911291,5.79792097911291,5.79792097911291,5.79792097911291,6.12601578085133,5.79792097911291,5.79792097911291,5.99082321164452,5.79792097911291,5.79792097911291,5.93958660595551
"Cd81",8.20715118144346,9.05605372487878,8.27695254839981,9.13768003046844,8.89131283804365,9.25954759853621,9.24341116524807,8.50434933129096,8.38524779434466,9.07193303724118,8.46852389208826,8.71348400796758,8.92990585458905
"Cd82",6.68857968493727,6.21310074711845,6.16880374796255,6.13777583631765,6.72641565615286,6.91947305077529,6.76605960716109,6.10536968899937,6.90253916646795,6.7337030784944,6.338547646358,6.35337292064651,6.42673423028301
"Cd83",7.49624786092156,7.83018895504269,7.91140585466257,7.75741621121055,6.59169229673375,7.90547257820819,8.15669588663902,7.29982946911989,7.47256168876735,7.99155633725304,7.02657953127192,7.41217875942808,7.36622011968486
"Cd84",6.39115103340929,6.21310074711845,6.06053473843515,6.03851180696521,6.40114897700492,6.26536257807974,6.16454579830947,6.40939539511191,6.948435914445,6.4424374288196,6.6234939915914,6.45737580612184,6.41105061977743
"Cd86",5.94275535895326,6.79825293427866,5.79792097911291,6.51318214423329,6.18894765256599,6.26536257807974,6.28875375545057,5.79792097911291,6.09985557890259,6.41378993985285,6.1499084072503,6.2232376120478,6.22156488840593
"Cd8a",5.94275535895326,5.79792097911291,5.79792097911291,5.79792097911291,6.14787876397264,5.79792097911291,6.28875375545057,6.35680452749698,5.79792097911291,6.0922926373818,5.79792097911291,6.07693045650159,6.14423682194042
"Cd8b1",6.15195133449451,5.79792097911291,5.79792097911291,5.79792097911291,6.18894765256599,5.79792097911291,5.79792097911291,5.79792097911291,5.79792097911291,5.79792097911291,5.79792097911291,5.79792097911291,5.99818610328899
"Cd9",6.40810117418347,7.28943145225902,6.32100404828009,7.48625415115676,7.12104268816862,7.74610527607146,7.50499115949197,6.7543869296369,6.66662803657371,7.20339916051871,7.09195479280088,6.65412835436906,6.87931527027895
"Cd93",6.47140764329951,6.94576718543064,6.88755170838339,6.4301316464168,6.4928169351938,7.56359721263835,7.04293990503628,6.94697623192235,7.16498347143525,7.29777183248611,6.04712153062895,6.45737580612184,6.57748016617665
"Cd96",5.79792097911291,5.79792097911291,5.79792097911291,5.79792097911291,5.79792097911291,5.79792097911291,5.79792097911291,5.79792097911291,5.79792097911291,5.79792097911291,5.79792097911291,5.79792097911291,6.04309649571116
"Cd99l2",7.71343508612047,7.55117713406461,7.69521744561654,7.9135388679777,7.58656606717021,7.51338196867241,7.78653261399534,8.05149735461188,7.79483126516403,7.67252001976767,7.87361325230093,7.30871274297402,7.77105796167516
"Cda",5.79792097911291,6.21310074711845,5.79792097911291,5.79792097911291,6.10117829047018,5.79792097911291,5.79792097911291,5.79792097911291,6.24980044309452,5.79792097911291,5.79792097911291,5.79792097911291,6.04309649571116
"Cdadc1",7.12521011849083,6.94576718543064,6.79637848142549,7.1886612719448,7.02544323355206,7.0045905035685,6.81640345219577,6.88279931198112,7.16498347143525,7.10416500486047,7.24860434603574,7.50108679751418,7.15078666773238
"Cdan1",6.83058693569636,7.01165109789794,6.72981077349189,6.79960298001174,7.21791908560486,7.51338196867241,7.00371826299416,7.27298093147093,7.38691120378848,7.16873269319783,6.96863060434476,7.19475433582688,6.79965217280958
"Cdc123",7.34299366588228,7.58968939134596,7.65290411316203,7.65359085282071,7.51009310440255,6.91947305077529,7.65375891412718,7.73150084994905,7.39282113135617,7.50421665664266,7.59920263423865,7.61206120791474,7.48686267274451
"Cdc14a",6.20638091840365,6.51219978787452,6.48711914429975,6.3838927431576,6.14787876397264,5.79792097911291,5.79792097911291,6.2663850034612,6.46825388324829,6.53746112616613,6.3659452351626,6.25237071273043,6.19749454254532
"Cdc14b",6.39115103340929,6.38308265537795,6.79637848142549,6.4301316464168,6.72641565615286,5.79792097911291,6.59321080713262,6.90900062788337,6.51582681477711,6.88125343139818,6.56784791610061,6.54624306458236,6.6587313479393
"Cdc16",7.4559342758425,7.28943145225902,7.56365749059108,7.74629536140497,7.43606034659048,7.08293507514421,7.32763269109169,7.38498066466246,7.12818176809957,7.35542827188123,7.50088252851013,7.51930162251841,7.63502606768385
"Cdc20b",5.79792097911291,5.79792097911291,5.79792097911291,5.79792097911291,5.79792097911291,5.79792097911291,6.33998374420797,5.79792097911291,5.79792097911291,5.79792097911291,5.79792097911291,5.79792097911291,5.79792097911291
"Cdc23",7.40886963680214,7.28943145225902,7.39844251292358,7.37025936568148,7.45876046802544,5.79792097911291,7.34953905463972,7.27298093147093,7.5420850266691,7.32186919987395,7.25768026620205,7.26452937727723,7.58761826446041
"Cdc25a",6.18015868991783,6.38308265537795,6.43684494962567,6.4301316464168,6.22600934735641,5.79792097911291,6.23125473632032,6.10536968899937,6.5003544541046,6.49599525105774,6.30961371797037,6.30549265221265,6.39492997439153
"Cdc25b",6.5289002789815,6.94576718543064,6.88755170838339,6.33344226761965,6.64502095386144,6.26536257807974,6.23125473632032,6.58351136729771,6.56021326280277,6.52118333439673,6.87457081236859,6.25237071273043,6.68042929125745
"Cdc26",6.55588679675163,6.61998239225951,7.07108568610524,7.11433920033064,6.69485374917995,6.60070257844287,7.04293990503628,6.40939539511191,6.78196619536376,6.9709153069394,6.96863060434476,6.6822972916022,6.6587313479393
"Cdc27",7.54954588435516,8.11045440775645,7.72264944672562,7.86357952014634,7.56618441677205,7.460968647593,7.78653261399534,7.66832306483999,7.69338634318659,7.65977109721493,7.65846383919556,7.14560523135078,7.49163067587481
"Cdc34",7.0685368698121,7.55117713406461,7.60909284007067,7.89378628633096,7.21791908560486,8.04734537441895,7.51758846284862,7.62881643064598,7.18646823683044,7.20718308324678,7.70576976487258,7.56075927505607,7.19492212109116
"Cdc34b",5.79792097911291,5.79792097911291,5.79792097911291,6.27744994173976,5.79792097911291,5.79792097911291,5.79792097911291,5.79792097911291,5.79792097911291,5.79792097911291,5.79792097911291,5.79792097911291,6.11418856171014
"Cdc37",8.3447454507897,8.53930799952099,8.47501791244969,8.56059493310941,8.46151229023099,8.74177021976058,8.23414486426956,8.35170496053092,8.13570427890938,7.89942959293774,8.1685330315585,8.70860749075738,8.29724488054158
"Cdc37l1",7.58227680920496,7.18685016413178,7.18433518108586,6.58692578605802,7.55240409487667,8.17543450714356,7.91587072642174,7.44884239110495,7.47805588439268,7.67505417643253,7.69956504626784,6.94224056176179,7.37150483938059
"Cdc40",8.03780568572961,7.66325821263599,7.74949484408934,7.60450703763556,7.57981003792965,7.78785131736473,7.32023563506655,7.92542032653673,7.81584877364777,7.77242958136704,7.86545217492528,7.75926835602757,7.82670082815559
"Cdc42",9.21640633102094,9.49059997571372,9.47827844402991,9.57003807263629,9.26908503148942,9.18784796244324,9.3678636991149,9.35582567926949,9.17631873578041,9.00844422513874,9.30811927872687,9.48048468368942,9.16908035831111
"Cdc42bpa",9.38697645042957,8.71208676537511,9.13055169344191,8.92602927468458,9.23176007595186,8.89467121554571,8.89514795530378,9.32550479990118,9.39415725177375,9.32802315723917,9.38969984092242,9.09839036545706,9.01118314255666
"Cdc42bpb",8.81404963036662,8.71208676537511,8.79584525295651,8.40016943654729,8.78064887160408,9.080949301502,8.48832758493793,8.75530584436703,9.0559201568143,8.73844507746704,9.25266263334663,8.60730315035434,8.78243230469693
"Cdc42bpg",6.00266189302359,6.21310074711845,6.85817896301034,6.47302689012416,5.79792097911291,7.15571777335637,6.60919523044297,6.10536968899937,6.09985557890259,6.5611725550959,6.24593009129043,6.4761544625771,6.08091217074918
"Cdc42ep1",6.58186425300839,7.13166684726481,6.06053473843515,6.51318214423329,6.97985280716356,7.28792862847895,7.22743506849287,6.48031959444743,6.67893306085732,6.96136072605091,6.65839653175403,6.59445219644709,6.83594001490049
"Cdc42ep2",6.20638091840365,6.21310074711845,6.38195803397133,5.79792097911291,6.67859341927627,6.72106904335073,6.38658562481648,6.56407989418858,6.16737868529507,6.18286993285015,6.47500253770205,6.25237071273043,6.49959732477548
"Cdc42ep3",6.20638091840365,5.79792097911291,5.79792097911291,6.3838927431576,6.4928169351938,5.79792097911291,6.80408981131198,6.10536968899937,6.31900491233612,6.59158926593951,5.92263737706101,6.02584932680394,6.49959732477548
"Cdc42ep4",6.77262843687469,6.71402883175886,6.91601621412504,7.03429978792216,6.57301478134742,7.460968647593,7.4858425579943,6.84203459986828,6.69104832575507,7.5583096222939,6.82017801841684,6.76129870673689,6.6587313479393
"Cdc42se1",7.72992243585971,8.11045440775645,7.851528585198,7.80094792186528,7.77377293745246,7.97833084217744,8.13371947437473,7.779850989334,8.04800731958106,7.77477008704118,7.82385074070286,7.87306956076083,7.71285804151624
"Cdc42se2",8.90253237913792,8.8802509577153,8.8555159500479,8.82957539774417,8.76687198804534,8.23515125514584,8.77712284554319,8.90744656242554,8.75847047455611,8.48505431284181,9.02961239471566,8.62037796753912,8.68623724313749
"Cdc45",6.00266189302359,6.21310074711845,5.79792097911291,5.79792097911291,6.04568107033321,5.79792097911291,6.36378895405733,6.10536968899937,5.79792097911291,5.79792097911291,6.1499084072503,6.4943913275196,6.17183617358393
"Cdc5l",7.4559342758425,7.42762249608666,7.07108568610524,7.779368754091,7.58656606717021,7.56359721263835,7.34228367648624,7.68761422770365,7.51049858524521,7.41973903119869,7.48615681796148,7.54316587986545,7.31752453200084
"Cdc6",5.94275535895326,6.21310074711845,5.79792097911291,6.4301316464168,5.97322132464596,5.79792097911291,5.79792097911291,5.97565024682105,6.16737868529507,6.0922926373818,5.79792097911291,6.4943913275196,5.79792097911291
"Cdc7",7.10431967481289,6.61998239225951,6.85817896301034,6.62110573843537,6.67859341927627,6.26536257807974,6.84052547305139,6.7388614956008,7.03414718357417,6.70854474480406,7.00380782579062,6.76129870673689,6.90438376536923
"Cdc73",7.48129031148744,6.71402883175886,7.24692842559777,7.41511748042476,7.16085545208192,7.56359721263835,6.88690634572817,7.44884239110495,7.36296394637827,7.44143260103651,6.91963847363624,7.27945226295763,7.26083393732026
"Cdca2",6.08722641205504,6.21310074711845,5.79792097911291,6.03851180696521,5.97322132464596,5.79792097911291,6.12601578085133,5.97565024682105,6.09985557890259,5.90934841974363,5.92263737706101,5.79792097911291,6.14423682194042
"Cdca3",5.79792097911291,5.79792097911291,5.79792097911291,5.79792097911291,5.79792097911291,5.79792097911291,5.79792097911291,6.32845163915429,5.79792097911291,5.90934841974363,5.79792097911291,5.79792097911291,6.11418856171014
"Cdca4",5.94275535895326,6.51219978787452,5.79792097911291,6.21367939312316,6.4254065919863,7.0045905035685,6.08221192150798,6.15270963200345,6.29704420980497,6.30604222883444,6.22848608738038,5.79792097911291,6.28652382987929
"Cdca5",5.79792097911291,5.79792097911291,5.79792097911291,5.79792097911291,5.79792097911291,5.79792097911291,6.28875375545057,5.79792097911291,5.79792097911291,5.79792097911291,5.79792097911291,5.79792097911291,5.79792097911291
"Cdca7",5.94275535895326,6.21310074711845,5.79792097911291,6.03851180696521,5.79792097911291,5.79792097911291,5.9622333015132,5.79792097911291,6.46825388324829,6.22799069013637,5.79792097911291,5.79792097911291,5.79792097911291
"Cdca7l",6.31753497558397,6.61998239225951,6.25153872094999,6.55103753686899,6.22600934735641,5.79792097911291,6.08221192150798,6.65644005186524,6.57439669294796,6.31787330545092,6.04712153062895,5.79792097911291,6.37833578418493
"Cdca8",6.25421563294368,5.79792097911291,5.79792097911291,6.03851180696521,6.10117829047018,5.79792097911291,6.23125473632032,6.2663850034612,5.94909477508876,6.13154253318249,5.79792097911291,6.07693045650159,6.17183617358393
"Cdcp1",5.79792097911291,5.79792097911291,5.79792097911291,6.03851180696521,5.97322132464596,5.79792097911291,5.79792097911291,6.04910969117149,5.94909477508876,6.14950243147828,6.10293924104485,6.30549265221265,5.79792097911291
"Cdcp2",5.79792097911291,5.79792097911291,5.79792097911291,5.79792097911291,5.79792097911291,5.79792097911291,5.79792097911291,5.79792097911291,5.79792097911291,5.79792097911291,5.79792097911291,6.11992687137053,5.79792097911291
"Cdh1",5.79792097911291,5.79792097911291,6.06053473843515,5.79792097911291,5.79792097911291,5.79792097911291,5.79792097911291,5.79792097911291,5.94909477508876,5.79792097911291,6.1499084072503,6.11992687137053,5.93958660595551
"Cdh10",7.31438496342007,7.28943145225902,6.76375146374334,7.25817737343042,7.30686822336484,7.08293507514421,7.28250399435208,7.27298093147093,7.03414718357417,7.60205846108239,7.29325922674727,7.10282763738966,7.45784527243635
"Cdh11",8.88527684553641,8.1354597591778,8.62069678477574,8.06163693571887,8.39792539196601,8.61498531343331,8.64022709311968,8.88408228168498,8.79122011653838,8.73958557513251,8.74472568080852,8.49230000546683,8.69006250886506
"Cdh12",6.96100345029416,6.61998239225951,6.57733709709349,6.47302689012416,6.59169229673375,7.0045905035685,6.44996174070289,6.90900062788337,7.1130928903974,6.72122099597147,6.80604283266766,6.19188989760723,6.71189678562978
"Cdh13",7.15912902847786,7.01165109789794,6.85817896301034,7.84304065569969,7.18021510366096,7.82826929346694,7.47939063101654,6.81378968024099,7.12066456050122,7.41973903119869,6.78439946440884,7.06728865205077,7.46759695142045
"Cdh15",6.15195133449451,5.79792097911291,5.79792097911291,6.33344226761965,6.14787876397264,5.79792097911291,5.79792097911291,5.79792097911291,5.79792097911291,5.79792097911291,6.22848608738038,6.37576087085878,6.22156488840593
"Cdh16",5.79792097911291,5.79792097911291,5.79792097911291,5.79792097911291,5.97322132464596,5.79792097911291,5.79792097911291,6.29841956847072,5.79792097911291,5.79792097911291,6.30961371797037,5.79792097911291,5.79792097911291
"Cdh17",5.79792097911291,5.79792097911291,5.79792097911291,5.79792097911291,5.79792097911291,5.79792097911291,5.79792097911291,6.10536968899937,5.79792097911291,5.79792097911291,5.79792097911291,6.25237071273043,5.79792097911291
"Cdh18",5.79792097911291,6.21310074711845,6.06053473843515,6.3838927431576,6.66198929610963,6.26536257807974,6.40848695891524,6.62086964246792,6.16737868529507,6.4424374288196,6.4859888750294,6.78604476894869,6.48568564295717
"Cdh19",6.4561892013672,6.38308265537795,6.25153872094999,6.21367939312316,6.81448857589688,5.79792097911291,7.12600634246633,6.29841956847072,6.56021326280277,6.7520789808854,6.19121271832157,6.35337292064651,6.48568564295717
"Cdh2",8.74285087655217,8.67920904818807,8.96233893408273,8.69883489162691,8.13982243731522,8.57001214850105,8.5322250690889,8.89191366241983,8.75847047455611,8.62312365832248,8.58345920430199,8.33833059029004,8.90228220574819
"Cdh20",6.18015868991783,6.61998239225951,6.61842278675229,6.4301316464168,6.40114897700492,7.40612017158758,6.85234562082027,6.38372248186076,6.31900491233612,7.04417261850947,6.84778679628546,6.41799407050082,6.72211798516975
"Cdh22",6.56899515196101,5.79792097911291,6.06053473843515,6.47302689012416,6.37581294348192,5.79792097911291,6.16454579830947,6.23190420549957,6.51582681477711,7.03530559373386,6.78439946440884,6.37576087085878,6.52656388672598
"Cdh23",6.08722641205504,6.38308265537795,5.79792097911291,6.13777583631765,6.29163758153291,5.79792097911291,5.79792097911291,5.79792097911291,5.94909477508876,5.79792097911291,5.97424176824464,6.1577488742619,5.79792097911291
"Cdh24",8.44607290927681,7.92076706558522,8.08638964698934,7.83264663285502,8.05860746276676,8.0132908923298,7.93846191621263,8.13082352087888,8.08581936486398,8.04006718706692,8.49774403177522,8.19342776627298,8.29215181481842
"Cdh3",6.39115103340929,6.21310074711845,6.76375146374334,6.27744994173976,6.29163758153291,6.26536257807974,6.19932390637337,6.2663850034612,6.51582681477711,6.14950243147828,6.30961371797037,6.25237071273043,6.32525765136851
"Cdh4",6.58186425300839,6.38308265537795,6.16880374796255,6.62110573843537,6.34924947171264,7.28792862847895,5.79792097911291,6.43397438820465,6.72633005143469,6.7149076480678,6.56784791610061,6.54624306458236,6.51321794057444
"Cdh5",6.35561876365576,6.79825293427866,6.32100404828009,6.9917646602607,6.6098989065935,8.04734537441895,6.76605960716109,6.58351136729771,7.26178897915313,6.93211250598993,6.44083513550014,6.52940122954013,6.37833578418493
"Cdh6",5.79792097911291,5.79792097911291,5.79792097911291,5.79792097911291,6.04568107033321,5.79792097911291,5.79792097911291,5.79792097911291,5.79792097911291,6.46978822212902,6.24593009129043,5.79792097911291,5.93958660595551
"Cdh7",6.15195133449451,6.21310074711845,5.79792097911291,5.79792097911291,6.18894765256599,5.79792097911291,6.31503046201082,6.52350943179416,6.24980044309452,5.95546405847215,6.30961371797037,6.1577488742619,6.47146478007793
"Cdh8",7.77022034603334,7.28943145225902,7.74949484408934,7.80094792186528,7.65215310778391,7.7029297295336,7.2354725541587,7.80335130942237,7.76481064000344,7.62862713794774,7.65201811978426,7.87306956076083,7.92787801887682
"Cdh9",7.60964835311576,7.51139780343617,8.32065869262565,6.65378352774233,7.10055455083193,7.15571777335637,7.10811666111188,7.09633016940974,7.20055634826915,7.311604783076,7.5154288240132,7.4949529786984,7.44801233444608
"Cdhr1",6.51499297819525,6.51219978787452,6.16880374796255,6.03851180696521,6.77159505753461,5.79792097911291,6.26092805397241,6.54409459673837,6.3797318296214,6.46080527144696,6.3659452351626,6.84497994566703,6.70154472001311
"Cdhr2",5.94275535895326,5.79792097911291,5.79792097911291,6.21367939312316,5.79792097911291,5.79792097911291,5.79792097911291,5.79792097911291,5.79792097911291,5.79792097911291,5.79792097911291,5.79792097911291,5.79792097911291
"Cdhr3",5.79792097911291,5.79792097911291,5.79792097911291,5.79792097911291,5.79792097911291,5.79792097911291,5.79792097911291,6.04910969117149,5.79792097911291,5.79792097911291,5.79792097911291,5.95917437673526,5.93958660595551
"Cdhr4",5.79792097911291,5.79792097911291,5.79792097911291,5.79792097911291,5.79792097911291,5.79792097911291,6.19932390637337,6.35680452749698,5.79792097911291,5.79792097911291,5.79792097911291,6.1577488742619,6.04309649571116
"Cdip1",9.18306429663467,9.35313006851743,9.15909478576139,9.05933506634672,9.25348876793981,9.47935904366899,9.17592855082184,9.48822152894386,9.03055836223499,8.96544269739604,9.19701525569206,9.43742790032795,9.0937694068434
"Cdipt",8.56685832848988,8.46365829255376,8.25906719788499,8.32315483586926,8.36868679318875,7.74610527607146,8.72045178087377,8.47304044019815,8.24834122509646,8.09602012788012,8.21537993507735,8.70371383668812,8.68815119081036
"Cdk1",5.79792097911291,5.79792097911291,5.79792097911291,5.79792097911291,5.79792097911291,5.79792097911291,5.79792097911291,5.79792097911291,6.09985557890259,5.79792097911291,5.79792097911291,5.79792097911291,5.99818610328899
"Cdk10",7.63200011538058,8.20778514713548,7.60909284007067,7.65359085282071,7.63284156659127,7.86744946682907,7.70856672240398,7.66832306483999,7.48896858228532,7.71980996034085,7.69019981518262,7.89555839832405,7.77861919379436
"Cdk11b",7.58227680920496,8.00543350252506,7.91140585466257,7.85335112853879,7.52436280619363,7.28792862847895,8.07448221991465,7.42530182934426,7.87690635091229,7.69763247720393,7.57879522318255,7.59519904744259,7.81209870789275
"Cdk12",7.0972618435329,7.13166684726481,7.65290411316203,6.77242020048512,6.90717052890698,6.72106904335073,6.99366549234483,6.97147746832983,7.20753211577962,6.99439834796403,6.9922221244434,6.81009691450627,6.93679297085131
"Cdk13",7.82836321976166,7.51139780343617,7.54812708849267,7.52697414463061,7.49565120793009,7.0045905035685,7.68146434158687,7.69397879501817,7.88087558501004,7.51292122926294,7.82385074070286,7.54905883062207,7.5963754276117
"Cdk14",9.88374679782121,9.23494771468586,10.187339752032,9.53103787720263,9.89830946014527,9.47935904366899,9.37420469216051,9.67679639492901,9.61730055778031,9.3767431109187,10.0415932935078,9.32371899001488,9.37126860701718
"Cdk15",6.08722641205504,6.51219978787452,6.48711914429975,6.3838927431576,6.37581294348192,6.26536257807974,6.03016844607983,6.2663850034612,6.01161542902384,6.25554140016977,6.5482908398375,6.2232376120478,6.14423682194042
"Cdk16",9.09161162248039,9.16607905922508,9.39301426934091,9.1456798759428,9.44913076452635,8.72142550200596,9.51562471221869,9.09966789266702,8.73760483348202,9.11272631580888,9.49975741673752,8.87857658364872,8.89899635792908
"Cdk17",8.2518445413937,8.11045440775645,8.2317869446337,7.96164455184726,7.78531286208895,7.90547257820819,7.85043380744077,8.16216104828061,8.28095867134208,7.85847764245407,7.82102869329375,8.32225685540854,8.19429156630462
"Cdk18",6.18015868991783,6.51219978787452,6.06053473843515,6.21367939312316,6.71078885036178,5.79792097911291,5.79792097911291,5.79792097911291,6.36025382569673,6.66252278271362,6.5178690769855,6.37576087085878,6.32525765136851
"Cdk19",7.62310811473006,7.23933856488408,7.83921161799106,7.67742052328002,7.66486199491755,6.60070257844287,7.45982148406763,7.38498066466246,6.9118994823164,7.59126758187641,7.22091822285575,6.99223323786152,7.08435213587961
"Cdk2",5.79792097911291,5.79792097911291,5.79792097911291,5.79792097911291,5.97322132464596,5.79792097911291,6.26092805397241,5.79792097911291,6.01161542902384,6.25554140016977,6.01380191826847,6.35337292064651,6.34355233066655
"Cdk20",5.79792097911291,6.21310074711845,6.79637848142549,6.03851180696521,6.69485374917995,5.79792097911291,6.12601578085133,5.79792097911291,5.79792097911291,6.56889996280363,6.4859888750294,6.57874428070402,6.64764988996942
"Cdk2ap1",7.18550502345224,7.66325821263599,7.76270619792192,7.48625415115676,7.47365474501825,7.7029297295336,7.81148985260578,7.26388573815059,7.21446330420875,7.43527532413206,7.47499166676363,7.45110594243571,7.27814521197185
"Cdk2ap2",6.69957267277122,7.01165109789794,6.32100404828009,6.85155094807812,7.01424139923227,6.82584840314581,7.08991355802401,6.94697623192235,6.8738766852997,6.52937132738429,6.77706224665409,6.97254509967798,6.44201281805201
"Cdk4",7.03145218466798,7.55117713406461,7.3252187271104,7.07510236867755,7.14113692334525,7.78785131736473,7.02352202787249,6.99537420155145,7.12066456050122,7.07460872704935,7.06522443015693,7.23406592343066,6.95259058973309
"Cdk5",8.06651925364151,8.44407691618074,8.09659152347762,8.16273461808767,8.06325222116274,7.97833084217744,8.2799480334624,7.935966174571,8.05148979139057,7.90999412365613,8.13784502011507,8.23889831077503,8.05565907756892
"Cdk5r1",8.94476599304804,8.71208676537511,9.35250251007913,8.69334150431331,9.16032057497466,8.93042537803014,8.70273666128927,8.94804713833243,8.87561486319769,8.7767084125463,8.87766201740585,8.97268294991633,8.8555650890907
"Cdk5r2",9.33615482728029,9.49992971288327,9.02585186570913,9.5847588624004,9.57651285127707,9.76113292327616,9.2011659100495,9.18254873920762,9.29579121983663,9.10395783636786,9.32801689610961,9.38851170002863,9.08514844078922
"Cdk5rap1",6.48626620448924,6.61998239225951,7.11786574731936,6.4301316464168,6.513781055925,5.79792097911291,6.28875375545057,7.01870297654546,6.69104832575507,6.24198646124767,6.49678984947094,6.60982666222501,6.49959732477548
"Cdk5rap2",6.4561892013672,7.23933856488408,7.41604426344919,6.3838927431576,6.91967757890632,7.51338196867241,6.99366549234483,6.85582799787156,7.10546576979587,7.17653365389916,6.78439946440884,6.70949364614485,6.6587313479393
"Cdk5rap3",6.82119075070704,7.28943145225902,6.53372974508939,7.20646072753044,6.71078885036178,6.45615448321674,7.29774911841528,6.7696296775595,7.08224136025943,6.95171041176112,7.16333414144221,7.24176114822472,7.11143601241496
"Cdk6",6.35561876365576,6.71402883175886,6.43684494962567,6.74433809655362,6.18894765256599,6.45615448321674,6.69857099354163,6.04910969117149,6.60194375180521,6.52937132738429,6.3659452351626,6.02584932680394,6.11418856171014
"Cdk7",7.19845378386302,7.23933856488408,7.60909284007067,6.71527284336393,7.59328487854632,7.08293507514421,7.20296104856609,7.2267369985179,7.45032613844111,7.33204133295948,7.70576976487258,7.38548598056745,7.47726891850565
