"treatment","avePC1","avePC2","sePC1","sePC2"
"standard.yoked",-2.69943002707141,1.83927267565161,0.283154212592659,0.713739464592755
"standard.trained",4.23917243204909,-0.534747114411841,1.01639018522524,0.359085359270388
"conflict.yoked",-1.62990309719827,0.961396815357619,0.351439981081556,0.582699993219768
"conflict.trained",2.5161132125225,0.0569520538270851,1.16187287675497,0.568000989834745
