"","gene","padj","tissue","comparison"
"1471","Ppp1r3g",0.0565946526874327,"CA1","yoked_conflict-yoked_consistent"
"1472","Ppp2r5d",0.0326249693973207,"CA1","yoked_conflict-yoked_consistent"
"1473","Ppp6r2",0.0889136333527502,"CA1","yoked_conflict-yoked_consistent"
"1474","Ppt2",0.0489230387114892,"CA1","yoked_conflict-yoked_consistent"
"1475","Pqlc2",0.0857794628885856,"CA1","yoked_conflict-yoked_consistent"
"1476","Praf2",0.0784391580869195,"CA1","yoked_conflict-yoked_consistent"
"1477","Prcp",0.0818871162930991,"CA1","yoked_conflict-yoked_consistent"
"1478","Prdm11",0.0769424990907443,"CA1","yoked_conflict-yoked_consistent"
"1479","Prkar1b",0.0584093406732753,"CA1","yoked_conflict-yoked_consistent"
"1480","Prkdc",0.0762919946985689,"CA1","yoked_conflict-yoked_consistent"
"1481","Prkrip1",0.0924934476661779,"CA1","yoked_conflict-yoked_consistent"
"1482","Prmt2",0.0840296660209574,"CA1","yoked_conflict-yoked_consistent"
"1483","Prmt3",0.0876127531112229,"CA1","yoked_conflict-yoked_consistent"
"1484","Prom1",0.0637447784061174,"CA1","yoked_conflict-yoked_consistent"
"1485","Prpf3",0.0682796934821544,"CA1","yoked_conflict-yoked_consistent"
"1486","Prpf39",0.0203934469753739,"CA1","yoked_conflict-yoked_consistent"
"1487","Prpf4",0.0706371174740609,"CA1","yoked_conflict-yoked_consistent"
"1488","Prpf6",0.0123897860906458,"CA1","yoked_conflict-yoked_consistent"
"1489","Prps2",0.0577285489189455,"CA1","yoked_conflict-yoked_consistent"
"1490","Prr18",0.0364289921744583,"CA1","yoked_conflict-yoked_consistent"
"1491","Prrt2",0.0698473843182887,"CA1","yoked_conflict-yoked_consistent"
"1492","Psmb2",0.0420607196478844,"CA1","yoked_conflict-yoked_consistent"
"1493","Psmc5",0.0698473843182887,"CA1","yoked_conflict-yoked_consistent"
"1494","Ptbp3",0.0577182026705658,"CA1","yoked_conflict-yoked_consistent"
"1495","Ptcd2",0.093836884496308,"CA1","yoked_conflict-yoked_consistent"
"1496","Ptk7",0.0821063683203846,"CA1","yoked_conflict-yoked_consistent"
"1497","Pura",0.0516530761744233,"CA1","yoked_conflict-yoked_consistent"
"1498","Pwp2",0.0431281047217417,"CA1","yoked_conflict-yoked_consistent"
"1499","Qrsl1",0.0821063683203846,"CA1","yoked_conflict-yoked_consistent"
"1500","Rab13",0.0777156640427123,"CA1","yoked_conflict-yoked_consistent"
"1501","Rab1b",0.079993883678812,"CA1","yoked_conflict-yoked_consistent"
"1502","Rab31",0.097703142132799,"CA1","yoked_conflict-yoked_consistent"
"1503","Rab43",0.0721253508782247,"CA1","yoked_conflict-yoked_consistent"
"1504","Rabep2",0.0672059117538465,"CA1","yoked_conflict-yoked_consistent"
"1505","Rabgap1",0.0924934476661779,"CA1","yoked_conflict-yoked_consistent"
"1506","Rabif",0.0672059117538465,"CA1","yoked_conflict-yoked_consistent"
"1507","Rai2",0.0526902869527018,"CA1","yoked_conflict-yoked_consistent"
"1508","Ralgps2",0.050463698311027,"CA1","yoked_conflict-yoked_consistent"
"1509","Ramp2",0.0821736975833367,"CA1","yoked_conflict-yoked_consistent"
"1510","Rangrf",0.0852970667829911,"CA1","yoked_conflict-yoked_consistent"
"1511","Rap2b",0.0104902425582942,"CA1","yoked_conflict-yoked_consistent"
"1512","Rasal2",0.0425849961711262,"CA1","yoked_conflict-yoked_consistent"
"1513","Rasip1",0.0316820732913349,"CA1","yoked_conflict-yoked_consistent"
"1514","Rasl11b",0.0924934476661779,"CA1","yoked_conflict-yoked_consistent"
"1515","Rbmx2",0.0222748137620538,"CA1","yoked_conflict-yoked_consistent"
"1516","Rccd1",0.027246333479312,"CA1","yoked_conflict-yoked_consistent"
"1517","Relt",0.0516127294190437,"CA1","yoked_conflict-yoked_consistent"
"1518","Rem2",0.0889136333527502,"CA1","yoked_conflict-yoked_consistent"
"1519","Rfc1",0.0769424990907443,"CA1","yoked_conflict-yoked_consistent"
"1520","Rftn2",0.0302194836379909,"CA1","yoked_conflict-yoked_consistent"
"1521","Rgs16",0.0777156640427123,"CA1","yoked_conflict-yoked_consistent"
"1522","Rgs6",0.0778011488634063,"CA1","yoked_conflict-yoked_consistent"
"1523","Rgs8",0.00252318429151039,"CA1","yoked_conflict-yoked_consistent"
"1524","Rhobtb1",0.0425849961711262,"CA1","yoked_conflict-yoked_consistent"
"1525","Rin2",0.0584093406732753,"CA1","yoked_conflict-yoked_consistent"
"1526","Rlim",0.0535900264252769,"CA1","yoked_conflict-yoked_consistent"
"1527","Rltpr",0.0197918570310643,"CA1","yoked_conflict-yoked_consistent"
"1528","Rnaseh2c",0.0525938208813149,"CA1","yoked_conflict-yoked_consistent"
"1529","Rnf11",0.0417975916464328,"CA1","yoked_conflict-yoked_consistent"
"1530","Rnf112",0.0956753350432024,"CA1","yoked_conflict-yoked_consistent"
"1531","Rnf121",0.0526338092150096,"CA1","yoked_conflict-yoked_consistent"
"1532","Rnf166",0.0800390642519846,"CA1","yoked_conflict-yoked_consistent"
"1533","Rnf182",0.0538724459795076,"CA1","yoked_conflict-yoked_consistent"
"1534","Rnf207",0.0394135545724532,"CA1","yoked_conflict-yoked_consistent"
"1535","Rnls",0.0758830707309844,"CA1","yoked_conflict-yoked_consistent"
"1536","Rnpc3",0.0941295781383562,"CA1","yoked_conflict-yoked_consistent"
"1537","Rnpep",0.00223144991328747,"CA1","yoked_conflict-yoked_consistent"
"1538","Robo1",0.0840296660209574,"CA1","yoked_conflict-yoked_consistent"
"1539","RP23-220F20.2",0.0312159426347119,"CA1","yoked_conflict-yoked_consistent"
"1540","Rpap3",0.0777156640427123,"CA1","yoked_conflict-yoked_consistent"
"1541","Rpl10-ps3",0.0203317626474824,"CA1","yoked_conflict-yoked_consistent"
"1542","Rpl7",0.0456437183541077,"CA1","yoked_conflict-yoked_consistent"
"1543","Rps23",0.0394135545724532,"CA1","yoked_conflict-yoked_consistent"
"1544","Rps6kb2",0.0449954392769591,"CA1","yoked_conflict-yoked_consistent"
"1545","Rps9",0.0957640233542224,"CA1","yoked_conflict-yoked_consistent"
"1546","Rrbp1",0.0896347674671924,"CA1","yoked_conflict-yoked_consistent"
"1547","Rreb1",0.0370799317282398,"CA1","yoked_conflict-yoked_consistent"
"1548","Rrp1",0.0906237774188184,"CA1","yoked_conflict-yoked_consistent"
"1549","Rtel1",0.0797858179279647,"CA1","yoked_conflict-yoked_consistent"
"1550","Rtn4",0.0826867396867328,"CA1","yoked_conflict-yoked_consistent"
"1551","Rufy3",0.0545543090889916,"CA1","yoked_conflict-yoked_consistent"
"1552","Rundc1",0.0312159426347119,"CA1","yoked_conflict-yoked_consistent"
"1553","S1pr1",0.0115098911222088,"CA1","yoked_conflict-yoked_consistent"
"1554","Sacm1l",0.0488330233033442,"CA1","yoked_conflict-yoked_consistent"
"1555","Samd1",0.051608639038444,"CA1","yoked_conflict-yoked_consistent"
"1556","Sars2",0.0957512211779422,"CA1","yoked_conflict-yoked_consistent"
"1557","Sash1",0.0948289328538397,"CA1","yoked_conflict-yoked_consistent"
"1558","Sbsn",0.0465643550744974,"CA1","yoked_conflict-yoked_consistent"
"1559","Scd2",0.0121159376396542,"CA1","yoked_conflict-yoked_consistent"
"1560","Scn4b",0.000766703646135787,"CA1","yoked_conflict-yoked_consistent"
"1561","Scyl1",0.0560221059594622,"CA1","yoked_conflict-yoked_consistent"
"1562","Sdad1",0.0234169176158992,"CA1","yoked_conflict-yoked_consistent"
"1563","Sdc3",0.000154600526343464,"CA1","yoked_conflict-yoked_consistent"
"1564","Sdhaf2",0.00978392946546534,"CA1","yoked_conflict-yoked_consistent"
"1565","Sdhaf4",0.00998711834503099,"CA1","yoked_conflict-yoked_consistent"
"1566","Sec23ip",0.0881488868364926,"CA1","yoked_conflict-yoked_consistent"
"1567","Sec61a2",0.0229243821443228,"CA1","yoked_conflict-yoked_consistent"
"1568","Selt",0.0415954746054613,"CA1","yoked_conflict-yoked_consistent"
"1569","Sema4b",0.0530349634115281,"CA1","yoked_conflict-yoked_consistent"
"1570","Senp2",0.0871654492551232,"CA1","yoked_conflict-yoked_consistent"
"1571","Senp8",0.0762919946985689,"CA1","yoked_conflict-yoked_consistent"
"1572","Sept9",0.0578844533520842,"CA1","yoked_conflict-yoked_consistent"
"1573","Serf1",0.0956753350432024,"CA1","yoked_conflict-yoked_consistent"
"1574","Serinc5",0.0215359186502333,"CA1","yoked_conflict-yoked_consistent"
"1575","Sesn3",0.0307979278985572,"CA1","yoked_conflict-yoked_consistent"
"1576","Setd7",0.040773653982113,"CA1","yoked_conflict-yoked_consistent"
"1577","Sf1",0.0416632176837714,"CA1","yoked_conflict-yoked_consistent"
"1578","Sfmbt1",0.0777156640427123,"CA1","yoked_conflict-yoked_consistent"
"1579","Sfn",0.0999698632615194,"CA1","yoked_conflict-yoked_consistent"
"1580","Sfxn5",0.0672036830977831,"CA1","yoked_conflict-yoked_consistent"
"1581","Sgcb",0.0956753350432024,"CA1","yoked_conflict-yoked_consistent"
"1582","Sh3bgrl3",0.0567304736911688,"CA1","yoked_conflict-yoked_consistent"
"1583","Sh3pxd2b",0.0672059117538465,"CA1","yoked_conflict-yoked_consistent"
"1584","Sh3rf1",0.0808208813334912,"CA1","yoked_conflict-yoked_consistent"
"1585","Shisa5",0.0516530761744233,"CA1","yoked_conflict-yoked_consistent"
"1586","Shroom4",0.0979974885415467,"CA1","yoked_conflict-yoked_consistent"
"1587","Shtn1",0.0481953662439755,"CA1","yoked_conflict-yoked_consistent"
"1588","Sipa1l1",0.0215359186502333,"CA1","yoked_conflict-yoked_consistent"
"1589","Sirt3",0.0304009517561275,"CA1","yoked_conflict-yoked_consistent"
"1590","Skap2",0.0533881625095898,"CA1","yoked_conflict-yoked_consistent"
"1591","Slain1",0.0777156640427123,"CA1","yoked_conflict-yoked_consistent"
"1592","Slc12a2",0.0919262634919411,"CA1","yoked_conflict-yoked_consistent"
"1593","Slc12a4",0.0320167500278122,"CA1","yoked_conflict-yoked_consistent"
"1594","Slc19a2",0.0464977695766795,"CA1","yoked_conflict-yoked_consistent"
"1595","Slc1a2",0.0232735794999332,"CA1","yoked_conflict-yoked_consistent"
"1596","Slc24a3",0.0121159376396542,"CA1","yoked_conflict-yoked_consistent"
"1597","Slc25a28",0.0994931422566736,"CA1","yoked_conflict-yoked_consistent"
"1598","Slc25a35",0.072858494736972,"CA1","yoked_conflict-yoked_consistent"
"1599","Slc25a39",0.0516530761744233,"CA1","yoked_conflict-yoked_consistent"
"1600","Slc30a1",0.0565946526874327,"CA1","yoked_conflict-yoked_consistent"
"1601","Slc30a6",0.0550234509075433,"CA1","yoked_conflict-yoked_consistent"
"1602","Slc31a2",0.0871654492551232,"CA1","yoked_conflict-yoked_consistent"
"1603","Slc35f4",0.0957640233542224,"CA1","yoked_conflict-yoked_consistent"
"1604","Slc38a1",0.0852970667829911,"CA1","yoked_conflict-yoked_consistent"
"1605","Slc38a9",0.0614356419158988,"CA1","yoked_conflict-yoked_consistent"
"1606","Slc39a13",0.0415954746054613,"CA1","yoked_conflict-yoked_consistent"
"1607","Slc45a4",0.0420607196478844,"CA1","yoked_conflict-yoked_consistent"
"1608","Slc4a2",0.0713136879059935,"CA1","yoked_conflict-yoked_consistent"
"1609","Slc50a1",0.0952147580131703,"CA1","yoked_conflict-yoked_consistent"
"1610","Slc7a11",0.0861560462423495,"CA1","yoked_conflict-yoked_consistent"
"1611","Slc7a2",0.0241381056822308,"CA1","yoked_conflict-yoked_consistent"
"1612","Slc9a2",0.0425849961711262,"CA1","yoked_conflict-yoked_consistent"
"1613","Slc9a7",0.00978392946546534,"CA1","yoked_conflict-yoked_consistent"
"1614","Slco1a4",0.0175826987694485,"CA1","yoked_conflict-yoked_consistent"
"1615","Slitrk1",0.064736292844014,"CA1","yoked_conflict-yoked_consistent"
"1616","Slitrk5",0.0472700781929792,"CA1","yoked_conflict-yoked_consistent"
"1617","Smad4",0.0754110299069697,"CA1","yoked_conflict-yoked_consistent"
"1618","Smad5",0.0700225016059189,"CA1","yoked_conflict-yoked_consistent"
"1619","Smc6",0.072622296766852,"CA1","yoked_conflict-yoked_consistent"
"1620","Smdt1",0.0721253508782247,"CA1","yoked_conflict-yoked_consistent"
"1621","Smg6",0.0795676204179313,"CA1","yoked_conflict-yoked_consistent"
"1622","Smim13",0.0750022960004896,"CA1","yoked_conflict-yoked_consistent"
"1623","Smim17",0.0682796934821544,"CA1","yoked_conflict-yoked_consistent"
"1624","Smo",0.098639764678678,"CA1","yoked_conflict-yoked_consistent"
"1625","Smpd3",0.00944235195710152,"CA1","yoked_conflict-yoked_consistent"
"1626","Sned1",0.0104367612851782,"CA1","yoked_conflict-yoked_consistent"
"1627","Snrpd2",0.0307979278985572,"CA1","yoked_conflict-yoked_consistent"
"1628","Snx1",0.0966651235319317,"CA1","yoked_conflict-yoked_consistent"
"1629","Snx12",0.0271208751684088,"CA1","yoked_conflict-yoked_consistent"
"1630","Snx8",0.0718582444552411,"CA1","yoked_conflict-yoked_consistent"
"1631","Soat1",0.0777156640427123,"CA1","yoked_conflict-yoked_consistent"
"1632","Socs4",0.0530349634115281,"CA1","yoked_conflict-yoked_consistent"
"1633","Sowahc",0.0784391580869195,"CA1","yoked_conflict-yoked_consistent"
"1634","Spag7",0.0415954746054613,"CA1","yoked_conflict-yoked_consistent"
"1635","Spag9",0.094027709853701,"CA1","yoked_conflict-yoked_consistent"
"1636","Spats2",0.0672059117538465,"CA1","yoked_conflict-yoked_consistent"
"1637","Spg20",0.0263175762374066,"CA1","yoked_conflict-yoked_consistent"
"1638","Sphkap",0.0994762181506898,"CA1","yoked_conflict-yoked_consistent"
"1639","Spi1",0.0971852199410783,"CA1","yoked_conflict-yoked_consistent"
"1640","Spin1",0.0437974924971386,"CA1","yoked_conflict-yoked_consistent"
"1641","Sptb",0.0560822817949208,"CA1","yoked_conflict-yoked_consistent"
"1642","Srp14",0.0672059117538465,"CA1","yoked_conflict-yoked_consistent"
"1643","Srprb",0.00252318429151039,"CA1","yoked_conflict-yoked_consistent"
"1644","Srxn1",0.0826628231500802,"CA1","yoked_conflict-yoked_consistent"
"1645","Ssbp3",0.0326249693973207,"CA1","yoked_conflict-yoked_consistent"
"1646","Ssna1",0.0948289328538397,"CA1","yoked_conflict-yoked_consistent"
"1647","Ssr1",0.0924934476661779,"CA1","yoked_conflict-yoked_consistent"
"1648","St5",0.0257267294294138,"CA1","yoked_conflict-yoked_consistent"
"1649","St6galnac3",0.0860879645012021,"CA1","yoked_conflict-yoked_consistent"
"1650","Stam2",0.0852970667829911,"CA1","yoked_conflict-yoked_consistent"
"1651","Stmn4",0.0672059117538465,"CA1","yoked_conflict-yoked_consistent"
"1652","Stt3b",0.0111744377872161,"CA1","yoked_conflict-yoked_consistent"
"1653","Stxbp2",0.0956753350432024,"CA1","yoked_conflict-yoked_consistent"
"1654","Sugp1",0.0516127294190437,"CA1","yoked_conflict-yoked_consistent"
"1655","Supt3",0.0829348168203855,"CA1","yoked_conflict-yoked_consistent"
"1656","Surf2",0.0977424438069783,"CA1","yoked_conflict-yoked_consistent"
"1657","Surf6",0.0821736975833367,"CA1","yoked_conflict-yoked_consistent"
"1658","Swsap1",0.0860997078107354,"CA1","yoked_conflict-yoked_consistent"
"1659","Syndig1",0.0682796934821544,"CA1","yoked_conflict-yoked_consistent"
"1660","Synpo",0.0948289328538397,"CA1","yoked_conflict-yoked_consistent"
"1661","Syvn1",0.0489230387114892,"CA1","yoked_conflict-yoked_consistent"
"1662","Tagln2",0.0672059117538465,"CA1","yoked_conflict-yoked_consistent"
"1663","Taz",0.0488330233033442,"CA1","yoked_conflict-yoked_consistent"
"1664","Tbcb",0.0619198860876503,"CA1","yoked_conflict-yoked_consistent"
"1665","Tbp",0.0788428714586681,"CA1","yoked_conflict-yoked_consistent"
"1666","Tceal3",0.0420607196478844,"CA1","yoked_conflict-yoked_consistent"
"1667","Tcta",0.0979974885415467,"CA1","yoked_conflict-yoked_consistent"
"1668","Tdrd3",0.0800200914417314,"CA1","yoked_conflict-yoked_consistent"
"1669","Tenm3",0.0109504727730306,"CA1","yoked_conflict-yoked_consistent"
"1670","Tet1",0.0787246924668677,"CA1","yoked_conflict-yoked_consistent"
"1671","Tgfbr2",0.0829348168203855,"CA1","yoked_conflict-yoked_consistent"
"1672","Tgoln1",0.000897976758960476,"CA1","yoked_conflict-yoked_consistent"
"1673","Thap4",0.0311092260039567,"CA1","yoked_conflict-yoked_consistent"
"1674","Thoc7",0.0343649582383897,"CA1","yoked_conflict-yoked_consistent"
"1675","Thop1",0.0583039183382369,"CA1","yoked_conflict-yoked_consistent"
"1676","Timm10b",0.0754063404866947,"CA1","yoked_conflict-yoked_consistent"
"1677","Timm44",0.0415954746054613,"CA1","yoked_conflict-yoked_consistent"
"1678","Timm9",0.00252318429151039,"CA1","yoked_conflict-yoked_consistent"
"1679","Timp3",0.0221203383279409,"CA1","yoked_conflict-yoked_consistent"
"1680","Tiparp",0.0416632176837714,"CA1","yoked_conflict-yoked_consistent"
"1681","Tjp1",0.0579179973557845,"CA1","yoked_conflict-yoked_consistent"
"1682","Tle4",0.0872330745869774,"CA1","yoked_conflict-yoked_consistent"
"1683","Tm9sf3",0.0199870442272472,"CA1","yoked_conflict-yoked_consistent"
"1684","Tmco3",0.0886178519374821,"CA1","yoked_conflict-yoked_consistent"
"1685","Tmem119",0.0889136333527502,"CA1","yoked_conflict-yoked_consistent"
"1686","Tmem121",0.0574282541763119,"CA1","yoked_conflict-yoked_consistent"
"1687","Tmem132e",0.0871654492551232,"CA1","yoked_conflict-yoked_consistent"
"1688","Tmem143",0.0996608634095374,"CA1","yoked_conflict-yoked_consistent"
"1689","Tmem175",0.0682796934821544,"CA1","yoked_conflict-yoked_consistent"
"1690","Tmem186",0.0876127531112229,"CA1","yoked_conflict-yoked_consistent"
"1691","Tmem199",0.0104902425582942,"CA1","yoked_conflict-yoked_consistent"
"1692","Tmem229b",0.0619198860876503,"CA1","yoked_conflict-yoked_consistent"
"1693","Tmem231",0.0338054764383901,"CA1","yoked_conflict-yoked_consistent"
"1694","Tmem242",0.0302194836379909,"CA1","yoked_conflict-yoked_consistent"
"1695","Tmem254a",0.0388398537966938,"CA1","yoked_conflict-yoked_consistent"
"1696","Tmem254b",0.0388398537966938,"CA1","yoked_conflict-yoked_consistent"
"1697","Tmem266",0.0852970667829911,"CA1","yoked_conflict-yoked_consistent"
"1698","Tmem64",0.073425176498267,"CA1","yoked_conflict-yoked_consistent"
"1699","Tmem87b",0.0326249693973207,"CA1","yoked_conflict-yoked_consistent"
"1700","Tmem94",0.0496980814206644,"CA1","yoked_conflict-yoked_consistent"
"1701","Tmtc2",0.081642232579309,"CA1","yoked_conflict-yoked_consistent"
"1702","Tmx3",0.0957640233542224,"CA1","yoked_conflict-yoked_consistent"
"1703","Tnfaip8l3",0.0948289328538397,"CA1","yoked_conflict-yoked_consistent"
"1704","Tnnt1",0.0271881293719742,"CA1","yoked_conflict-yoked_consistent"
"1705","Tomm40l",0.035203968555711,"CA1","yoked_conflict-yoked_consistent"
"1706","Tor1aip2",0.0840296660209574,"CA1","yoked_conflict-yoked_consistent"
"1707","Traf2",0.0757841816583314,"CA1","yoked_conflict-yoked_consistent"
"1708","Trex1",0.0777156640427123,"CA1","yoked_conflict-yoked_consistent"
"1709","Trhde",0.0852970667829911,"CA1","yoked_conflict-yoked_consistent"
"1710","Trim26",0.024161473435323,"CA1","yoked_conflict-yoked_consistent"
"1711","Trim45",0.0665729435195191,"CA1","yoked_conflict-yoked_consistent"
"1712","Trim56",0.0800390642519846,"CA1","yoked_conflict-yoked_consistent"
"1713","Trp53i11",0.0472700781929792,"CA1","yoked_conflict-yoked_consistent"
"1714","Tshz3",0.0356546470577629,"CA1","yoked_conflict-yoked_consistent"
"1715","Tspan14",0.0852970667829911,"CA1","yoked_conflict-yoked_consistent"
"1716","Ttc7b",0.0121159376396542,"CA1","yoked_conflict-yoked_consistent"
"1717","Ttll7",0.0172463067695239,"CA1","yoked_conflict-yoked_consistent"
"1718","Ttyh2",0.0698473843182887,"CA1","yoked_conflict-yoked_consistent"
"1719","Tubb6",0.0834935691063605,"CA1","yoked_conflict-yoked_consistent"
"1720","Tubgcp5",0.0713136879059935,"CA1","yoked_conflict-yoked_consistent"
"1721","Twistnb",0.0809382324389355,"CA1","yoked_conflict-yoked_consistent"
"1722","Tysnd1",0.0721253508782247,"CA1","yoked_conflict-yoked_consistent"
"1723","Tyw5",0.0673173818560056,"CA1","yoked_conflict-yoked_consistent"
"1724","Uba6",0.0300116736624165,"CA1","yoked_conflict-yoked_consistent"
"1725","Ubac2",0.0232735794999332,"CA1","yoked_conflict-yoked_consistent"
"1726","Ubash3a",0.0326249693973207,"CA1","yoked_conflict-yoked_consistent"
"1727","Ube3c",0.0957640233542224,"CA1","yoked_conflict-yoked_consistent"
"1728","Ubiad1",0.0307979278985572,"CA1","yoked_conflict-yoked_consistent"
"1729","Ubn2",0.0452376932771626,"CA1","yoked_conflict-yoked_consistent"
"1730","Ubr1",0.0896347674671924,"CA1","yoked_conflict-yoked_consistent"
"1731","Ubr2",0.0143939820634328,"CA1","yoked_conflict-yoked_consistent"
"1732","Ubtd2",0.024161473435323,"CA1","yoked_conflict-yoked_consistent"
"1733","Ubtf",0.0427071278545473,"CA1","yoked_conflict-yoked_consistent"
"1734","Uhmk1",0.0425849961711262,"CA1","yoked_conflict-yoked_consistent"
"1735","Ulk2",0.090445882488805,"CA1","yoked_conflict-yoked_consistent"
"1736","Unc13c",0.0826867396867328,"CA1","yoked_conflict-yoked_consistent"
"1737","Urb1",0.0405761393226167,"CA1","yoked_conflict-yoked_consistent"
"1738","Use1",0.0584093406732753,"CA1","yoked_conflict-yoked_consistent"
"1739","Usp19",0.0578642138318999,"CA1","yoked_conflict-yoked_consistent"
"1740","Usp2",0.0712910185130458,"CA1","yoked_conflict-yoked_consistent"
"1741","Usp36",0.0577285489189455,"CA1","yoked_conflict-yoked_consistent"
"1742","Uvssa",0.0343005477657981,"CA1","yoked_conflict-yoked_consistent"
"1743","Vash1",0.0229243821443228,"CA1","yoked_conflict-yoked_consistent"
"1744","Vasn",0.0679386765780825,"CA1","yoked_conflict-yoked_consistent"
"1745","Vcan",0.020253930726746,"CA1","yoked_conflict-yoked_consistent"
"1746","Vcp",0.0370799317282398,"CA1","yoked_conflict-yoked_consistent"
"1747","Vipas39",0.0906237774188184,"CA1","yoked_conflict-yoked_consistent"
"1748","Vipr1",0.0642967768592296,"CA1","yoked_conflict-yoked_consistent"
"1749","Vma21",0.0795676204179313,"CA1","yoked_conflict-yoked_consistent"
"1750","Vstm2b",0.077099653448114,"CA1","yoked_conflict-yoked_consistent"
"1751","Vti1a",0.0583039183382369,"CA1","yoked_conflict-yoked_consistent"
"1752","Vwa5a",0.0788428714586681,"CA1","yoked_conflict-yoked_consistent"
"1753","Wash1",0.0957640233542224,"CA1","yoked_conflict-yoked_consistent"
"1754","Wbp11",0.0674326409694338,"CA1","yoked_conflict-yoked_consistent"
"1755","Wbp1l",0.0861560462423495,"CA1","yoked_conflict-yoked_consistent"
"1756","Wdfy2",0.0852970667829911,"CA1","yoked_conflict-yoked_consistent"
"1757","Wdpcp",0.0712910185130458,"CA1","yoked_conflict-yoked_consistent"
"1758","Wdr61",0.00978392946546534,"CA1","yoked_conflict-yoked_consistent"
"1759","Whsc1",0.0773683023725755,"CA1","yoked_conflict-yoked_consistent"
"1760","Wls",0.0316820732913349,"CA1","yoked_conflict-yoked_consistent"
"1761","Wnk1",0.0583136473170046,"CA1","yoked_conflict-yoked_consistent"
"1762","Wrap73",0.0560221059594622,"CA1","yoked_conflict-yoked_consistent"
"1763","Xndc1",0.0924934476661779,"CA1","yoked_conflict-yoked_consistent"
"1764","Ykt6",0.0343649582383897,"CA1","yoked_conflict-yoked_consistent"
"1765","Ythdf2",0.0302194836379909,"CA1","yoked_conflict-yoked_consistent"
"1766","Zdbf2",0.0297173045023465,"CA1","yoked_conflict-yoked_consistent"
"1767","Zeb1",0.0229243821443228,"CA1","yoked_conflict-yoked_consistent"
"1768","Zfat",0.0802178392738172,"CA1","yoked_conflict-yoked_consistent"
"1769","Zfp113",0.0516127294190437,"CA1","yoked_conflict-yoked_consistent"
"1770","Zfp13",0.0454419016630959,"CA1","yoked_conflict-yoked_consistent"
"1771","Zfp146",0.0584093406732753,"CA1","yoked_conflict-yoked_consistent"
"1772","Zfp184",0.095740251441878,"CA1","yoked_conflict-yoked_consistent"
"1773","Zfp207",0.0592718467672748,"CA1","yoked_conflict-yoked_consistent"
"1774","Zfp37",0.0698473843182887,"CA1","yoked_conflict-yoked_consistent"
"1775","Zfp385a",0.0606991063619794,"CA1","yoked_conflict-yoked_consistent"
"1776","Zfp420",0.0420607196478844,"CA1","yoked_conflict-yoked_consistent"
"1777","Zfp493",0.0976542478597932,"CA1","yoked_conflict-yoked_consistent"
"1778","Zfp512",0.0889136333527502,"CA1","yoked_conflict-yoked_consistent"
"1779","Zfp518a",0.0948289328538397,"CA1","yoked_conflict-yoked_consistent"
"1780","Zfp526",0.0924934476661779,"CA1","yoked_conflict-yoked_consistent"
"1781","Zfp536",0.0579179973557845,"CA1","yoked_conflict-yoked_consistent"
"1782","Zfp622",0.0429437265780373,"CA1","yoked_conflict-yoked_consistent"
"1783","Zfp641",0.0507051603924431,"CA1","yoked_conflict-yoked_consistent"
"1784","Zfp644",0.0852970667829911,"CA1","yoked_conflict-yoked_consistent"
"1785","Zfp653",0.0890251724034019,"CA1","yoked_conflict-yoked_consistent"
"1786","Zfp707",0.0777156640427123,"CA1","yoked_conflict-yoked_consistent"
"1787","Zfp746",0.0957960250882034,"CA1","yoked_conflict-yoked_consistent"
"1788","Zfp760",0.0404269332100607,"CA1","yoked_conflict-yoked_consistent"
"1789","Zfp770",0.0896347674671924,"CA1","yoked_conflict-yoked_consistent"
"1790","Zfp772",0.0769424990907443,"CA1","yoked_conflict-yoked_consistent"
"1791","Zfp78",0.0271208751684088,"CA1","yoked_conflict-yoked_consistent"
"1792","Zfp81",0.0302194836379909,"CA1","yoked_conflict-yoked_consistent"
"1793","Zfp84",0.0924934476661779,"CA1","yoked_conflict-yoked_consistent"
"1794","Zfp933",0.0788428714586681,"CA1","yoked_conflict-yoked_consistent"
"1795","Zfp937",0.0583039183382369,"CA1","yoked_conflict-yoked_consistent"
"1796","Zfp966",0.0682796934821544,"CA1","yoked_conflict-yoked_consistent"
"1797","Zfyve21",0.0515274711505358,"CA1","yoked_conflict-yoked_consistent"
"1798","Zgpat",0.0420607196478844,"CA1","yoked_conflict-yoked_consistent"
"1799","Zic3",0.0199870442272472,"CA1","yoked_conflict-yoked_consistent"
"1800","Zkscan3",0.0875231469146643,"CA1","yoked_conflict-yoked_consistent"
"1801","Zmpste24",0.024161473435323,"CA1","yoked_conflict-yoked_consistent"
"1802","Znfx1",0.0913920702696284,"CA1","yoked_conflict-yoked_consistent"
"1803","Zscan26",0.0302194836379909,"CA1","yoked_conflict-yoked_consistent"
