"","gene","padj","logpadj","lfc","direction"
"1","0610007P14Rik",1,0,0.358662109467356,"NS"
"2","0610009B22Rik",1,0,0.890736017518182,"NS"
"3","0610009L18Rik",1,0,-0.0628626129855188,"NS"
"4","0610009O20Rik",1,0,-0.0616897235239417,"NS"
"5","0610010F05Rik",1,0,-0.203395762463787,"NS"
"6","0610010K14Rik",1,0,1.37040867583596,"NS"
"7","0610012G03Rik",1,0,-0.395153788862703,"NS"
"8","0610030E20Rik",1,0,0.230830954444014,"NS"
"9","0610037L13Rik",1,0,0.590244224970098,"NS"
"10","0610040J01Rik",1,0,0.149323029590636,"NS"
"11","1110002E22Rik",1,0,0,"NS"
"12","1110004E09Rik",1,0,0.280387691409907,"NS"
"13","1110004F10Rik",1,0,0.0763921329533991,"NS"
"14","1110008F13Rik",1,0,0.568156618419421,"NS"
"15","1110008L16Rik",1,0,0.300148831537271,"NS"
"16","1110008P14Rik",1,0,0.0838463718185108,"NS"
"17","1110012L19Rik",1,0,-0.168035628178247,"NS"
"18","1110017D15Rik",1,0,0.899352803712552,"NS"
"19","1110032A03Rik",1,0,1.12300629501382,"NS"
"20","1110032F04Rik",1,0,0.315307599864749,"NS"
"21","1110034G24Rik",1,0,1.21219638663327,"NS"
"22","1110037F02Rik",1,0,0.534893290023765,"NS"
"23","1110038F14Rik",1,0,0.399792610450798,"NS"
"24","1110051M20Rik",1,0,0.407875416127276,"NS"
"25","1110059E24Rik",1,0,-0.352012630073681,"NS"
"26","1110059G10Rik",1,0,0.00807558281557782,"NS"
"27","1110065P20Rik",1,0,0.136390301334538,"NS"
"28","1190002N15Rik",1,0,0.541744732952428,"NS"
"29","1190005I06Rik",1,0,0.01391672604025,"NS"
"30","1190007I07Rik",1,0,-0.39350273225304,"NS"
"31","1500009C09Rik",1,0,-0.106373334564938,"NS"
"32","1500009L16Rik",1,0,-1.27390145115006,"NS"
"33","1500011B03Rik",1,0,0.317788974945855,"NS"
"34","1500011K16Rik",1,0,0.785245727687882,"NS"
"35","1520401A03Rik",1,0,2.55249052874013,"NS"
"36","1600002H07Rik",1,0,1.2233100989118,"NS"
"37","1600002K03Rik",1,0,0.195552011407918,"NS"
"38","1600012H06Rik",1,0,-0.0756130928200157,"NS"
"39","1600014C10Rik",1,0,-0.192920459064078,"NS"
"40","1700001C02Rik",1,0,-3.23139630489826,"NS"
"41","1700001C19Rik",1,0,-1.33260467410166,"NS"
"42","1700001J03Rik",1,0,2.116346276627,"NS"
"43","1700001K19Rik",1,0,0.614603583727878,"NS"
"44","1700001L19Rik",1,0,0.174480527573272,"NS"
"45","1700001O22Rik",1,0,1.017036382842,"NS"
"46","1700001P01Rik",1,0,0,"NS"
"47","1700003E16Rik",1,0,-0.446061682526494,"NS"
"48","1700003F12Rik",1,0,2.91538906636286,"NS"
"49","1700006E09Rik",1,0,0.131458435969242,"NS"
"50","1700007G11Rik",1,0,0,"NS"
"51","1700007K09Rik",1,0,-1.23526244705382,"NS"
"52","1700007K13Rik",1,0,-0.0920327183228542,"NS"
"53","1700008O03Rik",1,0,-2.48813624813521,"NS"
"54","1700010I14Rik",1,0,-1.68490083930779,"NS"
"55","1700011E24Rik",1,0,-2.2327350961758,"NS"
"56","1700011H14Rik",1,0,-2.21824557471288,"NS"
"57","1700013F07Rik",1,0,2.64988570663453,"NS"
"58","1700014D04Rik",1,0,3.79145795706405,"NS"
"59","1700015E13Rik",1,0,-1.21876379558288,"NS"
"60","1700016D06Rik",1,0,2.67362336481115,"NS"
"61","1700017B05Rik",1,0,-0.437505562397339,"NS"
"62","1700019B03Rik",1,0,1.56375406039177,"NS"
"63","1700019D03Rik",1,0,0.0433462483731766,"NS"
"64","1700020A23Rik",1,0,-0.853524814098754,"NS"
"65","1700020D05Rik",1,0,1.2187844348675,"NS"
"66","1700020L24Rik",1,0,-4.08904123489511,"NS"
"67","1700021F05Rik",1,0,0.221559470256487,"NS"
"68","1700022I11Rik",1,0,-0.955894033173658,"NS"
"69","1700023F06Rik",1,0,0.0211881781078029,"NS"
"70","1700024P16Rik",1,0,-3.88481855046968,"NS"
"71","1700025G04Rik",1,0,-0.404116146250787,"NS"
"72","1700027J19Rik",1,0,-0.395374878511455,"NS"
"73","1700028J19Rik",1,0,-0.854400771006377,"NS"
"74","1700028P14Rik",1,0,1.56698186116535,"NS"
"75","1700029F12Rik",1,0,-0.14745093753013,"NS"
"76","1700029I15Rik",1,0,0.876112827369683,"NS"
"77","1700029J07Rik",1,0,1.39060558456178,"NS"
"78","1700029P11Rik",1,0,0,"NS"
"79","1700030J22Rik",1,0,-0.672997636310439,"NS"
"80","1700030K09Rik",1,0,0.812794410828937,"NS"
"81","1700034I23Rik",1,0,-1.87033020539368,"NS"
"82","1700034J05Rik",1,0,-2.15114440156733,"NS"
"83","1700037C18Rik",1,0,-0.129109269765349,"NS"
"84","1700037H04Rik",1,0,-0.734911476373711,"NS"
"85","1700040L02Rik",1,0,1.06603840931294,"NS"
"86","1700047I17Rik2",1,0,-0.756948843948364,"NS"
"87","1700048O20Rik",1,0,1.35568267911614,"NS"
"88","1700057G04Rik",1,0,-3.27467513081831,"NS"
