"","143A-DG-1","143B-DG-1","143D-DG-3","144A-DG-2","144C-DG-2","144D-DG-2","145A-DG-2","145B-DG-1","146A-DG-2","146B-DG-2","146C-DG-4","146D-DG-3","147C-DG-3","147D-DG-1","148A-DG-3","148B-DG-4"
"ARL13B",-0.00490941864563688,0.206371245024432,0.154724558523731,0.812767326267023,0.616702355717448,-0.589516408319211,-0.337137243464511,-0.353029587201897,0.0639086717464297,-0.3132179027687,0.897365269622633,-1.38427347938247,0.69729528304798,-0.197766203782834,0.00985157786741642,-0.279136044251839
"ARL4A",-0.00835620303517981,-0.246979412538738,0.0481857486019814,1.06932645138592,0.518213848868313,-0.334014228005533,0.147761410454876,0.0373558793755517,-0.2274104661444,-0.577451475761072,0.908326089310385,-1.64850705237484,0.637810213695239,-0.37303241292517,-0.0761905741039017,0.124962183196565
"ARL4D",0.468183400330521,-0.215581386910507,-0.494816990704656,0.394220870929061,1.27336918221582,-0.615610571519475,-0.25686450623989,-0.36444871411533,0.786575314028021,-0.35178891782991,0.183013388797796,0.190788138413499,0.360060024399385,-0.767223533147145,-0.270935177548465,-0.318940521098726
"ARL5B",0.0678228114020438,-0.0393557395190074,-0.384427052988131,0.858375060186875,0.691482272179766,-0.560640227039167,0.00114431180152152,-0.114430641085658,0.121064029432809,-0.814323740306352,1.32846602848291,-0.0321813292719595,0.49751802400449,-0.855986202529925,-0.0614677526651137,-0.703059852085098
"ARMCX5",0.278018180363576,-0.186238446617542,-0.697543700423974,0.652150762909955,0.355080587663752,-0.528289269838792,0.134876023220153,-0.384643282042789,0.233058074172895,-0.468033542163487,0.349273776258846,0.0610971315703761,0.441019439981434,-0.161569219182204,-0.179136232112509,0.100879716240316
"ARPP21",-0.0586531266237476,-0.40700164928974,-0.0863001391420823,0.333865121183091,0.40303997126318,-0.0897463784964891,0.125894859923058,-0.469087985032697,-0.113592290984101,0.325700013093565,0.670124629401506,-0.058923798773689,0.193771312567632,-0.341673253814135,-0.112354567436045,-0.315062717839303
"ATF3",0.75869062973246,-0.587805738145788,0.124498044476447,1.07477690959087,1.32588528046474,-1.79911382433648,0.205967680845843,-0.261007828483358,0.631170763990044,-0.382936215428153,1.12183544173348,-0.751615884788328,1.04988999627883,-2.2087194071381,0.111821403610916,-0.413337252403426
"B3GNT2",0.521825766850294,-0.509646736348687,0.103967809530046,0.514953635445035,0.635699106755498,0.042267700086887,0.409925445769238,-0.326962961459717,0.318590435974596,-1.64093023321519,0.996468376392905,-1.64093023321519,0.46262145994528,0.266865190277871,-0.25524659135726,0.100531828568394
"BACH1",0.575748927870029,0.238773534760497,-0.3172833698601,0.830520580553737,0.329758345942652,-0.305309111221487,0.240829930655403,-0.242254172244725,-0.0786264994554475,0.619301814581704,0.0844512802003825,-1.60430541516997,0.249686993238127,-0.519548993182434,0.236088088127985,-0.337831934796355
"BC048403",-0.0755783075664329,-0.023418542888022,0.19961293350572,-0.466234966363515,-0.188669612040619,-0.0832395655885509,0.219974681989505,0.139533760209005,-0.466231039171229,-0.891710131971563,-0.891710131971563,2.33826887643802,-0.201355835400357,-0.00896475663936247,-0.197832525303125,0.597555162762089
"BDNF",0.391587725739782,-0.268497748549392,-0.259146736295763,1.25041289603232,0.984298429705207,-0.639065796033244,-0.294462991180528,-0.718538430554137,0.409673809468275,-1.4133852715557,1.15504560524148,0.319474257373077,0.7244882168406,-0.78102520511785,-0.314819856324485,-0.54603890478965
"BMT2",-1.1420146925262,-0.860431267797827,0.130832553148711,-0.373722154745668,-0.980299612109487,-1.52799855727527,-0.643255797016701,-0.200770018152115,-0.661524201266853,3.8244468954468,0.110435554076886,3.69526723651692,-0.962641127309061,-0.839780399241146,-0.552196085293357,0.983651673544379
"BTG2",0.655798044362676,-0.0927786634641716,-0.0340187802266385,1.17118242028231,1.65423072484174,-1.50193971752748,-0.251001692746526,-0.216734218619369,1.18319105666769,-0.35874033932801,1.35902435684872,-2.60021289621151,0.666805841557435,-1.34567385561348,0.212776583721226,-0.501908864544609
"C2CD4B",0.525034433797951,0.274446522155682,-0.0168993534457078,1.33233368484418,0.763646982528503,-0.479719730655631,-0.145097473630005,-0.0620156328431234,0.730161136902368,-1.95787193019912,0.513326707053257,-1.95787193019912,0.448052277688373,-0.204648596253675,0.390339882535393,-0.153216980279324
"CCDC32",-0.0401088988626555,0.148410045634185,0.27086018591599,-0.331550277229093,-0.125272857203713,0.227870725644862,-0.129306171812945,0.364413193446127,0.0307091519259668,-0.786160621389718,-0.064578107830517,0.313078243027327,-0.211088180203777,0.155104531484608,-0.0935903674446763,0.271209404898025
"CCNK",0.122860681309868,0.147982566731123,-0.127731772416306,0.570974304088083,0.265705322171078,-0.255874947979971,0.247849751693584,-0.26594145301507,0.263561375389211,-2.14685919967267,0.294547257138575,0.722979366978655,0.780045952030824,-0.36715447520855,0.0588486184223358,-0.311793347660767
"CECR6",-0.02470227035435,0.107771229902207,0.156150973304846,-0.211996176534216,-0.228469357596265,0.446975177195022,-0.110922456355437,0.619660723404057,0.00487577192412925,1.06804869478774,-0.397010852706273,-1.97192541061463,-0.27036919181168,0.581874265951297,0.00393427386773215,0.226104605635821
"CIART",0.253783751334104,0.143663589822485,0.0709824621805977,0.487591746703479,0.282299399479276,-0.0713747925292791,0.357897613216106,-0.623377184626539,0.202212443370698,-1.54952699207277,0.732111756932333,-0.39054259390208,0.477699450825555,-0.209861401441268,0.34134212102359,-0.504901370316291
"CITED2",0.669475472579827,0.126175293508945,-0.169383775857865,0.924117248694376,1.10484355066492,-0.553943618060173,0.218401406688625,-0.534643591534438,0.356853806571624,0.601661895847598,0.0856176833748332,-2.09003845702676,0.366913618412064,-0.444482627795035,-0.376184398961569,-0.285383507106966
"CLDN12",-0.00524510405455025,-0.472612889095856,-0.157143148781455,0.566891938865829,0.449248585737494,-0.0683029307162606,-0.20708466400484,-0.722178639208752,0.336785611203645,-0.552646960336244,0.67734191308069,-0.118606141089197,0.25017135510585,-0.135637283018368,0.0667386643747356,0.0922796919372821
"CNNM1",0.179993240019796,-0.156732761030632,-0.0584860023133107,0.703349152187069,0.436295868405198,-0.0696716599235536,0.161559797319422,-0.0906690731163344,0.0846342553685293,0.0883260183463577,0.619254006606779,-1.61432381749981,0.606319202013138,-0.145621550244112,-0.0621532380471681,-0.682073438091368
"COQ2",-0.225219390360429,0.167573574977252,0.129215863433378,-0.185515527945652,-0.322560541407607,-0.199597977327064,-0.374850242728217,0.245369113499149,-0.271406885490218,0.113711858416626,0.00220673710965347,0.892885899882288,-0.276007172213381,0.0579070204437411,-0.0305987197270294,0.276886389437514
"CPEB4",0.0329980382487758,-0.391286776093382,-0.409719512735446,0.785850467946528,0.608419363067666,-0.45527557124729,0.0717123162103306,-0.26276886619571,-0.0988368252069005,-0.577952990035067,0.424587771702479,0.0165783010935741,0.437066777243292,-0.0208344669844394,0.161105994897442,-0.321644021911847
"CPNE7",-0.700510903595005,-0.488320416627523,0.20083972862946,-0.430310329631009,-0.861881034971512,-0.78254034938097,-0.0731410515490207,-0.425773378391196,0.088870300046282,1.73157078834887,-0.416841247155065,0.831357453194621,-0.535641480867187,-0.639676335396403,-0.0511769118275183,2.55317516917318
"CTCFL",-0.83347560514411,-0.587050476970683,-0.565804734015145,-0.511300704572644,-0.880584810322436,-1.07956822768258,-0.279125954161089,0.0791899153599713,-0.641613765269333,3.01643555950415,-0.0240282918230568,3.91243378263229,-1.20205963208689,-0.686956526439708,-0.615910256151811,0.899419727143083
"CTNND1",0.159737295448681,-0.0788185298337121,0.210111414744209,0.831816355473213,0.335831470808587,-0.15473996824126,-0.0837119548962448,0.0155396821194591,0.00189427830134559,-0.575838688124228,1.30377325933558,-2.35830416839076,0.624380526173669,-0.257161195307871,0.255368787878585,-0.229878565489253
"CUL3",0.114410608973963,-0.281746198294903,-0.246254809270667,0.395296557829282,0.315667268074932,-0.156148826551943,0.0894659597801812,-0.185874895661186,-0.00743948373302317,0.201782925292105,0.313797175353129,-0.734895934646885,0.250149643307311,-0.0559225592980379,0.00157814684246826,-0.0138655779967252
"CWC25",0.409039168299813,0.0304002040816354,-0.110739765465768,0.806801908131916,0.627877824112923,-0.390202186112418,-0.0649755752888925,0.224738539556315,0.468489618503702,-0.273695915789503,0.714003770834889,-1.75719486641749,0.490647635752286,-0.447601936412616,-0.0755309924999361,-0.65205743128686
"CXADR",0.322816353686746,0.104957182168672,0.272811357523706,0.61232825851607,0.790021296845791,-0.665148757019563,0.512633186575778,0.0104200800038612,0.410633427681015,-1.72722362361298,1.05836819236209,-1.72722362361298,0.456624664595476,-0.3383215043417,0.318593580068167,-0.412290071440155
"CYP51",-0.0137210511673604,0.0412828919390158,-0.125809575908515,0.96854442834092,0.318167534438984,-0.470150693467505,-0.227947371133156,-0.347554048956184,-0.102934939517807,-0.587959967082512,0.853575447975036,-0.200131006318236,0.490937205345103,-0.419776489290743,0.0418611047666362,-0.218383469963683
"DBPHT2",0.193006827389433,-0.423266346613641,-0.243431105665299,0.958565427056952,1.20152581479138,-0.477428832882208,-0.382996272112484,-0.627261992649635,0.353809495998274,-1.77783580748548,1.48302772977812,-0.123231786943654,0.647248877835766,-0.382229193330622,0.369525552435388,-0.769028387602284
"DNAJA1",0.155076014782159,-0.193347746022816,-0.125292176196137,0.309654779787785,0.562955713408137,-0.471937210590978,-0.132382072872998,-0.22501648980638,-0.0971054325966634,0.0272497248479571,0.274508283903407,-0.0372112125408588,0.705101859823715,-0.685845919123661,0.0942637128981012,-0.160671829700769
"DNAJB1",0.247652150356135,-0.324719305002511,0.234208044573663,0.934915191224519,1.17453649369116,-1.33751583469489,-0.144755092316499,-0.926640393378101,0.050024763982341,-0.893480675805193,1.25167796656861,-0.720732656767821,1.11812059814302,-1.25921133209174,0.627109718841636,-0.0311896373243208
"DNAJB4",0.182636722268795,-0.153531791277204,-0.0908236567044858,0.789784070679501,0.70175890675858,-0.378925040407598,-0.0668265758240443,-0.650937776010712,0.147693894855753,-2.646663977058,1.04032601221638,0.685421642525877,0.749473917178967,-0.258006060100916,-0.166202222663211,0.114821933562325
"DPYSL2",-0.935514059864087,-0.80489026608984,-0.0594505440434467,-0.316893146828901,-0.832285110875985,-0.845294899684511,-0.900552006307775,-0.76923995701528,-0.576920271603171,3.16517005345029,-0.0215151556605342,3.70503884368545,-1.11475618565073,-0.699790604251813,-0.137696321712504,1.14458963245284
"DUSP14",0.571325123143667,0.00866416683350302,-0.113877388318318,0.133243706012638,0.164539972690286,-0.235462965476494,0.306915164610054,-0.296888365870374,0.549144016954009,-0.963476492873448,0.7274410336316,-0.875547671316528,0.217208671271653,0.133520014679353,-0.127282768496297,-0.19946621747531
"DUSP16",0.260598208325709,0.115868711774094,-0.231376727114524,1.12257573003406,0.371597342846604,-0.583820868215034,0.373783282363674,-0.0204541839200125,-0.0124327160191573,-1.40575313842303,0.732583446488727,-1.40575313842303,0.891892009956575,-0.557828145225702,0.0456913404585961,0.302828845092445
"DUSP4",0.413349743163144,-0.131069668012444,-0.313655699482353,0.777889417711616,0.599385441723079,-0.607143540723899,0.00454710114980372,-0.985834140424931,0.0527954784024001,-0.144240940135524,0.632519613725384,0.774840061670991,0.271789340256291,-0.734234571953367,-0.0138588071772681,-0.597078829892925
"DUSP6",0.876611991954286,-0.0140043635058831,0.12202664276402,1.06962125411596,1.25450844402585,-1.76384040354162,-0.154434407966285,-0.801486403252737,0.38202333711939,0.23594486005237,1.14176536174947,-1.53835830243805,0.585685448566553,-1.25325927124006,-0.0155900283580594,-0.127214160045201
"DUSP8",0.157007165782625,-0.313118274425094,-0.0441357978080585,0.710844032505729,0.691128461347031,-0.31321631818173,0.0808200323437944,-0.333904464007308,-0.0852240456401923,0.238702693212533,0.405825951637551,-0.621718905932749,0.298020984898532,-0.239524968245744,-0.0273659470041778,-0.604140600482754
"DYRK2",0.571972867177592,-0.327117986817964,0.0722540629745705,0.780855136043514,0.470620359712435,-0.167906914166377,0.201886090600316,-0.012319365658592,0.394446424788303,-1.24969901848351,-0.0234617386448654,-1.24969901848351,0.427541951196801,0.119204109739733,0.135984623374426,-0.14456158335288
"EEF1E1",-0.198792089996703,0.0977518501174028,-0.0876005109619769,-0.149175763059049,-0.310800719781221,-0.265042348236067,-0.403333634580656,0.140689893859848,-0.238993098737692,1.71192621159571,-1.2213613490654,1.16055687161392,-0.304535658792391,-0.10268851549912,-0.174330395115791,0.345729256639188
