"ID","treatment","trialNum","Day","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10"
"15140B","conflict.yoked",7,2,-0.978603886402638,-2.08945889948334,-0.328062989407695,0.729439533684302,0.780297745291404,0.623521375854545,0.45824782023782,-0.0597303460545436,0.547065584695269,-0.590631015496616
"15140B","conflict.yoked",8,2,-0.578838835521778,2.14654704522144,-0.421449908211138,-0.0154498654215678,1.7411876240748,0.519065074128013,0.237519363413745,0.387402237426344,-0.50491538129283,-0.654328018190202
"15140B","conflict.yoked",9,3,-0.803027626836712,-1.59143292874011,-0.651395419846081,0.786958257572026,1.02073553451996,-0.570566918682048,-2.02869831055458,0.592614588252131,-0.802348864157961,0.913732020821529
"15140C","standard.trained",1,1,-2.9725776244857,-2.65699785546489,-0.525210479493911,-1.38408506089262,0.293020562014335,1.40118649467458,0.521239813478546,-0.431111697923519,0.642939835697301,-0.370689829937808
"15140C","standard.trained",2,1,1.44704551118303,-0.140761910422743,-0.316865234540352,1.11544662607451,2.22783623760451,0.0404673323334883,0.694788139454741,0.544153442917381,0.0166863061739228,-0.789106130747277
"15140C","standard.trained",3,1,1.00832487219427,-0.402681695533206,0.604059733485048,2.05311812608113,0.981113928514028,0.195906848450456,0.0831234759491546,-0.066941864185583,-0.78268713620195,0.474351067513553
"15140C","standard.trained",4,1,0.648292903138048,0.142828646460702,3.13540275910363,-1.14359110974519,2.21273441483916,-1.07804381771032,0.983460252664978,0.364242365904002,0.507056657092063,0.72337830885349
"15140C","standard.trained",5,2,0.875172916330516,-1.24511423463561,0.723467068778893,2.4974979897571,0.690601342666294,0.519722940630748,0.299477983800242,0.546047926456568,1.46874460868597,-1.29337265301679
"15140C","standard.trained",6,2,2.72830665726037,-0.752552874857977,-1.78768610491791,0.653072567811159,1.50018607003873,-0.897921484842001,0.0248738568737829,-0.699936991004747,-0.0178620157723039,0.908451484501756
"15140C","standard.trained",7,2,1.1075919515714,-0.406156069100786,3.25740341139983,-0.830987877633498,0.249811915534295,-0.370225686320511,0.766534176459378,0.165505687658606,0.192639764062619,0.988512702667034
"15140C","standard.trained",8,2,6.39219981808872,0.394754866781727,-3.35959352729373,-0.386961880956783,0.111940699523054,-0.599361772307689,0.726164434686419,-1.06423930100051,0.726946094556218,0.130640318569431
"15140C","standard.trained",9,3,6.43463883323636,0.171008536567821,-3.58310542398361,-0.444539885782468,0.215817219900306,-0.527055228937264,0.671421702773122,-1.22602372530447,0.704533751548388,0.0468695821003227
"15140D","standard.yoked",1,1,-3.20081070988856,-5.36168249299329,-2.02756606082653,0.531797713436394,0.248933816569773,0.53261902216526,1.01469333428788,0.17060094296519,-0.460634804096862,0.385484683414486
"15140D","standard.yoked",2,1,-2.34384532481274,-1.32910971918053,-1.99022397694343,1.39868802510733,0.424088104072923,-0.0709980153719547,0.222337229535897,-0.730164160400191,-1.11960559360333,0.386522592791525
"15140D","standard.yoked",3,1,-0.856811022620945,0.318576227479196,-0.117716445759421,1.44614424415778,0.400831569265573,0.832719102315369,0.0859690552964097,-0.130139031624753,0.651614545135502,-0.302106410954543
"15140D","standard.yoked",4,1,0.353405009608398,-0.61993684097572,0.142561484351829,1.11764530000914,0.588927201759831,0.44053393107936,-0.274235771900527,0.678985860401387,2.03522875937216,-1.17096108761423
"15140D","standard.yoked",5,2,-1.51439028089975,-0.06677434952421,1.18209675432837,0.250874662166124,-0.0411190996835234,0.241102341400589,-0.0055253615545008,-0.424482164582384,0.82383933834168,-0.608228953901171
"15140D","standard.yoked",6,2,-1.07069790789959,0.507596401458104,0.263911520636414,-0.171694530661336,-0.337707157551509,1.05713061075518,-0.115316927541872,-0.659680043032933,-0.345380421445061,0.336604070078129
"15140D","standard.yoked",7,2,-2.14386831234401,3.20318539705704,0.965081571735609,-0.344246039633612,-1.34662310807326,0.566572755237874,-1.03659589915085,-0.828125722495372,0.531233222893052,-0.335842556957586
"15140D","standard.yoked",8,2,-1.88288413067253,3.4421205659962,0.0190447324451218,-0.506930613235895,-0.226586053007192,1.03776350813182,-0.84599006964677,-0.272419392004493,0.0220055269039604,0.159283766869946
"15140D","standard.yoked",9,3,-1.13184424935476,1.71556938729817,-0.576647479959255,0.418175748257616,0.396571907099994,1.20008109939074,-0.149510779894777,-0.336552609323543,-0.30952746384996,0.340838989394635
"15141C","standard.trained",1,1,-2.67840215154323,-4.70532869181394,-0.132360751321057,-0.624763876721598,0.0429757640786988,-0.114007598844797,-1.58895538537138,0.45799147832372,1.35229336338502,0.588730791101389
"15141C","standard.trained",2,1,0.779960447053036,-0.820127003690598,0.901859281528433,0.898896450428265,1.08508615822956,-0.075222315414378,0.308921256052285,0.379548446442528,-0.672938444897427,-0.153767133472156
"15141C","standard.trained",3,1,-0.900145647623561,-0.122253034419647,2.22978299589389,-0.0901656050622258,0.982517934319464,-1.45711096838341,1.09154252694769,-1.08791816697987,0.0674420851889868,-0.561609503769056
"15141C","standard.trained",4,1,0.224528717558038,0.448550321482151,2.78182248571689,0.164686169176359,0.283243029586518,-0.31110403912857,0.648428083270305,-0.168523502943789,0.0258008727086574,0.342642154277991
"15141C","standard.trained",5,2,2.11337632632592,-1.79244130091785,1.23053060453734,1.3989076567002,0.243103191483083,0.460949483621966,0.825099147409876,-0.0161851615725239,-0.468482382349553,-0.559395354969688
"15141C","standard.trained",6,2,0.916929111048676,0.204397283999588,2.53940969332379,0.505316283294147,0.113835463060882,0.047071454426655,0.544650892724219,-0.0129972910975618,-0.2690281110969,-0.158114924561153
"15141C","standard.trained",7,2,0.872950003334056,-0.0133563406004733,1.85635654593745,1.80337099172451,0.154576916963621,0.988973616552585,0.26341366857591,0.764378825431474,1.44028844656503,-0.558421923549188
"15141C","standard.trained",8,2,0.817341194609832,0.418581193361866,4.39712205333079,1.15285920172264,-1.77271337677895,0.621390765595716,0.386241588703887,-0.0437231046325647,-0.392217889061003,0.251240136346011
"15141C","standard.trained",9,3,-0.164459581661155,1.13722876690162,-0.267241241329657,1.22136608446067,0.98724249958234,1.14850154392496,0.545313944244098,-0.0805069793713698,-0.299652120653139,1.1162076351777
"15141D","standard.yoked",1,1,-2.593883456359,-4.41848551209165,-1.10003302270424,-0.50368035877644,0.628913674299384,1.13199476250278,1.03090715377053,-0.417658733143836,-0.505124616908896,0.138750618708111
"15141D","standard.yoked",2,1,-2.37327084960279,-0.68957490228063,-1.53616838708868,1.52591817494622,0.614173326810855,0.337830937457112,1.38035331176628,-0.863660261140639,-0.907038585347308,0.590489312695652
"15141D","standard.yoked",3,1,-2.93826565155847,-1.21436542497821,0.874465812433258,0.590497824384886,-0.255861823878796,-0.271805599171607,0.0238751774857246,-1.2987310586598,1.86469674236577,-1.33123857865223
"15141D","standard.yoked",4,1,-0.627634955092374,-1.85027289331196,1.13068487258707,2.86365371017897,-0.402195995949914,-1.43679314006976,-4.0910046470679,0.894618618605708,1.98747501861546,-0.149246778965026
"15141D","standard.yoked",5,2,-1.45203267395456,1.46927713697392,-0.611704903589773,2.14454625586,-0.576527501978092,0.892070298871085,0.666887911046834,-1.01725583173408,-0.818050459490687,0.397068627676756
"15141D","standard.yoked",6,2,-1.27342803797529,0.124366481925083,-0.960232248488529,1.96161814271952,0.0788100389816122,0.464160437319795,1.09397952693865,-1.14555192408287,-0.999830277567105,-0.0411607322817285
"15141D","standard.yoked",7,2,-1.55490154037591,-1.8317049774063,-0.933190260634647,3.82327558657322,0.0898440211675575,-1.19045755177026,-3.15406564707618,0.594003446177054,1.29709837581308,0.635850028568972
"15141D","standard.yoked",8,2,-0.969714271124085,-0.823192123565116,1.02057847678199,1.43620434651601,-0.708877744857368,-1.07165962068767,-1.75182050968305,-0.920458648233125,-1.22830452239478,0.684552349000508
"15141D","standard.yoked",9,3,-2.77458643022001,2.22148673856328,0.0677398340593512,-1.6018287129868,-0.577555155083978,0.823003670976503,-0.819931131793448,-0.610386335837817,0.337413937751264,0.048706875605743
"15142A","conflict.trained",1,1,-3.05894881603753,-5.19890314670877,-1.07905408958169,0.0263632709645412,-0.347643381027968,0.0131636161467658,-0.747676574465275,0.480008104991062,-0.328054545288254,0.316566029267083
"15142A","conflict.trained",2,1,0.249568026499313,-0.669649789193827,1.69115664636219,0.659171597325211,1.92606481295889,-0.901194231499116,-1.16996394305792,1.38893342146661,0.430872400391373,-0.282780847010241
"15142A","conflict.trained",3,1,2.29068124975837,-0.0133432467912247,1.10350032552769,2.44845680297238,-0.306400748840677,1.31272130541757,-0.584539763670719,1.32481543179904,-1.81894445246586,-0.250181174705816
"15142A","conflict.trained",4,1,2.45982530371446,0.141166788151176,0.870018225333585,0.67707312168668,1.59053025211709,0.679812108834114,-0.223177027619612,1.85942851256609,0.404372845154666,-1.78604346903971
"15142A","conflict.trained",5,2,8.03780096026674,-0.288531583155538,-1.2291163418726,2.26590825733785,-5.47801737109988,2.33322599172301,0.383160208296468,-1.32722327926849,0.161484585334134,1.16012773522844
"15142A","conflict.trained",6,2,-0.454475187176508,0.812085325085844,-2.325340628399,3.25128676950652,2.58256944698791,-0.91163857637406,2.65366840147594,-1.00474649919107,1.11214040501596,2.54415781830106
"15142A","conflict.trained",7,2,1.46275623402933,-1.08143256486081,-0.868861492200466,1.33580211358188,2.85181852322846,-0.129383216443,1.28179936743793,0.687847697854334,-0.544545258226745,-0.793947844876814
"15142A","conflict.trained",8,2,3.95708999331515,0.0607319785755904,-2.08142172227755,0.0518630324848051,1.03364859314577,-0.914836536718553,-0.215258198515312,-0.393125079200104,0.0398587854606633,-0.0166599778730342
"15142A","conflict.trained",9,3,2.21983669911059,-0.136797798700639,1.49030341481602,-1.38464562169565,1.11963187060698,0.0198489069339786,0.322174737489784,1.01539963777706,0.0489949302337877,0.222352840366409
"15142B","conflict.yoked",1,1,-2.94015025382607,-3.97130226926865,-0.629152810956842,-0.69926363300816,-0.00733824028614671,0.108686299469086,-1.44744072424199,-0.13558567514019,-0.353891740721584,0.534146616931356
"15142B","conflict.yoked",2,1,-2.77177126616435,-0.703785088647397,-1.08833782226669,0.753302996113991,-1.26341632614266,-2.08310016750152,0.753979572236741,1.0340948667019,-0.560059246143395,1.41791291024281
"15142B","conflict.yoked",3,1,1.71424620431276,-0.275907556604228,-1.04330597513428,1.76024880562698,2.0542685288373,-1.12339974171901,-1.29388051247677,1.10329511799676,-1.36040344454892,-0.576418275138425
"15142B","conflict.yoked",4,1,1.80245627716487,-0.594345628553382,-1.49446619154574,3.60055853217989,-0.974357762808386,0.0754432114344078,0.270777330858915,-0.393257665273879,-0.113605704748733,2.42871243510923
"15142B","conflict.yoked",5,2,0.489417589219477,-0.324136528859259,-2.08826523728549,2.01981007408524,0.159275089524579,0.982403500121559,0.797771358655528,-0.16114461808433,0.940165582538904,1.44738795997153
"15142B","conflict.yoked",6,2,-0.368409638909653,-1.78301058698032,0.988920280781688,0.79701314213633,0.155507581035255,0.34496755687782,-0.286146528037763,0.927027856062713,2.48683083684016,-0.995082310696123
"15142B","conflict.yoked",7,2,0.499594169864463,-0.429871961025972,0.250055303459287,2.02916035413467,0.629670977166071,1.05924952355262,0.714274863117346,0.193680294072664,-0.701930955946439,-0.235855982924128
"15142B","conflict.yoked",8,2,-1.7696706438469,-0.514048153054998,0.827894846612796,-0.707809806660806,0.301137915886161,-0.603468941397191,-1.26075679017786,-0.145055040426864,-0.56697641442472,1.03405451963747
"15142B","conflict.yoked",9,3,-0.148916429532684,-0.695109117533761,-2.07311364722967,1.57913787980684,-0.193849892305971,0.628666358649339,-0.431361625001677,0.0645023540167098,-0.325597790845632,0.541530827208201
"15142C","standard.trained",1,1,-2.64533544554084,-4.9272008724532,-1.85842695883275,0.910315330691985,0.497454502098213,1.85878683565755,1.78901268433971,-0.247900576290945,0.156004521049815,-0.294613605573847
"15142C","standard.trained",2,1,1.12839117655211,-0.360861456565265,1.71836630127152,0.826101654643737,1.38841875491338,-0.523627860633297,-1.33671725065468,1.29623374852629,-1.31764401341834,0.234887445226716
"15142C","standard.trained",3,1,5.73526225825838,-0.313165201403463,-1.23473312128395,-1.08756599655006,-0.51489650815331,-0.303791208289844,-0.225270976783967,-0.275244955129908,-0.189940672704047,-0.210294416618945
"15142C","standard.trained",4,1,3.69867512443258,-0.191910340285108,0.781917800858897,-1.03481746227314,1.11495142074651,0.156270448111797,0.374287557581534,1.0598916638145,-0.873792333543539,0.0567038598094026
"15142C","standard.trained",5,2,4.59841459742114,0.328554744304095,-0.369694422078732,-0.233079780186204,0.0895415635015346,0.843582349208269,-0.148486034970992,1.12502530913188,-1.38933580133639,-1.22263648604604
"15142C","standard.trained",6,2,6.90449809156472,0.136460870116367,-2.43668522806495,-1.39676448140496,0.164692131145707,-0.271155540747474,0.0500058750549391,-0.174575795397241,-0.092963550420248,-1.65331223610497
"15142C","standard.trained",7,2,6.76541339876969,0.0537167005062727,-1.78920655188326,-1.47995484164291,-0.419955745985421,-0.112823543892493,0.0966102811386636,-0.317341161896067,0.102210729049226,-0.924587854416921
"15142C","standard.trained",8,2,6.8027978882533,0.356833541816146,-2.25340459496228,-1.22702242622171,0.00878971471846664,0.0443339547429718,-0.0795046906417133,0.0748796694147044,-0.362629679918128,-1.9214434985952
"15142C","standard.trained",9,4,5.47240104046497,-1.64423076691213,-2.18820792486485,-1.11854531079561,-0.606237969939894,-0.0541796339285726,-0.120869153825113,-0.160498615118263,0.0564251941036674,-0.866003810680416
"15142D","standard.yoked",1,1,-2.44939447826415,0.986229319490171,0.13337019907961,-2.02899078799077,0.850777415154321,0.488301603107653,0.223352039129043,-0.122490823597761,-0.252742114348767,0.0654109587504255
"15142D","standard.yoked",2,1,-1.32956225518753,2.5783598153174,-1.89489075028207,1.63945570625582,0.927586550020906,0.492126873854122,0.653845290425934,-0.944626596273226,-0.159645928475927,0.400233047684479
"15142D","standard.yoked",3,1,-2.10292977271183,1.05418434520645,-0.223691340123529,-1.10068459653835,0.15798176890212,0.831086368261146,-0.558843869135508,-0.261381969507736,0.647686034429507,0.025025601556422
"15142D","standard.yoked",4,1,-2.44773947417299,2.59802576065856,0.0972199302758893,-1.82142965276307,0.725694911803092,0.214171418375357,-0.386916393095827,-0.457215824162517,0.395891482796282,0.510295798798274
"15142D","standard.yoked",5,2,-2.53020528450532,2.8105596033304,-0.0155521843053427,-1.52070091593413,0.486907563517184,0.323000464701887,-0.5211414297646,-0.294789924224762,0.309282341570064,0.237693703914635
"15142D","standard.yoked",6,2,-1.24253236164555,1.87216092069206,-0.526333580229589,-0.815989688512891,1.10781353651352,0.658059695172885,-0.332231546360463,0.223031593168518,0.0193791641581601,-0.398260093591337
"15142D","standard.yoked",7,2,-1.10081990381595,2.91166576087329,0.0809951576005855,-0.363475320678794,1.09310690052468,0.811679914338804,-0.207715343528995,0.00847013262877941,0.00890024957204873,0.638540530041343
"15142D","standard.yoked",8,2,-2.55275947229477,1.82956137957884,-0.720452973940648,-0.548979255745261,0.661366972159064,0.753074544191485,-0.953099308080003,0.499463012744321,1.72681231893787,-0.609915231269422
"15142D","standard.yoked",9,4,-2.89475723992102,-1.60404566065042,-1.37762649405186,-0.591686390989288,-0.1847207941527,-0.300936241660528,1.3801867917642,1.43241756752539,-0.240976318392146,0.154356777376268
"15143A","conflict.trained",1,1,-2.79537169942722,-2.39739286356362,-1.49604291090028,-0.336542758436479,-1.35308476722772,-0.955949695647499,0.557624744752264,1.50114192930047,-0.759490787010714,0.264457556807863
"15143A","conflict.trained",2,1,0.536131368101641,-0.784947717205096,1.05617038655666,1.54135312397108,0.760008086923122,-0.174744204686123,-0.0874636503829002,0.0250159731483833,-1.01401512186663,-0.251488008651426
"15143A","conflict.trained",3,1,3.01878539417287,0.182216238228608,2.23187429499861,0.8281970752431,-0.565736264446632,1.12820901680037,0.0831654011216912,1.12857875425434,-0.652172328799623,-0.402089695004798
"15143A","conflict.trained",4,1,7.1989078242418,-0.217866365883419,-0.590271695750453,-1.52681255063291,-1.69482631676401,-0.219668710207767,-0.239207847765619,-0.566420942226131,0.251871337319905,-0.284305038271055
"15143A","conflict.trained",5,2,4.17802750836227,-1.43798315798968,1.93148393960869,0.335128841656379,-1.54672220925001,0.9857199300204,0.0256105801541403,0.746998521571631,0.334961863045185,0.463779955336697
"15143A","conflict.trained",6,2,-0.100643777645465,0.345457553862565,-1.11311739458445,5.29678193643018,-0.443118381034247,0.236140325474093,2.7103249747758,-1.345364420727,1.46122340542788,1.86924778196682
"15143A","conflict.trained",7,2,2.77375320088537,0.948458699137548,-2.28302099843945,2.32047493926399,0.436909175064632,-0.0952378022748913,0.88495170604594,-0.543173686766777,1.18370998446029,1.19309468334735
"15143A","conflict.trained",8,2,5.3195285585008,0.164453745192377,-3.59851462655694,0.652638314239214,-0.16685499713223,-0.911904252453734,0.428229331408701,-1.36857329653156,0.682214061625194,1.37747977953895
"15143A","conflict.trained",9,3,-0.227503872529299,3.03543737772736,-0.137299212505835,0.882547509161889,0.372556261678778,1.07035676629366,-0.352589788924504,0.270503207763974,-0.102292855280237,0.217386109697683
"15143B","conflict.yoked",1,1,-3.77296248565024,-4.52702103080451,-0.298725668166161,-1.17252887420577,-0.667009347674706,0.208480046815163,-1.53023873160703,0.382867675804465,0.915599787785158,-0.125083239355825
"15143B","conflict.yoked",2,1,-3.78977041249459,-0.244921963342452,-0.861999485747117,0.118800638811765,-4.22941917181721,-0.525448697579298,1.85951459257917,0.804600907757291,-0.0489901221428934,-0.752718688270852
"15143B","conflict.yoked",3,1,-1.81823070141133,0.37706507778949,-1.05650286166894,-0.227902188967778,-1.57847071627032,-0.861872770014212,0.688927977925864,1.46069347458248,-0.586303093687548,0.220980543433087
"15143B","conflict.yoked",4,1,-1.44805599155659,0.737632933705247,-0.491151624755428,0.273577986967424,0.225937322631559,1.74770165532972,-0.0401131716497432,-0.667006869216067,-0.889649487028104,-0.0202476638660694
"15143B","conflict.yoked",5,2,-1.24087320303237,-0.182516564668089,0.247365659226794,0.851457209946717,-1.84200317519234,3.34037075550526,-0.631619689199885,-1.69711932453658,-0.981170314860754,0.375508974933348
"15143B","conflict.yoked",6,2,-0.359607558263787,-0.281561185129592,0.23555694122381,1.73363080059632,-0.0456115314244904,0.181324411288603,0.723341253945666,-1.43455952091875,-0.463314499050788,-0.383755174670219
"15143B","conflict.yoked",7,2,-1.78888613557775,1.39569145108326,-1.33141933954272,1.34813080784281,0.380026120124817,1.24349620370004,0.527239014890372,-0.387617180192391,-0.868987364840906,0.284977086119852
"15143B","conflict.yoked",8,2,-3.43863516710372,1.59875921444862,-1.89714272153924,-0.894255693583785,-2.61160529890633,-0.746194106565056,1.0328633563922,1.21327898327392,-0.608949454874589,-0.330171330809344
"15143B","conflict.yoked",9,3,-3.14366274031751,-0.488342908007758,-2.2819084502087,0.200060179428889,-1.54821823067773,-1.18714498279433,-0.0825738655616253,2.02994186926865,2.10256001168442,0.0146272808798256
"15143C","standard.trained",1,1,-2.72240542309711,-3.34156437801918,0.227848593408667,-1.72354138820813,0.122065589921053,1.42762234184703,1.18810131363183,-0.469672976030598,-0.553421979327849,0.0259050386851944
"15143C","standard.trained",2,1,0.378220844767705,-1.90242164932432,0.563056939843759,1.69580792445717,0.840685925596271,0.126854303445135,0.268824479180057,0.444274804337937,0.0678813127972399,-0.825281146273002
"15143C","standard.trained",3,1,2.02886018078185,0.792803469601128,2.2564186746292,0.390765555015271,0.505804814869768,0.870687402969285,0.187885418667381,1.24979648535071,-0.601146284908988,-0.0943735845565617
"15143C","standard.trained",4,1,4.78776162419983,0.414360808516141,-0.322949179440911,-0.891811014129947,-0.0873300267274701,-0.228265454532986,-0.56569630023501,0.222609884361751,-0.549640317109262,-0.107204341217265
"15143C","standard.trained",5,2,4.47259643323201,-0.280856330342191,-0.410917661561745,1.12109999505918,-1.3506252652118,1.00671664633335,-0.556194735081383,0.288236170790285,-0.358298649820633,-0.322121190033523
"15143C","standard.trained",6,2,7.18760296003057,-0.0462913110949979,-1.75422194250968,-0.548022316057301,-1.67325160497099,0.195263108527729,0.105790089200408,-0.850065254758105,0.32434955002708,-0.282189142385518
"15143C","standard.trained",7,2,4.22013941749635,0.804891299512701,-0.291580073443835,0.517136929252956,0.551922380442922,0.851123786687562,-0.195682985653883,1.41082676533203,-1.58414010328688,-1.09549099398023
"15143C","standard.trained",8,2,6.16269566962676,0.294425322338617,-3.02139298141457,-0.516379214520411,-0.0416539710294964,-0.393712000909711,0.628135054548203,-1.01150504650692,0.638901176614913,0.177577350220512
"15143C","standard.trained",9,3,5.88603904877922,0.332350633370283,-1.1652612612676,-1.1556185305489,-0.55503854172461,-0.0595395929065473,-0.0510429666659495,-0.436312869464687,0.103051866990052,-0.0579027708550144
"15143D","standard.yoked",1,1,-3.15231394351313,-5.45884779551341,-1.03792306540941,-0.871917462473102,0.332871582485375,0.265833623175641,-0.689150250503683,-0.106464085869942,-0.276713128933751,0.143364245146316
"15143D","standard.yoked",2,1,-3.05023605794316,-1.50508344889446,0.122231977182771,-0.192210746391401,0.0106880672772104,-0.228004424037366,-0.648570522494145,-1.0992345282741,0.134757045923051,-0.139951749068332
"15143D","standard.yoked",3,1,0.0677182866325362,1.96532029686113,-0.0907478315833672,0.997696424820655,-0.0797537194964266,0.926504192632979,-0.497633371081112,0.0971941646830376,0.761938544913841,0.133492910615802
"15143D","standard.yoked",4,1,-3.11086715657359,1.29752725692377,-1.44701535718207,-0.52847706239074,-1.64446642903073,-0.378393811016821,1.60774744262767,1.33302893994165,-0.522291365055322,-0.103385471911629
"15143D","standard.yoked",5,2,-2.62076649839356,2.64361071641128,-1.19361277437625,-0.13794206893714,-1.03002759222994,-0.97122123039578,0.531469383977744,1.55479645932678,0.368815253924689,-0.115666526119634
"15143D","standard.yoked",6,2,-2.10176539901502,2.45017574338858,0.095575989994747,-0.979346168813852,-0.946285964604526,1.28341328582027,-0.950591604844066,-0.245710322758721,0.0634758423833813,0.0782853984642583
"15143D","standard.yoked",7,2,-1.75317626073894,-0.0354814175924577,0.0866603822479073,-0.112691324069533,0.809888512824131,0.215820667571631,-1.01252517277573,0.266034249294039,-0.387761714345207,0.32909986756431
"15143D","standard.yoked",8,2,-1.95289310517393,3.53283742886863,-0.239996320184947,-1.05930572528356,0.227927604618545,0.674383073601806,-0.937797374446166,-0.315738792680692,0.47516080097603,0.298998473158468
"15143D","standard.yoked",9,3,-2.75327194839813,-0.0758480924418908,-0.525008642660553,-1.80250074054439,0.245751260745551,0.789659372347386,-0.164416675635508,-0.32423143868524,-0.356432221861745,-0.194221055295548
"15144A","conflict.trained",1,1,-3.03289148161482,-5.7273825931732,-0.456667357484584,-1.31142143549328,-0.580647486372368,1.36983975003874,-0.151925155472661,-0.669223228106149,-0.167571975045996,0.013280474601151
"15144A","conflict.trained",2,1,0.0984824102453731,-0.160412545616854,3.33933204829969,0.250116392260893,0.386141323505949,-0.899065794441529,-0.51679941360091,0.236923530689601,-0.497837727522283,0.266254335704171
"15144A","conflict.trained",3,1,2.08083536697397,-0.286261597453891,0.506169696939422,1.80786649161303,0.32260423445195,1.17308000124116,0.547212452721542,0.7267820482336,-0.788306830642035,-0.412742479996702
"15144A","conflict.trained",4,1,5.73563623931947,-0.597646963290183,-1.79765403634849,1.35668046939436,-2.54904320572664,1.09885348462602,0.335018054371871,-0.673121291991002,-0.46839494542856,0.920766527752517
"15144A","conflict.trained",5,2,5.8013072366447,-0.0605148002610282,-1.25627130311525,0.182565129384385,-0.954218098040518,-0.52345306542736,-1.19415033888759,-0.293597429642301,-0.621044432913773,-0.279218295817126
"15144A","conflict.trained",6,2,-1.04623423641733,-0.392875994183979,1.91980450565353,3.63998084149024,-2.50494215667779,-1.56871110767099,-1.87921769654016,-1.47613757522242,-1.80915705063436,-0.169498901127426
"15144A","conflict.trained",7,2,2.43120614949027,-0.152197227985725,1.97211318829245,0.824328414813893,-0.222592999942789,1.4623385454707,0.210300213737916,1.47557658700552,-1.13675192172778,-0.840543991453275
"15144A","conflict.trained",8,2,5.91874110088806,-0.618704143170043,-0.251656363651813,-0.136760217583074,-2.31742218321166,0.822305205969666,-0.284889643539559,0.0294160392626176,-0.7037518769174,-0.280009419122113
"15144A","conflict.trained",9,3,6.7041815320433,-0.0785371854937037,-2.36296338562116,-1.53263324223149,-0.181075094673604,-0.686839171206873,0.269155485694205,-0.910415805954942,0.74702609885194,-0.326143267355487
"15144B","conflict.yoked",1,1,-3.56287956226843,-4.94570052118505,-1.76357365888914,-0.591749322590935,-0.836041652701253,-1.38525067944463,0.644022760976107,1.96453267612119,-0.129135778075186,0.053979818823834
