"","gene","padj","logpadj","lfc","direction"
"1","1190002N15Rik",0.000245166241490228,3.61053933082515,1.63900738534386,"trained"
"2","A830010M20Rik",7.88922651465741e-07,6.10296557434228,1.52561908015854,"trained"
"3","Abhd2",0.0153326673524323,1.8143822863932,0.86338710602106,"trained"
"4","Acan",4.53710254213691e-09,8.34322140522132,1.97329538674358,"trained"
"5","Adamts1",0.00187777546749527,2.72635633915063,1.87712092086139,"trained"
"6","Adrb1",0.0311012281104977,1.5072224614207,0.9763798044793,"trained"
"7","Ahr",0.0191420911940072,1.71801061909795,1.58726976647418,"trained"
"8","Amigo2",0.0254399458003005,1.59448381828524,1.36484259631633,"trained"
"9","Ankrd13a",0.0844993440382729,1.07314666243095,0.571577449579372,"trained"
"10","Ankrd27",0.059259683467284,1.22724067261262,-1.09482607172995,"yoked"
"11","Ankrd28",0.00124570446459641,2.90458497904027,1.18647247357166,"trained"
"12","Ankrd33b",0.00064278508857368,3.19193420662133,0.9288779058233,"trained"
"13","Apaf1",0.00454655794601008,2.34231726944592,1.25512617507739,"trained"
"14","Arc",4.72456559199739e-06,5.32563811724393,2.09723308727708,"trained"
"15","Arid5b",0.00536068046591292,2.27078007899491,1.06358664941877,"trained"
"16","Arl13b",0.0991913176996797,1.00352634034723,1.23499238856978,"trained"
"17","Arl4a",0.0560855680411125,1.25114887718314,1.12303458086095,"trained"
"18","Arl4d",0.000829912024311833,3.08096794302266,1.28482905182625,"trained"
"19","Arl5b",0.000391333544539079,3.40745292341591,1.27256265860937,"trained"
"20","Armcx5",0.00680230906889389,2.16734363940333,1.19961296163047,"trained"
"21","Arpp21",0.0866963042735328,1.06199941541676,0.499798612873339,"trained"
"22","Atf3",0.00523177684611738,2.28135078849241,1.7758597707355,"trained"
"23","B3gnt2",0.0973006212171256,1.01188438696383,1.0107874018525,"trained"
"24","Bach1",0.036513976790638,1.43754086482688,1.05123952861674,"trained"
"25","BC048403",0.0471170774894422,1.32682165518128,-2.05956971874373,"yoked"
"26","Bdnf",3.44230958667587e-05,4.46315007365436,1.35749417489862,"trained"
"27","Bmt2",0.0119603864384261,1.92225478812647,-2.94408955549886,"yoked"
"28","Btg2",0.00117848189979041,2.92867708338277,1.77328207722893,"trained"
"29","C2cd4b",0.00353308336502577,2.45184611502948,1.26498944436686,"trained"
"30","Ccdc32",0.0653766389393413,1.18457741057759,-0.590026489612478,"yoked"
"31","Ccnk",0.017233539120908,1.76362552563687,0.808209877710956,"trained"
"32","Cecr6",0.00374513588735674,2.42653241987145,-0.841671317508428,"yoked"
"33","Ciart",0.00839428416392956,2.0760163331067,1.11045824757802,"trained"
"34","Cited2",0.00866009297744032,2.06247744523756,1.18421140232583,"trained"
"35","Cldn12",0.0476416850221668,1.32201288650732,0.83700989430422,"trained"
"36","Cnnm1",0.00775507492321339,2.11041400203078,0.653459937674089,"trained"
"37","Coq2",0.0973006212171256,1.01188438696383,-0.528144785682668,"yoked"
"38","Cpeb4",0.000667088092352303,3.17581681151627,0.724194774876154,"trained"
"39","Cpne7",0.0973006212171256,1.01188438696383,-2.95947378439747,"yoked"
"40","Ctcfl",0.00389909968639153,2.40903566127359,-3.74002959411525,"yoked"
"41","Ctnnd1",0.036513976790638,1.43754086482688,0.911109450808779,"trained"
"42","Cul3",0.0425983178987226,1.37060754976409,0.431481571345637,"trained"
"43","Cwc25",0.00809468579448199,2.09180000427577,1.17813096043875,"trained"
"44","Cxadr",0.0016430971451867,2.78433675891959,1.33465213250155,"trained"
"45","Cyp51",0.02599650367075,1.58508505736013,0.8982196024848,"trained"
"46","Dbpht2",2.10610858571825e-06,5.67651924143042,1.57947946522026,"trained"
"47","Dnaja1",0.0153326673524323,1.8143822863932,0.574426984166124,"trained"
"48","Dnajb1",0.00149994143476887,2.82392569764649,1.53390610650286,"trained"
"49","Dnajb4",0.023800613126796,1.62341185495381,0.927132123665054,"trained"
"50","Dpysl2",0.0293921792605188,1.53176821230335,-2.41247061663029,"yoked"
"51","Dusp14",0.0762015722043498,1.1180360681272,0.758497375875221,"trained"
"52","Dusp16",0.0190682827549707,1.71968841674012,1.45706109140388,"trained"
"53","Dusp4",0.00509602556810124,2.29276840169754,0.937575009831532,"trained"
"54","Dusp6",0.0520438813941553,1.28363032154158,1.57757658310272,"trained"
"55","Dusp8",0.00353308336502577,2.45184611502948,0.672724781350731,"trained"
"56","Dyrk2",0.0426304577700353,1.3702800038311,1.12324714714256,"trained"
"57","Eef1e1",0.0394227523587425,1.4042530580757,-1.56831600813865,"yoked"
"58","Egr1",0.000893403892960041,3.04895215944491,1.58036959055952,"trained"
"59","Egr3",0.0119603864384261,1.92225478812647,0.944502206805639,"trained"
"60","Egr4",5.33812068821575e-05,4.2726116115838,2.26065064226997,"trained"
"61","Eif5",0.0973006212171256,1.01188438696383,0.35616779496942,"trained"
"62","Eprs",0.00523177684611738,2.28135078849241,0.755747397544646,"trained"
"63","Erf",0.00682804845074137,2.16570340586208,0.816855861835703,"trained"
"64","Errfi1",9.08566352048423e-08,7.04164335093575,1.6626205039142,"trained"
"65","Fam107b",0.000275852887678581,3.55932246540822,1.62011372019243,"trained"
"66","Fam118a",0.0973006212171256,1.01188438696383,0.960472893452948,"trained"
"67","Fbxo33",7.23650254043532e-05,4.14047128109365,2.31741202018824,"trained"
"68","Fbxw7",0.00682804845074137,2.16570340586208,0.74022213612419,"trained"
"69","Fermt2",0.0973006212171256,1.01188438696383,0.596600005914874,"trained"
"70","Flrt3",0.0300639995210451,1.52195324416237,0.940623404215781,"trained"
"71","Fos",0.0844993440382729,1.07314666243095,1.59546566658357,"trained"
"72","Fosb",0.00155494782218648,2.80828417957392,2.0949751161708,"trained"
