"gene","padj","logpadj","lfc","direction"
"0610007P14Rik",1,0,0.137265175653798,"NS"
"0610009B22Rik",1,0,-0.180321259085053,"NS"
"0610009L18Rik",1,0,0.47669350773033,"NS"
"0610009O20Rik",1,0,-0.117765045626681,"NS"
"0610010F05Rik",1,0,-0.471940776230657,"NS"
"0610010K14Rik",1,0,0.353229271409579,"NS"
"0610012G03Rik",1,0,0.0471711602912112,"NS"
"0610030E20Rik",1,0,-0.360372437475138,"NS"
"0610037L13Rik",1,0,0.589992263118108,"NS"
"0610040J01Rik",1,0,1.8180058001958,"NS"
"1110002E22Rik",1,0,0.75830736307654,"NS"
"1110004E09Rik",1,0,-0.0805659835095547,"NS"
"1110004F10Rik",1,0,-0.267643044216741,"NS"
"1110008F13Rik",1,0,0.373131684383517,"NS"
"1110008L16Rik",1,0,-0.66465521034569,"NS"
"1110008P14Rik",1,0,0.291599183185755,"NS"
"1110012L19Rik",1,0,2.02760443565837,"NS"
"1110017D15Rik",1,0,-0.806887854903022,"NS"
"1110032A03Rik",1,0,0.293195731678727,"NS"
"1110032F04Rik",1,0,0.364494383570379,"NS"
"1110034G24Rik",1,0,-0.772224014532675,"NS"
"1110037F02Rik",1,0,-0.115266320066733,"NS"
"1110038F14Rik",1,0,-0.459764521060569,"NS"
"1110051M20Rik",1,0,0.501302731747651,"NS"
"1110059E24Rik",1,0,-0.54513966392486,"NS"
"1110059G10Rik",1,0,0.754683284049897,"NS"
"1110065P20Rik",1,0,0.786844562724408,"NS"
"1190002N15Rik",1,0,-0.730423000952421,"NS"
"1190005I06Rik",1,0,-1.48304804207535,"NS"
"1190007I07Rik",1,0,0.971228587637424,"NS"
"1500009C09Rik",1,0,0.158630275846794,"NS"
"1500009L16Rik",1,0,0.244681959454349,"NS"
"1500011B03Rik",1,0,0.644062221693759,"NS"
"1500011K16Rik",1,0,0.0775260938851463,"NS"
"1520401A03Rik",1,0,2.10339246269623,"NS"
"1600002H07Rik",1,0,0.461893749446727,"NS"
"1600002K03Rik",1,0,-0.632903700418534,"NS"
"1600012H06Rik",1,0,1.42193734964862,"NS"
"1600014C10Rik",1,0,0.273991762810155,"NS"
"1700001C02Rik",1,0,0,"NS"
"1700001C19Rik",1,0,-3.18930857466065,"NS"
"1700001J03Rik",1,0,2.02593671816013,"NS"
"1700001K19Rik",1,0,0.500602374035691,"NS"
"1700001L19Rik",1,0,0.669984514521789,"NS"
"1700001O22Rik",1,0,5.45258677199576,"NS"
"1700001P01Rik",1,0,3.39402754817648,"NS"
"1700003E16Rik",1,0,0.743138270097299,"NS"
"1700003F12Rik",1,0,1.34317891562718,"NS"
"1700006E09Rik",1,0,4.0457233594969,"NS"
"1700007G11Rik",1,0,3.01159351474084,"NS"
"1700007K09Rik",1,0,0,"NS"
"1700007K13Rik",1,0,-1.13071122578709,"NS"
"1700008O03Rik",1,0,0.100597905852295,"NS"
"1700010I14Rik",1,0,4.4338756802605,"NS"
"1700011E24Rik",1,0,0,"NS"
"1700011H14Rik",1,0,0,"NS"
"1700013F07Rik",1,0,3.53742621262045,"NS"
"1700014D04Rik",1,0,3.911842968384,"NS"
"1700015E13Rik",1,0,1.76712257610491,"NS"
"1700016D06Rik",1,0,-0.124942176265064,"NS"
"1700017B05Rik",1,0,-0.160411337091771,"NS"
"1700019B03Rik",1,0,-0.949496293368426,"NS"
"1700019D03Rik",1,0,0.0155770632571972,"NS"
"1700020A23Rik",1,0,2.10338964907513,"NS"
"1700020D05Rik",1,0,3.60915681130596,"NS"
"1700020L24Rik",1,0,-3.5409905139245,"NS"
"1700021F05Rik",1,0,0.65204501237022,"NS"
"1700022I11Rik",1,0,-0.158655818769629,"NS"
"1700023F06Rik",0.680564605305964,0.167130641370134,5.88354527918216,"NS"
"1700024P16Rik",1,0,4.7618971679201,"NS"
"1700025G04Rik",1,0,0.108955681159801,"NS"
"1700027J19Rik",1,0,0,"NS"
"1700028J19Rik",1,0,-2.63442984406905,"NS"
"1700028P14Rik",1,0,1.08864597493647,"NS"
"1700029F12Rik",1,0,-2.98700412593857,"NS"
"1700029I15Rik",1,0,-0.392898805979996,"NS"
"1700029J07Rik",1,0,1.46025107354927,"NS"
"1700029P11Rik",1,0,-3.09751181334292,"NS"
"1700030J22Rik",1,0,-0.649919954681248,"NS"
"1700030K09Rik",1,0,0.804251434448068,"NS"
"1700034I23Rik",1,0,-0.611093046195888,"NS"
"1700034J05Rik",1,0,3.03420044510505,"NS"
"1700037C18Rik",1,0,3.10220603986828,"NS"
"1700037H04Rik",1,0,-0.122073353084637,"NS"
"1700040L02Rik",1,0,0.995051863480674,"NS"
"1700047I17Rik2",1,0,-0.806198444129866,"NS"
"1700048O20Rik",1,0,0.0476321413548201,"NS"
"1700057G04Rik",1,0,0,"NS"
"1700061G19Rik",1,0,4.73835940854291,"NS"
"1700066B19Rik",1,0,-2.33106552704459,"NS"
"1700066M21Rik",1,0,0.373612081224705,"NS"
"1700067K01Rik",1,0,0,"NS"
"1700088E04Rik",0.748390367804498,0.125871810744816,5.03292996559317,"NS"
"1700093K21Rik",1,0,4.30146059521717,"NS"
"1700102P08Rik",1,0,-0.90259394341984,"NS"
"1700109H08Rik",1,0,1.32296119900615,"NS"
"1700112E06Rik",1,0,-1.10973106439822,"NS"
"1700123L14Rik",1,0,1.65633303696805,"NS"
"1700123O20Rik",1,0,-0.469355019812917,"NS"
"1700128F08Rik",1,0,1.08098342758082,"NS"
"1810009A15Rik",1,0,-0.978043960486575,"NS"
"1810010H24Rik",1,0,-1.36063608602975,"NS"
"1810011H11Rik",1,0,3.43489693548826,"NS"
"1810011O10Rik",1,0,-4.85636113988741,"NS"
"1810013L24Rik",1,0,-0.299120061800139,"NS"
"1810022K09Rik",1,0,-1.01007590608313,"NS"
"1810024B03Rik",1,0,0,"NS"
"1810026J23Rik",1,0,0.432905445853246,"NS"
"1810030O07Rik",1,0,-0.214390690012569,"NS"
"1810032O08Rik",1,0,-0.0284740439257445,"NS"
"1810037I17Rik",1,0,-0.227112079270907,"NS"
"1810041L15Rik",1,0,-0.620102952595974,"NS"
"1810043G02Rik",1,0,0.174470956718118,"NS"
"1810043H04Rik",1,0,1.82108652084985,"NS"
"1810049J17Rik",1,0,-1.14646158944159,"NS"
"1810055G02Rik",1,0,1.29483970747822,"NS"
"2010005H15Rik",1,0,0,"NS"
"2010107E04Rik",1,0,0.849204403464486,"NS"
"2010107G23Rik",1,0,0.281149506657253,"NS"
"2010109A12Rik",1,0,3.23831033859089,"NS"
"2010109I03Rik",1,0,-0.53280192094638,"NS"
"2010111I01Rik",1,0,0.707421025282198,"NS"
"2010300C02Rik",1,0,0.751621959449923,"NS"
"2010315B03Rik",1,0,-0.294666937378043,"NS"
"2200002D01Rik",1,0,0.0804873150087717,"NS"
"2210010C04Rik",1,0,4.36570193713871,"NS"
"2210011C24Rik",1,0,0,"NS"
"2210013O21Rik",1,0,-0.0368168263901528,"NS"
"2210016F16Rik",1,0,1.12869621562528,"NS"
"2210016L21Rik",1,0,0.341781677898375,"NS"
"2210017I01Rik",1,0,4.15725836735378,"NS"
"2210407C18Rik",1,0,0,"NS"
