"","143A-CA3-1","144A-CA3-2","144B-CA3-1","144C-CA3-2","144D-CA3-2","146A-CA3-2","146B-CA3-2","146D-CA3-3","147C-CA3-3","147D-CA3-1","148A-CA3-3","148B-CA3-4"
"Klf12",6.4693318579833,6.38645313262447,5.74601471773009,6.27277285307284,6.4085129687457,6.34036937992903,6.13569127027349,6.71184150272814,6.26246211250531,6.7242099984891,6.17786933683618,6.32468745863109
"Klf13",9.37186559258974,9.18189238587473,9.44097333481043,9.00078820642071,9.35921396441575,9.20144628900714,9.14745478482387,9.07671253912323,9.39874041233798,9.81334388683137,8.68663750908938,9.05348585268784
"Klf14",5.97135139674534,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009
"Klf15",6.5181490364862,7.06893395789686,6.38674697910088,6.44001656055586,6.97376624455403,7.18478164836029,6.66752391665721,6.86969586511233,6.94141549831418,6.95086648121439,6.90194875372642,6.73552773210109
"Klf16",7.79634183104493,7.4190323886764,7.08317564558473,7.66897404916787,7.75415646646507,6.97210451197133,7.56718076865737,7.23092793866022,7.24909049947919,7.37893171294169,7.65268595521199,7.56210335175221
"Klf2",5.97135139674534,6.2007163041327,6.24393779302673,6.53083515152989,7.27592386450515,7.465181639354,6.74162981763653,6.9751586504084,7.36435949303621,6.77596727406735,6.4251023322401,6.57308884001306
"Klf3",7.54733063287277,8.12830806732643,7.28111851905367,7.7619252547479,7.57049555909039,8.00294079865581,7.5257684134875,7.27708172631612,7.82467240969598,7.76090899103407,7.43511291307771,7.53055809383998
"Klf4",6.78163334169277,7.06893395789686,7.28111851905367,8.0062142349718,6.9871490267845,8.43433576393801,7.57529794255654,8.23035809989042,8.26337104154207,6.47573162218442,6.81244165879951,7.48718442252263
"Klf5",5.74601471773009,6.2007163041327,5.74601471773009,6.44001656055586,5.74601471773009,5.74601471773009,6.18135832070215,5.74601471773009,6.30335268324699,6.38319501276649,6.09905891000245,6.21108529546451
"Klf6",7.13595702096407,6.99779671497195,6.90572335376311,6.95275757658379,6.97376624455403,7.60082687427033,7.18655571476316,7.50865479473679,7.61580374186561,7.30155817095166,7.31772839541207,7.15783162523867
"Klf7",7.8098331021336,7.76650417454332,7.90393927001465,7.64110676653781,7.57838586961255,7.29483073648227,7.93834001545919,7.92565388026126,8.01112056466536,7.66114125107458,7.70756264816761,7.93259409632372
"Klf8",6.24786116878775,5.74601471773009,6.32003085757434,6.48693865837898,6.07943945422537,6.34036937992903,6.08373963483239,6.4254737550585,6.13185952847338,6.63018077804455,6.17786933683618,6.12628777439285
"Klf9",8.98787773327973,8.09921991997081,8.5680904769986,8.32563991484333,8.58103932890835,8.21274230177861,8.47283843455959,9.04557527905227,7.88569285556846,8.69099200041125,8.39305698862255,8.5297157113243
"Klhdc1",6.89803956331431,5.74601471773009,6.76628213714257,6.87167352938765,6.43507124487607,6.56212836175147,6.686676357269,7.12379772086275,7.09681872061909,6.7843036097365,6.88967230220893,6.5001491580929
"Klhdc10",8.00856292143775,7.84018551825394,8.03379033593599,7.77466579348351,8.22530896024465,8.03225151545072,8.3306814143825,8.16137426566792,8.32551647897535,7.95462754632884,7.83789310706697,7.95946444322473
"Klhdc2",8.71404235960551,8.4358497495378,8.60921441364846,8.84291159435442,8.46972200354325,8.43074206770536,8.30779387885602,8.11591011436659,8.12360171419019,8.56715257793375,8.5602738620651,8.4154359626281
"Klhdc3",9.07911829254231,8.66767309141603,8.79837842272067,8.7289357465119,8.94002500800305,8.94505720098816,8.94679786299726,8.76330283392012,8.54771364399209,8.84221485247972,9.09969137143389,8.88426839134996
"Klhdc4",7.10398327656877,6.92126115367035,7.46897683491684,7.07472629157393,6.85956473691286,6.81890456226423,6.84212641297254,7.21511082633806,6.89554231104297,6.67854168150378,7.2233436799784,7.21513471150205
"Klhdc7a",6.29521371320005,6.99779671497195,6.60019828616156,7.11975615356629,6.87460592790578,7.30353461640235,6.35939184734644,6.62788312528967,7.24489961809182,7.03733782126312,6.40247134964888,6.8718956980864
"Klhdc7b",5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,6.01951320260687,5.74601471773009,6.15656000946543
"Klhdc8a",6.02185492652074,5.74601471773009,6.60019828616156,6.27277285307284,6.01845616303518,6.31306850669986,6.22255185613063,6.51692153181073,5.74601471773009,6.01951320260687,6.212183820912,6.09332148405594
"Klhdc8b",6.10176357820178,6.2007163041327,6.838638267486,6.01048873685946,6.5539546939191,7.0405793290156,6.13569127027349,6.1520728747008,6.56498749219957,6.45062518334473,6.54664688723551,6.55907584816069
"Klhdc9",6.27209387059004,6.74678563092428,6.50171616861298,6.2028281207757,5.74601471773009,5.74601471773009,6.686676357269,5.91224302054867,6.18555587051557,5.74601471773009,6.44695176553183,6.15656000946543
"Klhl10",5.74601471773009,6.38645313262447,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.95779084934619,5.74601471773009,5.74601471773009,5.74601471773009
"Klhl11",7.54733063287277,6.92126115367035,6.72775853067017,6.92647763814398,7.37319810259174,6.73157868122858,7.30425346152843,7.69758182969168,7.71322401871548,7.36481173036373,7.02771560783671,7.44790920107942
"Klhl12",7.87099103777959,7.68830993350933,7.16166460465806,7.49150065969392,7.27592386450515,7.55959605519443,7.46531273562573,7.67073650233788,7.36813581310584,7.58862369472586,7.74865494434553,7.6948705277091
"Klhl13",6.31735601409434,6.2007163041327,6.76628213714257,7.66897404916787,6.81292181447495,6.98384403724366,6.49449360737951,6.24252161456539,7.19773023631994,6.95086648121439,6.56500284168487,6.70081292205365
"Klhl14",5.74601471773009,6.64459133834263,5.74601471773009,5.74601471773009,6.07943945422537,6.1060292116947,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009
"Klhl15",7.18220691091568,7.06893395789686,7.28111851905367,7.00331466764707,7.00035588253943,6.48212009109979,7.42018681143876,6.86969586511233,7.00118732003412,7.16901092676266,6.60041150343722,6.88159134661417
"Klhl17",7.46758717751075,7.60493663032915,7.48811988187854,7.18393998831148,7.35438743616268,7.28605994241503,7.23079934572843,7.52707900682002,6.91300073150252,7.70127974398906,7.78846258216285,7.43644677451808
"Klhl18",7.55830758193979,7.51554170438576,7.3255636524286,7.2247271475341,7.32558749056575,7.24115763293425,7.24159045200291,7.64883927422165,7.32590549003706,7.3882512781569,6.82576963083976,7.18685700205875
"Klhl2",10.3884459606144,9.86430119222541,10.2575429400615,10.1002222780498,9.91769903725471,9.62544524678861,10.0170961782441,10.2776162503777,9.77098001878993,10.1649625767899,10.1237797389902,10.2228485493708
"Klhl20",7.21198809499771,6.92126115367035,6.76628213714257,6.97835558549462,6.90398950220338,6.85958654812997,7.21990287746993,7.14098117329719,6.56498749219957,6.51172506515807,6.92604104177944,6.81150342177205
"Klhl21",7.24812422808408,7.31394623064817,7.50696380166105,6.84303400695736,7.20251239796265,6.74674955212543,7.49159369234816,6.92385918954307,7.26157022842783,6.85605613958485,7.37397640121275,7.28939450358365
"Klhl22",8.26312700430405,7.84018551825394,8.40901312002869,8.35051403471379,8.27690116059614,7.97800875218653,8.17705905563517,8.22326038969664,7.93444356844802,8.35665902425202,8.53804791613538,8.4369318754847
"Klhl23",8.08325536248349,7.64731848658614,8.5680904769986,7.95206144972459,7.87788715620885,7.76525328678995,8.03224683780551,7.8803874029389,7.83762439125374,7.93080652954522,7.81615794170157,8.05826237662214
"Klhl24",7.74090911165942,7.36767200551609,8.07038178026318,7.283241919164,7.72651297284207,7.81754365213449,7.7345606536582,8.02419490517113,8.01112056466536,7.79472435858164,7.20529686182873,7.53587251346367
"Klhl25",6.43469776319708,6.99779671497195,6.50171616861298,6.33414409144239,6.91834985714232,7.15547265328608,6.32834670430084,6.96510969902363,6.46262773177183,6.6400892512114,6.82576963083976,6.95581940855719
"Klhl26",8.56677321113698,8.29075642305701,8.47307434963224,8.31724676282445,8.12098174467222,8.2906799116607,8.50119201627981,8.24093536354839,7.9651849837707,8.39121470413379,8.33865002956484,8.3797708186441
"Klhl28",6.72329375856885,6.2007163041327,6.64499732739937,6.81347933830745,6.48512598017227,6.80493230266418,6.84212641297254,6.82400544262743,6.42121207264248,6.49993499875987,6.61751760060871,6.43572001351797
"Klhl29",8.17788596148268,7.56105319419395,7.86233393199482,8.23928352074443,7.89638507742394,7.91088295920989,7.24159045200291,7.99074894698585,7.62498043965511,8.054061014014,7.57555290695592,7.56728280694801
"Klhl3",7.63765903468984,6.74678563092428,7.56180314761038,7.09748066665331,7.48016324386079,6.46058667269135,7.32439778670316,7.89413309465159,7.30618728830932,7.65370348000677,7.03840586197839,7.56728280694801
"Klhl31",6.06436664491995,6.64459133834263,6.68741325644872,6.11951744560923,5.93880281262351,6.14826413099723,6.08373963483239,6.1520728747008,5.99047976259634,6.15550111538001,6.05194985962486,6.25968120485496
"Klhl32",6.39808189336062,6.5272639655662,6.03443910866163,6.6113734637811,6.43507124487607,6.43832819948902,6.49449360737951,6.69843077117864,6.78335526419932,6.15550111538001,6.52781563163329,6.67684459638149
"Klhl33",6.10176357820178,5.74601471773009,6.44677522158294,6.2028281207757,6.07943945422537,5.74601471773009,5.94129669167017,6.18436861938232,6.21787974708343,6.36877103813914,6.40247134964888,6.09332148405594
"Klhl34",7.68788217848496,6.64459133834263,7.90393927001465,7.24457248269195,7.72651297284207,7.13548439530681,7.06736178082728,7.92119720372262,7.5134198807599,8.11295290768063,7.27579886414628,7.44219176815275
"Klhl35",6.50225765919205,5.74601471773009,5.74601471773009,6.01048873685946,6.17583145262494,5.74601471773009,6.22255185613063,6.1520728747008,6.20201378062286,6.15550111538001,6.05194985962486,5.90163489457776
"Klhl36",6.06436664491995,6.2007163041327,6.24393779302673,6.38940370799125,6.35166080487101,6.50299063240475,6.66752391665721,6.46356893872451,6.32894927514931,6.38319501276649,6.32896034239041,6.32468745863109
"Klhl38",5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,6.08073118812346,5.74601471773009,5.90163489457776
"Klhl4",6.5181490364862,6.2007163041327,6.68741325644872,7.0276734523043,6.79682937899506,6.74674955212543,6.75918952926714,6.93433566356544,6.88372377144835,6.87878561166388,6.37897466665394,6.38278293153433
"Klhl40",6.1355220629252,6.64459133834263,6.15323483203576,6.44001656055586,6.25383794328405,6.18637410257059,5.74601471773009,5.74601471773009,6.43181843681366,6.397279603029,6.40247134964888,6.2360090261318
"Klhl41",5.74601471773009,6.2007163041327,5.74601471773009,5.74601471773009,6.01845616303518,6.14826413099723,5.74601471773009,6.18436861938232,5.86835686934455,6.01951320260687,5.74601471773009,6.18469651090124
"Klhl42",7.087628689286,6.92126115367035,7.48811988187854,6.92647763814398,6.9871490267845,7.37089354806003,7.26286613508389,7.27708172631612,7.25326580344329,7.03094167102667,6.94955068032668,7.17244076337307
"Klhl5",7.21198809499771,7.25758108755117,7.30355689981037,8.02726842978904,7.31582561090927,7.80034917804145,7.152163628879,7.80938451058851,7.96985124259054,7.58862369472586,7.05945982518306,7.21513471150205
"Klhl6",6.31735601409434,5.74601471773009,5.74601471773009,6.01048873685946,5.74601471773009,6.05799775503962,5.74601471773009,6.26909573140534,6.16843677707835,6.10741554155047,5.74601471773009,5.90163489457776
"Klhl7",8.42755806044245,7.97606383036754,8.47307434963224,8.58417935044287,8.00219618176136,7.54553926619648,8.27981129413303,8.24093536354839,8.21385151739824,8.44966823808457,8.10502903643537,8.2878012343718
"Klhl8",7.31038387492978,7.1982454847502,7.2582278380135,6.7184581734777,6.82873375482095,7.48763218306431,6.93274010563282,7.31415703227894,7.09199833698277,7.51157724895737,7.38179439436067,7.24270963067165
"Klhl9",8.12614018797496,8.09921991997081,8.0460997620217,8.0884988318667,8.01344466772836,7.89489105512538,8.47283843455959,8.32601413722717,7.99750697986101,7.96929918990003,8.01872805541643,8.31138140510737
"Klk10",6.02185492652074,5.74601471773009,6.76628213714257,6.38940370799125,6.59646374677035,5.74601471773009,6.44382925268539,6.24252161456539,5.74601471773009,6.27349277768693,6.14048577853517,6.05680468388423
"Klk11",5.97135139674534,5.74601471773009,6.24393779302673,5.74601471773009,5.74601471773009,6.22135284088233,5.74601471773009,5.74601471773009,5.74601471773009,6.08073118812346,5.92286684183806,5.74601471773009
"Klk12",5.74601471773009,5.74601471773009,5.74601471773009,6.11951744560923,5.74601471773009,6.22135284088233,5.74601471773009,6.40553789019331,5.74601471773009,5.98295979467019,5.74601471773009,5.90163489457776
"Klk13",6.02185492652074,5.74601471773009,5.74601471773009,5.74601471773009,6.35166080487101,6.1060292116947,6.02197511661528,6.03361342466129,5.74601471773009,6.27349277768693,6.35451166444358,6.18469651090124
"Klk14",5.74601471773009,5.74601471773009,6.55261476465212,5.74601471773009,5.93880281262351,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009
"Klk1b5",5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,6.05799775503962,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009
"Klk6",5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,6.05168137211589,5.92286684183806,5.74601471773009
"Klk7",5.74601471773009,6.38645313262447,5.74601471773009,6.11951744560923,5.74601471773009,5.74601471773009,6.08373963483239,5.74601471773009,5.99047976259634,5.74601471773009,6.09905891000245,6.05680468388423
"Klk8",7.62736776567669,7.46825723835564,7.13613490781449,7.32063860056483,7.66201524270743,7.465181639354,7.30425346152843,7.22304748238326,6.95255409350655,7.51157724895737,7.64015814055127,7.37740980028383
"Klk9",6.19532823377328,5.74601471773009,6.15323483203576,6.2028281207757,6.32099645238723,6.31306850669986,6.13569127027349,6.11689602129963,5.91898088471957,6.35398345014251,6.17786933683618,6.01529640110915
"Klkb1",6.39808189336062,6.38645313262447,7.08317564558473,6.48693865837898,6.25383794328405,6.59905970549397,6.72370525335134,7.0334328564926,6.54743957755014,6.52332011673904,6.24406443825704,6.32468745863109
"Klra2",5.74601471773009,6.2007163041327,6.44677522158294,6.01048873685946,6.01845616303518,5.74601471773009,5.74601471773009,6.03361342466129,5.86835686934455,5.74601471773009,5.74601471773009,5.74601471773009
"Klrb1c",5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,6.21832560966091,5.74601471773009,5.74601471773009
"Klre1",5.74601471773009,5.74601471773009,6.15323483203576,5.74601471773009,5.74601471773009,5.92637191568324,5.94129669167017,5.74601471773009,5.91898088471957,5.74601471773009,5.92286684183806,5.90163489457776
"Klrg1",5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.99596529059142,5.74601471773009
"Klrg2",5.97135139674534,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.98096736585904,6.13185952847338,5.74601471773009,5.74601471773009,5.96598844840126
"Klrk1",5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,6.23321165437591,5.74601471773009,5.74601471773009,5.74601471773009
"Kmo",5.90543270746838,5.74601471773009,5.74601471773009,5.74601471773009,5.93880281262351,6.65133135875527,6.22255185613063,6.36360179522424,6.4823961947678,6.27349277768693,6.14048577853517,6.18469651090124
"Kmt2a",8.93799426375081,8.58778878140459,9.06216123108982,8.13746136419312,8.79908522217874,8.39427829402724,8.57534235399931,9.07863603980207,8.97173369944141,8.90403073008065,8.3124992445733,8.70069622153804
"Kmt2b",8.09410626073021,8.12830806732643,8.1965793121284,8.19395146761471,8.06829843808551,7.44230266943274,8.07681466058561,8.65326524665123,7.83762439125374,7.94277111474327,7.77721488143664,8.09306482250402
"Kmt2c",7.99310581605998,7.64731848658614,8.35161875342656,8.05823590376457,8.16668700686902,7.465181639354,8.34423187909308,8.76330283392012,8.61158313770343,8.22831645998852,7.82162617059112,8.08271914795223
"Kmt2d",9.62422257386292,8.4358497495378,9.42288276988362,9.08087586860868,9.07593079764735,8.74199054174279,9.25454221755396,9.59772311566195,9.80200612812659,9.31459433084589,8.99053199779656,9.20304919331141
"Kmt2e",8.27892191917382,7.80387278089285,8.68798316308588,7.81214429033134,8.29063796848273,8.13898174028826,8.20224150749096,8.52238598184396,8.3020888218309,8.40817114819204,7.70756264816761,8.08962516681198
"Kmt5a",7.52507646415799,7.68830993350933,7.69714252761692,8.04799342790439,7.67663615585177,7.82888039529399,7.49159369234816,7.58655996137124,7.36435949303621,7.54867811993493,7.65268595521199,7.59791010221159
"Kndc1",9.61455190389297,9.58901380485876,8.96501081137115,9.08087586860868,9.25349851484384,9.27425971520359,9.35411946365135,9.57078028801594,9.26013399720727,9.23632861350124,9.48258661064183,9.53336702761229
"Kng2",5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,6.05799775503962,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009
"Knop1",7.18972805235421,6.92126115367035,7.36835749710341,7.32063860056483,7.39171085944917,7.09435445004304,7.05467136272688,6.9949586405425,7.34913056042394,7.05629179730288,7.00599413085869,7.05769140008575
"Knstrn",5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,6.07943945422537,6.00091276814161,5.74601471773009,6.24252161456539,6.15057251364263,5.74601471773009,5.74601471773009,5.74601471773009
"Kntc1",6.35912784955717,6.74678563092428,6.15323483203576,6.2028281207757,5.74601471773009,5.92637191568324,6.35939184734644,6.03361342466129,6.09132938202759,6.08073118812346,6.17786933683618,6.25968120485496
"Kpna1",8.86587109948439,8.09921991997081,8.37101871494432,8.42253322266866,8.6174402169818,8.33769632591739,8.45222278165447,8.90064458098902,8.46793055063772,8.57650698004062,8.59141930006806,8.69406841997204
"Kpna2",6.82568504857531,6.74678563092428,6.87277773979257,7.30209312359263,7.13545786211346,7.29483073648227,7.09229001052436,7.00471452883575,6.71438296148632,7.32139280803078,7.06982894239238,7.16516069833279
"Kpna3",8.26946703104788,7.84018551825394,8.11765800388373,7.91846544300055,8.12613768093741,8.2042711976403,8.28920291529818,8.48763810716553,8.17847432835554,8.32568948516808,8.13976046864572,8.27885223462547
"Kpna4",8.67924689604967,8.4358497495378,8.57641336041746,8.23928352074443,8.15162411913137,8.53800637092094,8.48099910333792,8.2993635418434,8.16647255070144,8.28480934314879,8.53484344791545,8.11689766100156
"Kpna6",8.22117804622194,7.87550592574014,8.31197227859574,8.33398174211391,8.14148755811527,7.9979919179793,8.28920291529818,7.99497626895007,8.25586945063692,7.9809198608806,8.06030580855971,8.15679256958578
"Kpna7",5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,6.09332148405594
"Kpnb1",9.01772083646808,8.79732270379254,8.9899324140786,8.93759210044738,8.91119840269648,8.57739086223001,9.26155766412475,9.21243212759839,9.11871861719988,8.97731705062365,8.95772825350301,9.04833241960877
"Kptn",6.5784105814205,7.06893395789686,6.55261476465212,6.48693865837898,6.65611609263572,6.22135284088233,6.58596554040747,6.40553789019331,6.69989630799703,6.29059228912795,6.79891489318786,6.67684459638149
"Kras",8.03518583654061,7.97606383036754,8.26073435334408,8.02726842978904,8.05207885680535,8.07503831642988,8.18718854725032,7.83825516020833,7.98605415891528,7.91569539631553,8.0140267973887,7.81071942133737
"Krba1",7.32376965486912,7.4190323886764,7.83383705582217,6.95275757658379,7.53841710801146,7.0405793290156,7.43844277446657,7.05214147582804,7.51675251055233,7.22927774304882,7.18695056911161,7.2358795013794
"Krcc1",6.19532823377328,6.83815198390189,6.60019828616156,6.53083515152989,6.4085129687457,6.56212836175147,6.60716765916451,6.6568442965279,6.09132938202759,6.52332011673904,6.37897466665394,6.18469651090124
"Kremen1",7.02828833186851,6.92126115367035,7.21099817777675,6.81347933830745,6.53174497705871,7.22268193403312,6.686676357269,7.40532504136762,7.03235398024536,7.1052150586845,7.04898634729533,6.8718956980864
"Kremen2",6.10176357820178,6.5272639655662,5.74601471773009,6.01048873685946,6.17583145262494,5.74601471773009,5.94129669167017,5.74601471773009,5.74601471773009,6.47573162218442,5.92286684183806,5.90163489457776
"Kri1",7.13595702096407,6.5272639655662,7.10998468997024,7.26407273566883,7.28603099315899,6.81890456226423,7.30425346152843,7.17454942388939,7.09681872061909,7.29151045290578,7.19616189919246,7.04957944176514
"Krit1",7.26925963430961,6.92126115367035,7.50696380166105,7.65511796144551,7.42788525500932,6.84622384839729,7.24159045200291,7.41874166812102,7.49322931747869,7.38360075462762,7.49325935447042,7.51447420890042
"Krr1",7.087628689286,7.13553279672632,7.614296014712,7.40915883043995,7.02626429543171,7.18478164836029,7.28374816174714,7.02394949080329,7.41252721891832,7.24516141688571,7.24110253479269,7.14302319134769
"Krt1",6.24786116878775,6.83815198390189,5.74601471773009,6.57219114297089,6.48512598017227,6.52325198610858,5.74601471773009,6.56651335101023,6.13185952847338,6.45062518334473,6.212183820912,6.28226779076496
"Krt10",6.19532823377328,6.64459133834263,6.32003085757434,5.74601471773009,6.50882426916374,6.05799775503962,6.44382925268539,6.59781383787628,5.91898088471957,6.60998078616562,6.68246260095643,6.41856960859092
"Krt12",6.27209387059004,5.74601471773009,7.3255636524286,6.01048873685946,5.74601471773009,6.1060292116947,5.74601471773009,6.46356893872451,6.01925349702034,6.27349277768693,6.14048577853517,6.30390083398407
"Krt14",5.74601471773009,6.38645313262447,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009
"Krt19",5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,6.05799775503962,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009
"Krt2",5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,6.2603486507478,5.74601471773009,5.74601471773009,5.74601471773009,6.14048577853517,6.28226779076496
"Krt20",5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,6.13073690606632,6.05799775503962,5.74601471773009,6.29433054272488,5.86835686934455,5.74601471773009,5.92286684183806,5.90163489457776
"Krt222",7.54180501266578,7.80387278089285,7.8193494568185,7.49150065969392,7.18061521836418,7.125349437986,7.58336194103254,7.41874166812102,7.41615206720255,7.31151836075945,7.38179439436067,7.74068330775445
"Krt26",5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.99596529059142,5.74601471773009
"Krt31",5.74601471773009,5.74601471773009,5.74601471773009,6.2028281207757,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009
"Krt36",5.74601471773009,6.38645313262447,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009
"Krt40",5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,6.01529640110915
"Krt5",6.22234554721018,5.74601471773009,5.74601471773009,6.38940370799125,6.01845616303518,5.74601471773009,5.74601471773009,5.74601471773009,5.99047976259634,5.98295979467019,6.5084736026419,6.38278293153433
"Krt7",5.74601471773009,6.2007163041327,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.94129669167017,5.74601471773009,5.74601471773009,5.74601471773009,6.05194985962486,5.74601471773009
"Krt73",6.35912784955717,7.64731848658614,6.55261476465212,7.24457248269195,7.58622596033478,7.19437942880694,6.54167555151999,6.83564131308355,6.73565847847764,6.95086648121439,6.79891489318786,6.95581940855719
"Krt77",5.90543270746838,6.5272639655662,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,6.08373963483239,6.36360179522424,6.11216765051845,6.10741554155047,6.212183820912,6.12628777439285
"Krt78",5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,6.22135284088233,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009
"Krt8",5.74601471773009,6.38645313262447,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,6.02197511661528,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009
"Krt80",5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,6.18637410257059,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009
"Krt86",5.74601471773009,6.38645313262447,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009
"Krt87",6.19532823377328,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.93955192050117,5.92286684183806,5.74601471773009
"Krt9",5.74601471773009,5.74601471773009,6.44677522158294,6.7184581734777,6.17583145262494,6.36640614262992,5.74601471773009,6.11689602129963,6.13185952847338,5.74601471773009,6.17786933683618,6.15656000946543
"Krt90",6.22234554721018,5.74601471773009,5.74601471773009,5.74601471773009,6.01845616303518,6.00091276814161,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009
"Krtap1-4",5.74601471773009,6.5272639655662,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009
"Krtap28-13",5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,6.32099645238723,5.74601471773009,5.74601471773009,6.3849361907878,5.74601471773009,5.74601471773009,5.74601471773009,6.01529640110915
"Krtap4-7",5.74601471773009,6.38645313262447,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009
"Krtap5-1",5.74601471773009,5.74601471773009,5.74601471773009,6.27277285307284,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009
"Krtcap2",6.90793807405746,6.74678563092428,7.30355689981037,7.2247271475341,7.20251239796265,7.53844983646364,7.06736178082728,6.56651335101023,6.80303376652638,6.75905464489578,7.42764154320175,6.99092867179093
"Krtcap3",6.27209387059004,5.74601471773009,5.74601471773009,5.74601471773009,6.17583145262494,6.18637410257059,6.29545088215056,6.24252161456539,6.36526200998523,6.65954414397256,6.46809088303187,5.74601471773009
"Ksr1",9.08792659979759,8.84941002720696,8.74058737073743,8.67802048242233,8.95985825068229,8.30258698906145,8.71616273120106,9.01373649308156,8.56883303732132,8.8047256388786,8.6663579568014,8.78825955764889
"Ksr2",7.75031667239111,6.38645313262447,7.84816392542499,7.66897404916787,7.89024826158617,7.34609105788606,7.59137354855791,7.71341892588935,7.91516107663741,8.26857379035564,7.15884247335775,7.66656313716187
"Kti12",6.41665750827505,6.64459133834263,6.32003085757434,6.78292947722468,6.43507124487607,6.74674955212543,6.46964152076905,6.6129941769376,6.52945815243051,6.77596727406735,6.82576963083976,6.63951976351339
