"","143D-DG-3","144C-DG-2","144D-DG-2","146C-DG-4","146D-DG-3","147C-DG-3","147D-DG-1"
"Plagl2",4.99787582377013,5.70244017988258,5.89419689898745,5.95707996155806,4.48114237758222,5.58116136927334,6.06085434074864
"Plat",6.90872286897841,6.71455270451449,6.47649292465524,7.12782187674608,4.48114237758222,6.95216574569118,6.47373705800092
"Plau",5.43553928835585,5.57420652112637,5.08123326162291,5.86865822055955,8.96996149108542,5.44739360520354,5.11152930566515
"Plaur",4.84749918505457,5.24269149727611,4.72759858780529,5.40883401515833,4.48114237758222,5.38051233506133,4.92865152933594
"Plb1",5.29183559736315,5.15446282183989,5.47856021094135,4.48114237758222,4.48114237758222,4.96255124309908,5.07383294717254
"Plbd2",8.64769018454401,8.21795257201247,8.30763697977683,8.05415048932626,8.54275855130393,8.46667902631503,8.57519620569328
"Plcb1",8.52218442370291,8.92248915361837,8.79137047881422,7.92669902706884,9.12018980330927,8.52422975673875,8.81675438554928
"Plcb2",4.99787582377013,4.92420233896636,4.97227930749859,4.48114237758222,4.48114237758222,4.96255124309908,4.87284433364672
"Plcb3",5.29183559736315,5.57420652112637,5.49255691815562,5.24283920151751,4.48114237758222,5.80243368223762,5.78030298173892
"Plcb4",4.48114237758222,5.28288151433726,5.1053685118849,5.86865822055955,4.48114237758222,5.15887140715934,4.8416250019492
"Plcd1",5.20811078417914,5.62757787482324,5.42016093032363,6.18714888139034,4.48114237758222,5.82427720081298,5.52587377145826
"Plcd3",4.99787582377013,5.15446282183989,5.30662582988316,4.48114237758222,4.48114237758222,5.36289169989581,5.18049766911523
"Plcd4",5.71564312830548,5.15446282183989,5.57219124133863,5.66595045214649,4.48114237758222,5.50935307566637,5.35949257266102
"Plce1",4.99787582377013,5.39187624963198,5.1053685118849,5.40883401515833,4.48114237758222,5.66058513407151,5.37211008089941
"Plcg1",7.89508172817272,7.50243435133961,7.77558726739906,7.78665457999426,7.04937980105134,7.81351462330074,7.73257331673646
"Plcg2",5.29183559736315,5.70244017988258,5.54642111359373,5.77229363256891,4.48114237758222,5.72213256553414,5.49940649928057
"Plch1",4.48114237758222,5.10530968109573,5.08123326162291,5.40883401515833,4.48114237758222,5.02629562053467,5.22776659720822
"Plch2",5.85172568428268,5.39187624963198,5.80778384504775,5.24283920151751,5.74651935471639,5.67320604292992,5.89770203704145
"Plcl1",7.24237731507983,7.55296602259734,7.50044924711896,7.55892106607431,4.48114237758222,7.44689027015294,7.3294162182454
"Plcl2",6.30170811835786,6.51708437918722,6.17081832364861,6.03898224639047,5.74651935471639,6.39061820757107,5.95022332577366
"Plcxd1",5.49890589926785,5.62757787482324,5.71357901048304,5.77229363256891,4.48114237758222,5.73399845565416,5.95363739264357
"Plcxd2",5.55799536784169,5.15446282183989,5.00176142036958,4.48114237758222,8.22571964453287,5.32641216238413,5.09298869950211
"Plcxd3",4.48114237758222,4.7376117387579,4.78280567329118,4.48114237758222,4.48114237758222,4.48114237758222,4.59008905617298
"Plcz1",4.48114237758222,4.48114237758222,4.65551905307965,4.48114237758222,4.48114237758222,4.73931711642061,4.59008905617298
"Pld1",4.99787582377013,4.92420233896636,5.02959695359712,4.48114237758222,4.48114237758222,4.99545335296559,5.02281791720149
"Pld2",6.08123313847472,5.95681025612235,6.17803354441094,6.74013876144211,6.22117097060691,6.23528521637422,6.20094759438299
"Pld3",9.32617979117677,9.19097204132235,9.10870344741241,8.85831768921212,7.81741108317343,8.85744460704756,8.85585840033832
"Pld4",4.48114237758222,5.10530968109573,5.05602548254552,5.02283326233534,4.48114237758222,5.13463880768724,5.54138496551157
"Pld5",4.84749918505457,4.84337041193037,4.72759858780529,4.48114237758222,4.48114237758222,4.96255124309908,4.78878015924908
"Pld6",5.11235073402636,4.48114237758222,4.78280567329118,4.48114237758222,4.48114237758222,4.79713065626228,5.01199688843981
"Plec",9.28318603159275,8.97018509797518,9.04756618510188,8.37968463881926,5.74651935471639,9.24931297889381,9.09894704509533
"Plek",6.27257714169501,6.51708437918722,5.68011906803348,6.90880386535768,7.69389159758633,6.81117032958589,5.60571187961588
"Plekha1",7.37667730531028,7.53632379479533,7.41601888537245,7.98272683716053,8.39300801445442,7.73717248356861,7.66270080249353
"Plekha2",8.29389668707904,8.62092013060398,8.80305341424885,8.21844520147656,8.31181132427555,8.57819936542518,8.91468868890601
"Plekha3",6.75630836965484,6.79359463014802,7.08813575216169,5.95707996155806,4.48114237758222,6.65885577134088,6.69991967244547
"Plekha4",5.20811078417914,4.48114237758222,4.87011862769163,4.48114237758222,4.48114237758222,4.84577269627103,4.72452373983201
"Plekha5",8.24628241590638,7.91132951720922,7.94344550379859,7.9456217615344,5.74651935471639,8.3835667485863,7.87384572513512
"Plekha6",8.03813055029131,7.73866750717178,7.80569195966113,7.31659886660946,7.04937980105134,7.76388294945752,7.74041721751352
"Plekha7",5.20811078417914,5.10530968109573,5.1053685118849,4.48114237758222,4.48114237758222,5.24765303024125,5.41476640040791
"Plekha8",6.30170811835786,6.16341411671718,6.254661514228,6.78434786437866,4.48114237758222,6.02139569793824,6.46931380142267
"Plekhb1",6.9788974601157,6.79359463014802,6.83875745465507,6.82713339535511,5.74651935471639,7.32736709964058,7.09084979640972
"Plekhb2",8.16076881985383,8.27540068409831,8.29562764784278,8.23387932122596,8.74158437081496,8.08338764693218,8.23380804671534
"Plekhd1",5.66590455830475,5.24269149727611,5.55939699470331,5.24283920151751,4.48114237758222,5.71012484348643,5.29310820865315
"Plekhf1",5.43553928835585,4.7376117387579,4.65551905307965,4.48114237758222,4.48114237758222,4.99545335296559,5.03341730251969
"Plekhf2",4.99787582377013,5.3572255041407,5.15088139062031,4.48114237758222,4.48114237758222,5.3977524685588,5.20455012583484
"Plekhg1",5.11235073402636,5.15446282183989,5.34078286072173,5.77229363256891,4.48114237758222,5.67320604292992,5.49940649928057
"Plekhg2",4.48114237758222,5.28288151433726,5.05602548254552,4.48114237758222,6.82677212959115,5.53876420686761,4.88753542981899
"Plekhg3",5.49890589926785,5.54632354678016,5.44986494106689,6.18714888139034,4.48114237758222,5.75732108105174,5.80406718772083
"Plekhg4",5.76302627007316,5.6531778823856,5.64547904767488,4.48114237758222,4.48114237758222,6.03039150948079,5.78828493700185
"Plekhg5",10.1199758918808,9.88847013802601,9.71061672054662,9.88036833908412,9.79183810915986,9.83547615279242,10.055566542436
"Plekhg6",4.48114237758222,4.48114237758222,4.48114237758222,4.48114237758222,4.48114237758222,4.73931711642061,4.48114237758222
"Plekhh1",5.89343885982503,5.28288151433726,5.27082791347383,5.24283920151751,4.48114237758222,5.36289169989581,5.03341730251969
"Plekhh2",5.89343885982503,6.06473654611676,6.32674117074793,6.31892692874396,4.48114237758222,6.61507048058282,5.97390481819393
"Plekhh3",6.75630836965484,5.89867396889442,6.27474428211508,6.18714888139034,4.48114237758222,6.27235326401826,6.2730682117186
"Plekhj1",6.58402570078054,6.44391444196519,6.19233435399271,5.86865822055955,4.48114237758222,6.31539863848135,6.38456171296867
"Plekhm1",7.63322907978813,6.84993656843294,6.93375896300744,6.54672855414621,4.48114237758222,6.9693287712893,7.15712049437475
"Plekhm2",7.70591711158083,7.37689925324658,7.32314515880683,8.13866491911164,4.48114237758222,7.67963394609173,7.48161645016828
"Plekhm3",6.9788974601157,7.25947802179913,7.1163207058487,6.25482373064756,7.40862008450898,7.02365347395502,7.0342644006022
"Plekhn1",6.38518738909124,5.60127154304512,5.78758249641687,5.24283920151751,4.48114237758222,5.87699325662994,5.95704100094901
"Plekho1",6.08123313847472,6.6304644169025,5.91249255143789,7.19366170925921,4.48114237758222,6.68021034478109,6.50643062838838
"Plekho2",5.11235073402636,5.62757787482324,5.40489992252618,5.77229363256891,4.48114237758222,5.8872324468168,5.43238664785982
"Plet1",4.48114237758222,4.99208236639355,4.78280567329118,4.48114237758222,4.48114237758222,4.88854240323439,4.69888079908746
"Plgrkt",5.61348946339325,5.20004192909509,5.75652174597453,6.18714888139034,5.74651935471639,5.56724592522343,5.9364609038172
"Plin1",4.48114237758222,4.92420233896636,4.78280567329118,5.24283920151751,4.48114237758222,4.92713304501927,5.30001602791442
"Plin2",4.99787582377013,4.48114237758222,4.72759858780529,5.24283920151751,4.48114237758222,4.88854240323439,5.03341730251969
"Plin3",5.80831515200524,4.92420233896636,5.30662582988316,4.48114237758222,4.48114237758222,5.28809208089408,5.11152930566515
"Plin4",5.55799536784169,5.10530968109573,5.47856021094135,4.48114237758222,4.48114237758222,5.76878550329178,5.70551529497822
"Plin5",5.36696224789153,5.20004192909509,5.19330098087698,5.54652580915904,4.48114237758222,5.43117457464848,5.06400546499342
"Plk1",5.11235073402636,5.15446282183989,5.17244114845099,4.48114237758222,7.24065422361183,5.41463342181392,5.38452987505147
"Plk2",9.24232601094791,10.9588984081008,8.076052782786,10.8978875189483,6.82677212959115,10.4084893864811,8.66198709543561
"Plk3",5.71564312830548,6.16341411671718,5.12855149426636,6.18714888139034,4.48114237758222,6.31539863848135,5.16395454732808
"Plk4",4.84749918505457,5.05165608635757,5.23315292275555,5.24283920151751,4.48114237758222,4.92713304501927,5.02281791720149
"Plk5",8.35927628927802,8.36836274458427,8.33429443475726,9.05295976433737,8.54275855130393,8.26352704282941,8.53199127418908
"Pllp",5.36696224789153,5.70244017988258,5.63365127296901,4.48114237758222,4.48114237758222,5.72213256553414,5.16395454732808
"Pln",5.29183559736315,5.05165608635757,4.72759858780529,5.54652580915904,4.48114237758222,4.92713304501927,5.00094035136802
"Plod1",4.48114237758222,6.02988813933126,5.84705657238027,6.31892692874396,4.48114237758222,5.97531294313401,5.60091893755298
"Plod2",6.75630836965484,6.41855523177251,6.13406904703393,6.18714888139034,4.48114237758222,6.79184589903624,6.47814497821893
"Plod3",5.76302627007316,6.04744464630303,6.26139263340916,6.43796020099556,7.69389159758633,6.54061113996969,6.46487508930114
"Plp1",9.02258980854098,8.4759410319846,8.40862435540432,8.33748395640413,6.82677212959115,8.72030726644232,8.02522985447841
"Plp2",5.61348946339325,5.20004192909509,5.12855149426636,4.48114237758222,4.48114237758222,5.24765303024125,5.14696950725242
"Plpp1",5.55799536784169,5.6531778823856,5.51989653381712,5.66595045214649,4.48114237758222,5.69797094145895,6.05774939779648
"Plpp2",4.48114237758222,4.99208236639355,4.72759858780529,5.40883401515833,4.48114237758222,4.48114237758222,4.48114237758222
"Plpp3",6.90872286897841,6.83141889287891,6.86419590773613,6.86859030378025,4.48114237758222,7.70242945098279,7.06143527855599
"Plpp4",5.89343885982503,5.3572255041407,5.44986494106689,4.48114237758222,4.48114237758222,5.47892869173049,5.34017629456648
"Plpp5",6.00982443712206,6.16341411671718,6.06487454195877,5.66595045214649,4.48114237758222,5.84567745039186,6.3387065752637
"Plpp6",5.85172568428268,5.89867396889442,6.29450207623913,6.49350345534362,7.24065422361183,6.18924874858689,6.10645574962408
"Plpp7",6.35798016033377,5.89867396889442,6.06487454195877,6.54672855414621,4.48114237758222,5.92725143339909,6.36063818651136
"Plppr1",6.43789055377109,5.95681025612235,5.98277895158911,6.59783920870977,4.48114237758222,5.84567745039186,6.19542974289318
"Plppr2",9.64361762133323,9.68632753618082,9.50137480175725,9.67065785788596,8.54275855130393,9.34400948636381,9.41160314828379
"Plppr3",6.60684505006987,6.17908579932362,5.99126107742898,6.37986127970252,7.81741108317343,6.0743403164332,6.37026273993164
"Plppr4",9.72984813548976,9.92780472152481,9.80853017786293,9.92835157013598,8.31181132427555,9.73822195843615,9.78572149948352
"Plppr5",7.19940689354405,7.22501295816764,7.23644706935412,7.19366170925921,7.04937980105134,7.32736709964058,7.20894416426403
"Plrg1",6.67299636443284,6.97286939587926,6.73185170523536,7.12782187674608,5.74651935471639,6.72702538181199,7.00506517141118
"Pls1",5.20811078417914,5.32096734327121,5.42016093032363,5.02283326233534,7.81741108317343,5.74572664875392,5.24281786444998
"Pls3",8.26688328248407,7.96175435511326,8.20379397107099,8.85831768921212,8.22571964453287,7.90784249560455,7.99868147671633
"Plscr1",4.48114237758222,4.7376117387579,4.72759858780529,4.48114237758222,4.48114237758222,5.49427327742348,4.80736464248158
"Plscr2",4.48114237758222,4.48114237758222,4.48114237758222,4.48114237758222,4.48114237758222,4.79713065626228,4.48114237758222
"Plscr3",5.66590455830475,5.54632354678016,5.68011906803348,5.77229363256891,4.48114237758222,5.69797094145895,5.72261906830763
"Plscr4",5.20811078417914,5.15446282183989,5.15088139062031,4.48114237758222,4.48114237758222,5.18220854407828,5.00094035136802
"Plscr5",4.48114237758222,4.84337041193037,4.48114237758222,4.48114237758222,4.48114237758222,4.48114237758222,4.48114237758222
"Pltp",4.99787582377013,5.60127154304512,6.21347029005762,5.95707996155806,4.48114237758222,6.51078693070122,6.24950191228903
"Plvap",5.55799536784169,5.7493756344918,5.55939699470331,5.02283326233534,4.48114237758222,5.32641216238413,5.80797572693917
"Plxdc1",4.48114237758222,4.84337041193037,5.05602548254552,4.48114237758222,4.48114237758222,4.48114237758222,4.72452373983201
"Plxdc2",6.43789055377109,6.23979798539715,6.48773888198251,6.54672855414621,7.04937980105134,6.31539863848135,6.34850182753054
"Plxna1",6.85358342672697,6.91280521864457,7.0262389009783,7.31659886660946,7.04937980105134,6.91717142417713,7.1689522074048
"Plxna2",8.17538195934094,8.17240577259668,8.12105461771748,7.76546688176318,7.69389159758633,8.31014143018344,7.96941127574353
"Plxna3",6.73596848144963,6.49315840555287,6.55852136245938,6.69439986356864,7.81741108317343,6.89482945836935,6.9023933088679
"Plxna4",9.68229817059303,10.4994562699925,10.4150780512585,9.74757680897881,9.07183723393664,10.1817980096299,9.96590887199255
"Plxnb1",6.85358342672697,6.44391444196519,6.3330890593992,6.74013876144211,4.48114237758222,7.20377166258206,6.75617008480005
"Plxnb2",7.31115259895094,6.97286939587926,7.09523660999682,6.94785100063921,4.48114237758222,7.32736709964058,7.24657167790658
"Plxnb3",5.20811078417914,5.45703973981053,5.37348902221181,4.48114237758222,4.48114237758222,5.72213256553414,5.05400018153876
"Plxnc1",6.18074084781831,6.01205721790899,5.8755877474906,5.66595045214649,5.74651935471639,6.46157145828199,5.91548984664353
"Plxnd1",5.80831515200524,5.93777032308386,5.80778384504775,5.24283920151751,4.48114237758222,6.27235326401826,5.83493579324214
"Pm20d1",5.36696224789153,5.05165608635757,5.12855149426636,4.48114237758222,5.74651935471639,5.34486701469048,4.69888079908746
"Pm20d2",5.85172568428268,5.72618144609584,5.6913984425807,4.48114237758222,5.74651935471639,5.75732108105174,5.95363739264357
"Pmaip1",5.11235073402636,4.99208236639355,5.02959695359712,4.48114237758222,4.48114237758222,5.08304910110209,4.95402307076531
"Pmel",4.48114237758222,4.48114237758222,4.82926288892582,4.48114237758222,4.48114237758222,4.99545335296559,4.48114237758222
"Pmepa1",6.41181519067764,6.70433159787616,6.54253001064933,6.37986127970252,4.48114237758222,7.02774366597856,7.13180257636211
"Pmf1",4.84749918505457,5.05165608635757,4.87011862769163,5.24283920151751,4.48114237758222,4.66382111242884,4.95402307076531
"Pmfbp1",4.48114237758222,4.48114237758222,4.48114237758222,4.48114237758222,4.48114237758222,4.79713065626228,4.48114237758222
"Pml",6.38518738909124,5.91839640387279,6.23424128284857,5.95707996155806,7.69389159758633,6.04817332087424,6.12714080221084
"Pmm1",7.63322907978813,7.66424561146553,7.57507113061796,8.08856067336846,7.40862008450898,7.58183625869036,7.53290830582107
"Pmm2",6.30170811835786,5.77205329854898,5.99967978852879,5.66595045214649,4.48114237758222,5.956337147572,6.11240313045199
"Pmp22",4.48114237758222,5.15446282183989,5.2522420438667,5.24283920151751,6.55936500434315,5.71012484348643,5.04380759126075
"Pmpca",7.57890920012703,7.35165058517733,7.50308968908189,7.28687371988708,5.74651935471639,7.18205247922231,7.32006101953914
"Pmpcb",6.33016429910226,6.45640570501085,6.66036295624106,5.54652580915904,4.48114237758222,6.63166272603045,6.67181432125165
"Pms1",5.85172568428268,5.20004192909509,5.30662582988316,5.54652580915904,4.48114237758222,5.20473720719494,5.16395454732808
"Pms2",5.36696224789153,5.85811987627384,5.8373742532034,5.66595045214649,4.48114237758222,5.96586537659403,6.11536552276039
"Pmvk",6.04608455530815,5.95681025612235,5.96561980017068,6.82713339535511,4.48114237758222,6.37055077558885,5.96718983741211
"Pnck",7.78464521902124,7.05430474594694,7.31712920164381,7.31659886660946,7.04937980105134,6.8857877188303,7.3502377456542
"Pnisr",9.23192709193576,8.39906615136883,8.86414376179625,8.88779091513566,9.07183723393664,8.83377531999503,9.04174519445054
"Pnkd",7.71600166262451,7.18248511159491,7.53181057826196,6.98580137065019,7.40862008450898,7.11475676210695,7.54594211969433
"Pnkp",6.21213673306179,6.22490467824555,6.50993757018337,5.95707996155806,7.93100545092415,6.37727580762521,6.17027929765711
"Pnldc1",4.84749918505457,4.7376117387579,5.1053685118849,4.48114237758222,4.48114237758222,4.92713304501927,4.91539149705292
"Pnlip",4.48114237758222,4.48114237758222,4.87011862769163,4.48114237758222,4.48114237758222,4.66382111242884,4.90170065322977
"Pnma1",4.48114237758222,4.48114237758222,5.2522420438667,4.48114237758222,4.48114237758222,4.84577269627103,4.7476902916918
"Pnma2",6.69432374169068,6.52888170468825,7.01501788262201,6.69439986356864,6.22117097060691,6.89031619251699,6.97673203413737
"Pnma3",7.22820202865258,6.69403049319621,6.52089402032029,6.03898224639047,4.48114237758222,6.47405482778587,6.71283265615684
"Pnma5",4.48114237758222,4.7376117387579,4.72759858780529,4.48114237758222,4.48114237758222,4.48114237758222,4.48114237758222
"Pnmal1",7.93006016263315,8.68701485693947,8.64439245044321,8.37968463881926,8.96996149108542,8.40518509471095,8.61290296534559
"Pnmal2",10.1423369323544,10.3696286394814,10.5809071837641,10.2896257635856,10.4122521488128,9.99715149187308,10.4486627218009
"Pnn",7.77504090696751,7.63853830918721,7.5949765741846,7.45637595451296,7.81741108317343,7.67707819880118,7.51465896990739
"Pno1",5.55799536784169,6.64127567184821,6.20646625467212,6.54672855414621,4.48114237758222,6.35699084662242,5.83873165463427
"Pnoc",4.48114237758222,4.84337041193037,5.27082791347383,5.24283920151751,4.48114237758222,5.18220854407828,5.18861327017194
"Pnp",5.61348946339325,5.42509844563896,5.57219124133863,4.48114237758222,4.48114237758222,5.81341226546102,5.4776429031621
"Pnp2",4.48114237758222,4.7376117387579,4.9069886627187,4.48114237758222,4.48114237758222,4.84577269627103,4.82492990460849
"Pnpla1",5.20811078417914,5.32096734327121,5.2522420438667,5.66595045214649,4.48114237758222,5.44739360520354,5.49401634131684
"Pnpla2",4.99787582377013,5.39187624963198,5.53325673184205,5.24283920151751,6.82677212959115,5.69797094145895,5.80406718772083
"Pnpla3",5.93360823384542,5.3572255041407,6.07276931548723,5.86865822055955,4.48114237758222,5.66058513407151,6.07625493838881
"Pnpla6",7.25640860239404,7.02231364051585,6.93375896300744,7.02271829413181,6.55936500434315,7.32078259734224,6.90716145563122
"Pnpla7",5.93360823384542,5.62757787482324,5.44986494106689,5.54652580915904,4.48114237758222,5.68566628241322,5.66141832750623
"Pnpla8",7.45144004303257,7.40782923371591,7.35577486111378,7.50858725722953,4.48114237758222,7.4499012579037,7.02992428017002
"Pnpo",6.04608455530815,5.77205329854898,5.79773211883472,5.86865822055955,7.55849686324826,5.97531294313401,6.13006626627558
"Pnpt1",6.11534743320377,6.09856295566363,5.96561980017068,6.31892692874396,4.48114237758222,6.14948351375525,5.95363739264357
"Pnrc1",6.60684505006987,6.6836480199629,6.60022118789128,7.09367788717345,4.48114237758222,6.73720668544668,6.87829561354335
"Pnrc2",6.94426582243494,6.54057155882517,6.57953931257445,5.24283920151751,7.40862008450898,6.58123643421254,6.2574081657093
"Poc1a",5.36696224789153,5.28288151433726,5.43514492816486,5.77229363256891,4.48114237758222,5.60838248708637,5.37834417036568
"Poc1b",5.43553928835585,5.39187624963198,5.05602548254552,5.86865822055955,4.48114237758222,5.52417977185021,5.42068161578485
"Poc5",6.30170811835786,6.41855523177251,6.55321294377353,6.37986127970252,7.04937980105134,6.37055077558885,6.24685501360265
"Podn",4.48114237758222,4.48114237758222,4.48114237758222,4.48114237758222,4.48114237758222,4.48114237758222,4.88753542981899
"Podnl1",4.48114237758222,4.99208236639355,4.48114237758222,4.48114237758222,4.48114237758222,4.66382111242884,4.48114237758222
"Podxl",5.36696224789153,5.77205329854898,5.89419689898745,4.48114237758222,4.48114237758222,6.41688414552444,6.20917706794878
"Podxl2",7.90390755798077,7.49670549483428,7.53181057826196,7.45637595451296,5.74651935471639,7.51167824424326,7.36508381041032
"Pof1b",4.48114237758222,4.48114237758222,4.48114237758222,4.48114237758222,4.48114237758222,4.73931711642061,4.48114237758222
"Pofut1",6.21213673306179,6.22490467824555,6.34568798546368,6.03898224639047,4.48114237758222,6.20479098958994,6.22276890365223
"Pofut2",6.67299636443284,6.40568155658514,6.24108632602135,6.18714888139034,4.48114237758222,6.2650294916817,6.18431713511429
"Pogk",6.81552124885587,6.69403049319621,6.38880495255368,5.77229363256891,4.48114237758222,6.69600118146576,6.65081391048113
"Poglut1",6.33016429910226,6.61956271902443,6.62057855647482,6.86859030378025,4.48114237758222,6.61507048058282,6.45146500505548
"Pogz",7.47549654005995,7.82308518814687,7.75147527667549,7.53398013073929,7.40862008450898,7.96949366922886,7.86113482520062
"Pola1",5.11235073402636,5.28288151433726,5.3893477570295,4.48114237758222,4.48114237758222,5.52417977185021,5.50476373867269
"Pola2",5.76302627007316,5.3572255041407,5.51989653381712,4.48114237758222,4.48114237758222,5.66058513407151,5.62931852472481
"Polb",7.25640860239404,6.85910017983612,7.04473738045389,6.90880386535768,6.55936500434315,7.01130855816587,7.24037122267176
"Pold1",5.49890589926785,5.83725322913101,5.89419689898745,6.18714888139034,4.48114237758222,5.78012349284614,5.52064310958091
"Pold2",5.66590455830475,5.77205329854898,5.76697986339864,5.66595045214649,4.48114237758222,5.74572664875392,6.07011931444491
"Pold3",6.4884821837201,6.11511441404671,6.41279136896602,6.69439986356864,4.48114237758222,6.49255310700091,6.62358843736396
"Pold4",5.11235073402636,5.20004192909509,4.94083347955081,5.40883401515833,6.22117097060691,5.18220854407828,5.27198497558997
"Poldip2",6.94426582243494,6.98123627111826,6.9417115836247,6.25482373064756,6.82677212959115,6.93040086792512,7.14385350828053
"Poldip3",7.10921838308096,7.54744053349977,7.5900266031754,7.34570036685754,4.48114237758222,7.60625835874928,7.46268113730934
"Pole",5.20811078417914,4.92420233896636,5.02959695359712,4.48114237758222,4.48114237758222,5.08304910110209,5.08349135000268
"Pole2",5.11235073402636,4.48114237758222,4.78280567329118,4.48114237758222,4.48114237758222,5.2265310359935,4.48114237758222
"Pole3",5.80831515200524,5.95681025612235,5.90338310953987,6.43796020099556,4.48114237758222,5.94672658057123,5.83873165463427
"Pole4",6.11534743320377,5.87858740089399,5.82760273921975,5.77229363256891,4.48114237758222,5.63483949607931,5.55157954784203
"Polg",8.22537981941768,7.75786768184455,7.71791726313221,7.48272526695606,7.55849686324826,8.12501795627704,7.83292546069361
"Polg2",5.66590455830475,5.70244017988258,5.32389665725589,5.02283326233534,4.48114237758222,5.55311646062792,5.37211008089941
"Polh",5.20811078417914,5.24269149727611,5.27082791347383,5.02283326233534,4.48114237758222,5.18220854407828,5.20455012583484
"Poli",6.08123313847472,6.02988813933126,5.88493232767054,5.77229363256891,4.48114237758222,5.98468146661417,6.07931059621187
"Polk",6.00982443712206,5.39187624963198,5.72448717347871,5.54652580915904,7.24065422361183,5.79133846481697,6.08539785399486
"Poll",5.85172568428268,5.45703973981053,5.50633271182445,5.40883401515833,4.48114237758222,5.2265310359935,5.70551529497822
"Polm",5.93360823384542,5.54632354678016,5.63365127296901,5.54652580915904,6.22117097060691,5.58116136927334,6.01981923353556
"Poln",4.48114237758222,4.48114237758222,4.72759858780529,4.48114237758222,4.48114237758222,4.48114237758222,4.7476902916918
"Polq",6.18074084781831,5.54632354678016,5.35730687770143,4.48114237758222,4.48114237758222,5.75732108105174,6.00363471880551
"Polr1a",7.19940689354405,6.99781667303072,6.90554958996463,7.25649650977802,4.48114237758222,6.85365320763772,6.85210541350768
"Polr1b",5.89343885982503,5.91839640387279,6.06487454195877,6.25482373064756,4.48114237758222,5.73399845565416,5.75597953724874
"Polr1c",6.21213673306179,6.3116462936184,6.26139263340916,6.25482373064756,4.48114237758222,6.2650294916817,5.98721520428734
"Polr1d",6.14849617344773,6.45640570501085,6.14890598274505,6.25482373064756,4.48114237758222,6.18140124877621,6.23353310869842
"Polr1e",5.11235073402636,5.54632354678016,5.35730687770143,4.48114237758222,4.48114237758222,5.24765303024125,5.30686003972357
"Polr2a",7.84094019380911,8.29513686131083,7.95306518986834,7.50858725722953,5.74651935471639,7.98604003758088,7.79998226279925
"Polr2b",7.29766812275451,6.65199810582337,6.96139070653922,6.90880386535768,4.48114237758222,6.83964177781104,6.57554784116702
"Polr2c",7.12466738134003,6.89514095895017,6.7084511581806,7.34570036685754,5.74651935471639,7.00301586615034,6.70546932529372
"Polr2d",5.80831515200524,5.54632354678016,5.72448717347871,4.48114237758222,4.48114237758222,5.55311646062792,5.77225891470684
"Polr2e",6.56079681100709,6.70433159787616,6.87256916744916,6.18714888139034,5.74651935471639,6.72702538181199,6.74188160657641
"Polr2f",6.41181519067764,6.13143524030062,6.29450207623913,6.03898224639047,6.55936500434315,5.78012349284614,6.22816300098375
"Polr2g",6.90872286897841,6.46877505633765,6.7084511581806,7.12782187674608,8.13409728635347,6.58123643421254,6.61372552243266
"Polr2h",5.55799536784169,5.57420652112637,5.59726027228042,5.40883401515833,4.48114237758222,5.53876420686761,5.34666860979258
"Polr2i",6.08123313847472,5.87858740089399,5.53325673184205,5.02283326233534,4.48114237758222,5.60838248708637,5.792252992352
"Polr2j",5.71564312830548,6.06473654611676,6.20646625467212,4.48114237758222,8.0361743447129,5.52417977185021,5.87961845272187
"Polr2k",5.80831515200524,5.6531778823856,5.4643329927992,5.40883401515833,5.74651935471639,5.50935307566637,5.68371372047527
"Polr2l",5.76302627007316,5.87858740089399,6.19233435399271,6.25482373064756,7.24065422361183,5.60838248708637,6.12714080221084
"Polr2m",7.56778851387803,7.57485286631386,7.58505912420169,7.05865952076664,6.55936500434315,7.50591087879943,7.72556417050305
"Polr3a",6.73596848144963,6.73476022444243,6.65545568654355,6.90880386535768,4.48114237758222,6.42336573142919,6.51500934972543
"Polr3b",6.08123313847472,5.7493756344918,5.99126107742898,5.66595045214649,7.04937980105134,6.01232818563445,5.76415151902666
"Polr3c",6.43789055377109,5.83725322913101,5.94819265908043,5.86865822055955,4.48114237758222,6.09146161095146,6.27565877683186
"Polr3d",6.04608455530815,6.06473654611676,5.75652174597453,4.48114237758222,4.48114237758222,5.90742529923996,5.78828493700185
"Polr3e",6.41181519067764,6.59748126423874,6.85577001315101,6.37986127970252,6.55936500434315,6.56975912956998,6.76148876105794
"Polr3f",6.81552124885587,6.54057155882517,6.40085549851839,7.05865952076664,6.22117097060691,6.70122290820849,6.4447063500119
"Polr3g",5.61348946339325,5.3572255041407,5.32389665725589,4.48114237758222,4.48114237758222,5.60838248708637,5.28613492623588
"Polr3gl",6.56079681100709,6.19455416690341,6.1038215099111,6.18714888139034,4.48114237758222,6.50473785642229,6.25477845981904
"Polr3h",6.51304326642089,6.46877505633765,6.1038215099111,6.98580137065019,6.82677212959115,6.37727580762521,6.13006626627558
"Polr3k",6.27257714169501,6.06473654611676,6.21347029005762,6.03898224639047,7.04937980105134,6.27235326401826,6.19266125550803
"Polrmt",6.60684505006987,6.60856890817873,6.82585445805046,6.90880386535768,7.04937980105134,6.6371468419451,6.83547256390305
"Pom121",7.63322907978813,7.65401896244219,7.67656445601226,7.65447719734415,7.04937980105134,7.43781814533684,7.36167183966559
