"","rowname","PC1","PC2","PRKCZ","WWC1","PRKCI","PRKCB","NSF","GRIA2","PIN1","FOS","IGF2","CAMK2A","LAMA1","LAMB1","LAMC1","TNC","TNXB","TNR","GABRA1","PTPRS","PNN","EGFR","LIMK1","ROCK2","ALDH1A1","ALDH1L1"
"13","LAMC1",0.498551624743579,-0.558270088211016,-0.385496250125708,-0.0151862153475485,0.361472631344138,-0.157932518382547,-0.640086252761065,-0.217858245220076,0.440959156333293,0.698122801885949,0.698733850992302,-0.335839808758738,0.577155149015009,-0.671353419499183,NA,-0.015603970584041,0.0975975630150993,0.378725494636579,0.272297958389149,-0.533779740027487,-0.113290908420448,0.0760571664841385,-0.111646161709936,-0.224020447500676,0.627997635567215,0.564066586244319
"14","LIMK1",0.335658577028569,-0.482457813293417,0.357902178592473,-0.170633956862418,-0.40765886239347,-0.15506685869386,-0.286729082198663,-0.669203455553691,0.0594841615489544,-0.0266431018484156,-0.0623008988705232,0.349327577818305,0.320355925058892,0.18145355509199,-0.111646161709936,0.34852070910043,-0.275874321819131,-0.00373613437982536,-0.146614737114247,-0.383921510174258,-0.284972468155007,0.476566202008486,NA,0.00346914774694872,0.253863614872768,0.143964801426912
"15","NSF",-0.566366616171863,0.379287535051331,0.160475813361261,-0.023703954772014,-0.217753109418835,0.187455251749396,NA,0.449761796067782,-0.377218510172371,-0.451329363843884,-0.492665814396064,-0.0982990363448492,-0.61656658126446,0.500707801611858,-0.640086252761065,-0.568127428877871,-0.222884325024935,-0.496478346531668,-0.025309560249757,0.718959174379583,0.528737654318449,-0.353283736001653,-0.286729082198663,0.373725624199121,-0.838785520474143,-0.871320345512144
"16","PIN1",0.470220930203918,-0.333128760074052,-0.145636064755822,-0.345226964462311,0.349913902518432,-0.0522394656121086,-0.377218510172371,-0.570562144916307,NA,0.259759724539745,0.393987462087719,-0.130085412674712,0.534919345810574,-0.548609502374813,0.440959156333293,-0.24964289159819,-0.112789657512332,-0.104491537353459,-0.488349885088924,-0.694664946258342,-0.670585738316446,-0.398432094457168,0.0594841615489544,-0.174229190477932,0.516450205550725,0.337582211642407
"17","PNN",-0.582064907290133,0.285329351231402,-0.00919876856835652,0.230555030656099,-0.1540993116777,0.11031460034001,0.528737654318449,0.681167138551786,-0.670585738316446,-0.11849466380044,-0.236483355224892,-0.0330588618862819,-0.567700323137195,0.290098154092263,-0.113290908420448,-0.218372819887028,-0.0649520930996208,-0.0300893786148157,0.60365995560922,0.697056858885963,NA,0.168380605548289,-0.284972468155007,0.224946451656489,-0.691656128228919,-0.652391886159217
"18","PRKCB",-0.450238572962816,0.490930776526937,0.411637272316768,0.810309776068046,0.675941069979667,NA,0.187455251749396,0.556256557196426,-0.0522394656121086,-0.400144624968644,-0.00752944379207998,0.615388684800959,-0.0803613650223092,0.00335149352223144,-0.157932518382547,-0.181775046466666,-0.0174134635270995,-0.071925785364182,-0.192998602676147,0.386013556247445,0.11031460034001,-0.188135981418647,-0.15506685869386,0.644680967816383,-0.413635862946404,-0.231794535648861
"19","PRKCI",-0.160986582451153,0.299838450015024,0.19816130338749,0.53853720516785,NA,0.675941069979667,-0.217753109418835,0.345698055209352,0.349913902518432,-0.0481959446542217,0.568589151803201,0.340383906045809,0.401788513827204,-0.396538269965288,0.361472631344138,-0.233351323126524,-0.177376091020198,0.284759681052268,-0.105739943577358,-0.0519758824508229,-0.1540993116777,-0.403475889358138,-0.40765886239347,0.453164196769397,0.09550844737654,0.202775890499711
"20","PRKCZ",-0.387155115137091,0.24330380983526,NA,0.39975051427641,0.19816130338749,0.411637272316768,0.160475813361261,0.011777576072151,-0.145636064755822,-0.552706332106932,-0.0666070933771406,0.785393101127049,0.09487202164889,0.23424361761174,-0.385496250125708,-0.14689563672093,-0.533223135959035,-0.0850765988035012,-0.202374423121287,0.222567914837063,-0.00919876856835652,0.0803718553581007,0.357902178592473,0.418592390393862,-0.132552210155615,-0.0539456276335742
"21","PTPRS",-0.782239533062994,0.627806387883866,0.222567914837063,0.392842671648558,-0.0519758824508229,0.386013556247445,0.718959174379583,0.805128841135658,-0.694664946258342,-0.502360017369479,-0.463220606724665,0.13506903513291,-0.621492464354034,0.606132051248056,-0.533779740027487,-0.114313177213988,-0.0236335058955089,-0.121440121653789,0.384872065012112,NA,0.697056858885963,-0.0213652972319107,-0.383921510174258,0.397791930222573,-0.758705862666696,-0.647546300177709
"22","ROCK2",-0.294927286009991,0.409536695103085,0.418592390393862,0.308555846491029,0.453164196769397,0.644680967816383,0.373725624199121,0.437120785932223,-0.174229190477932,-0.471335291892905,0.32970910789812,0.286878395383188,-0.000914304258045543,0.441376850696402,-0.224020447500676,-0.312035509883258,-0.610221430007677,0.0637181959134597,0.212193920769488,0.397791930222573,0.224946451656489,-0.367378681965916,0.00346914774694872,NA,-0.437628997267305,-0.405776860276212
"23","TNC",0.226443542989713,-0.117817871807395,-0.14689563672093,0.0827772738475823,-0.233351323126524,-0.181775046466666,-0.568127428877871,-0.123227123700616,-0.24964289159819,0.213965813761263,-0.104838868890211,0.12746704468466,0.126877331413942,0.0646910228919323,-0.015603970584041,NA,0.400691012107108,0.571008395231419,0.236640193920429,-0.114313177213988,-0.218372819887028,0.706873107824865,0.34852070910043,-0.312035509883258,0.413311877702472,0.473345444153454
"24","TNR",0.314121388917019,-0.143948379672607,-0.0850765988035012,0.0575656129529907,0.284759681052268,-0.071925785364182,-0.496478346531668,0.0569330082115044,-0.104491537353459,0.521640567334729,0.564922253714445,-0.0297668868658215,0.516464503224573,-0.102290848249222,0.378725494636579,0.571008395231419,-0.0740541692184603,NA,0.535758972624251,-0.121440121653789,-0.0300893786148157,0.309484011825215,-0.00373613437982536,0.0637181959134597,0.483425842018346,0.500411443358338
"25","TNXB",0.123689283181508,-0.0533565115374137,-0.533223135959035,0.256746420039019,-0.177376091020198,-0.0174134635270995,-0.222884325024935,0.14306230520124,-0.112789657512332,0.333735208472663,-0.429939525068077,-0.190689816187254,-0.344937309420265,-0.376988372537125,0.0975975630150993,0.400691012107108,NA,-0.0740541692184603,-0.16209574988076,-0.0236335058955089,-0.0649520930996208,0.351443510082172,-0.275874321819131,-0.610221430007677,0.0971674640237595,0.252533958059716
"26","WWC1",-0.4986588753051,0.351653259967879,0.39975051427641,NA,0.53853720516785,0.810309776068046,-0.023703954772014,0.588014331509756,-0.345226964462311,-0.254488983863798,-0.112044558322931,0.643938969901774,-0.113751648408658,-0.157837841710371,-0.0151862153475485,0.0827772738475823,0.256746420039019,0.0575656129529907,-0.0521879843255213,0.392842671648558,0.230555030656099,0.234106388455427,-0.170633956862418,0.308555846491029,-0.253168473415233,0.0160623056211929
