"","rowname","PC1","PC2","PRKCZ","WWC1","PRKCI","PRKCB","NSF","GRIA2","PIN1","FOS","IGF2","CAMK2A","LAMA1","LAMB1","LAMC1","TNC","TNXB","TNR","GABRA1","PTPRS","PNN","EGFR","LIMK1","ROCK2","ALDH1A1","ALDH1L1"
"1","PC1",NA,-0.701671470212704,-0.387155115137091,-0.4986588753051,-0.160986582451153,-0.450238572962816,-0.566366616171863,-0.698156627639968,0.470220930203918,0.720131947237359,0.486338734561794,-0.460101432362163,0.528611702649074,-0.35385632216049,0.498551624743579,0.226443542989713,0.123689283181508,0.314121388917019,-0.0596807580393985,-0.782239533062994,-0.582064907290133,0.0762366688363953,0.335658577028569,-0.294927286009991,0.755951426348887,0.64279937326263
"2","PC2",-0.701671470212704,NA,0.24330380983526,0.351653259967879,0.299838450015024,0.490930776526937,0.379287535051331,0.727505928028092,-0.333128760074052,-0.715435076313482,-0.241442403882411,0.381110021289911,-0.52190874666186,0.450883484886065,-0.558270088211016,-0.117817871807395,-0.0533565115374137,-0.143948379672607,0.0424551533956793,0.627806387883866,0.285329351231402,-0.389311819141847,-0.482457813293417,0.409536695103085,-0.603814993905266,-0.407001170067363
"3","ALDH1A1",0.755951426348887,-0.603814993905266,-0.132552210155615,-0.253168473415233,0.09550844737654,-0.413635862946404,-0.838785520474143,-0.659507442690925,0.516450205550725,0.593409718411153,0.542716354410332,-0.181080509450912,0.732699179544886,-0.502319247874586,0.627997635567215,0.413311877702472,0.0971674640237595,0.483425842018346,-0.0340498975732844,-0.758705862666696,-0.691656128228919,0.237704942019349,0.253863614872768,-0.437628997267305,NA,0.932436192276698
"4","ALDH1L1",0.64279937326263,-0.407001170067363,-0.0539456276335742,0.0160623056211929,0.202775890499711,-0.231794535648861,-0.871320345512144,-0.465226296278677,0.337582211642407,0.503247610488897,0.486294195739153,-0.0107059553288482,0.639797140960816,-0.492505117741201,0.564066586244319,0.473345444153454,0.252533958059716,0.500411443358338,-0.056870104813107,-0.647546300177709,-0.652391886159217,0.260668993682414,0.143964801426912,-0.405776860276212,0.932436192276698,NA
"5","CAMK2A",-0.460101432362163,0.381110021289911,0.785393101127049,0.643938969901774,0.340383906045809,0.615388684800959,-0.0982990363448492,0.12240135131519,-0.130085412674712,-0.528613121420202,-0.185745201592962,NA,0.0659032019731685,0.0811640322477185,-0.335839808758738,0.12746704468466,-0.190689816187254,-0.0297668868658215,-0.318156619414628,0.13506903513291,-0.0330588618862819,0.193223278726728,0.349327577818305,0.286878395383188,-0.181080509450912,-0.0107059553288482
"6","EGFR",0.0762366688363953,-0.389311819141847,0.0803718553581007,0.234106388455427,-0.403475889358138,-0.188135981418647,-0.353283736001653,-0.115511752501878,-0.398432094457168,0.263632266226817,-0.270589545294233,0.193223278726728,-0.0600500101605946,-0.127864036596361,0.0760571664841385,0.706873107824865,0.351443510082172,0.309484011825215,0.256794319520677,-0.0213652972319107,0.168380605548289,NA,0.476566202008486,-0.367378681965916,0.237704942019349,0.260668993682414
"7","FOS",0.720131947237359,-0.715435076313482,-0.552706332106932,-0.254488983863798,-0.0481959446542217,-0.400144624968644,-0.451329363843884,-0.336965576500725,0.259759724539745,NA,0.387433953809316,-0.528613121420202,0.438886340909991,-0.582157569156882,0.698122801885949,0.213965813761263,0.333735208472663,0.521640567334729,0.18776359664204,-0.502360017369479,-0.11849466380044,0.263632266226817,-0.0266431018484156,-0.471335291892905,0.593409718411153,0.503247610488897
"8","GABRA1",-0.0596807580393985,0.0424551533956793,-0.202374423121287,-0.0521879843255213,-0.105739943577358,-0.192998602676147,-0.025309560249757,0.399311173395806,-0.488349885088924,0.18776359664204,0.316935811883011,-0.318156619414628,-0.0658952216113519,0.34358071029837,0.272297958389149,0.236640193920429,-0.16209574988076,0.535758972624251,NA,0.384872065012112,0.60365995560922,0.256794319520677,-0.146614737114247,0.212193920769488,-0.0340498975732844,-0.056870104813107
"9","GRIA2",-0.698156627639968,0.727505928028092,0.011777576072151,0.588014331509756,0.345698055209352,0.556256557196426,0.449761796067782,NA,-0.570562144916307,-0.336965576500725,-0.148182878113967,0.12240135131519,-0.571590536449984,0.229419398630117,-0.217858245220076,-0.123227123700616,0.14306230520124,0.0569330082115044,0.399311173395806,0.805128841135658,0.681167138551786,-0.115511752501878,-0.669203455553691,0.437120785932223,-0.659507442690925,-0.465226296278677
"10","IGF2",0.486338734561794,-0.241442403882411,-0.0666070933771406,-0.112044558322931,0.568589151803201,-0.00752944379207998,-0.492665814396064,-0.148182878113967,0.393987462087719,0.387433953809316,NA,-0.185745201592962,0.694408529928632,-0.294187559928147,0.698733850992302,-0.104838868890211,-0.429939525068077,0.564922253714445,0.316935811883011,-0.463220606724665,-0.236483355224892,-0.270589545294233,-0.0623008988705232,0.32970910789812,0.542716354410332,0.486294195739153
"11","LAMA1",0.528611702649074,-0.52190874666186,0.09487202164889,-0.113751648408658,0.401788513827204,-0.0803613650223092,-0.61656658126446,-0.571590536449984,0.534919345810574,0.438886340909991,0.694408529928632,0.0659032019731685,NA,-0.322126645348601,0.577155149015009,0.126877331413942,-0.344937309420265,0.516464503224573,-0.0658952216113519,-0.621492464354034,-0.567700323137195,-0.0600500101605946,0.320355925058892,-0.000914304258045543,0.732699179544886,0.639797140960816
"12","LAMB1",-0.35385632216049,0.450883484886065,0.23424361761174,-0.157837841710371,-0.396538269965288,0.00335149352223144,0.500707801611858,0.229419398630117,-0.548609502374813,-0.582157569156882,-0.294187559928147,0.0811640322477185,-0.322126645348601,NA,-0.671353419499183,0.0646910228919323,-0.376988372537125,-0.102290848249222,0.34358071029837,0.606132051248056,0.290098154092263,-0.127864036596361,0.18145355509199,0.441376850696402,-0.502319247874586,-0.492505117741201
