"gene","pvalue","lfc","direction","logp"
"0610007P14Rik",1,-0.173528129285372,"NS",0
"0610009B22Rik",1,-0.756248610166991,"NS",0
"0610009L18Rik",1,0.587093135119797,"NS",0
"0610009O20Rik",1,0.268528280803771,"NS",0
"0610010F05Rik",1,-0.389158262191742,"NS",0
"0610010K14Rik",1,0.413769338154125,"NS",0
"0610012G03Rik",1,0.10219603152279,"NS",0
"0610030E20Rik",1,-0.122646278159392,"NS",0
"0610037L13Rik",1,0.119698144001529,"NS",0
"0610040J01Rik",1,-0.318775909518839,"NS",0
"1110002E22Rik",1,-0.128367670326883,"NS",0
"1110004E09Rik",1,0.381420171203117,"NS",0
"1110004F10Rik",1,-0.0215846280200838,"NS",0
"1110008F13Rik",1,-0.399552357309108,"NS",0
"1110008L16Rik",1,0.285435483846355,"NS",0
"1110008P14Rik",1,0.575713249322712,"NS",0
"1110012L19Rik",1,-0.802583525726253,"NS",0
"1110017D15Rik",1,0.468490979856753,"NS",0
"1110032A03Rik",1,0.83323283891136,"NS",0
"1110032F04Rik",1,0.934087940443627,"NS",0
"1110034G24Rik",1,0.705394589328955,"NS",0
"1110037F02Rik",1,0.0133128128721462,"NS",0
"1110038F14Rik",1,0.276400379385489,"NS",0
"1110051M20Rik",1,-0.288498788188586,"NS",0
"1110059E24Rik",1,-0.112598555616825,"NS",0
"1110059G10Rik",1,1.32103917878864,"NS",0
"1110065P20Rik",1,-0.00722164361999717,"NS",0
"1190002N15Rik",1,-0.405463106442387,"NS",0
"1190005I06Rik",1,-0.756744015042064,"NS",0
"1190007I07Rik",1,0.0554546434750404,"NS",0
"1300017J02Rik",1,-0.626308897206648,"NS",0
"1500009C09Rik",1,0.0542954610492014,"NS",0
"1500009L16Rik",1,0.127276194943284,"NS",0
"1500011B03Rik",1,-0.0893795254017848,"NS",0
"1500011K16Rik",1,0.70999808273595,"NS",0
"1500015O10Rik",1,-0.69793058137333,"NS",0
"1520401A03Rik",1,-0.773109878195861,"NS",0
"1600002H07Rik",1,-0.433258220081436,"NS",0
"1600002K03Rik",1,-0.00594233215245474,"NS",0
"1600012H06Rik",1,-0.279288447067248,"NS",0
"1600014C10Rik",1,0.422544040224689,"NS",0
"1600014C23Rik",1,-0.626173960373936,"NS",0
"1700001C02Rik",1,-1.91665728747144,"NS",0
"1700001C19Rik",1,0.312561187713991,"NS",0
"1700001J03Rik",1,-1.91663443410553,"NS",0
"1700001K19Rik",1,-0.12848146251992,"NS",0
"1700001L19Rik",1,0.0326682694806403,"NS",0
"1700001O22Rik",1,0.399151034481802,"NS",0
"1700001P01Rik",1,-1.34065841619048,"NS",0
"1700003E16Rik",1,-0.0329079792143281,"NS",0
"1700003F12Rik",1,1.6050473736309,"NS",0
"1700006E09Rik",1,1.8539262866052,"NS",0
"1700007B14Rik",1,-1.91667081366381,"NS",0
"1700007G11Rik",1,-0.968850747474557,"NS",0
"1700007K09Rik",1,-0.626213982628529,"NS",0
"1700007K13Rik",1,1.11346845536775,"NS",0
"1700008O03Rik",1,3.50967313886926,"NS",0
"1700010I14Rik",1,-2.03786212048664,"NS",0
"1700011E24Rik",1,1.11306921306402,"NS",0
"1700011H14Rik",1,-3.31317715223919,"NS",0
"1700011M02Rik",1,-0.626214015533628,"NS",0
"1700012B09Rik",1,-0.626191286656145,"NS",0
"1700013D24Rik",1,0,"NS",0
"1700013F07Rik",1,-2.43763780594591,"NS",0
"1700014D04Rik",1,-0.539442421585256,"NS",0
"1700015E13Rik",1,0.386135123678985,"NS",0
"1700016D06Rik",1,-0.159058925880725,"NS",0
"1700016K19Rik",1,2.15304113841634,"NS",0
"1700017B05Rik",1,-0.0141954113384648,"NS",0
"1700017N19Rik",1,-0.626332504648942,"NS",0
"1700019A02Rik",1,2.5812890927164,"NS",0
"1700019B03Rik",1,-0.467984476282348,"NS",0
"1700019D03Rik",1,-0.359832504590209,"NS",0
"1700019O17Rik",1,0,"NS",0
"1700020A23Rik",1,2.82937436737651,"NS",0
"1700020D05Rik",1,1.29436416043315,"NS",0
"1700020L24Rik",1,2.26705364569972,"NS",0
"1700020N01Rik",1,1.63041950335019,"NS",0
"1700021F05Rik",1,0.31361589713443,"NS",0
"1700022I11Rik",1,-3.01745835933121,"NS",0
