"","padjPunchCA1DG","padjPunchCA1CA3","padjPunchCA3DG","padjAPAConsistentControl","padjAPAConflictControl","padjAPAConflictConsistent"
"Med31",0.995988468926685,0.986051649979111,0.787058482555503,0.966855893728424,1,1
"Med4",0.995988468926685,0.526620908070143,0.489553548265663,1,1,1
"Med6",0.996020083111042,0.54711844541974,0.412260150189174,1,1,1
"Med7",1,0.778388984967573,0.553341946203762,1,1,1
"Med8",0.999995265593675,0.986051649979111,0.920230992485012,1,1,1
"Med9",1,0.986051649979111,0.920230992485012,1,1,1
"Medag",0.376539236379291,0.000427407903584889,0.00458159029693964,1,1,1
"Mef2a",0.32724951889282,1,0.217561553348759,1,1,1
"Mef2b",1,0.986051649979111,0.920230992485012,1,1,1
"Mef2c",7.84045240376149e-06,0.47178350901146,4.2698682084864e-11,1,1,1
"Mef2d",2.37063227163249e-05,0.258195361461386,4.99819240536833e-11,1,1,1
"Mefv",0.995988468926685,1,0.994855546240257,1,1,1
"Megf10",0.647377657196973,0.887912465377622,0.217796167855174,1,1,1
"Megf11",0.750785753627757,0.0438264444343415,0.000349953704692679,1,1,1
"Megf6",0.180525391491775,0.990728606197868,0.174027832980827,1,1,1
"Megf8",3.35457808598934e-06,0.88171993369776,0.000143037236063825,1,1,1
"Megf9",5.1144760853879e-06,0.760491404164126,0.000373081154333199,1,1,1
"Mei1",0.48536151650743,0.895989755014339,0.141061091888924,1,1,1
"Mei4",0.995988468926685,0.889248125291698,0.834442170316703,1,1,1
"Meig1",0.995988468926685,0.986051649979111,0.920230992485012,1,1,1
"Meioc",0.995988468926685,1,0.950110452605849,1,1,1
"Meis1",0.995988468926685,0.986051649979111,0.895312017406708,1,1,1
"Meis2",1.76052622695283e-13,0.0599049836303965,1.245487566408e-07,1,1,1
"Meis3",0.6791527067474,1,0.554263182748545,1,1,1
"Melk",1,0.986051649979111,0.920230992485012,1,1,1
"Memo1",0.914305312215012,0.102327914507167,0.185688157940129,1,1,1
"Men1",0.995988468926685,0.986051649979111,0.893683116112041,1,1,1
"Meox1",0.995988468926685,0.983621640877834,0.977567572634483,1,1,1
"Meox2",0.995988468926685,0.930617186188244,0.734716146917597,1,1,1
"Mepce",0.995988468926685,0.98798276357252,1,1,1,1
"Mertk",0.11155162233279,0.364802948368912,0.870654145169248,1,1,1
"Mesdc1",4.650707897167e-10,1.78240411794571e-05,0.257674549677979,1,1,1
"Mesdc2",0.856605485295676,0.461735174411313,0.0686515975578426,1,1,1
"Mesp1",0.995988468926685,0.986051649979111,0.920230992485012,1,1,1
"Mesp2",1,0.805805014928708,0.684742746604116,1,1,1
"Mest",0.706541885381804,0.181037537169483,0.409041259169317,0.00478988250801112,0.0670042250127622,1
"Met",0.995988468926685,0.791535547248373,0.45639898711013,1,1,1
"Metap1",0.914522903537577,0.80680011171767,0.321110625118131,1,1,1
"Metap1d",0.348135546068546,0.986051649979111,0.446090274780446,1,1,1
"Metap2",0.260742899635297,0.698728995591409,0.716441500744663,1,1,1
"Metrn",0.0262566843167611,0.986051649979111,0.0522233334119132,1,1,1
"Metrnl",0.734324110518761,1,0.655638927603214,1,1,1
"Mettl1",0.617663374846322,0.912045341657181,0.895019620951233,1,1,1
"Mettl10",1,0.83483278170647,0.702879457226032,1,1,1
"Mettl11b",0.995988468926685,0.755732271718764,0.811766595988258,1,1,1
"Mettl13",0.756131046067099,0.687915346445266,0.117038238666496,1,1,1
"Mettl14",0.288970478469194,0.913795935212445,0.0478015596283657,1,1,1
"Mettl15",0.995988468926685,0.385150326425286,0.422891551367134,1,1,1
"Mettl16",0.107208566443446,0.400943082875453,0.76716709005475,1,1,1
"Mettl17",0.995988468926685,0.395473344369374,0.213788668232456,1,1,1
"Mettl18",0.0768663576813407,0.237836702319893,0.894542416309938,1,1,1
"Mettl2",0.602119599367846,1,0.493630134107634,1,1,1
"Mettl20",0.995988468926685,0.981407850288212,0.855974430776357,1,1,1
"Mettl21a",0.399408415458896,0.0520311042392247,0.341507323683889,1,1,1
"Mettl21b",0.995988468926685,0.788579823841471,0.806963494406714,1,1,1
"Mettl21c",0.995988468926685,1,0.984492478717084,1,1,1
"Mettl21e",0.813300096067051,0.186504560338832,0.410754051392721,1,1,1
"Mettl22",0.995988468926685,0.47950584883477,0.388871958985455,1,1,1
"Mettl23",0.896343451244303,0.0517480596032081,0.101801403959553,1,1,1
"Mettl24",0.750081879062434,0.548828700241948,0.902288963637072,1,1,1
"Mettl25",0.26933048465247,0.87982565996385,0.549190601953422,1,1,1
"Mettl26",0.209250376832166,0.0361443190038507,0.514461429263229,1,1,1
"Mettl3",0.892905781160015,0.198219276721216,0.293391910940454,1,1,1
"Mettl4",0.503293978150515,0.901557026579543,0.834177296198019,1,1,1
"Mettl5",0.995988468926685,0.60171034003073,0.594453441035147,1,1,1
"Mettl6",0.00528231768914248,0.0599049836303965,0.736959613848272,1,1,1
"Mettl7a1",0.115442770415492,1,0.0869331714208104,1,1,1
"Mettl7a3",1,0.886596361026091,0.758831200796119,1,1,1
"Mettl7b",0.995988468926685,1,0.920230992485012,1,1,1
"Mettl8",0.666630633543899,0.647026569320512,0.971652718290567,1,1,1
"Mettl9",0.0677058615379579,0.618726615402192,0.00057082682243444,1,1,1
"Mex3a",0.0572821618486867,0.986051649979111,0.0920347560759711,1,1,1
"Mex3b",0.0634752634508731,0.959198565709067,0.0110953227028914,0.769364821966479,1,1
"Mex3c",0.285412738276506,0.986051649979111,0.154917718927901,1,1,1
"Mex3d",0.995988468926685,0.831226273289311,0.764730132778239,1,1,1
"Mfap1a",0.0421562028606341,0.233949832399345,0.789219237307018,1,1,1
"Mfap1b",0.0102923603847115,0.0417246285105009,0.920230992485012,1,1,1
"Mfap2",0.995988468926685,0.986051649979111,0.920230992485012,1,1,1
"Mfap3",0.285466540920951,0.0053679733231402,9.87956626330333e-07,1,1,1
"Mfap3l",0.899204499467136,0.716920179080875,0.250184545165645,0.979926688879997,0.383877123486529,1
"Mfap4",0.019484000122109,0.939258542948677,0.03293817945415,1,1,1
"Mfap5",0.995988468926685,1,0.920230992485012,1,1,1
"Mff",0.278988391700242,0.986051649979111,0.0906345573093097,1,1,1
"Mfge8",0.896343451244303,0.986051649979111,0.947432013163865,1,1,1
"Mfhas1",0.0307834307376683,0.986051649979111,0.0651910331678226,1,1,1
"Mfi2",0.995988468926685,0.986051649979111,0.946243894432126,1,1,1
"Mfn1",0.995988468926685,0.380721213541095,0.259655792332583,1,1,1
"Mfn2",0.679895794281163,0.188717841837294,0.522257600693165,1,1,1
"Mfng",0.842661259719204,1,0.851153722655688,1,1,1
"Mfrp",0.941811862656299,1,0.836622384968183,1,1,1
"Mfsd1",0.929136051824394,0.610514833359017,0.813624414832402,1,1,1
"Mfsd10",0.995988468926685,0.986051649979111,0.920230992485012,1,1,1
"Mfsd11",0.755567230067172,0.821594558669811,1,1,1,1
"Mfsd12",2.24958918365818e-05,6.85288436747619e-15,0.000873625307135958,1,1,1
"Mfsd13a",0.288970478469194,1,0.208133311538273,1,1,1
"Mfsd13b",0.534857950979073,0.950440115651872,0.212143656651277,1,1,1
"Mfsd14a",0.0133017466320444,0.543935404008941,0.225953782055675,0.713987233314261,1,1
"Mfsd14b",0.892370979643793,0.0323049205270566,0.0718349216643184,1,1,1
"Mfsd2a",0.990548474167585,0.889547340557604,0.926430299416111,1,1,1
"Mfsd2b",0.776569161101864,0.618345198773313,0.920230992485012,1,1,1
"Mfsd3",0.111305372888665,0.0406263178882369,0.846108554750012,1,1,1
"Mfsd4a",0.398091600808939,2.84950742491787e-07,1.94885337594977e-12,1,1,1
"Mfsd4b1",0.995988468926685,0.661843219147219,0.471392253961639,1,1,1
"Mfsd4b2",0.995988468926685,0.986051649979111,0.920230992485012,1,1,1
"Mfsd4b4",0.959351306977342,0.956362739737125,0.997204662615015,1,1,1
"Mfsd4b5",0.866042176147684,1,0.713528280757445,1,1,1
"Mfsd5",0.325851852042431,0.669265292335554,0.0226747739470526,1,1,1
"Mfsd6",0.658847007364118,0.107666932845523,0.380891672353303,1,1,1
"Mfsd6l",1,1,0.981396385055707,1,1,1
"Mfsd7a",0.686580317310797,0.984500873435789,0.902974371585884,1,1,1
"Mfsd7b",0.582003547828314,0.986051649979111,0.335024081644788,1,1,1
"Mfsd7c",0.995988468926685,0.959198565709067,0.738983627497365,1,1,1
"Mfsd8",0.995988468926685,0.299328879706113,0.210730432661944,1,1,1
"Mfsd9",0.995988468926685,0.724883299704843,0.624676208802494,1,1,1
"Mga",0.00532820067785391,0.986051649979111,0.00785858914235535,1,1,1
"Mgarp",0.995988468926685,0.986051649979111,0.920230992485012,1,1,1
"Mgat1",0.234058570794638,0.960877529284567,0.0402153732315777,1,1,1
"Mgat2",0.511759292371711,0.800856914830503,0.104678007944663,1,1,1
"Mgat3",0.155866571523519,0.513195557699766,0.812556908993529,1,1,1
"Mgat4a",0.213140394995215,0.961311613074115,0.349259045179895,1,1,1
"Mgat4b",0.028779255777203,0.0900140270789986,3.59621189774603e-07,1,1,1
"Mgat4c",0.750536800968071,0.291668224835441,0.0134781936171399,1,1,1
"Mgat4e",0.995988468926685,0.986051649979111,0.920230992485012,1,1,1
"Mgat5",0.510662743540245,0.281574377538378,0.00824822872072119,1,1,1
"Mgat5b",0.000235782312912331,0.600884845312505,1.57091139322642e-07,1,1,1
"Mgea5",0.754906287323461,0.85973386201511,0.279448674571474,1,1,1
"Mgl2",0.995988468926685,0.986051649979111,0.920230992485012,1,1,1
"Mgll",0.760069679096164,0.314499647514133,0.0289730442286037,1,1,1
"Mgme1",0.995988468926685,1,0.984492478717084,1,1,1
"Mgmt",0.808778398404323,0.95545447746549,0.94855079465412,1,1,1
"Mgp",0.876045432432273,0.974507462024909,0.512154511782087,1,1,1
"Mgrn1",0.0182652045111704,0.592907940353695,0.210996090900586,1,1,1
"Mgst1",0.943921258394066,0.943958551167578,0.988980434705325,1,1,1
"Mgst3",0.22537367271862,0.711459253973245,0.720770048662443,1,1,1
"Mia",0.995988468926685,1,0.955932842224447,1,1,1
"Mia3",0.995988468926685,0.983621640877834,0.920230992485012,1,1,1
"Mib1",0.995988468926685,1,0.936510130176385,1,1,1
"Mib2",0.250097546543491,0.173615825736741,0.000473133051429688,1,1,1
"Mical1",0.749807901594907,1,0.620493199559553,1,1,1
"Mical2",1.08462089153248e-11,6.34481361855379e-05,0.0470434490621908,1,1,1
"Mical3",0.995988468926685,0.318265311183243,0.274726451049222,1,1,1
"Micalcl",0.260836632431327,0.677601306464022,0.763200133268493,1,1,1
"Micall1",2.93056995033512e-10,0.00205519460162829,0.0206056829300089,1,1,1
"Micall2",0.995988468926685,0.986051649979111,0.91606354223223,1,1,1
"Micu1",0.193371701973036,0.0449363748725862,0.676791567236872,1,1,1
"Micu2",0.710218749549893,0.135934670848477,0.416045129802842,1,1,1
"Micu3",0.0314722488987548,1,0.0151541197712686,1,1,1
"Mid1",0.096968078661613,0.667599581317898,0.00143544750280112,1,1,1
"Mid1ip1",0.601751226458691,0.86609008758121,0.164791465252088,1,1,1
"Mid2",0.744269003013388,0.99607421704089,0.769654499135777,1,1,1
"Midn",0.00254242079122703,0.134531351654288,0.390048874501546,1,0.93956834203778,1
"Mief1",0.632198132587583,0.917341460087231,0.210421461541401,1,1,1
"Mief2",0.651920696087893,0.213644679859844,0.609837850890089,1,1,1
"Mien1",0.54487791585762,0.600807341183128,0.0514295809108921,1,1,1
"Mier1",0.295594675714734,0.6493159384671,0.826663592117464,1,1,1
"Mier2",0.271778958327818,0.890484476993559,0.477092443908243,1,1,1
"Mier3",0.995988468926685,0.524981970540632,0.515576227485675,1,1,1
"Mif",0.812205046145852,0.340630549126556,0.0513951507426597,1,1,1
"Mif4gd",0.453561707390783,0.998480285282291,0.247607079286435,1,1,1
"Miip",0.878709040407218,0.797359882456047,0.272640317496307,1,1,1
"Mill1",0.995988468926685,0.962421660553388,0.920230992485012,1,1,1
"Mill2",0.995988468926685,0.986051649979111,0.968412027448271,1,1,1
"Milr1",0.995988468926685,0.986051649979111,0.90173239721523,1,1,1
"Mina",0.453363502960506,0.829160917451769,0.84326338656227,1,1,1
"Mink1",0.864086802291083,0.965805880004024,0.963232965171197,1,1,1
"Minos1",0.816829948978645,0.986051649979111,0.920230992485012,1,1,1
"Minpp1",0.187241512094521,0.721265969556409,0.64182856067676,0.347708921326554,1,1
"Mios",0.924612811385974,0.540573477738016,0.159821533920618,1,1,1
"Mip",0.995988468926685,0.986051649979111,0.904603754147445,1,1,1
"Mipep",0.52833356572652,0.366417407995119,0.920230992485012,1,1,1
"Mipol1",0.537798104086135,0.986051649979111,0.707782051303267,1,1,1
"Mis12",0.995988468926685,0.819891273037297,0.840452409086443,1,1,1
"Mis18a",0.552294122360564,0.490341146454122,0.951285739957795,1,1,1
"Mis18bp1",0.995988468926685,0.864005386548567,0.915418870187095,1,1,1
"Misp",0.635789198447052,0.998480285282291,0.672576409639571,1,1,1
"Mitd1",0.869083655497891,0.998480285282291,0.66822644966799,1,1,1
"Mitf",0.995988468926685,0.190017671632327,0.0805011186464757,1,1,1
"Mki67",1.99407483897455e-05,0.16106791369382,0.00528107192673104,1,1,1
"Mkks",0.576617968025153,0.414914445578089,0.920230992485012,1,1,1
"Mkl1",0.995988468926685,0.46138107831061,0.218589367242,1,1,1
"Mkl2",6.03174607066099e-10,0.977152032952513,9.49468682210463e-12,1,1,1
"Mkln1",0.999973515480517,0.919385847043404,0.854194391838432,1,1,1
"Mknk1",0.546547859188996,0.998026686265285,0.290982807575367,1,1,1
"Mknk2",0.93526134495738,0.986051649979111,0.920230992485012,1,1,1
"Mkrn1",0.57754307743319,0.986051649979111,0.318736181278436,1,1,1
"Mkrn2",0.26782994708437,1,0.167860257075207,1,1,1
"Mkrn2os",0.0133572299656192,0.243382991419161,0.373330023688131,1,1,1
"Mkrn3",0.767335244130352,0.589122835680129,0.919029177776499,1,1,1
"Mks1",0.613573395351752,0.90608411018099,0.918299358305337,1,1,1
"Mkx",9.21463861835789e-18,0.0271371885922482,6.3381920161484e-18,1,1,1
"Mlc1",0.617605983743898,0.998480285282291,0.471392253961639,1,1,1
"Mlec",0.230016434802942,0.14562584954842,0.000266809846176487,1,1,1
"Mlf1",1,0.986051649979111,0.920230992485012,1,1,1
"Mlf2",0.0136984999468267,0.986051649979111,0.00448694881792741,1,1,1
"Mlh1",0.995988468926685,0.74712552585297,0.706289074037764,1,1,1
"Mlh3",0.874054749156031,0.290820659931872,0.042586231376959,1,1,1
"Mlip",0.2166177351062,0.0634660572559348,0.677511694276217,1,1,1
"Mlkl",0.995988468926685,1,0.962348292643035,1,1,1
"Mllt1",0.995988468926685,0.755649442996755,0.777418637564344,1,1,1
"Mllt10",0.980564272250679,0.10498663675986,0.0131671049536649,1,1,1
"Mllt11",0.0643357201350208,0.042305158969396,6.88413711561313e-07,1,1,1
"Mllt3",0.67894870215703,0.689143082739335,0.0873446065874105,1,1,1
"Mllt4",0.128908137369939,0.829964342777266,0.347776635502421,1,1,1
"Mllt6",0.995988468926685,0.44568692880088,0.375398034652806,1,1,1
"Mlph",0.442163869545435,0.895139424727783,0.759571737271439,1,1,1
"Mlst8",0.00462248562007656,0.479884567660167,0.108679848290752,1,1,1
"Mlx",0.995988468926685,0.867223187388736,0.687251210498662,1,1,1
"Mlxip",0.995988468926685,0.571351379188312,0.355054642767719,1,1,1
"Mlxipl",1,0.799431282630669,0.68620530112705,1,1,1
"Mlycd",0.959887509302867,0.986051649979111,0.653127652742606,1,1,1
"Mmaa",0.804747164183706,1,0.653077165386521,1,1,1
"Mmab",0.428557736863417,0.975398843674072,0.132101538529923,1,1,1
"Mmachc",0.998508835620994,0.987631748326893,0.969146097373885,1,1,1
"Mmadhc",0.671894879733957,0.82703792888402,0.952152150149057,1,1,1
"Mmd",0.0913409908107936,7.41327536190746e-09,2.38681222988875e-17,1,1,1
"Mmd2",0.656711467854477,0.986051649979111,0.35615857903973,1,1,1
"Mme",0.917646992535569,1,0.900166903212954,1,1,1
"Mmel1",0.601755362054279,0.661843219147219,1,1,1,1
"Mmgt1",0.995988468926685,1,0.979131699326022,1,1,1
"Mmgt2",0.937083898301606,0.687159288569577,0.851806891861503,1,1,1
"Mmp11",0.995988468926685,1,0.920230992485012,1,1,1
"Mmp14",0.995988468926685,0.422999065364923,0.129084045726872,1,1,1
"Mmp15",0.993131042200052,0.0960145242766045,0.119776491413338,1,1,1
"Mmp16",0.00184853748629476,0.819035462182304,9.83053842248164e-06,1,1,1
"Mmp17",0.00225836525229569,5.72073572692368e-05,0.525833593726784,1,1,1
"Mmp19",0.995988468926685,1,0.920230992485012,1,1,1
"Mmp2",0.497491069502359,0.923767475461738,0.828247561659219,1,1,1
"Mmp20",0.995988468926685,0.986051649979111,0.920230992485012,1,1,1
"Mmp21",0.995988468926685,0.986051649979111,0.891141954464069,1,1,1
"Mmp23",0.680055168638289,0.673497790670127,0.117006423338599,1,1,1
"Mmp24",0.325851852042431,0.0792528033415688,0.661313886499919,1,1,1
"Mmp25",1,1,0.985553277905994,1,1,1
"Mmp27",1,0.986051649979111,0.920230992485012,1,1,1
"Mmp28",1,1,1,1,1,1
"Mmp8",0.995988468926685,0.986051649979111,1,1,1,1
"Mmp9",0.484518627904398,0.325701634655272,0.905887856294359,1,1,1
"Mmrn2",0.56647577937408,0.971054549414024,0.235005539044805,1,1,1
"Mms19",0.434115364065908,0.986051649979111,0.157096842327165,1,1,1
"Mms22l",0.689751229283405,0.394156299010587,0.0366138744647398,1,1,1
"Mn1",0.148323572943196,0.00408915440343383,0.320474234447638,0.234076950194967,0.0165582220518662,1
"Mnat1",0.995988468926685,0.986051649979111,0.94855079465412,1,1,1
"Mnd1",0.81175692916992,0.825910069810256,0.986139943225462,1,1,1
"Mnda",0.995988468926685,0.986051649979111,0.920230992485012,1,1,1
"Mndal",0.656850655317629,0.0339222490901188,0.13276633570664,1,1,1
"Mns1",0.188863527239898,0.697293274211627,0.668154440403709,1,1,1
"Mnt",0.403760054197664,0.986051649979111,0.217261533554944,1,1,1
"Moap1",0.995988468926685,0.436083940013122,0.49888483086051,1,1,1
"Mob1a",0.995988468926685,0.986051649979111,0.880103523576486,1,1,1
"Mob1b",0.919092940899706,0.986051649979111,0.960954256795074,1,1,1
"Mob2",0.995988468926685,0.675135811519254,0.402671088295346,1,1,1
"Mob3a",0.129081849899259,0.00852471585994733,0.43402366425624,1,1,1
"Mob3b",0.0445783771550633,0.471459435770645,0.452516661336064,1,1,1
"Mob3c",0.47305031046957,0.957069159250334,0.684324640628765,1,1,1
"Mob4",0.0486387051569057,0.67736738433848,0.279660117538737,1,1,1
"Mobp",0.133828587925339,4.07172452054431e-10,1.46576361504606e-05,1,1,1
"Mocos",0.993274308192194,0.43414440884018,0.161051471448821,1,1,1
"Mocs1",0.937035095940482,0.750679863148503,0.902288963637072,1,1,1
"Mocs2",0.995988468926685,0.997856131601335,0.987586913176374,1,1,1
"Mocs3",0.995988468926685,0.721066596420657,0.78617840595429,1,1,1
"Mog",1,0.0213218628534705,0.00836121296490608,1,1,1
"Mogs",0.995988468926685,0.998480285282291,0.920230992485012,1,1,1
"Mok",1,0.61848138958109,0.463752600229531,1,1,1
"Mon1a",0.0713032043532029,0.972815443313429,0.14965487458665,1,1,1
"Mon1b",0.406342834133912,0.575259882370807,0.95068551063205,1,1,1
"Mon2",0.477745401010181,0.0466276823764749,0.370589363033688,1,1,1
"Morc1",1,1,1,1,1,1
"Morc2a",0.511159943576371,0.523963625293669,0.0260657311859178,1,1,1
"Morc2b",0.995988468926685,0.719929176430758,0.406016721265672,1,1,1
"Morc3",0.505651253324747,0.707986650479335,0.92741620032652,1,1,1
"Morc4",0.388706966645908,0.98610648068023,0.384215583053032,1,1,1
"Morf4l1",0.995988468926685,0.707986650479335,0.642525854070599,1,1,1
"Morf4l2",0.829253079056651,0.666876195523524,0.136483482505291,1,1,1
"Morn1",0.0466016187897575,0.70641061105614,0.165114704600705,1,1,1
"Morn2",0.731952822807592,0.530119588504528,0.914091833845501,1,1,1
"Morn3",0.995988468926685,1,0.992626083380128,1,1,1
"Morn4",0.995988468926685,0.0196816094431108,0.0112245932949393,1,1,1
"Morn5",0.995988468926685,0.986051649979111,0.94855079465412,1,1,1
"Mos",0.995988468926685,1,0.920230992485012,1,1,1
"Mospd1",0.84276472025104,0.768915161658222,0.94855079465412,1,1,1
"Mospd2",0.744950428104138,1,0.609635686148202,1,1,1
"Mospd3",0.382705127113771,0.951963526288552,0.589303536913554,1,1,1
"Mov10",0.769337997744333,0.997979350277786,0.529200561645718,1,1,1
"Mov10l1",0.995988468926685,0.986051649979111,0.920230992485012,1,1,1
"Moxd1",0.772868335795775,0.986051649979111,0.459668279614606,1,1,1
"Mpc1",0.513960794950855,0.961311613074115,0.718651501374044,1,1,1
"Mpc2",0.958919110521737,0.539165499904003,0.697139764007501,1,1,1
"Mpdu1",0.995988468926685,0.564180153076182,0.270683790162407,1,1,1
"Mpdz",0.00145227593373245,0.423250915192733,0.0387972020656547,1,1,1
"Mpeg1",0.375335914626972,0.0600066211305581,0.522910317498824,1,1,1
"Mpg",1,0.986051649979111,0.920230992485012,1,1,1
"Mphosph10",0.769960174064866,0.989968009451864,0.836792132864721,1,1,1
"Mphosph6",0.510662743540245,0.959516236917985,0.195881192820504,1,1,1
"Mphosph8",0.73333813260812,0.946278938071233,0.920230992485012,1,1,1
"Mphosph9",0.787632445791994,0.0281039732283157,0.000531655788431097,1,1,1
"Mpi",0.981002120972322,0.846882498096136,0.463551855396614,1,1,1
"Mplkip",0.873352056539584,0.506843515544156,0.120324867095285,1,1,1
"Mpnd",0.995988468926685,1,0.938781168246885,1,1,1
"Mpo",0.995988468926685,0.986051649979111,0.766777804537111,1,1,1
"Mpp1",0.995988468926685,0.801408154950239,0.411930556780035,1,1,1
"Mpp2",0.187805484022631,0.00766344256444063,0.357088361843167,1,1,1
"Mpp3",0.00143136441110874,3.14890093548642e-12,0.000335672809611987,1,1,1
"Mpp4",0.969480567994042,0.986051649979111,1,1,1,1
"Mpp5",0.0313723329041238,0.0737269255608091,0.952666883649919,1,1,1
"Mpp6",0.0396770665465867,0.986051649979111,0.0499115600616776,1,1,1
"Mpp7",0.00911670927930508,0.0748341535780639,0.750971727068147,1,1,1
"Mppe1",0.863598466776032,0.986051649979111,0.920230992485012,1,1,1
"Mpped1",1.37769022769988e-38,5.82163706883144e-33,0.0236253135582494,1,1,1
"Mpped2",0.821890121621868,0.744733315155466,0.200204591850848,1,1,1
"Mprip",0.48090824934725,0.977844791646477,0.176227487028959,1,1,1
"Mpst",0.769695289816611,0.986051649979111,0.427327544175865,1,1,1
"Mpv17",0.999760727738228,0.986051649979111,0.922965627830006,1,1,1
"Mpv17l",0.995988468926685,0.562367196810112,0.456852844242639,1,1,1
"Mpv17l2",0.995988468926685,0.986051649979111,0.747656525018073,1,1,1
"Mpz",0.995988468926685,0.986051649979111,1,1,1,1
"Mpzl1",0.118249645625257,0.889547340557604,0.218941936808288,1,1,1
"Mpzl2",0.876045432432273,0.48914293120138,0.720277773259414,1,1,1
"Mpzl3",1,0.986051649979111,0.907005313020122,1,1,1
"Mr1",0.943164765690527,0.911373046771219,0.476628153264426,1,1,1
"Mrap",1,0.998480285282291,0.982232932634848,1,1,1
"Mrap2",0.912166230107791,0.891095766901006,0.981396385055707,1,1,1
"Mras",0.265104062182478,3.47158144876895e-07,0.000438397251108264,1,1,1
"Mrc1",0.746934771653704,0.631123521451336,0.920230992485012,1,1,1
"Mrc2",0.848081032746002,0.602728591129374,0.871048040820654,1,1,1
"Mre11a",0.528803455472972,0.98683760352268,0.267757290191755,1,1,1
"Mreg",0.258643272631952,0.0756815968138014,0.702344872204364,1,1,1
"Mrfap1",0.0012531311651581,0.980041057102,0.000195840366965607,1,1,1
"Mrgbp",0.980369848275815,0.929221360964149,0.964980649799789,1,1,1
"Mrgprb1",0.995988468926685,0.79157133622209,0.801776771928089,1,1,1
"Mrgpre",0.352641422679491,0.0361443190038507,0.397222394215456,1,1,1
"Mrgprf",0.995988468926685,1,0.904439593437033,1,1,1
"Mrgprh",1,0.986051649979111,0.920230992485012,1,1,1
"Mri1",0.141184252735801,0.320006792384535,0.920230992485012,1,1,1
"Mrm1",0.0923274442099732,0.23877291239433,0.920230992485012,1,1,1
"Mrm2",0.664552054441846,0.79471968060419,0.97414802531684,1,1,1
"Mro",0.342007852722188,0.986051649979111,0.399221473917465,1,1,1
"Mroh1",0.810494152480591,1.06455810540493e-05,7.41387870975088e-06,1,1,1
"Mroh2a",0.957253091927879,0.493758084423604,0.161574743982844,1,1,1
"Mroh2b",0.995988468926685,0.986051649979111,1,1,1,1
"Mroh3",0.995988468926685,1,1,1,1,1
"Mroh5",0.995988468926685,0.986051649979111,0.947432013163865,1,1,1
"Mroh6",0.957439355666489,0.986051649979111,0.713105344517807,1,1,1
"Mroh7",0.287052799063064,0.738246163330623,0.0270655065823675,1,1,1
"Mroh8",0.995988468926685,1,0.910490060488204,1,1,1
"Mrpl1",0.120483233286267,0.580567539820189,0.603626028656554,1,1,1
"Mrpl10",0.626989723252995,0.930684754352648,0.232764322925429,1,1,1
"Mrpl11",0.740535190940057,0.799420654477534,1,1,1,1
"Mrpl12",0.800988739462922,0.976145337671376,0.444156543654168,1,1,1
"Mrpl13",0.890036728588797,0.168651570199663,0.240779655710579,1,1,1
"Mrpl14",0.812205046145852,0.785256414532263,0.976750658827225,1,1,1
"Mrpl15",0.995988468926685,0.739192235100811,0.499618695699837,1,1,1
"Mrpl16",0.840323839911108,0.601745843488053,0.890498236368331,1,1,1
"Mrpl17",0.995988468926685,0.512728947934659,0.41929657739606,1,1,1
"Mrpl18",0.995988468926685,0.934261518019476,0.920230992485012,1,1,1
"Mrpl19",0.788900809997944,0.995078101054227,0.603680197138366,1,1,1
"Mrpl2",0.671457279469813,0.506674084205704,0.920230992485012,1,1,1
"Mrpl20",0.807101331367795,0.600884845312505,0.099669428667543,1,1,1
"Mrpl21",0.602119599367846,0.359756752441886,0.854246673812195,1,1,1
"Mrpl22",0.974764784497573,0.930401027304351,0.557985967504018,1,1,1
"Mrpl23",0.911282145091357,0.793737990200078,0.301556093076156,1,1,1
"Mrpl24",1,0.921074157669938,0.770167877535688,1,1,1
"Mrpl27",0.995988468926685,0.498495008571163,0.310614177961101,1,1,1
"Mrpl28",0.972003938767386,0.998480285282291,0.819552119939493,1,1,1
"Mrpl3",0.801616254863453,0.954484829733279,0.363331137248139,1,1,1
"Mrpl30",0.984164542883267,0.79415854638093,0.895846807376304,1,1,1
"Mrpl32",0.579470649609016,0.986051649979111,0.699748747727937,1,1,1
"Mrpl33",0.682700443957575,0.995078101054227,0.71810336471408,1,1,1
"Mrpl34",0.285221713305566,0.289285669016989,0.982530901607074,1,1,1
"Mrpl35",0.316011553752893,0.0402755295033001,0.482119767432458,1,1,1
"Mrpl36",0.995988468926685,0.714273340240133,0.458630524731274,1,1,1
"Mrpl37",0.0150594880939751,0.003335935132581,0.811027612749452,1,1,1
"Mrpl38",0.828820824237614,0.986051649979111,0.891657886392031,1,1,1
"Mrpl39",0.995988468926685,0.972464322246188,0.950918721112857,1,1,1
"Mrpl4",0.038479611377933,0.690627350616672,0.263110099224024,1,1,1
"Mrpl40",0.554324782048002,1,0.461439091752274,1,1,1
"Mrpl41",0.84891819677316,0.278739631828012,0.503522739436394,1,1,1
"Mrpl42",0.00301056447007189,0.00175148736151593,0.920837234518724,1,1,1
"Mrpl43",0.0894882003560629,0.926552343614411,0.237484464640286,1,1,1
"Mrpl44",0.1490186877871,0.362170141912831,0.920230992485012,1,1,1
"Mrpl45",0.995988468926685,0.998480285282291,0.879207157559497,1,1,1
"Mrpl46",0.689964197517326,0.22740447596805,0.593177887067101,1,1,1
