"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","PC20","PC21","PC22","PC23","PC24","PC25","PC26","PC27","PC28","PC29","PC30","PC31","PC32","PC33","PC34","variable"
"Retest_RayleigLength",-0.090311990072168,0.0132744289341332,-0.0394411853588495,-0.026882188608351,-0.0150317093283909,-0.0518841957344064,0.0108167561202572,0.00346973722141931,0.000631761842534687,0.0236389196563204,0.0153897843579628,0.0049555004855969,0.0151980044854234,0.00544381358901443,0.0124783916820289,0.0267578451193668,0.00644958929635147,-0.00992089969329838,0.0435447570300963,0.0344377938635673,0.0127130363963852,0.0338273071380911,0.0219240994772429,0.0504379551254903,0.0100531308330414,-0.00776823170553923,-0.014182125571204,-0.0060828589816989,0.00485476282463292,-0.00272425312312223,0.0373345824651488,0.00264961670216772,-0.00125087494679901,0.0118907664379737,"Retest_RayleigLength"
"Retest_SdevSpeedArena",-0.0618347521060163,-0.0743882087770254,-0.0517478325786341,-0.0132180509212568,-0.0961351329183067,-0.0349186361653422,-0.0541039527486557,0.0531022718175915,-0.0465279792428888,-0.0358178911043361,-0.00686190943445023,0.00439696130827913,-0.00626379647524619,-0.0338628756103438,-0.00232076515832129,-0.0894221866668357,-0.0012353873430116,-0.0297826611946297,0.0371236993307325,0.0259767134902406,0.00241414528565296,-0.0822299701834008,-0.0572310342912167,-0.0131356138349196,0.0203269515398123,-0.119390556032959,0.0122786642116322,-0.127016081189327,-0.0177210788509902,0.00844879544787231,0.10055992681189,0.0659433001915575,0.0432659339305199,-0.116737722323697,"Retest_SdevSpeedArena"
"Retest_Speed1",-0.0663038361273704,-0.0414516413037036,0.00557537045965394,-0.0370777251512973,-0.0845980989990758,0.0554874033316454,-0.064402563663802,0.0413243148108216,-0.0499930128855594,0.00395238781316029,-0.0106106444927185,-0.0702256627607526,-0.0911609542343765,0.0290318322541601,0.0195040148962258,0.020950863257515,-0.0557381168216081,0.0599530146042172,0.0717487247208909,0.0975093426430717,-0.056122855570727,-0.00987721234612254,0.0483888381015755,0.014409143005029,-0.0125751842725326,0.00229355804641287,0.0334511553483802,-0.0684061472051803,0.0157587341530929,-0.0211873150741199,-0.0861645784710267,0.0704267674595923,-0.0873949943848778,0.00832594276534443,"Retest_Speed1"
"Retest_Speed1stEntr.cm.s.",-0.041531871595336,-0.0026081500341918,0.0227271519151769,-0.0152154653372549,-0.00509513217585503,0.025705094511045,-0.020881232455957,0.0150430379933848,-0.0440697155384709,0.0169905740836252,0.048261965394891,0.0180751558619223,-0.133044436589418,0.0168302009972409,0.044199877706334,-0.0812969993291915,-0.0963999986869962,0.0415726992430072,0.0664981258860703,0.117098647195811,-0.0873791866735783,-0.0193720917972589,-0.0474172794588733,0.0662960882813994,-0.0768272816564717,0.0613038665295952,0.0815462246000958,0.23152940166509,0.17358004995405,-0.181719955343508,0.120269703243105,-0.123187124854006,-0.0738567561109058,0.0330553746931212,"Retest_Speed1stEntr.cm.s."
"Retest_Speed2",-0.047784098241581,-0.081448837759855,-0.00261584588018535,-0.117153219794287,-0.0750705652534381,0.00432563121750218,-0.0569150681758168,0.111987567569199,-0.0652928742660304,-0.0803212713689744,0.0108440026011587,-0.00609314111092851,0.0323827504064808,0.0322483672635817,-0.0186261537806235,-0.0122840502810253,-0.0657648539977323,-0.00905725807684164,0.00109291521554671,0.0520082250919296,-0.0651501649530356,0.00376420185863098,0.00385522438878602,-0.00245174372984378,-0.0273395002151192,-0.0370665398440165,0.0862291337245872,-0.0887453524948014,-0.0114188343808467,-0.00107632699640582,-0.0366795588253932,0.0409666927606932,-0.0134310681923933,0.0169113453054022,"Retest_Speed2"
"Retest_Speed2ndEntr",0.0199494777523034,-0.0630590092821612,0.0482686110055176,-0.0614069526016605,-0.052356168162147,0.0757025464242707,-0.100686654395814,0.027092374168406,-0.0536471837436167,-0.0630882356499098,-0.0842384715737007,-0.0924486216401602,0.00675038963886827,0.182260633159998,-0.0203596753075475,-0.0430150836980539,0.0340784291673093,-0.0703875797792397,0.0988053074699844,0.00484819696133211,-0.0248370661102191,-0.0152789431970077,0.0343539452425116,-0.0218002629842256,0.0911184704034907,0.0360353047236528,-0.00280779467807517,-0.0824444964747372,-0.012838729581379,0.131807122808057,0.00662914953041375,-0.000238009689638376,-0.0650240058725572,-0.0181709475009067,"Retest_Speed2ndEntr"
"Retest_Time1stEntr",-0.067698949342191,0.00704734495560529,0.0246974972658436,0.0612689718191279,0.0164932159127126,-0.0351033565126304,0.0595163683575035,-0.0183582954597528,-0.0382169927155175,0.0218095288722057,-0.00249642715428804,0.0098185782719066,-0.00807234874642642,-0.0591065594258187,-0.0240122703405347,0.113229986985139,-0.0938624353774216,-0.0254647308932802,-0.102901142287014,0.0521240558701539,-0.000850878003824514,0.00780219569507482,0.0754305175414157,-0.031502840182823,-0.0163019476228369,0.0442643334974026,0.0359562719593522,0.128660913685574,0.0999342365925175,0.0967644142713729,0.086307182169037,0.129735932982514,0.00451932280883101,-0.0190791451130061,"Retest_Time1stEntr"
"Retest_Time2ndEntr",-0.0771621304961521,0.00426647490697019,0.0458438160859329,0.0642529836878874,0.0279287652313964,-0.02904130027727,0.0794624971392271,-0.0353779727335337,-0.0234366242552957,0.00902350018882771,-0.000832134456185901,0.0257317887468855,-0.0257732274699174,-0.0182805785309159,-0.059867095610973,0.0710847815529081,-0.0443470198329228,-0.0505121211130916,-0.0271291548043823,0.0309671291179586,-0.00621104627637033,0.0310124097725203,0.00876334891591242,0.0159241006106823,-0.0247184415524109,0.104656028017394,-0.03050486309273,0.0959004035485616,-0.000539207679652499,0.0276309792522283,0.0353147010738198,0.00874508622599542,0.000771417334453252,0.0154700172586026,"Retest_Time2ndEntr"
"Retest_TimeTarget",0.0887042184308666,-0.0254975664601845,0.0256733506498869,0.0122125962395713,0.0600477326188736,0.027384357162453,-0.0127332346497065,0.0183362185837649,0.00895949316385824,-0.0104604665744412,0.00709059432430031,0.0241433155637199,-0.0456202304334165,-0.00939647711194278,0.00594083515988917,-0.00787264364578406,0.00809001958834724,0.0332658039688784,-0.0144912051129996,-0.0370690499014944,-0.00349351311873966,0.0816196411216716,0.00153202392583615,-0.01562033919145,0.0407183546310046,-0.00882295053470676,0.017588067091102,-0.013220698019667,0.00920364693072027,0.0231751907013638,-0.0301325429134541,-0.0109106157101541,-0.00769293558593886,-0.0017944495985009,"Retest_TimeTarget"
"T1_AnnularAvg",-0.0682025611318357,-0.0287427886754301,-0.0763775906137228,0.0435476978844962,0.0510609509757262,0.0941178377567897,0.0668360921781371,-0.0622725676901376,-0.000524871745023837,0.00190828157312855,-0.00106152271228655,-0.0471660885188065,-0.0574900067255734,0.0486885932769996,-0.022166700606598,-0.0186865068402963,-0.0164575929084484,0.0629843332976518,-0.0170133290358213,-0.0445688563719546,-0.0638476346725166,0.0344819198239842,0.0318610824733522,0.0187584951645232,-0.0802530052772192,-0.0396955572780787,0.0321993519487528,-0.0222116623052365,0.0146635362747785,-0.00612706664673101,0.0018294049685351,0.0308073706524994,0.0133334713174619,0.0187065902401786,"T1_AnnularAvg"
"T1_AnnularKurtosis",-0.0541364257655435,-0.0336610259145612,-0.0733554322127855,0.0397907588304138,0.0371819987245498,0.106382481348713,0.0978933283647803,-0.0760385631014891,-0.006270722543991,0.0241667019867498,0.0174120177983174,0.0205834452652806,-0.0413193374750535,-0.031015509455846,-0.0513197018519729,-0.100573028442921,0.0512090417504598,0.00127342638113466,-0.0348497048273379,0.0576515756393453,-0.0749495590644381,0.0395519050874633,0.0146305413129499,0.0920593980502749,-0.0342193063724323,-0.0895153482834122,0.0601187234483259,-0.039375309883172,0.0313706843987522,-0.0300461554593852,-0.0830060183678383,-0.0194692236781493,0.0259226539054604,-0.0692174600073148,"T1_AnnularKurtosis"
"T1_AnnularMaxBin",-0.0420363348921388,-0.00289990037093035,-0.0829210892663748,0.0137646825342249,0.0397220622263446,0.0628471402748891,0.0785922031200884,-0.0021378362683634,-0.0341529104929684,0.0150557621025727,0.0467220707114541,-0.121674889357824,-0.0612606938579359,0.057151581395403,-0.0572607747509986,-0.0336057238047664,-0.14860915104998,0.0333579541695671,0.0473686183160317,-0.121829771324147,-0.0147900386348758,0.0237991431314673,0.064391274820007,0.0300534696099606,-0.135517181398722,-0.0972682917363674,0.0077399561986873,-0.0361683244707023,0.0321515389156281,0.0391544153237161,0.119950752908378,0.127074101502899,-0.00110457707396725,0.0901994887221525,"T1_AnnularMaxBin"
"T1_AnnularMaxVal",-0.0506172338408483,-0.0161424629049634,-0.0582690430280473,0.0196173696079923,-0.00887866440865228,0.112734533798167,0.0829485520854606,-0.0349922875973439,0.0637448524333008,0.00443090388056738,0.0115929720736458,0.0587413950773617,-0.0246120385751829,-0.0595877801933814,0.0253955340080487,0.0332458295454278,0.0723318590365026,-0.0165973418515979,-0.083210947993795,0.00220857689768051,-0.163100553659871,-0.0632847913999224,-0.0672819654053066,0.0758952114396415,0.0347190998661382,-0.0251398326319218,-0.0848629538941881,-0.115303880763436,0.132348646354954,-6.52627635971331e-05,-0.0672821191107219,0.0292368286701013,-0.0493488641146575,0.0345059676224467,"T1_AnnularMaxVal"
"T1_AnnularMinBin",0.0476588562969489,-0.0290271199555841,0.0106725927440928,0.00355326821721307,0.0271123242341439,0.00028430449977868,0.0512508093664439,-0.0160764667970322,0.0500274347468265,-0.151315691709608,-0.0195704954295644,0.0415499649431026,-0.0285539199260948,-0.00697456417636993,0.0378406743303558,-0.0456042851768153,0.112422187748881,0.0431337984763473,0.226728545477699,-0.0430539365825493,0.0981101919218513,0.016947488699893,0.0615937769158641,0.0272229492943722,0.0154905522730713,0.00789959929050868,0.00536049994641954,0.13377966453705,0.0704451440717731,-0.00545093156414825,0.0635998150479671,0.00987194610887604,0.019736148391311,-0.00154483810457813,"T1_AnnularMinBin"
"T1_AnnularMinVal",0.00930403605637545,0.000234802958861622,0.0393245177663046,-0.024436727981465,-0.00862828838343951,-0.0508778603796794,-0.0994928215926702,-0.0304911072425156,-0.0909863831261881,0.100884232372474,-0.0567743753949251,-0.0256503767681676,0.0418449581259814,-0.0119045024163552,-0.0770252732773936,0.0529583884745325,-0.0932208815842539,0.165135438070569,-0.0284823847849431,-0.0881945326158966,0.131004398075877,-0.0598724433901679,-0.188773693484861,-0.0114927128471152,-0.12971290471072,-0.0447728896045466,0.00558015984044288,-0.0803295273948255,0.0599837219557492,0.127773255268514,0.0216861684760789,0.0547628262036595,0.105610587318119,-0.00667038271936445,"T1_AnnularMinVal"
"T1_AnnularSd",0.0550757465659297,-0.00578876111052111,0.0330589228796928,-0.0381780761452632,-0.0114494310858536,-0.118353685425727,-0.0584135034476532,0.0403217001345043,-0.0234231854898807,0.0161368796906678,0.0220114831117225,0.0346458312592163,0.0655621745994983,-0.105292484773416,0.0240303628642648,-0.0547492630136134,-0.0462091056218599,-0.0397041789417411,0.0884318624189662,-0.0108911211416542,0.165567136062816,-0.0206333892136246,-0.00670759719899849,-0.0989746883568009,0.0902345580707598,-0.0166016072745256,0.0193224158112596,0.0105099423096768,-0.0227180386042197,0.0904792618866825,0.121248342489274,0.0851122024268759,0.0167629520756602,-0.0724717999861603,"T1_AnnularSd"
"T1_AnnularSkewnes",-0.0581377066596394,-0.0499539638464365,-0.0746846043492817,0.017958121667417,0.041961221972143,0.0891899378465014,0.0868623773744461,-0.0702938210747739,0.00857416391398911,0.0195295760229222,0.0173762246959336,-0.00863246234582666,-0.0331630007666121,-0.0609852829865118,-0.0631800196376964,-0.118932263521079,0.0569267320427789,0.0128948489805415,0.0139210071297137,-0.0125324533571529,-0.058029946923539,0.0764920076234189,0.0353871601192485,0.0353852812227471,-0.0426254782344018,-0.0929688221031471,0.0437255847209016,-0.0439144638363026,0.0376400918248768,0.0108767866588953,0.0253416405515065,0.0262754613925799,0.0351261323094054,0.0448621241806042,"T1_AnnularSkewnes"
