"gene","pvalue","lfc","direction","logp"
"CH25-588N10.2",0.999958242207404,-5.85837100770958e-05,"NS",1.8135557553804e-05
"Csgalnact1",0.999916483424984,-0.000247256062855313,"NS",3.62723023673851e-05
"Slc9a8",0.999916483424984,0.000135199584905747,"NS",3.62723023673851e-05
"Arhgap10",0.99987058223471,-0.00120595139738629,"NS",5.62090586296147e-05
"Arhgap4",0.99987058223471,0.00104576711337543,"NS",5.62090586296147e-05
"Chd7",0.99987058223471,0.00101292315152534,"NS",5.62090586296147e-05
"Ecel1",0.99987058223471,0.00154468636561579,"NS",5.62090586296147e-05
"Fcgrt",0.99987058223471,0.000741617545684246,"NS",5.62090586296147e-05
"Klhdc4",0.99987058223471,0.00129249517351662,"NS",5.62090586296147e-05
"Med30",0.99987058223471,0.000744455278981642,"NS",5.62090586296147e-05
"Mtch1",0.99987058223471,0.000354834064967241,"NS",5.62090586296147e-05
"Nbas",0.99987058223471,-0.000855617536126086,"NS",5.62090586296147e-05
"Ncoa4",0.99987058223471,-0.000959050311525399,"NS",5.62090586296147e-05
"Nxpe4",0.99987058223471,-0.00115469075960093,"NS",5.62090586296147e-05
"Tcp1",0.99987058223471,-0.000197286095108708,"NS",5.62090586296147e-05
"Wls",0.99987058223471,0.000989031266651404,"NS",5.62090586296147e-05
"Zfp672",0.99987058223471,-0.000313350300733657,"NS",5.62090586296147e-05
"Rps12",0.999840597038336,-0.017899835230872,"NS",6.9233344796448e-05
"Camk2a",0.999745911916687,-0.000725817804944622,"NS",0.000110363074064956
"Eef1e1",0.999745911916687,-0.00224652467487569,"NS",0.000110363074064956
"Gusb",0.999745911916687,-0.00332749232354202,"NS",0.000110363074064956
"Olfr536",0.999745911916687,0.00315393268253818,"NS",0.000110363074064956
"Pars2",0.999745911916687,-0.00366444544484637,"NS",0.000110363074064956
"Ppp1r15b",0.999745911916687,-0.00113703578104585,"NS",0.000110363074064956
"Snrnp200",0.999745911916687,0.000834237965842096,"NS",0.000110363074064956
"Khk",0.999522669071938,-0.00450807564126127,"NS",0.000207351679722083
"Nop10",0.999522669071938,0.0032650815097988,"NS",0.000207351679722083
"Btbd16",0.999513659455149,0.00571214548874756,"NS",0.000211266392826288
"Ccdc149",0.999513659455149,-0.00157232634085652,"NS",0.000211266392826288
"Cmas",0.999513659455149,-0.00182609173526721,"NS",0.000211266392826288
"Cmtr2",0.999513659455149,0.00511653837334747,"NS",0.000211266392826288
"Eaf1",0.999513659455149,-0.00281606239003511,"NS",0.000211266392826288
"Kcnk12",0.999513659455149,0.00346019971174867,"NS",0.000211266392826288
"Mynn",0.999513659455149,-0.00294651496799953,"NS",0.000211266392826288
"Snw1",0.999513659455149,0.00230273412023331,"NS",0.000211266392826288
"Srd5a3",0.999513659455149,-0.00314059533424956,"NS",0.000211266392826288
"Srsf3",0.999513659455149,0.00121711645241046,"NS",0.000211266392826288
"Ssh2",0.999513659455149,-0.00244191496422902,"NS",0.000211266392826288
"Strap",0.999513659455149,-0.0014565530255989,"NS",0.000211266392826288
"Zfp655",0.999513659455149,-0.00208265310621463,"NS",0.000211266392826288
"Blmh",0.99938807695884,-0.00287934029110994,"NS",0.000265836144053777
"Ift20",0.99938807695884,0.00294547487761495,"NS",0.000265836144053777
"Prpf39",0.99938807695884,0.00257403287439375,"NS",0.000265836144053777
"Supv3l1",0.99938807695884,0.00346719460727199,"NS",0.000265836144053777
"Ccdc112",0.999368772633966,0.00511690445228724,"NS",0.000274225120203368
"Cdh9",0.999340371461855,0.00508984197281726,"NS",0.00028656755868653
"Coq5",0.999340371461855,-0.00568342431485913,"NS",0.00028656755868653
"Dopey1",0.999340371461855,0.00285317439122164,"NS",0.00028656755868653
"Eid2b",0.999340371461855,0.00491611876871231,"NS",0.00028656755868653
"Gm6086",0.999340371461855,0.00795199745705294,"NS",0.00028656755868653
"Mettl23",0.999340371461855,-0.00483036575791048,"NS",0.00028656755868653
"Rhobtb3",0.999340371461855,-0.00551129704123027,"NS",0.00028656755868653
"Smad4",0.999340371461855,-0.00299442214851277,"NS",0.00028656755868653
"Tmem245",0.999340371461855,-0.00321684804331861,"NS",0.00028656755868653
"Tmem63a",0.999340371461855,0.00739828191737299,"NS",0.00028656755868653
"Zfp27",0.999340371461855,-0.00542428703970537,"NS",0.00028656755868653
"Zfp329",0.999340371461855,-0.00335116869070402,"NS",0.00028656755868653
"Cux1",0.99904458399525,-0.0048645517455971,"NS",0.000415130241416495
"Galnt4",0.998859458153141,-0.0120943928207119,"NS",0.000495613718320066
"Pcx",0.998847286542416,0.00428582648548784,"NS",0.000500905849798348
"Krt10",0.998654754926534,0.00906328944401611,"NS",0.000584625832949607
"Sspn",0.998654754926534,-0.0110336459000575,"NS",0.000584625832949607
"Cd99l2",0.99832677441771,0.00417129370338305,"NS",0.000727281259994775
"Npm3",0.998223635322445,-0.0109767137195341,"NS",0.000772151391761571
"B4galt7",0.998217319646224,0.00684805742657096,"NS",0.000774899144781878
"Pqbp1",0.998217319646224,0.00591734047248025,"NS",0.000774899144781878
"Rb1",0.998217319646224,0.00556625395995156,"NS",0.000774899144781878
"TINCR",0.998212744834252,-0.012034910038057,"NS",0.000776889513120633
"Amot",0.998129618865197,-0.00861501495669971,"NS",0.000813056806207044
"Ankrd34a",0.998129618865197,-0.00457978659764062,"NS",0.000813056806207044
"Atg4c",0.998129618865197,0.00493857991227291,"NS",0.000813056806207044
"Bcat1",0.998129618865197,-0.0050484514504562,"NS",0.000813056806207044
"Ccdc177",0.998129618865197,-0.00801117805612885,"NS",0.000813056806207044
"Chmp7",0.998129618865197,-0.0048116368079231,"NS",0.000813056806207044
"Ctss",0.998129618865197,-0.00900497486464044,"NS",0.000813056806207044
"Fpgs",0.998129618865197,-0.00990469480189376,"NS",0.000813056806207044
"Fxyd5",0.998129618865197,-0.0152290075218211,"NS",0.000813056806207044
"Galnt2",0.998129618865197,0.0207804405155701,"NS",0.000813056806207044
"Grik4",0.998129618865197,-0.00826788279872938,"NS",0.000813056806207044
"Hcfc1",0.998129618865197,0.00309039577319009,"NS",0.000813056806207044
"Lrrc58",0.998129618865197,-0.00557138567192608,"NS",0.000813056806207044
"Nme2",0.998129618865197,0.00832724887421706,"NS",0.000813056806207044
"Parp4",0.998129618865197,-0.0188246210603639,"NS",0.000813056806207044
"Sebox",0.998129618865197,-0.0188105523833056,"NS",0.000813056806207044
"Slc30a2",0.998129618865197,0.0173764303653503,"NS",0.000813056806207044
"St13",0.998129618865197,0.00390995057176806,"NS",0.000813056806207044
"Tex261",0.998129618865197,-0.00739451269420201,"NS",0.000813056806207044
"Timm22",0.998129618865197,-0.00950726386249134,"NS",0.000813056806207044
"Tmem178",0.998129618865197,0.00423030434251963,"NS",0.000813056806207044
"Uqcc1",0.998129618865197,-0.00584790090840363,"NS",0.000813056806207044
"Wdyhv1",0.998129618865197,-0.0122454526031648,"NS",0.000813056806207044
"Wrap53",0.998129618865197,0.0104424637407204,"NS",0.000813056806207044
"Zfp609",0.998129618865197,0.00552826798396182,"NS",0.000813056806207044
"Zfp882",0.998129618865197,0.0127202805109516,"NS",0.000813056806207044
"Lrrc6",0.998124049395474,-0.0207775084225581,"NS",0.000815480135472533
"Hs6st3",0.998122217229312,0.0149199575531599,"NS",0.000816277331356732
"Scin",0.997908778565712,0.0182983075799595,"NS",0.000909156885206413
"Zfp113",0.997908778565712,0.0108435029684118,"NS",0.000909156885206413
"Cep295",0.997769855288557,-0.00934631336852877,"NS",0.000969621142076646
"Coq8b",0.997769855288557,0.0108724496568526,"NS",0.000969621142076646
"Gmds",0.997769855288557,0.0184087914495062,"NS",0.000969621142076646
"Btf3l4",0.997749346249686,0.00585811295941311,"NS",0.000978548104447388
"Poc1a",0.997749346249686,0.0204558462871494,"NS",0.000978548104447388
"Spaca6",0.997749346249686,0.0104919549234355,"NS",0.000978548104447388
"Tpp1",0.997749346249686,0.00754788698822287,"NS",0.000978548104447388
"Trp53i11",0.997749346249686,-0.0104351978839128,"NS",0.000978548104447388
"Msantd3",0.997708243866405,-0.0132321146279873,"NS",0.000996439277221622
"Snn",0.997666912056858,-0.00442183028475761,"NS",0.00101443105862947
"2410015M20Rik",0.997614020889001,-0.013951344116649,"NS",0.00103745572845717
"Bcorl1",0.997614020889001,-0.0101695243945481,"NS",0.00103745572845717
"Cmc1",0.997614020889001,-0.0178962626476997,"NS",0.00103745572845717
"E030030I06Rik",0.997614020889001,0.0201968324337783,"NS",0.00103745572845717
"Itpka",0.997614020889001,-0.0040365586940698,"NS",0.00103745572845717
"Pign",0.997614020889001,0.0119472595733984,"NS",0.00103745572845717
"Ufl1",0.997614020889001,0.00956419530049723,"NS",0.00103745572845717
"Urod",0.997614020889001,0.0103516984826086,"NS",0.00103745572845717
"Wars2",0.997614020889001,-0.0184367151761287,"NS",0.00103745572845717
"AW554918",0.997531828937686,0.0179268150881771,"NS",0.00107323808585841
"Cdkl5",0.997531828937686,0.00703434266928984,"NS",0.00107323808585841
"Ltbp3",0.997531828937686,0.0152489158774046,"NS",0.00107323808585841
"Marcksl1",0.997531828937686,-0.00871584052024746,"NS",0.00107323808585841
"Rmdn3",0.997531828937686,0.00916484358146729,"NS",0.00107323808585841
"Smg8",0.997531828937686,-0.0152058245435948,"NS",0.00107323808585841
"Zfp606",0.997531828937686,-0.0210196246718077,"NS",0.00107323808585841
"Zfp14",0.997461560968533,0.0197671956871778,"NS",0.00110383166218279
"Magoh",0.99718233221519,0.0199259486637424,"NS",0.00122542480266475
"Cdv3",0.997090991208056,0.00770173406314502,"NS",0.00126520760969673
"Cisd3",0.9970631799457,-0.0154189241156927,"NS",0.0012773212947381
"Tmem80",0.997004145878645,0.0142252889189886,"NS",0.00130303574203081
"Znrf3",0.997004145878645,-0.0123098494774617,"NS",0.00130303574203081
