"","row","column","cor","p","padj"
"1","Gjb6","Aldoc",0.935689135277643,2.62282893137566e-06,0.000755160140819555
"2","Aldh1a1","Aldh1l1",0.932436192276729,3.41880123744254e-06,0.000755160140819555
"3","Gfap","Fgfr3",0.931797083618158,3.59600067056931e-06,0.000755160140819555
"4","Gfap","Aldoc",0.918091014965946,9.58421797636611e-06,0.00150951433127766
"5","Fgfr3","Aqp4",0.898302812837956,3.03019766150214e-05,0.00324638901234242
"6","Ptprs","Gjb6",-0.89791577234491,3.09179905937373e-05,0.00324638901234242
"7","Slc1a2","Fgfr3",0.876869613949045,8.31299889454407e-05,0.00719766952932677
"8","Nsf","Gfap",-0.874058260053901,9.35924402076793e-05,0.00719766952932677
"9","Nsf","Aldh1l1",-0.871320345512162,0.000104768703218294,0.00719766952932677
"10","Slc1a2","Gfap",0.869175459118174,0.000114248722687726,0.00719766952932677
"11","Gfap","Gjb6",0.864010871303952,0.000139904830572579,0.00801273120552044
"12","Nsf","Aldoc",-0.854864793523541,0.000196478959386681,0.00969811422997577
"13","Gfap","Aqp4",0.854352097441702,0.000200119817443944,0.00969811422997577
"14","Ptprs","Aldoc",-0.838934370184811,0.000337355239641735,0.0142367875464195
"15","Nsf","Aldh1a1",-0.838785520473992,0.000338971132057608,0.0142367875464195
"16","Nsf","Fgfr3",-0.836260977708952,0.000367325781108097,0.0144634526311313
"17","Fgfr3","Aldoc",0.824274972470258,0.000528687440738196,0.0190149702145526
"18","Aldh1a1","Aqp4",0.823341398886387,0.00054328486327293,0.0190149702145526
"19","Aldh1l1","Aqp4",0.816192915141697,0.000665931545471565,0.0220808880866887
"20","Igf2","Aldh1l2",0.810758317460636,0.000773019449612722,0.0227813388073247
"21","Prkcb","Wwc1",0.810309776068059,0.00078242975439391,0.0227813388073247
"22","Nsf","Aqp4",-0.809691968739097,0.000795538815493879,0.0227813388073247
"23","Slc1a2","Aqp4",0.806016279018534,0.000877153889898175,0.023567574420072
"24","Gria2","Ptprs",0.805128841135473,0.000897812358859884,0.023567574420072
"25","Nsf","Gjb6",-0.786500997701286,0.00142739415301563,0.0355039345574587
"26","Camk2a","Prkcz",0.785393101127098,0.00146524174364115,0.0355039345574587
"27","PC1","Ptprs",-0.782239533062918,0.00157728947797864,0.0368034211528349
"28","Aldh1a1","Gjb6",0.778660079484072,0.00171247655383278,0.0385307224612375
"29","Pnn","Gjb6",-0.77658689945378,0.00179481693209116,0.0389908505937045
"30","Aldh1l1","Gfap",0.767890811682685,0.00217447872621146,0.0455426928921908
"31","Nsf","Slc1a2",-0.766491759587943,0.00224098965025066,0.0455426928921908
"32","Igf2bp2","Lamb1",-0.760872105696598,0.00252427557018309,0.0489042106739734
"33","PC1","Gjb6",0.759380049504205,0.00260397271249824,0.0489042106739734
"34","Ptprs","Aldh1a1",-0.758705862666606,0.00264061930660531,0.0489042106739734
"35","Aldh1l1","Aldoc",0.756317924278516,0.00277365562941001,0.0489042106739734
"36","PC1","Aldh1a1",0.755951426348886,0.00279452632422705,0.0489042106739734
"37","Aldh1a1","Aldoc",0.75193654135244,0.00303124162406698,0.0516130330584378
"38","Aldh1l1","Fgfr3",0.7502581131896,0.00313468914448278,0.0519698463427409
"39","Tnr","Slc1a2",0.746702608771682,0.00336286242825823,0.0543231623026329
"40","Gjb6","Fgfr3",0.743013686143023,0.00361298666126331,0.0569045399148971
"41","Aldh1l1","Slc1a2",0.740463906323463,0.00379411645874228,0.0582998382684789
"42","Aldh1l1","Gjb6",0.738506225268464,0.00393788759823477,0.0590683139735215
"43","Lama1","Aldh1a1",0.732699179544848,0.00438922837938915,0.0639347801801676
"44","Aldh1a1","Fgfr3",0.731766513213271,0.00446528623480535,0.0639347801801676
"45","Gria2","Gjb6",-0.729392772400833,0.00466345063220563,0.0652883088508789
"46","PC2","Gria2",0.727505928028193,0.00482574667420965,0.0660917479293931
"47","Gjb6","Aqp4",0.722897912379521,0.00524039904206952,0.0702436467341234
"48","Nsf","Ptprs",0.718959174379474,0.00561608362989841,0.0737110976424166
"49","Aldh1a1","Gfap",0.716690128361275,0.00584170204239065,0.074398855071531
"50","PC1","Aldoc",0.716068877221296,0.00590467103742309,0.074398855071531
"51","Lamc1","Aldh1l2",0.714055948298054,0.00611228188463508,0.0752039678221443
"52","Fmr1","Aldh1l1",0.713152028512141,0.00620731162976429,0.0752039678221443
"53","Igf2bp2","Aqp4",0.709712571096865,0.00657929802009338,0.0775131848046458
"54","Ptprs","Gfap",-0.70912973949849,0.00664398726896964,0.0775131848046458
"55","Aqp4","Aldoc",0.707044195141946,0.0068794613640224,0.0776144022260955
"56","Tnc","Egfr",0.70687310782486,0.00689905797565293,0.0776144022260955
"57","Tnr","Aqp4",0.70422295653582,0.00720809933275213,0.0796684663093656
"58","PC1","PC2",-0.701671470212704,0.0075155261119848,0.0809226539111926
"59","Igf2bp2","Fgfr3",0.701158930183382,0.00757847076311169,0.0809226539111926
"60","Igf2","Lamc1",0.698733850992303,0.00788176878349356,0.0819336349058686
"61","PC1","Gria2",-0.698156627640063,0.00795530543556988,0.0819336349058686
"62","Ptprs","Pnn",0.697056858886039,0.00809686018685851,0.0819336349058686
"63","Lama1","Gjb6",0.696315480588098,0.00819336349058686,0.0819336349058686
"64","Igf2","Lama1",0.694408529928638,0.00844561552412793,0.0831365278156343
"65","Igf2","Aqp4",0.692466516322855,0.00870854246115771,0.08419170747606
"66","Pnn","Aldh1a1",-0.691656128228682,0.00882008364034914,0.08419170747606
"67","PC1","Fgfr3",0.687239140888957,0.00944726932584761,0.0887981117529817
"68","Slc1a2","Aldoc",0.686302181164518,0.00958455809397263,0.0887981117529817
"69","Fmr1","Lamc1",0.684054799670225,0.00992003355754978,0.090574219438498
"70","Gria2","Pnn",0.681167138551779,0.0103640807032104,0.0932767263288934
"71","Prkcb","Prkci",0.67594106997969,0.0112058443609153,0.0994321401038965
"72","Lamb1","Lamc1",-0.671353419499245,0.011986537799322,0.104882205744068
"73","Lama1","Aldh1l2",0.670171398947804,0.0121941797108354,0.105237441340086
"74","Gria2","Limk1",-0.669203455553955,0.0123662286757882,0.105280054942521
"75","Igf2bp2","Lamc1",0.666697831330264,0.0128201079105188,0.107688906448358
"76","Lamc1","Fgfr3",0.660935968056057,0.013911428792047,0.115318422881442
"77","Gria2","Aldh1a1",-0.659507442691048,0.0141924880084823,0.116120356433037
"78","Fmr1","Igf2bp2",0.657707668987111,0.014552643843142,0.116153620704049
"79","Pnn","Aldoc",-0.657645058660622,0.0145652952946347,0.116153620704049
"80","Tnr","Fgfr3",0.655045288461173,0.0150979584226127,0.11828871781647
"81","Aldh1l2","Aqp4",0.654514189043796,0.0152085494335461,0.11828871781647
"82","Igf2bp2","Slc1a2",0.653294916760555,0.0154647384515916,0.11881445395735
"83","Pnn","Aldh1l1",-0.652391886159203,0.0156565567685218,0.118838924869503
"84","Lama1","Aqp4",0.650635819302949,0.0160346762443186,0.12026007183239
"85","Ptprs","Aldh1l1",-0.647546300177722,0.016716476637725,0.1234462994092
"86","Gria2","Aldoc",-0.646946136045646,0.0168513996018909,0.1234462994092
"87","Prkcb","Rock2",0.644680967816383,0.0173679852430411,0.125568659102201
"88","Camk2a","Wwc1",0.643938969901752,0.0175397492079266,0.125568659102201
"89","PC1","Aldh1l1",0.642799373262635,0.0178060210256987,0.12604262074371
"90","Lamc1","Aqp4",0.64075947436773,0.0182901785576521,0.126835183491908
"91","Nsf","Lamc1",-0.640086252760891,0.0184520996940596,0.126835183491908
"92","Lama1","Aldh1l1",0.639797140960781,0.0185219633035802,0.126835183491908
"93","Lama1","Aldoc",0.636331098793309,0.0193749796554088,0.131249862181802
"94","Lamc1","Aldh1a1",0.627997635567242,0.0215454487176214,0.143224121920894
"95","PC2","Ptprs",0.627806387883812,0.0215972882261666,0.143224121920894
"96","Fmr1","Aldh1a1",0.621971196102677,0.0232239338555296,0.15150182355277
"97","Lama1","Ptprs",-0.621492464354065,0.0233612990646856,0.15150182355277
"98","Ptprs","Fgfr3",-0.620531529661943,0.0236388398764011,0.15150182355277
"99","Fmr1","Igf2",0.619951888843836,0.0238074294154353,0.15150182355277
"100","Nsf","Lama1",-0.616566581264581,0.0248098791107816,0.156302238397924
"101","Camk2a","Prkcb",0.615388684800965,0.0251658801334913,0.156975291921777
"102","Slc1a2","Gjb6",0.613354832618282,0.0257894400066736,0.159287717688278
"103","Igf2bp2","Gfap",0.610343266364542,0.0267335923711931,0.162178460739805
"104","Rock2","Tnxb",-0.610221430007684,0.0267723173284757,0.162178460739805
"105","Lamb1","Ptprs",0.606132051248105,0.0280962267289016,0.167149600828162
"106","Fmr1","Aqp4",0.60597331153512,0.028148569397394,0.167149600828162
"107","Lama1","Gfap",0.605112577205086,0.0284336362318625,0.167149600828162
"108","PC2","Aldh1a1",-0.603814993905262,0.0288673856133994,0.167149600828162
"109","Gabra1","Pnn",0.603659955609294,0.0289195341115391,0.167149600828162
"110","PC1","Gfap",0.600808763727403,0.0298909429721048,0.1711935824766
"111","Igf2","Igf2bp2",0.596487781907785,0.031408437150795,0.178264102747755
"112","Wwc1","Cfl1",-0.595581767392608,0.0317336395758128,0.178501722613947
"113","Aldh1a1","Slc1a2",0.590655342490941,0.0335451898338222,0.187021854825734
"114","Gria2","Wwc1",0.588014331509676,0.0345468471892523,0.190916787098499
"115","PC1","Aqp4",0.582587363263254,0.036673310600593,0.200312458886918
"116","PC1","Pnn",-0.582064907290119,0.0368829289379087,0.200312458886918
"117","Ptprs","Aqp4",-0.579878785893283,0.0377694924554333,0.203374190144641
"118","Prkci","Igf2bp2",0.578795399013866,0.0382145381317336,0.204026771381289
"119","Lama1","Lamc1",0.57715514901493,0.0388955624872476,0.205917683756017
"120","Igf2","Fgfr3",0.573482226765981,0.0404523934234766,0.212375065473252
"121","Gria2","Lama1",-0.571590536450272,0.0412715766286986,0.213096294281333
"122","Tnc","Tnr",0.571008395231414,0.0415260641720887,0.213096294281333
"123","Pick1","Lamb1",-0.569579020685167,0.0421557348490258,0.213096294281333
"124","Igf2","Prkci",0.568589151803234,0.0425958153678956,0.213096294281333
"125","Nsf","Tnc",-0.568127428877925,0.0428022203582894,0.213096294281333
"126","Lama1","Pnn",-0.56770032313718,0.0429937920809373,0.213096294281333
"127","Aldh1a1","Aldh1l2",0.567524671404572,0.0430727572045932,0.213096294281333
"128","PC1","Nsf",-0.566366616171853,0.0435959877638998,0.213096294281333
"129","Igf2","Tnr",0.564922253714477,0.0442549799358842,0.213096294281333
"130","Lamb1","Gfap",-0.564580558644999,0.0444119224433352,0.213096294281333
"131","Mtor","Prkci",0.564518133773366,0.0444406377960149,0.213096294281333
"132","Lamc1","Aldh1l1",0.564066586244351,0.0446487473732318,0.213096294281333
"133","Cfl1","Egfr",-0.562051876154152,0.0455858459888441,0.214366632048898
"134","Tnc","Slc1a2",0.561587636159815,0.0458037668854439,0.214366632048898
"135","Fmr1","Lamb1",-0.561307334032982,0.0459357068676209,0.214366632048898
"136","PC2","Lamc1",-0.558270088211006,0.0473829301860369,0.219494456008847
"137","Cfl1","Tnc",-0.556829491681631,0.0480806828609248,0.220774923101771
"138","Gria2","Prkcb",0.556256557196143,0.048360221250864,0.220774923101771
"139","Tnr","Gfap",0.552249195338655,0.0503481099857996,0.22658382433879
"140","Lamb1","Aqp4",-0.552241543082921,0.0503519609641756,0.22658382433879
"141","Igf2","Aldh1a1",0.542716354410353,0.0553108131192177,0.247133420319909
"142","Lamc1","Gfap",0.540105972037601,0.0567283212472081,0.251251167976104
"143","Fmr1","Lama1",0.538654128000156,0.0575277855935932,0.251251167976104
"144","Prkci","Wwc1",0.538537205167858,0.0575925157496988,0.251251167976104
"145","Gria2","Cfl1",-0.537440604032968,0.0582021284065841,0.251251167976104
"146","Lamb1","Aldoc",-0.53675282437283,0.0585868004510846,0.251251167976104
"147","Tnr","Gabra1",0.535758972624273,0.0591458372373959,0.251251167976104
"148","Igf2","Slc1a2",0.535753291020099,0.0591490439383924,0.251251167976104
"149","Lama1","Fgfr3",0.535268886866573,0.0594228952832374,0.251251167976104
"150","Lamc1","Ptprs",-0.533779740027306,0.0602703889488021,0.252789983771106
"151","Prkcz","Tnxb",-0.533223135959308,0.0605893453165667,0.252789983771106
"152","Tnr","Aldh1l2",0.530161688711455,0.0623650570364003,0.257004803561999
"153","Lamb1","Fgfr3",-0.530075708137473,0.0624154522936284,0.257004803561999
"154","Nsf","Pnn",0.528737654318183,0.0632034285846048,0.257194292800763
"155","PC1","Lama1",0.528611702649066,0.0632779609271719,0.257194292800763
"156","Mtor","Wwc1",0.523762675409664,0.0661947751714891,0.267325053577167
"157","PC2","Lama1",-0.521908746661858,0.0673345479324841,0.270195956671751
"158","Cfl1","Gabra1",-0.519762197751451,0.0686713681409339,0.27285905877843
