"","gene","padj","logpadj","lfc","direction"
"1","Hs6st1",0.00378935910437191,2.42143423619844,0.603905654772067,"trained"
"2","Pou3f3",0.035332076137874,1.45183084236332,0.549277594484954,"trained"
"3","Zdbf2",7.14923525791373e-05,4.14574041148995,1.56361936853348,"trained"
"4","Fzd5",3.7831615810654e-09,8.42214510933732,3.21028367726372,"trained"
"5","Scg2",0.0314970998859748,1.5017294322898,1.15232315716814,"trained"
"6","Cul3",0.0425983178987221,1.37060754976409,0.431481571345639,"trained"
"7","Irs1",0.000353907756362996,3.45110991911231,1.24921785347737,"trained"
"8","Per2",0.0161129288767075,1.79282550989867,1.07722619349212,"trained"
"9","Btg2",0.00117848189979041,2.92867708338277,1.77328207722893,"trained"
"10","Rgs2",5.34694406988263e-06,5.2718943586841,2.19327735256889,"trained"
"11","Ptgs2",9.54796763889394e-06,5.02008906162523,2.25289495403091,"trained"
"12","Rgs4",0.000108839710217464,3.96321262318706,1.20602247217121,"trained"
"13","Olfml2b",0.0394313930500481,1.40415787970431,0.452342734970112,"trained"
"14","Eprs",0.00523177684611738,2.28135078849241,0.755747397544646,"trained"
"15","Atf3",0.00523177684611738,2.28135078849241,1.7758597707355,"trained"
"16","Fam107b",0.000275852887678585,3.55932246540821,1.62011372019242,"trained"
"17","Arl5b",0.000391333544539079,3.40745292341591,1.27256265860937,"trained"
"18","Otud1",2.16267206801146e-06,5.66500932885042,1.86437084978096,"trained"
"19","Slc25a25",0.00459143739175401,2.33805133328995,0.719702361552098,"trained"
"20","Sh2d3c",0.0973006212171258,1.01188438696383,1.50254649389734,"trained"
"21","Nr4a2",0.0365139767906398,1.43754086482686,1.59019815613849,"trained"
"22","Gad1",0.0393199098340468,1.40538748673565,0.547728490437963,"trained"
"23","Ctnnd1",0.0365139767906398,1.43754086482686,0.911109450808776,"trained"
"24","Gm13889",0.00326986724458537,2.48546987917898,1.63179984167659,"trained"
"25","Kcna4",0.0158264268975524,1.80061712391428,1.02309362653084,"trained"
"26","Bdnf",3.44230958667587e-05,4.46315007365436,1.35749417489862,"trained"
"27","Thbs1",0.0812632682081284,1.09010571540594,2.51915188174932,"trained"
"28","Pak6",0.00389909968639153,2.40903566127359,0.92780955799325,"trained"
"29","Ccdc32",0.0653766389393446,1.18457741057757,-0.590026489612477,"yoked"
"30","Lcmt2",0.0684470365694132,1.16464535000496,1.22673721293053,"trained"
"31","Flrt3",0.0300639995210457,1.52195324416236,0.940623404215778,"trained"
"32","Tspyl3",0.025439945800301,1.59448381828523,-1.50389316369274,"yoked"
"33","Ctcfl",0.00389909968639153,2.40903566127359,-3.74002959411525,"yoked"
"34","Gmeb2",0.0991913176996797,1.00352634034723,1.17064587388194,"trained"
"35","Gyg",0.04119391074877,1.38516697628858,-1.69695692918126,"yoked"
"36","Foxo1",0.072281999124231,1.14096984453645,0.59010064882251,"trained"
"37","Tsc22d2",0.000588330683264124,3.23037850122193,1.21318745788795,"trained"
"38","Siah2",0.0413869557413511,1.38313651738653,1.1638928511665,"trained"
"39","Tiparp",0.000383913289801411,3.41576685379164,2.03839205948169,"trained"
"40","Fbxw7",0.00682804845074034,2.16570340586215,0.740222136124191,"trained"
"41","Lmna",0.00236078844587847,2.62694292901788,1.28721296545744,"trained"
"42","Ciart",0.00839428416392918,2.07601633310672,1.11045824757802,"trained"
"43","Slc16a1",2.05490734275792e-07,6.68720775599529,1.94772124549436,"trained"
"44","Prpf38b",0.0604404456923531,1.21867234180131,0.645807227633777,"trained"
"45","Dnajb4",0.0238006131267965,1.6234118549538,0.927132123665053,"trained"
"46","Dnaja1",0.0153326673524326,1.81438228639319,0.574426984166124,"trained"
"47","Nr4a3",0.000908576762559813,3.0416383747425,2.52115270581451,"trained"
"48","Jun",3.2389274932382e-05,4.48959877401483,1.0197997952071,"trained"
"49","Plk3",0.00910809529793248,2.04057243401323,1.66319499475083,"trained"
"50","Errfi1",9.08566352048461e-08,7.04164335093573,1.6626205039142,"trained"
"51","Plch2",0.0742984894437897,1.1290200157535,-1.46921907084514,"yoked"
"52","Cyp51",0.0259965036707488,1.58508505736015,0.898219602484801,"trained"
"53","Cldn12",0.0476416850221676,1.32201288650732,0.83700989430422,"trained"
"54","Fosl2",1.28980871273884e-05,4.88947469370228,2.02149817322225,"trained"
"55","Tnip2",0.00958570425170006,2.01837597445085,0.632523029848382,"trained"
"56","Rbm47",0.0677888135364157,1.16884196719834,-3.7897024114019,"yoked"
"57","Rasl11b",0.025439945800301,1.59448381828523,1.36602118528625,"trained"
"58","Coq2",0.0973006212171258,1.01188438696383,-0.528144785682666,"yoked"
"59","A830010M20Rik",7.88922651465727e-07,6.10296557434229,1.52561908015854,"trained"
"60","Mn1",0.000353907756362996,3.45110991911231,1.28718411999429,"trained"
"61","Ankrd13a",0.0844993440382678,1.07314666243097,0.571577449579373,"trained"
