"ID","treatment","trialNum","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10"
"15140A","conflict.trained",9,-2.06557021377389,-2.24743970255489,3.55435219925816,0.922305828114322,0.126435294101867,1.47438072603155,-1.12085712614352,0.75369908352895,0.941659717905423,0.195284351819353
"15140B","conflict.yoked",9,0.58323643940347,-2.77056892644507,0.481459338485361,1.56306215447124,0.855141091134972,1.20596277328652,0.484633110743383,1.06568651475241,-1.43777139171015,0.42601007796149
"15140C","standard.trained",9,-5.25992425249199,0.862164969881359,1.61795133199484,-2.44491741073065,0.0212868011510321,-0.0248264033258152,0.655077575832075,0.0461892284423987,0.360770698571478,0.438578068052321
"15140D","standard.yoked",9,2.0459878765824,0.745017473427566,0.484937176139541,0.311687217062866,0.219367589903975,-0.696046347451796,0.701493196855501,-0.305541334119377,0.237768105542477,-0.0773629094833593
"15141C","standard.trained",9,0.641842228564851,0.329234468353648,0.997910982331458,0.77344485536701,1.41019550661285,-1.53005296546496,0.313223419490378,0.113200439098502,0.498855250185259,-0.0134231733782112
"15141D","standard.yoked",9,3.96410956691503,1.31166715630008,-1.70037750329668,0.321150522956736,-1.17896138961765,0.904577502987838,0.817453445667903,0.0894879747970305,1.16276951829762,0.418713963668246
"15142A","conflict.trained",9,-2.10251423357595,0.538724323777765,-2.63317579672674,1.59684322319223,2.02194963142282,-0.424539907751672,-1.27191149197302,0.324348811376416,-0.0731842293628149,0.666396193389764
"15142B","conflict.yoked",9,0.263307966289761,-2.14852010390045,1.89989258690156,0.0863905387515203,-0.625525564205676,-0.52695160369178,1.05754277294996,-0.272384023991493,-0.450377386514353,-0.564315756658835
"15142C","standard.trained",9,-5.20147140945753,-0.82822541567919,-0.425512653939131,-0.798564334529317,-0.589663859249692,0.24273189704335,0.730034981324593,-0.64220350859399,-0.544793280817297,0.00846692825632916
"15142D","standard.yoked",9,2.46101443368602,-3.86531964663088,-1.79127868702905,-1.31859519509396,-0.0412621974491116,-1.26150641387579,-0.00990160687800136,0.270237815595102,-0.261472814433129,-0.106901181218072
"15143A","conflict.trained",9,1.45902631479481,2.22485278063642,1.20023032741828,0.690677588300739,0.00198327118165856,-0.975050613376626,-0.221881409603606,-0.240270473500198,0.168110607379324,0.282273584743629
"15143B","conflict.yoked",9,3.61498670410271,-3.50442190148948,-0.126117549276088,-1.35269172456398,-2.8051437311556,-0.113620453346381,-1.77728077729311,-0.0901974677716622,0.0563564422090018,0.52198995425224
"15143C","standard.trained",9,-4.94122729603383,1.53770220106363,-0.414871161503718,0.0866835802111612,-0.252093099370868,-0.437944667421139,-0.0397345876732628,0.0946546921782452,-0.30595622539616,0.251459978445032
"15143D","standard.yoked",9,3.28766681608652,-1.11464638335741,-2.43679761023834,-0.37575420590006,-0.15545375465558,0.761359547805518,1.36431940240037,-0.378058664532776,0.180827880807084,-0.193998975284583
"15144A","conflict.trained",9,-5.64395560878674,1.18733296760676,-0.212752429495489,-1.42721559119541,-0.134197226944392,0.296073549428589,0.101573711167676,0.128137473952195,0.241996039833924,0.314299446709252
"15144B","conflict.yoked",9,2.85067491062764,-1.06169238136161,-0.824982785422497,-0.0606098623178291,0.327058767098536,1.34008854091444,1.88040364594178,0.139486093711743,-0.147020304085039,-0.02998725380471
"15144C","standard.trained",9,-6.79906934709398,0.00508615079507159,-2.15152642777821,0.569446754307435,-0.452785804603912,-0.494485621205199,0.0626886238850447,0.087645417067731,0.305969701837622,-0.818529632787409
"15144D","standard.yoked",9,3.83419455659387,-1.30450770510501,-1.75136634362627,-2.53009622318799,-0.696976829218639,-1.29706763834674,-0.631952203137916,1.01901487696626,-0.0938657398014268,-0.0353946240508646
"15145A","conflict.trained",9,-5.90593042707124,2.15842694986178,-1.6453810742344,0.857802679791873,-0.711327094951031,-0.431212863046426,-0.748492842110597,0.129803703285318,-0.0407964372916789,-0.414306574891704
"15145B","conflict.yoked",9,2.20426812258509,0.674077794538943,0.187049887808701,-0.347719909069772,1.17271247625388,0.233055740362578,0.369528620665257,0.384491940190213,-0.291453922402773,0.0526149579865316
"15145C","standard.trained",9,0.380150533936976,-0.886239748503106,-2.45202245338673,1.04339979791559,1.60577092385465,-0.488948264774628,0.204395075060281,0.284446132083496,0.100304246371671,0.255289191412891
"15145D","standard.yoked",9,4.53165597923503,3.0006386770176,-0.780862002694204,0.291657950976209,-1.32170211688706,0.575887098286293,0.431161321148376,-0.335246051952262,0.625803054087218,0.57762899779944
"15146A","conflict.trained",9,-5.90892537694813,1.3818963356479,-0.234535086549013,-1.72853899256401,-0.164314755555742,0.639851722756242,0.125561084453221,-0.454651307640299,-0.359963736023114,0.533002085102093
"15146B","conflict.yoked",9,2.54256814563529,0.819088545672552,1.42210335623188,-0.108207122286069,0.652933679974288,0.00372037136317266,-0.0184112212930725,-0.829323966864078,-0.505621395479355,0.173906437798208
"15146C","standard.trained",9,-3.96675621028695,-1.22594964436737,1.93838740001527,-0.155980603037055,0.235974687106185,0.499200329720382,0.229784437639621,1.33066330602259,1.13119792176776,-0.694084654736014
"15146D","standard.yoked",9,2.87262435333385,2.16303632690497,-0.138198279160574,3.37166018507483,-2.33119571537323,-0.371174683131732,0.054717624011395,0.870310644098205,-0.378252733353527,-0.00367470501089806
"15147A","conflict.trained",9,-0.25105358111229,-3.70192447044199,-1.85986698168807,1.03492918844502,1.52411213390674,0.740851812100837,-1.01690282988685,-1.52072238260644,0.810866023710979,-0.118687118374109
"15147B","conflict.yoked",9,1.18034596715278,0.211569961119932,1.5897950045995,0.319662827890735,0.417026052268587,-1.52596686705217,0.714643659216622,-0.270107563993473,0.343095808706921,-0.0573277078475077
"15147C","standard.trained",9,-4.89033589632899,-0.187003131846298,0.171550202235399,0.826280949264045,-1.05999657347255,0.502021854812651,-0.361130506389186,-0.372039419311476,-1.03072589529579,0.0103438600767505
"15147D","standard.yoked",9,4.76810066906903,3.34815204413437,-0.884645160485468,-1.41855281388854,0.682743824948279,1.37842686428895,-1.29626106574142,0.380117816952071,-0.414486689435364,-1.28237762772179
"15148A","conflict.trained",9,0.411230285767161,-1.13204760213035,1.56891234753089,1.42694983642056,-1.14201748291284,-0.13765140525672,-0.166699144878605,-1.16021042184096,-0.0632170448630347,-0.841368917174433
"15148B","conflict.yoked",9,2.99654923239368,1.35303055898554,1.33571597138789,-1.53945226436845,1.14274012417512,-0.360856787849739,0.0668289577283402,0.155283020385769,-0.34274177764642,-0.287035787634964
"15148C","conflict.trained",9,2.31119130910497,-0.245262741543155,3.34151772248629,0.147111634526679,0.425295474944055,-0.349171847726555,-0.501688613317151,-0.242059087744038,-0.240350218739691,0.426751130694449
"15148D","conflict.yoked",9,3.73200144110055,2.37206981963036,0.672504151705665,-0.634251060307708,0.819889865584073,0.648885022906959,-1.18195923986246,-0.553889310022123,-0.184299794562647,-0.014232608110559
