"rowname","PC1","Npas4","Tnip2","Errfi1","Ptgs2","Naf1","Slc16a1","Rgs2","Lbh","Ccnt1","Fzd5","Spty2d1","Adrb1","A830010m20rik","Smad7","Gadd45g","Plk2","Tdrp","Uspl1","1190002n15rik","Col10a1","Slc2a3","Pcdh8","Ccnk","Nfil3","Fosl2","Mest","Arc","Armcx5","Ipmk","Ccdc93","Hspb3","Cul3","Tiparp","Pak6","Rasd1","Gpr19","Rsrc1","Kcnk10","Acan","March11","Cpeb4","Scg2","Rundc1","Fbxw7","Areg","Zfp281","Arntl","Btg1","Clip2","Sgk1","Atf3","Nptx2","Kcnj2","Ndnl2","Peli1","Ccno","Cxadr","Arl4d","Bdnf","Sbds","Nap1l5","Nexn","Hspa14","Btg2","Syt4","Slc25a25"
"Adrb1",0.812714283766501,0.880060091472097,0.770768822756223,0.888713472413965,0.908869256189671,0.867721394393308,0.903743302316295,0.876435269928168,0.756744780331774,0.634319025985835,0.745754126980991,0.73944149128697,1,0.84441077201598,0.819770610842826,0.835960048745702,0.879289422400122,0.832826775430835,0.760303718946214,0.878133880291417,0.805086764574614,0.775749485406176,0.862431179952354,0.696114370146614,0.854401640251201,0.839439520449227,0.831172687008007,0.812146001245459,0.752589233196603,0.732458040103998,0.683695436324397,0.699023130086797,0.81615227425008,0.80626847170179,0.741047183643307,0.873761551193444,0.831859432614936,0.56015951486062,0.695918516003551,0.747732345753291,0.660413809866659,0.803146791127525,0.833133183945331,0.598144042270694,0.821895834403459,0.47111255233715,0.840127615695306,0.753458956685172,0.744162141987172,0.586981706482574,0.816968931055853,0.804515818190904,0.828782300515933,0.861132521474352,0.823355868572844,0.802999868076804,0.822229593497706,0.79335376059567,0.691828028093483,0.85135086996037,0.681126408687219,0.820345770929276,0.658031739076174,0.805145980282043,0.794284816785936,0.812909550040181,0.727964747271988
"A830010m20rik",0.81243771578408,0.898751344112851,0.868729100706726,0.913034489419365,0.937268303264891,0.867003137939927,0.879609397356052,0.939130398213849,0.848573026846966,0.802999796935492,0.89326298617527,0.916596808609591,0.84441077201598,1,0.949182832456511,0.896638297757839,0.914543422211548,0.921045177021393,0.827353650109794,0.942903561577035,0.910528919258691,0.900404331362741,0.976365648255168,0.7976623428711,0.852117030929827,0.957848771551335,0.943429611637116,0.843824977850146,0.787916517141255,0.951906783279098,0.773706640237849,0.557076268295342,0.897948404530656,0.825214349583156,0.846992365256598,0.868214037984698,0.889394716590065,0.642686930064594,0.853448713783673,0.848389136972686,0.887233404478466,0.895024678528633,0.964291938974043,0.633632096132277,0.959801614118055,0.439923657134694,0.839461650427655,0.645873621768832,0.793350871156362,0.679903048347409,0.940266210568345,0.822324240347752,0.957817546261556,0.894833621205089,0.873493969662129,0.952229173653428,0.743327984076441,0.828357832609198,0.778280176972749,0.970117052221618,0.741848186926809,0.837615867711338,0.783834717817094,0.864991445011232,0.861233549720766,0.88607116346707,0.898439150783797
"Smad7",0.811743646236867,0.94849700260829,0.856605156979205,0.942141557529172,0.926124442477414,0.796551197638335,0.887043476980883,0.949839531761231,0.823149846526406,0.698376942467382,0.928192760027416,0.874325996799002,0.819770610842826,0.949182832456511,1,0.88643381104584,0.965925432685736,0.92600187232691,0.817505515871442,0.880371787227718,0.949538587142558,0.834777261271166,0.945274303502657,0.821997601727448,0.905340475400826,0.961222386652863,0.894035805750092,0.904426391820782,0.880364074008337,0.897856595367683,0.64803932192411,0.621845052377714,0.88588430333698,0.927776564396793,0.811060539589992,0.913540380501793,0.896463247281416,0.640053596874917,0.768922114206123,0.903772840698109,0.814740568331771,0.86917471885446,0.935422077209932,0.701088376745172,0.946607646202597,0.501335883181334,0.794989605413652,0.61731951700783,0.875273806145387,0.654790153463002,0.985638527633655,0.870713964774554,0.959009044641861,0.883578557873252,0.868917419153575,0.903783396524574,0.837976839559831,0.857054664903148,0.838984716807624,0.955462822618728,0.77022052854778,0.848703484668971,0.752610644316538,0.835531001313683,0.905194119113255,0.864519932999624,0.944928023962788
"Gadd45g",0.810962684164601,0.911682754770468,0.838955281343953,0.928956623063771,0.934437641882171,0.726175040889738,0.845613797918344,0.962575529443162,0.728511388571624,0.670188807670343,0.854788354410724,0.86594487366343,0.835960048745702,0.896638297757839,0.88643381104584,1,0.915462219315578,0.858353438079402,0.825032022239467,0.906943693893364,0.880046532888364,0.722582565965656,0.92481625805134,0.764987376739388,0.884164428540945,0.882554187092606,0.766877100408373,0.835349340416657,0.740700181328866,0.840041488881208,0.695728943981572,0.658715503299171,0.748230561432358,0.819847846116923,0.831895705714157,0.78300363300874,0.936118059913708,0.710800991155721,0.676622364249413,0.726758171395966,0.857008896912291,0.784949791954617,0.882260387497949,0.643312718071015,0.849717934511257,0.502545299657336,0.694981113082632,0.745731051639624,0.759658315323663,0.602363585031329,0.892927647017473,0.800667349382843,0.903679129563638,0.935179923266678,0.893993260426877,0.805132332160055,0.814916588985673,0.809085880600836,0.856724057526845,0.909970515827102,0.77500716610427,0.787598705231203,0.730938769650113,0.855100309766758,0.891779528691636,0.717744406352799,0.845282161707941
"Plk2",0.807849968917797,0.967653468521623,0.82830657736857,0.980656863468279,0.950530197427552,0.780986573821695,0.883524000636443,0.974519724772755,0.800598607996442,0.611672669814742,0.866194873608143,0.806490702884742,0.879289422400122,0.914543422211548,0.965925432685736,0.915462219315578,1,0.916093351939977,0.798452864114145,0.856922197141968,0.925329721501933,0.765965053493717,0.920266107311355,0.801457989998775,0.936868018181567,0.957753520391454,0.867732862366756,0.93690426112387,0.853309574707811,0.817939768962361,0.654577836714141,0.61031403910589,0.832995394686985,0.95658160061916,0.770908567783878,0.933312932223935,0.903957830512526,0.580867442587363,0.656484102019714,0.837224254855934,0.772334754589093,0.822506846860612,0.905604342923406,0.615732902811239,0.902997285094539,0.474047101441726,0.785901794510218,0.641782327226514,0.903723882976479,0.584557699600843,0.962967745115019,0.920726574184537,0.953904219810148,0.904409969842982,0.85124027267069,0.863320425887469,0.886021670367916,0.886442362258111,0.863277610654915,0.954463919439788,0.770730393642197,0.88922806084083,0.666668085965949,0.897963977062085,0.954805092596301,0.862623898931003,0.872990046570829
"Tdrp",0.805966171464009,0.877289023800807,0.798539196675269,0.904559899179923,0.900713622034549,0.835531148353814,0.862803148470711,0.922185096008436,0.737253725198159,0.781369078456002,0.829982379800543,0.80023330502675,0.832826775430835,0.921045177021393,0.92600187232691,0.858353438079402,0.916093351939977,1,0.783688770897067,0.837981069389724,0.875930821525571,0.770575881020338,0.896912537945998,0.764026790786326,0.846622575564369,0.907418573023444,0.89676418986298,0.82394327978071,0.925070766465621,0.896560974440551,0.750180630437517,0.594251195347496,0.938326618242963,0.838205795857003,0.80760122099653,0.914950592321069,0.843422104772825,0.536378456010076,0.769890490919493,0.784844560655604,0.775867307766421,0.920421345644188,0.916274939990224,0.70307626415838,0.917935550513225,0.447180059183988,0.857564531298083,0.716447269232158,0.761443039906627,0.740198939303769,0.886938773222673,0.749879082713036,0.8601858086921,0.849282664945411,0.850732352335961,0.900075462737061,0.78768431682471,0.714149292529459,0.816218680854339,0.924442652357155,0.708024632903164,0.869232091518864,0.732609895018321,0.898505695606149,0.812400183776047,0.883549353268123,0.884436995130263
"Uspl1",0.803183240818868,0.874835329623211,0.860050146001981,0.833054092609919,0.863481983079405,0.817237959809202,0.878162149043558,0.823296840165683,0.782848436218726,0.639265626031244,0.886950205684915,0.803137197971659,0.760303718946214,0.827353650109794,0.817505515871442,0.825032022239467,0.798452864114145,0.783688770897067,1,0.863365921320186,0.732971138568221,0.791061869047733,0.793057052056899,0.903320735826445,0.875588145462029,0.835477607134029,0.742464068057342,0.774141388345778,0.732432929442787,0.839158998730596,0.677536213264127,0.73865581551056,0.778656582468935,0.76654238408369,0.947617097745673,0.72006228768987,0.838897611376065,0.655005728242663,0.702388783605751,0.876025635229587,0.75632690157853,0.805120112383905,0.806430872315104,0.67242038891724,0.818768715314488,0.660431995067504,0.755797859156916,0.754347491795878,0.659785690394029,0.706144846565718,0.808998319818399,0.77519260654391,0.8241348386071,0.803316720370698,0.779197286779151,0.785603041504983,0.656083494330325,0.722087199855433,0.681724426488738,0.809751505515628,0.774141941021211,0.656296520925747,0.786828774410446,0.687881176255087,0.698348918376756,0.685228874945983,0.817361566207805
"1190002n15rik",0.803004457556237,0.888347734985318,0.826082805236909,0.870867779458084,0.934385397322628,0.853358728058981,0.902311263778376,0.891736912467788,0.829977414802873,0.757067921094697,0.906777637383935,0.91004748250401,0.878133880291417,0.942903561577035,0.880371787227718,0.906943693893364,0.856922197141968,0.837981069389724,0.863365921320186,1,0.846106715307331,0.88759686843345,0.935359533694521,0.76120087963333,0.87171355918987,0.903565962841892,0.871608286915012,0.818420564387461,0.68320804145662,0.89560370699019,0.67448639495887,0.647265580849645,0.825001357947819,0.781470403145357,0.8875946151382,0.793144023783787,0.875389185232881,0.707422468780859,0.819990494405346,0.827355039400785,0.848789025350694,0.875058175353967,0.903510122482651,0.702804353963104,0.900759835018718,0.561362627616035,0.796273406720385,0.680163474058726,0.704376399398253,0.706298526882302,0.894037368655264,0.792533267615485,0.920311179066639,0.937166982126261,0.867671823649455,0.871917149047128,0.729615082949881,0.814122853443449,0.753414174776003,0.896236355520206,0.794441326488923,0.751429634680608,0.727186961558015,0.742411356628278,0.814339723805372,0.776184280020049,0.864306072543791
"Col10a1",0.800997437221966,0.906213382267575,0.834572424764787,0.889598131545212,0.881683412144397,0.780832417574228,0.819489869031414,0.94364290868921,0.743354995037706,0.725084698942033,0.878195581636705,0.84031633911051,0.805086764574614,0.910528919258691,0.949538587142558,0.880046532888364,0.925329721501933,0.875930821525571,0.732971138568221,0.846106715307331,1,0.730365491577963,0.943845300579133,0.753657274586649,0.851689428675615,0.903882652180559,0.84174444771282,0.821335421197393,0.822577850208337,0.854548016225499,0.642248095748322,0.623301226492745,0.79674585640287,0.851967385717925,0.775996267982534,0.86475861739094,0.889642259026477,0.728580171617357,0.776703938433845,0.784144567460547,0.747491684564952,0.766447767172328,0.94492908144904,0.700328242794363,0.941442214771379,0.441872664059644,0.679421259333322,0.628939844183125,0.864381736144184,0.527056619701569,0.941201068133622,0.78922527366755,0.913250164541559,0.847901839079855,0.922883757798327,0.838378239770579,0.850640279144221,0.829360978084028,0.81496166613594,0.925831560251712,0.762265569092412,0.852505148022118,0.767724639370134,0.831409216663079,0.864117364502535,0.808672972178153,0.932260414040086
"Slc2a3",0.798935679458203,0.797615638428145,0.821401838313427,0.795978580032869,0.819039677662333,0.867420789331861,0.847746016144318,0.757795585025865,0.875232252087441,0.752610857889857,0.857321486192122,0.877808360977046,0.775749485406176,0.900404331362741,0.834777261271166,0.722582565965656,0.765965053493717,0.770575881020338,0.791061869047733,0.88759686843345,0.730365491577963,1,0.853770026794479,0.758849334035902,0.724370552900405,0.842359872418593,0.90726149490515,0.769828746147597,0.656245587392684,0.867615370862817,0.713472754179127,0.537602225880967,0.852038772500523,0.747348981189305,0.746581304906896,0.756798045150211,0.765210386282694,0.634540791662802,0.863543370130618,0.865322438980734,0.843641772568521,0.857374023246505,0.815275613184775,0.592210004172834,0.833670895954083,0.545642689731407,0.835967382472238,0.543404489861959,0.724840364908659,0.721757723853391,0.827894824919304,0.767616627380306,0.85786329382167,0.772093875288374,0.679729404209515,0.884506389050565,0.646352182168552,0.791160972190611,0.632608640542118,0.818210298319983,0.695190483817957,0.720992547857689,0.703714087776336,0.646565394223313,0.727332314494608,0.793396282694775,0.741695917761262
"Pcdh8",0.798177281033922,0.89013422477985,0.881118490617144,0.907730695225473,0.912756820515597,0.840303244887604,0.862174874284193,0.951711305383577,0.797675375008527,0.751905489764912,0.890918726850725,0.926390215635549,0.862431179952354,0.976365648255168,0.945274303502657,0.92481625805134,0.920266107311355,0.896912537945998,0.793057052056899,0.935359533694521,0.943845300579133,0.853770026794479,1,0.782266997173913,0.832580297151712,0.926765445937613,0.901399538362914,0.807069492289751,0.77636603819859,0.926227012732194,0.726310006877429,0.588051432032631,0.850418772472823,0.825736678207134,0.80945846060993,0.838468247190392,0.946048001645073,0.71759720758138,0.85048158109324,0.800664379753259,0.850800025380027,0.854479147418643,0.965468909663441,0.621535866690864,0.96153581963524,0.386975734362903,0.769995960061994,0.690639738353889,0.822965377653218,0.58547979137665,0.951468315957411,0.787567251173535,0.950839031486276,0.89971855537309,0.922735485994328,0.927221613648482,0.815700783590005,0.851067177093059,0.771797547277501,0.969410494478058,0.754134380235288,0.865053636398335,0.806174551313628,0.854552684641845,0.862555881653773,0.811419821558416,0.88792200567533
"Ccnk",0.797601350799111,0.855517683742399,0.834554485180177,0.851463032982358,0.813204354207231,0.827003812816944,0.856937241532945,0.823434992721141,0.778976813550777,0.624771566795753,0.870229634493156,0.831855246906316,0.696114370146614,0.7976623428711,0.821997601727448,0.764987376739388,0.801457989998775,0.764026790786326,0.903320735826445,0.76120087963333,0.753657274586649,0.758849334035902,0.782266997173913,1,0.830116043707759,0.855406121266878,0.789266208355095,0.760513349053088,0.758024147175025,0.801667120968505,0.605661057064724,0.718054002275242,0.69260324578433,0.827981640373588,0.870409410616882,0.730571173807392,0.829082335432269,0.647705384297976,0.688769758506317,0.849298728020658,0.653701589839447,0.738754868632294,0.764956900210257,0.550614992046629,0.827647057255928,0.562869531636157,0.632193126418945,0.674953676711706,0.78465660640672,0.623058961197697,0.814773571439481,0.782690911484744,0.7986485059273,0.777058546363697,0.801856491955955,0.833089875732016,0.697154983456059,0.743482141146087,0.667118579260592,0.824175048429559,0.855389211899278,0.78421804488502,0.745350825192415,0.732114305511152,0.737252173042685,0.64787748330849,0.758719245023261
