"gene","pvalue","lfc","direction","logp"
"Ints1",0.999992940143962,2.31494592574672e-06,"NS",3.06606734314912e-06
"Kat7",0.999987827559315,3.36306536492633e-05,"NS",5.28645599532822e-06
"Rad21",0.999987827559315,-3.6619152044641e-05,"NS",5.28645599532822e-06
"0610007P14Rik",0.999924466709735,-0.413076813716301,"NS",3.28049301098837e-05
"0610009B22Rik",0.999924466709735,0.846561791423889,"NS",3.28049301098837e-05
"0610009L18Rik",0.999924466709735,-1.35213498363731,"NS",3.28049301098837e-05
"0610009O20Rik",0.999924466709735,-0.0607802405964483,"NS",3.28049301098837e-05
"0610010F05Rik",0.999924466709735,0.331688783621165,"NS",3.28049301098837e-05
"0610010K14Rik",0.999924466709735,-0.412778288202993,"NS",3.28049301098837e-05
"0610012G03Rik",0.999924466709735,-0.292115293223222,"NS",3.28049301098837e-05
"0610030E20Rik",0.999924466709735,0.156915811828512,"NS",3.28049301098837e-05
"0610040J01Rik",0.999924466709735,-0.00933874441239633,"NS",3.28049301098837e-05
"1110002E22Rik",0.999924466709735,0.401678901654325,"NS",3.28049301098837e-05
"1110004E09Rik",0.999924466709735,-0.170821608065025,"NS",3.28049301098837e-05
"1110004F10Rik",0.999924466709735,-0.330537155274029,"NS",3.28049301098837e-05
"1110008F13Rik",0.999924466709735,0.0302480547669267,"NS",3.28049301098837e-05
"1110008L16Rik",0.999924466709735,-0.00203221929569219,"NS",3.28049301098837e-05
"1110008P14Rik",0.999924466709735,-0.411321635093937,"NS",3.28049301098837e-05
"1110012L19Rik",0.999924466709735,0.281671716253862,"NS",3.28049301098837e-05
"1110032F04Rik",0.999924466709735,-0.653598352712436,"NS",3.28049301098837e-05
"1110034G24Rik",0.999924466709735,-0.69379397012267,"NS",3.28049301098837e-05
"1110037F02Rik",0.999924466709735,-0.435185949727963,"NS",3.28049301098837e-05
"1110038F14Rik",0.999924466709735,-0.650499713961842,"NS",3.28049301098837e-05
"1110051M20Rik",0.999924466709735,0.45404286028074,"NS",3.28049301098837e-05
"1110059E24Rik",0.999924466709735,-0.349525365836012,"NS",3.28049301098837e-05
"1110059G10Rik",0.999924466709735,-0.940004242920869,"NS",3.28049301098837e-05
"1110065P20Rik",0.999924466709735,-0.621035190496031,"NS",3.28049301098837e-05
"1190007I07Rik",0.999924466709735,0.0634619916478268,"NS",3.28049301098837e-05
"1500009C09Rik",0.999924466709735,-0.388544644718913,"NS",3.28049301098837e-05
"1500009L16Rik",0.999924466709735,-0.733526459548097,"NS",3.28049301098837e-05
"1500011B03Rik",0.999924466709735,-0.535891591524665,"NS",3.28049301098837e-05
"1600002H07Rik",0.999924466709735,-0.671618021869291,"NS",3.28049301098837e-05
"1600002K03Rik",0.999924466709735,1.98501206870982,"NS",3.28049301098837e-05
"1600012H06Rik",0.999924466709735,-0.200665620027105,"NS",3.28049301098837e-05
"1600014C10Rik",0.999924466709735,-0.316248658313023,"NS",3.28049301098837e-05
"1700001K19Rik",0.999924466709735,0.574844106124723,"NS",3.28049301098837e-05
"1700001L19Rik",0.999924466709735,-0.265757235565372,"NS",3.28049301098837e-05
"1700001O22Rik",0.999924466709735,-1.32580393358424,"NS",3.28049301098837e-05
"1700003E16Rik",0.999924466709735,-0.208726650043128,"NS",3.28049301098837e-05
