"","gene","CA1.ConfT.ConfY","CA1.ConfY.StdY","CA1.HC.ConfT","CA1.HC.ConfY","CA1.HC.StdT","CA1.HC.StdY","CA1.StdT.StdY","CA3.ConfY.StdY","CA3.HC.ConfT","CA3.HC.ConfY","CA3.HC.StdT","CA3.HC.StdY","CA3.StdT.StdY","DG.ConfT.ConfY","DG.ConfY.StdY","DG.HC.ConfT","DG.HC.ConfY","DG.HC.StdT","DG.HC.StdY","DG.StdT.StdY"
"2069","Mkrn2",0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2070","Mkx",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"2071","Mlec",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"2072","Mllt1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
"2073","Mlph",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2074","Mlst8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"2075","Mlx",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2076","Mlxip",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"2077","Mlycd",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"2078","Mmab",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"2079","Mmadhc",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2080","Mmgt1",0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2081","Mmgt2",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"2082","Mmp16",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2083","Mn1",0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2084","Mndal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"2085","Mob1a",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2086","Mob1b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"2087","Mob3b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
"2088","Mob4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
"2089","Mobp",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"2090","Mocos",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"2091","Mog",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0
"2092","Morf4l1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
"2093","Morn1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
"2094","Mospd2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"2095","Mpc2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
"2096","Mpdz",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"2097","Mpeg1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"2098","Mpg",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2099","Mpi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
"2100","Mplkip",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
"2101","Mpp5",0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2102","Mpp7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"2103","Mpped1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"2104","Mpv17l",0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2105","Mpv17l2",0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2106","Mpzl3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"2107","Mrfap1",0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2108","Mri1",0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2109","Mrm1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"2110","Mroh2a",0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2111","Mrpl16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
"2112","Mrpl17",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2113","Mrpl19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
"2114","Mrpl28",0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2115","Mrpl30",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
"2116","Mrpl33",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
"2117","Mrpl35",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"2118","Mrpl36",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
"2119","Mrpl38",0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"2120","Mrpl4",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2121","Mrpl41",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2122","Mrpl43",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2123","Mrpl46",0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2124","Mrpl48",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2125","Mrpl51",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
"2126","Mrpl52",0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2127","Mrpl53",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2128","Mrpl55",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2129","Mrpl9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
"2130","Mrps10",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2131","Mrps14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"2132","Mrps18b",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2133","Mrps2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
"2134","Mrps25",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0
"2135","Mrps31",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2136","Mrps34",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2137","Mrps6",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2138","Mrps7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
"2139","Mrps9",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2140","Mrrf",0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2141","Mrto4",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2142","Msantd3",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2143","Msh2",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2144","Msh3",0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0
"2145","Msi1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
"2146","Msi2",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"2147","Msl1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"2148","Msl3",0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2149","Msn",0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
"2150","mt-Atp8",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2151","mt-Nd3",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2152","mt-Nd4",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"2153","mt-Nd5",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"2154","Mt1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"2155","Mtch1",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2156","Mterf4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
"2157","Mtfmt",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2158","Mtg2",0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2159","Mthfd1l",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
"2160","Mthfr",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"2161","Mtmr1",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"2162","Mto1",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2163","Mtor",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0
"2164","Mtpap",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
"2165","Mtrf1l",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2166","Mtrr",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2167","Mtss1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"2168","Mtss1l",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"2169","Mturn",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"2170","Mtx2",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2171","Mvb12a",0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2172","Mvd",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2173","Mxi1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"2174","Mxra7",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2175","Mybbp1a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"2176","Myc",0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2177","Myh14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
"2178","Myh9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
"2179","Myl12b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"2180","Myl6",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2181","Mylk3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"2182","Mynn",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2183","Myo10",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2184","Myo18a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
"2185","Myo1b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"2186","Myo1c",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
"2187","Myo1d",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"2188","Myo1e",0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2189","Myo9a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
"2190","Myt1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
"2191","Mzf1",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2192","N4bp3",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2193","Naa10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
"2194","Naa15",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2195","Naa40",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
"2196","Naa50",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"2197","Naa60",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0
"2198","Naaa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
"2199","Nab1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
"2200","Nabp1",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2201","Nabp2",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2202","Nacc2",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0
"2203","Nae1",0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2204","Naf1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
"2205","Nalcn",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2206","Nanos1",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2207","Nap1l1",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2208","Nap1l4",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"2209","Nap1l5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"2210","Narf",0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2211","Nat14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
"2212","Nat6",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0
"2213","Nav1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"2214","Nbas",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"2215","Nbl1",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2216","Ncam2",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2217","Ncbp1",0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"2218","Ncbp3",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2219","Ncoa2",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2220","Ncoa4",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2221","Ncoa6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
"2222","Ncoa7",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2223","Nde1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"2224","Ndel1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
"2225","Ndfip2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"2226","Ndnl2",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
"2227","Ndrg1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
"2228","Ndrg2",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0
"2229","Ndst2",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2230","Ndst4",0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"2231","Ndufa11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
"2232","Ndufa2",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2233","Ndufa8",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2234","Ndufaf5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
"2235","Ndufaf7",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2236","Ndufb3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"2237","Ndufb4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
"2238","Ndufb6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
"2239","Ndufb8",0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"2240","Ndufv1",0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2241","Ndufv2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"2242","Nedd9",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2243","Negr1",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2244","Nek6",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2245","Nek7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
"2246","Nek9",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2247","Nelfcd",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2248","Nell1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"2249","Nemp1",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2250","Nepro",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
"2251","Net1",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2252","Neto2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
"2253","Neu1",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2254","Neurl2",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2255","Neurl3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"2256","Neurod6",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"2257","Nf1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
"2258","Nfat5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"2259","Nfatc2ip",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2260","Nfe2l1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
"2261","Nfic",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"2262","Nfil3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
"2263","Nfkb2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"2264","Nfkbia",0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"2265","Nfkbib",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"2266","Nfkbid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
"2267","Ngf",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
"2268","Ngfr",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
"2269","Ngly1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
"2270","Nhlrc3",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2271","Nhp2",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2272","Nicn1",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2273","Nin",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
"2274","Ninl",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"2275","Nipbl",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"2276","Nit1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"2277","Nkain1",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2278","Nkain3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
"2279","Nkd1",0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
"2280","Nkrf",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
"2281","Nktr",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2282","Nle1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"2283","Nlgn1",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"2284","Nlgn3",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2285","Nlk",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"2286","Nln",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2287","Nlrp3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"2288","Nlrx1",0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2289","Nme6",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2290","Nmnat1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"2291","Nnat",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2292","Nnt",0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2293","Nob1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"2294","Noc2l",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
"2295","Nol11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
"2296","Nol3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
"2297","Nol4l",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2298","Nomo1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"2299","Nop9",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2300","Nos1",0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2301","Nos1ap",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"2302","Nos3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"2303","Notch2",0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2304","Notch3",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"2305","Npas1",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
"2306","Npas4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
"2307","Npc1",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2308","Npepl1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"2309","Nphp4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
"2310","Npm3",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2311","Npnt",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
"2312","Npr2",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2313","Nprl2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
"2314","Nptx2",0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
"2315","Npy",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0
"2316","Nr2c1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
"2317","Nr2c2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"2318","Nr2c2ap",0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2319","Nr3c1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"2320","Nr4a1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"2321","Nr4a2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"2322","Nr4a3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
"2323","Nrbf2",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2324","Nrbp2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
"2325","Nrcam",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2326","Nrde2",0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2327","Nrep",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
"2328","Nrf1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2329","Nrp2",0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0
"2330","Nsa2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"2331","Nsmce4a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"2332","Nsmf",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"2333","Nsun6",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2334","Nt5dc3",0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2335","Ntpcr",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2336","Ntrk2",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"2337","Ntrk3",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2338","Nubp1",0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2339","Nucks1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"2340","Nudc",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"2341","Nudcd3",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2342","Nudt11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
