"","gene","CA1.ConfT.ConfY","CA1.ConfY.StdY","CA1.HC.ConfT","CA1.HC.ConfY","CA1.HC.StdT","CA1.HC.StdY","CA1.StdT.StdY","CA3.ConfY.StdY","CA3.HC.ConfT","CA3.HC.ConfY","CA3.HC.StdT","CA3.HC.StdY","CA3.StdT.StdY","DG.ConfT.ConfY","DG.ConfY.StdY","DG.HC.ConfT","DG.HC.ConfY","DG.HC.StdT","DG.HC.StdY","DG.StdT.StdY"
"929","Dmd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
"930","Dmtn",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
"931","Dmwd",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"932","Dmxl1",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"933","Dnaja1",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"934","Dnaja2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"935","Dnajb1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"936","Dnajb2",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"937","Dnajb5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"938","Dnajc13",0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"939","Dnajc14",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"940","Dnajc15",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"941","Dnajc16",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"942","Dnajc18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
"943","Dnajc21",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
"944","Dnajc3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
"945","Dner",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"946","Dnhd1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
"947","Dnm3",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"948","Dnpep",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"949","Dnph1",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"950","Doc2b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"951","Dock1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0
"952","Dock8",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"953","Dock9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
"954","Dok4",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"955","Dok5",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"956","Dok6",0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"957","Dolk",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
"958","Dpf1",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"959","Dpf2",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"960","Dph1",0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"961","Dph5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
"962","Dpm1",0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"963","Dpp7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
"964","Dpysl2",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"965","Dr1",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"966","Drc1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
"967","Drosha",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
"968","Dscr3",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"969","Dse",0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0
"970","Dsel",0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"971","Dsg2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
"972","Dst",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"973","Dtl",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"974","Dtnb",0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"975","Dtnbp1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
"976","Dtx3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
"977","Dtx3l",0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"978","Dtymk",0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"979","Dus2",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0
"980","Dus3l",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0
"981","Dusp11",0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"982","Dusp15",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"983","Dusp16",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"984","Dusp4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"985","Dusp8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"986","Duxbl1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
"987","Dvl3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"988","Dynlrb1",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"989","Dyrk2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"990","Dzip3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
"991","E130308A19Rik",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"992","E2f4",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"993","E2f5",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"994","Ebag9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"995","Ece1",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"996","Echdc1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
"997","Ecm1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"998","Ecm2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
"999","Eda",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"1000","Edem2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"1001","Ednrb",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"1002","Edrf1",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0
"1003","Eed",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1004","Eef1akmt1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1005","Eepd1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
"1006","Efcab12",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1007","Efcab14",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1008","Efcab2",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1009","Efnb1",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1010","Efnb2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
"1011","Efr3b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"1012","Efs",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"1013","Egfl7",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1014","Egln3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"1015","Egr1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"1016","Egr4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"1017","Ehbp1l1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
"1018","Ehd2",0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1019","Ehd4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
"1020","Ehmt2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
"1021","Eif1ad",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1022","Eif1b",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1023","Eif2a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
"1024","Eif2ak2",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
"1025","Eif2ak3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
"1026","Eif2b1",0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1027","Eif2b4",0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1028","Eif2d",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
"1029","Eif2s1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"1030","Eif2s2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1031","Eif3e",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1032","Eif3i",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"1033","Eif3j2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
"1034","Eif3k",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
"1035","Eif3l",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1036","Eif4a1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
"1037","Eif4a3",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
"1038","Eif4e",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1039","Eif4ebp1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
"1040","Eif4ebp2",0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1041","Eif5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
"1042","Elavl1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
"1043","Elfn2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"1044","Elk3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
"1045","Elmod1",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1046","Elmod3",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0
"1047","Elovl5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
"1048","Elp2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1049","Elp3",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1050","Elp6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
"1051","Emb",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"1052","Emc1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"1053","Emc4",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1054","Emc6",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1055","Emc9",0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1056","Emd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
"1057","Eml2",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"1058","Eml4",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1059","Endod1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
"1060","Endov",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0
"1061","Eng",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0
"1062","Enkd1",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1063","Eno3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"1064","Enox2",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1065","Enpp2",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"1066","Enpp4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
"1067","Enpp5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
"1068","Ensa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"1069","Entpd1",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"1070","Entpd7",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
"1071","Eny2",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"1072","Epb41l2",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"1073","Epha3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"1074","Epha6",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1075","Ephb1",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"1076","Ephb6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
"1077","Ephx1",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"1078","Epm2a",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"1079","Epn2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"1080","Eps15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"1081","Eps15l1",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"1082","Eps8",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"1083","Eps8l3",0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1084","Epyc",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1085","Erbb4",0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1086","Erbin",0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1087","Ercc3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
"1088","Ercc6",0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1089","Erdr1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"1090","Erf",0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1
"1091","Ergic2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"1092","Ergic3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
"1093","Erich3",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1094","Erp29",0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1095","Errfi1",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"1096","Esd",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1097","Espn",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
"1098","Esrrg",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1099","Esyt1",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"1100","Esyt2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
"1101","Etf1",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1102","Etfa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"1103","Ethe1",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1104","Etl4",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"1105","Etnppl",0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"1106","Ets1",0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"1107","Etv3",0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1108","Etv6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
"1109","Evi2a",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"1110","Evi5",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1111","Evi5l",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"1112","Evl",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"1113","Evpl",0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1114","Exoc1",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1115","Exoc8",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1116","Exosc1",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1117","Exosc5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
"1118","Ext1",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0
"1119","Eya1",0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1120","Ezh1",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1121","Ezh2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
"1122","Ezr",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
"1123","F3",0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0
"1124","Faap20",0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
"1125","Fads1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"1126","Faf1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
"1127","Faf2",0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1128","Fahd1",0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1129","Fahd2a",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1130","Faim",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
"1131","Fam102b",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"1132","Fam103a1",0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1133","Fam107b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"1134","Fam109a",0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
"1135","Fam110b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
"1136","Fam114a2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1137","Fam117a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
"1138","Fam117b",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1139","Fam118b",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1140","Fam124a",0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1141","Fam129b",0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0
"1142","Fam129c",0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1143","Fam131a",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1144","Fam133b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
"1145","Fam134b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
"1146","Fam136a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"1147","Fam13b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"1148","Fam160b1",0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1149","Fam161a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"1150","Fam168a",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1151","Fam168b",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"1152","Fam169a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
"1153","Fam171a2",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1154","Fam173a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
"1155","Fam174a",0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1156","Fam177a",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1157","Fam185a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
"1158","Fam188b",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"1159","Fam189b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
"1160","Fam192a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
"1161","Fam199x",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"1162","Fam19a1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
"1163","Fam19a2",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1164","Fam205a4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
"1165","Fam205c",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
"1166","Fam20b",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"1167","Fam21",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"1168","Fam212b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"1169","Fam213a",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1170","Fam234a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
"1171","Fam26e",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1172","Fam43a",0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1173","Fam43b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"1174","Fam46a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"1175","Fam49b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"1176","Fam53a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
"1177","Fam53b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
"1178","Fam58b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"1179","Fam60a",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1180","Fam63b",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1181","Fam69b",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1182","Fam71e1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"1183","Fam84a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"1184","Fam84b",0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1185","Fam98a",0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1186","Fam98b",0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"1187","Fan1",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1188","Fanca",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"1189","Fanci",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0
"1190","Fancm",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1191","Farp1",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1192","Farp2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
"1193","Farsa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
"1194","Fat3",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1195","Fbn1",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1196","Fbxl14",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1197","Fbxl16",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1198","Fbxl17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"1199","Fbxl18",0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0
"1200","Fbxl21",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1201","Fbxl3",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1202","Fbxl4",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1203","Fbxl5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"1204","Fbxo21",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1205","Fbxo27",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
