"gene","lfc","padj","tissue","comparison"
"Tmem47",-2.53703105447098,0.0680067293059369,"CA3","home.cage-standard.trained"
"Tmem87b",-2.15583634698426,0.0834409646952184,"CA3","home.cage-standard.trained"
"Tnf",-7.13751835234547,0.0939210659630454,"CA3","home.cage-standard.trained"
"Tnfrsf1a",-7.00255633433151,0.0757461717641067,"CA3","home.cage-standard.trained"
"Tns2",-4.0976754100541,0.0355196147478541,"CA3","home.cage-standard.trained"
"Tob2",-2.74000511527362,0.0159945638142336,"CA3","home.cage-standard.trained"
"Traf2",-4.32040197047419,0.0264117971101737,"CA3","home.cage-standard.trained"
"Traf3",-1.7205972200417,0.0731509909101302,"CA3","home.cage-standard.trained"
"Traip",2.40295445574718,0.0534869918859163,"CA3","home.cage-standard.trained"
"Trak2",-1.53691821374576,0.0939210659630454,"CA3","home.cage-standard.trained"
"Trip10",4.03149220267912,0.0685331030351751,"CA3","home.cage-standard.trained"
"Trmt12",3.5118752643943,0.0945340836879738,"CA3","home.cage-standard.trained"
"Tspan2",-2.38243395221666,0.0383133428467145,"CA3","home.cage-standard.trained"
"Ttyh1",-2.66396212898885,0.08313990434342,"CA3","home.cage-standard.trained"
"Tuba1c",-6.37309871782964,0.08313990434342,"CA3","home.cage-standard.trained"
"Ucp2",-3.74476466674948,0.0500227163421948,"CA3","home.cage-standard.trained"
"Ugt8a",-2.9115637458859,0.0676099591962937,"CA3","home.cage-standard.trained"
"Vtn",-3.54680767710047,0.0336100614945614,"CA3","home.cage-standard.trained"
"Wdr13",-1.12568610041501,0.0534869918859163,"CA3","home.cage-standard.trained"
"Wdr31",6.96538103663592,0.0757461717641067,"CA3","home.cage-standard.trained"
"Wrn",4.10681278793702,0.0829718058933792,"CA3","home.cage-standard.trained"
"Xpr1",-1.82553458672768,0.0148487031953357,"CA3","home.cage-standard.trained"
"Zbtb9",-6.08446339087119,0.0896775388587576,"CA3","home.cage-standard.trained"
"Zcchc12",-2.9591721166312,0.0683695125420732,"CA3","home.cage-standard.trained"
"Zfp13",2.61356610688926,0.0571241052798678,"CA3","home.cage-standard.trained"
"Zfp433",-6.15607354642084,0.0602033120862812,"CA3","home.cage-standard.trained"
"Zfp472",7.54789301625722,0.0608453840473143,"CA3","home.cage-standard.trained"
"Zkscan6",-2.53443628026711,0.0944371320652105,"CA3","home.cage-standard.trained"
"Zxdb",-3.65093063150298,0.0159945638142336,"CA3","home.cage-standard.trained"
"Zkscan6",-3.49619758456094,0.0931589964047182,"CA3","home.cage-conflict.yoked"
"Zxdb",-3.7275403401836,0.0931589964047182,"CA3","home.cage-conflict.yoked"
"1700066M21Rik",-2.31382912252036,0.049373347935062,"CA3","home.cage-conflict.trained"
"1810030O07Rik",2.14561008660638,0.0756735703884126,"CA3","home.cage-conflict.trained"
"4931428F04Rik",1.7595496720829,0.0976081633591983,"CA3","home.cage-conflict.trained"
"9930012K11Rik",6.15709274993406,0.0756735703884126,"CA3","home.cage-conflict.trained"
"Abca8a",-6.31893024328182,0.0560310046529295,"CA3","home.cage-conflict.trained"
"Acaa2",-3.53544247096996,0.0312086517002009,"CA3","home.cage-conflict.trained"
"Acvrl1",-6.88469786603111,0.0261218489251725,"CA3","home.cage-conflict.trained"
"Adgrl4",-4.8653104801754,0.0732121643816404,"CA3","home.cage-conflict.trained"
"Akap12",-2.8561528929608,0.0756812515197716,"CA3","home.cage-conflict.trained"
"Aldoc",-2.11350592305743,0.0132007364117448,"CA3","home.cage-conflict.trained"
"Arhgef19",-3.46443116010072,0.0576411184264454,"CA3","home.cage-conflict.trained"
"Arl4c",-2.36107475958207,0.0855081481271327,"CA3","home.cage-conflict.trained"
"Asrgl1",-1.62306329268357,0.0976081633591983,"CA3","home.cage-conflict.trained"
"Atg7",-2.28705082072175,0.0756735703884126,"CA3","home.cage-conflict.trained"
"Atp7a",-6.00283986833673,0.0756735703884126,"CA3","home.cage-conflict.trained"
"Axl",-2.59792740496594,0.0756812515197716,"CA3","home.cage-conflict.trained"
"Bbs4",-1.98739905635589,0.0632192281218057,"CA3","home.cage-conflict.trained"
"Bcan",-1.520512364467,0.0680860502916373,"CA3","home.cage-conflict.trained"
"Bcas1",-2.29153517441311,0.0408379801065453,"CA3","home.cage-conflict.trained"
"Bin2",-5.80255407900752,0.0960212178397085,"CA3","home.cage-conflict.trained"
"Btbd19",3.06468655240176,0.0923876545454402,"CA3","home.cage-conflict.trained"
"C1qa",-2.8256222541065,0.0844974792711884,"CA3","home.cage-conflict.trained"
"Caskin2",-2.9223181194384,0.0756735703884126,"CA3","home.cage-conflict.trained"
"Casp8ap2",3.37249331300918,0.0408379801065453,"CA3","home.cage-conflict.trained"
"Ccnl1",-1.52442055922747,0.0868212405257359,"CA3","home.cage-conflict.trained"
"Cdk2ap1",-1.89087976563993,0.0960212178397085,"CA3","home.cage-conflict.trained"
"Cdr2l",-2.27864968998679,0.0576411184264454,"CA3","home.cage-conflict.trained"
"Cep164",2.16831815303328,0.0868212405257359,"CA3","home.cage-conflict.trained"
"Cldn5",-2.71984855489652,0.0855081481271327,"CA3","home.cage-conflict.trained"
"Cln8",-2.03734949510348,0.0855081481271327,"CA3","home.cage-conflict.trained"
"Col27a1",-5.71062954470807,0.0855081481271327,"CA3","home.cage-conflict.trained"
"Copg2",1.05946700142674,0.0960212178397085,"CA3","home.cage-conflict.trained"
"Cpt1a",-2.70845531994126,0.0976081633591983,"CA3","home.cage-conflict.trained"
"Cptp",-2.49610724526518,0.0733733104618034,"CA3","home.cage-conflict.trained"
"Csf1",-4.25636654579608,0.0855081481271327,"CA3","home.cage-conflict.trained"
"Csrp1",-1.8506547680681,0.0621786992073088,"CA3","home.cage-conflict.trained"
"Cst3",-1.53630634758215,0.0756812515197716,"CA3","home.cage-conflict.trained"
"Cstf2",1.06781629087296,0.0960212178397085,"CA3","home.cage-conflict.trained"
"Ctla2a",-4.79010993259303,0.0976081633591983,"CA3","home.cage-conflict.trained"
"Ctss",-2.43375695976221,0.0850416538934178,"CA3","home.cage-conflict.trained"
"Cxcl14",-2.48573281177792,0.049373347935062,"CA3","home.cage-conflict.trained"
"Cyba",-6.66788855962028,0.0855081481271327,"CA3","home.cage-conflict.trained"
"Cyth3",1.32037231082134,0.0756735703884126,"CA3","home.cage-conflict.trained"
"Dbi",-2.45473718204102,0.0621786992073088,"CA3","home.cage-conflict.trained"
"Ddb2",-5.12588357140349,0.0756735703884126,"CA3","home.cage-conflict.trained"
"Dennd3",-5.08999255086033,0.080824585535352,"CA3","home.cage-conflict.trained"
"Dnajc14",1.11134123751504,0.0861801238655722,"CA3","home.cage-conflict.trained"
"Dusp15",-6.89614187071609,0.0319975010183433,"CA3","home.cage-conflict.trained"
"Edrf1",1.69442617391993,0.0948130754862471,"CA3","home.cage-conflict.trained"
"Efs",-6.3111512092995,0.0563140994027474,"CA3","home.cage-conflict.trained"
"Epb41l2",-2.80660083249362,0.0605526746829807,"CA3","home.cage-conflict.trained"
"Epm2a",-1.92573187501637,0.0868212405257359,"CA3","home.cage-conflict.trained"
"Etnppl",-3.91240762309169,0.049373347935062,"CA3","home.cage-conflict.trained"
"Evi2a",-3.50548742680329,0.0756735703884126,"CA3","home.cage-conflict.trained"
"F3",-2.31587518098115,0.0982852765928192,"CA3","home.cage-conflict.trained"
"Fam118b",-2.75265296189526,0.0976081633591983,"CA3","home.cage-conflict.trained"
"Fam129b",-7.27965523656036,0.0132007364117448,"CA3","home.cage-conflict.trained"
"Fam213a",-1.65406794645713,0.0756735703884126,"CA3","home.cage-conflict.trained"
"Fam98a",-1.34211041256299,0.0948130754862471,"CA3","home.cage-conflict.trained"
"Fcgrt",-6.11392499999864,0.0861557288996034,"CA3","home.cage-conflict.trained"
"Fgfr3",-2.10626708791055,0.0621786992073088,"CA3","home.cage-conflict.trained"
"Fgfrl1",-3.01411136368398,0.0868212405257359,"CA3","home.cage-conflict.trained"
"Fhod1",-5.56380374663329,0.0861801238655722,"CA3","home.cage-conflict.trained"
"Flt1",-2.11231998058665,0.0977988641943968,"CA3","home.cage-conflict.trained"
"Foxn2",-2.83920451010521,0.0470308253546806,"CA3","home.cage-conflict.trained"
"Frmd8",-3.84767391641193,0.0632192281218057,"CA3","home.cage-conflict.trained"
"Gas1",-6.17014947987798,0.0756735703884126,"CA3","home.cage-conflict.trained"
"Gdpd5",-3.25447027540568,0.0861801238655722,"CA3","home.cage-conflict.trained"
"Get4",-1.24100517656049,0.0976081633591983,"CA3","home.cage-conflict.trained"
"Gjc3",-2.85683609473305,0.0408379801065453,"CA3","home.cage-conflict.trained"
"Glul",-2.25316144785779,0.0732121643816404,"CA3","home.cage-conflict.trained"
"Gnb5",1.33019444405753,0.0756735703884126,"CA3","home.cage-conflict.trained"
"Gpc5",-2.91346553600564,0.049373347935062,"CA3","home.cage-conflict.trained"
"Gpr89",-2.13337827072098,0.0756812515197716,"CA3","home.cage-conflict.trained"
"Gprc5b",-2.5254674315225,0.0312086517002009,"CA3","home.cage-conflict.trained"
"Gps2",-3.88289860051025,0.0518643729375429,"CA3","home.cage-conflict.trained"
"Gstm1",-1.44902735558631,0.0855081481271327,"CA3","home.cage-conflict.trained"
"Gtpbp3",1.68155687823817,0.0869364921038202,"CA3","home.cage-conflict.trained"
"H2-K1",-2.40854176498193,0.0974317386399881,"CA3","home.cage-conflict.trained"
"Hba-a1",-7.27321145959001,0.0147406009896947,"CA3","home.cage-conflict.trained"
"Hdac7",-2.282174262139,0.095641648920388,"CA3","home.cage-conflict.trained"
"Hexb",-2.25753196703927,0.0632192281218057,"CA3","home.cage-conflict.trained"
"Hist1h1c",-6.74864314519413,0.0312086517002009,"CA3","home.cage-conflict.trained"
"Hkdc1",4.47822516073776,0.0132007364117448,"CA3","home.cage-conflict.trained"
"Ibtk",-2.91029644438296,0.0718044083529578,"CA3","home.cage-conflict.trained"
"Id3",-6.30669980791596,0.0855081481271327,"CA3","home.cage-conflict.trained"
"Ift27",-3.09000914274752,0.0861801238655722,"CA3","home.cage-conflict.trained"
"Itgb5",-2.90571560641595,0.0680860502916373,"CA3","home.cage-conflict.trained"
"Kcna6",-1.37701020250491,0.049373347935062,"CA3","home.cage-conflict.trained"
"Kcnd2",-1.21997396339364,0.0964904770125428,"CA3","home.cage-conflict.trained"
"Kcnj10",-1.70420402042542,0.0948130754862471,"CA3","home.cage-conflict.trained"
"Kif1c",-1.3757844394731,0.0948130754862471,"CA3","home.cage-conflict.trained"
"Kif5a",-1.64402234053309,0.049373347935062,"CA3","home.cage-conflict.trained"
"Lamb2",-2.52600418996511,0.0977988641943968,"CA3","home.cage-conflict.trained"
"Lamc3",-6.194091685053,0.071357381488336,"CA3","home.cage-conflict.trained"
"Lgi4",-4.19416716504717,0.0408379801065453,"CA3","home.cage-conflict.trained"
"Lsm5",4.04253566382443,0.0855081481271327,"CA3","home.cage-conflict.trained"
"Manf",-2.1187105159922,0.0989002397876334,"CA3","home.cage-conflict.trained"
"Metrn",-2.60165984147103,0.0756735703884126,"CA3","home.cage-conflict.trained"
"Mettl9",-2.00309162408786,0.0948130754862471,"CA3","home.cage-conflict.trained"
"Midn",-1.64180178655354,0.0976081633591983,"CA3","home.cage-conflict.trained"
"Mob1a",-3.18748834833325,0.0732121643816404,"CA3","home.cage-conflict.trained"
"Mobp",-1.50987217108298,0.0855081481271327,"CA3","home.cage-conflict.trained"
"Mog",-2.58987730959683,0.0756735703884126,"CA3","home.cage-conflict.trained"
"Mrps25",1.38416859767632,0.0855081481271327,"CA3","home.cage-conflict.trained"
"Mrps31",2.16485941241488,0.0948130754862471,"CA3","home.cage-conflict.trained"
"Msn",-4.79297862743014,0.0408379801065453,"CA3","home.cage-conflict.trained"
"Mtor",1.02424707745689,0.0948130754862471,"CA3","home.cage-conflict.trained"
"Mvd",-2.28711251939635,0.0793453088536844,"CA3","home.cage-conflict.trained"
"N4bp3",-2.08632546723263,0.0910138592905734,"CA3","home.cage-conflict.trained"
"Ncoa7",1.57927679242401,0.0732121643816404,"CA3","home.cage-conflict.trained"
"Nedd9",-2.80982769025143,0.0878352229156876,"CA3","home.cage-conflict.trained"
"Nfkbia",-3.672662766035,0.0132007364117448,"CA3","home.cage-conflict.trained"
"Nkain1",2.35402268789579,0.0891180540763193,"CA3","home.cage-conflict.trained"
"Nkd1",-4.25655453519223,0.0621786992073088,"CA3","home.cage-conflict.trained"
"Nlk",-1.74835780558762,0.0756812515197716,"CA3","home.cage-conflict.trained"
"Nop9",-4.3327707498734,0.0766906517848091,"CA3","home.cage-conflict.trained"
"Nwd1",-1.91953925135509,0.0969666455246313,"CA3","home.cage-conflict.trained"
"Oaf",-5.79243913779341,0.0855081481271327,"CA3","home.cage-conflict.trained"
"Pacsin3",-5.12266776523975,0.071480921379186,"CA3","home.cage-conflict.trained"
"Pbxip1",-2.81584937925959,0.049373347935062,"CA3","home.cage-conflict.trained"
"Pcdhga10",-6.84452065354847,0.0319975010183433,"CA3","home.cage-conflict.trained"
"Pcna",-2.6174295228486,0.0756735703884126,"CA3","home.cage-conflict.trained"
"Pex11a",-5.13355628065301,0.0756812515197716,"CA3","home.cage-conflict.trained"
"Phgdh",-2.37307536118581,0.0977988641943968,"CA3","home.cage-conflict.trained"
"Phtf1",1.39950917841633,0.0982852765928192,"CA3","home.cage-conflict.trained"
"Pias4",-1.89657592919556,0.0869364921038202,"CA3","home.cage-conflict.trained"
"Pih1d1",-2.85679132639996,0.0560310046529295,"CA3","home.cage-conflict.trained"
"Pik3r1",-2.0821086389514,0.0861801238655722,"CA3","home.cage-conflict.trained"
"Pla2g7",-1.55700600164447,0.080824585535352,"CA3","home.cage-conflict.trained"
"Plpp3",-1.8826326299329,0.0855081481271327,"CA3","home.cage-conflict.trained"
"Plpp7",-2.78497269789042,0.0855081481271327,"CA3","home.cage-conflict.trained"
"Plscr3",2.21739777888424,0.0948130754862471,"CA3","home.cage-conflict.trained"
"Plxdc2",-2.93128311292751,0.0855081481271327,"CA3","home.cage-conflict.trained"
"Pnp",-4.47783153362942,0.0855081481271327,"CA3","home.cage-conflict.trained"
"Podxl",-3.55327589410981,0.0976081633591983,"CA3","home.cage-conflict.trained"
"Pon2",-2.24603730092754,0.0855081481271327,"CA3","home.cage-conflict.trained"
"Prelp",-6.33906658209827,0.0505691393784264,"CA3","home.cage-conflict.trained"
"Prex1",-3.46571796035988,0.0537231611561803,"CA3","home.cage-conflict.trained"
"Prps1l3",-5.55932200133605,0.0941580450398295,"CA3","home.cage-conflict.trained"
"Prr18",-3.5402274300009,0.0106218361977513,"CA3","home.cage-conflict.trained"
"Prss53",5.53276569359457,0.0976081633591983,"CA3","home.cage-conflict.trained"
"Ptgr2",-2.12193690130252,0.0977988641943968,"CA3","home.cage-conflict.trained"
"Ptn",-2.74658343123525,0.0106218361977513,"CA3","home.cage-conflict.trained"
"Rapgef4",-1.90029204416757,0.0292596378306726,"CA3","home.cage-conflict.trained"
"Rarg",-4.60033597215925,0.0756735703884126,"CA3","home.cage-conflict.trained"
"Rell1",-5.50444308063337,0.0960186988664785,"CA3","home.cage-conflict.trained"
"Rnf122",-5.95820013137275,0.0855081481271327,"CA3","home.cage-conflict.trained"
"Rnf5",-1.75152861822306,0.0756812515197716,"CA3","home.cage-conflict.trained"
"Rxra",-2.87188173430959,0.0868212405257359,"CA3","home.cage-conflict.trained"
"Sbno2",-2.20996470856176,0.0969666455246313,"CA3","home.cage-conflict.trained"
"Scrg1",-5.24732735609196,0.0727622121521349,"CA3","home.cage-conflict.trained"
"Sdr39u1",-1.94754150207655,0.0727622121521349,"CA3","home.cage-conflict.trained"
"Sema4c",-5.25346570675236,0.0632192281218057,"CA3","home.cage-conflict.trained"
"Serpini1",-1.53086633140411,0.0855081481271327,"CA3","home.cage-conflict.trained"
"Sft2d2",-2.87291547445376,0.0868212405257359,"CA3","home.cage-conflict.trained"
"Slc12a4",-3.44700579312685,0.0891180540763193,"CA3","home.cage-conflict.trained"
"Slc15a2",-4.3561075753756,0.0132007364117448,"CA3","home.cage-conflict.trained"
"Slc1a2",-1.38469274864656,0.0976081633591983,"CA3","home.cage-conflict.trained"
"Slc25a15",-5.71151519322207,0.0732121643816404,"CA3","home.cage-conflict.trained"
"Slc30a1",-1.79609879366027,0.0977988641943968,"CA3","home.cage-conflict.trained"
"Slc39a12",-2.80205698292123,0.0756735703884126,"CA3","home.cage-conflict.trained"
"Slc4a2",-2.61175923752597,0.0732121643816404,"CA3","home.cage-conflict.trained"
"Slc52a2",-4.01117827848208,0.0868212405257359,"CA3","home.cage-conflict.trained"
"Slc7a10",-2.65677926444451,0.0868212405257359,"CA3","home.cage-conflict.trained"
"Slco1c1",-2.42442977555721,0.0976081633591983,"CA3","home.cage-conflict.trained"
"Smpdl3a",-2.43408172100613,0.0855081481271327,"CA3","home.cage-conflict.trained"
"Snx15",1.99237526908574,0.0855081481271327,"CA3","home.cage-conflict.trained"
"Snx5",-1.54186740376133,0.0855081481271327,"CA3","home.cage-conflict.trained"
"Sparc",-1.62720208599009,0.0869364921038202,"CA3","home.cage-conflict.trained"
"Srebf1",-3.21247796572739,0.0147049970456868,"CA3","home.cage-conflict.trained"
"Srl",-5.95415816457145,0.0632192281218057,"CA3","home.cage-conflict.trained"
"Tbx3",-6.96753854614011,0.0850416538934178,"CA3","home.cage-conflict.trained"
"Tcn2",-4.43253240647376,0.0977988641943968,"CA3","home.cage-conflict.trained"
"Tlr7",-6.61325311542053,0.0756735703884126,"CA3","home.cage-conflict.trained"
"Tmem176b",-3.2528241938165,0.0855081481271327,"CA3","home.cage-conflict.trained"
"Tmem203",3.38551566553996,0.049373347935062,"CA3","home.cage-conflict.trained"
"Tmem44",-2.80209897837686,0.0733733104618034,"CA3","home.cage-conflict.trained"
"Tmem47",-2.07612273195441,0.0977988641943968,"CA3","home.cage-conflict.trained"
"Tns2",-3.5589769595142,0.0732121643816404,"CA3","home.cage-conflict.trained"
"Tspan15",-3.55271554866619,0.080824585535352,"CA3","home.cage-conflict.trained"
"Tspan2",-2.07183799417598,0.0518643729375429,"CA3","home.cage-conflict.trained"
"Ubr1",-1.43753671449649,0.0869364921038202,"CA3","home.cage-conflict.trained"
"Ucp2",-3.08106851174743,0.0977988641943968,"CA3","home.cage-conflict.trained"
"Usp16",-2.04449818646266,0.0977988641943968,"CA3","home.cage-conflict.trained"
"Vtn",-3.3633192891366,0.0319975010183433,"CA3","home.cage-conflict.trained"
"Wdr13",-0.88875717914694,0.0976081633591983,"CA3","home.cage-conflict.trained"
"Xkrx",4.5360686060982,0.0756735703884126,"CA3","home.cage-conflict.trained"
"Xpr1",-1.42451798784154,0.0537231611561803,"CA3","home.cage-conflict.trained"
"Zbtb9",-6.06086430064535,0.0855081481271327,"CA3","home.cage-conflict.trained"
"Zcchc12",-3.02413933885759,0.0518643729375429,"CA3","home.cage-conflict.trained"
"Zfp426",-2.79751258107912,0.0850416538934178,"CA3","home.cage-conflict.trained"
"Zkscan6",-2.86668323524953,0.049373347935062,"CA3","home.cage-conflict.trained"
"Zmpste24",-2.46366125571419,0.0855081481271327,"CA3","home.cage-conflict.trained"
"Zscan20",-5.80971899958146,0.0868212405257359,"CA3","home.cage-conflict.trained"
"Zxdb",-3.09853110968328,0.0518643729375429,"CA3","home.cage-conflict.trained"
